"PPG_Item","Category","Market","Retailer","Brand","Display_Spend","Feature_Spend"
"DD PURINA ONE ML 08LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 31.1LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST 36LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 44LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 40LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD DOG CHOW GREEN BG 48-55LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DT BUSY CW 35OZ","Dog Treats","ROM","Fareway","Busy",0,0
"CT WHISKER LICKINS CR 10OZ","Cat Treats","ROM","Fareway","Whisker Lickins",0,0
"DT BUSY CW 01.2-1.7OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY CHEWNOLA CW 04OZ","Dog Treats","ROM","Fareway","Busy",0,0
