"Item.Number","Market","PPG_Description","PPG_Item_no","PPG_Cat","Product_Name","Retailer","BRAND GROUP(C)","ListCost","OffInvoice","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4"
1113200040,"ROM","DD ALPO 04LB","ITEM518DDALPO","Dry Dog","PURINA ALPO DRY DOG FOOD ADULT SAVORY BEEF DRY BAG 4 POUND","Fareway","ALPO",NA,0,0.657919718964716,0.582050259274033,0.434823613340467,0.264318677625942,0.3180756880649,0.339593328700098,0.785714285714286,0.9
1113200040,"Retailer","DD ALPO 04LB","ITEM518DDALPO","Dry Dog","PURINA ALPO DRY DOG FOOD ADULT SAVORY BEEF DRY BAG 4 POUND","Fareway","ALPO",2.88830092118731,0,1,1,1,1,1,1,1,1
1113200392,"ROM","DT ALPO VARIETY SNAPS CR 32OZ","ITEM636DTALPOVARIETYSNAPSCR","Dog Treats","PURINA ALPO VARIETY SNAPS DOG TREAT VARIETY BEEF CHCKN LVR AND LMB BOX 32 OUNCE","Fareway","ALPO",NA,0,0.55633268710836,0.544965237416314,0.521983634111762,0.507363438107344,0.511324607146538,0.516628810195848,0.533615372790707,0.544438546329278
1113200681,"ROM","DT ALPO VARIETY SNAPS CR 16OZ","ITEM638DTALPOVARIETYSNAPSCR","Dog Treats","PURINA ALPO VARIETY SNAPS DOG TREAT BEEF CHICKEN LIVER LAMB BOX 16 OUNCE","Fareway","ALPO",NA,0,1,1,1,1,1,1,1,1
1113210840,"ROM","DW ALPO 13.0-13.2OZ","ITEM5ALPO","Wet Dog","PURINA ALPO CHOP HOUSE WET DOG FOOD ADULT FILET MIGNON AND BACON WET CAN 13.2 OUNCE","Fareway","ALPO",NA,0,0.00131355114691524,0.0000387709906143186,0,0.0000193202614247758,0,0,0,0
1113210860,"ROM","DW ALPO 13.0-13.2OZ","ITEM5ALPO","Wet Dog","PURINA ALPO CHOP HOUSE WET DOG FOOD ADULT ROASTED CHICKEN AND TOP SIRLOI WET CAN 13.2 OUNCE","Fareway","ALPO",NA,0,0,0,0,0,0,0,0,0
1113210929,"ROM","DW ALPO 13.2OZ 12CT","ITEM249DWALPO","Wet Dog","PURINA ALPO CHOP HOUSE DOG FOOD-WET TYPE TRAY IN WRAP 158.4 OUNCE","Fareway","ALPO",NA,0,0,0,0,0,0,0,0,0
1113211755,"ROM","DW ALPO 13.0-13.2OZ","ITEM5ALPO","Wet Dog","PURINA ALPO CHOP HOUSE WET DOG FOOD ADULT PRIME RIB WET CAN 13.2 OUNCE","Fareway","ALPO",NA,0,0.000199022901047764,0,0,0,0,0,0,0
1113211755,"Retailer","DW ALPO 13.0-13.2OZ","ITEM5ALPO","Wet Dog","PURINA ALPO CHOP HOUSE WET DOG FOOD ADULT PRIME RIB WET CAN 13.2 OUNCE","Fareway","ALPO",0.765,0,NA,NA,NA,NA,NA,NA,NA,NA
1113212516,"ROM","DW ALPO 13.0-13.2OZ","ITEM5ALPO","Wet Dog","PURINA ALPO WET DOG FOOD ADULT BEEF BACON AND CHEESE WET CAN 13.2 OUNCE","Fareway","ALPO",NA,0,0.00199022901047764,0.0000193854953071593,0.0000960914366136778,0,0,0,0,0
