"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","CB_Comp_TPR_3","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_4","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7","CB_Comp_TPR_8","CB_Comp_TPR_9","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_RP_7","WB_Comp_Interaction_RP_1"
"ITEM11108CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",1,0,0,"ROM","ALBSCO",NA,NA,NA,NA,4.61169380061812,3.64833633966799,0.00840856767087746,0,0.00032,0,0.00646692307692308,1.10696580241641,0.0266939887410039,0.055195109684623,28.9230769230769,178.014153846154,156.266187258766,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7479665873874,533.50151005958,62.0517207096501,62.0517207096501,NA,NA,0,0,0,NA,1550.41136703553,428.55020140038,NA,0,NA,NA,NA,NA,NA,NA,428.55020140038,1550.41136703553,252.809913801722,3.63992791720836,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11108CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,0,0,"ROM","ALBSCO",NA,NA,NA,NA,5.04905156647237,4.83215013031521,0.262914294583141,0.000313333333333333,0.001155,0.00011,0.0514608333333333,1.0763527340717,0.243105088423837,0.207657508217202,26,2497.77625,1198.65314491582,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299.12310508418,3838.90611909023,4419.72229757644,4419.72229757644,NA,NA,0,0,0,NA,3838.90611909023,1198.65314491582,NA,0,NA,NA,NA,NA,0,0,1198.65314491582,3838.90611909023,4355.5930325251,4.81543661084945,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1110CTDENTALIFEDNT_ROM","CT DENTALIFE DNT 19OZ","Cat Treats","NPP",0,0,1,"ROM","ALBSCO",NA,NA,NA,NA,7.61406940240705,9.26797178130511,0.169280055487689,0,0,0,0,1.24608783076042,0.169280055487689,0.169280055487689,35,0,0,1,NA,NA,NA,NA,NA,15.5088551655749,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,10.1663390540901,1.35929471703133,NA,0,NA,NA,NA,NA,NA,NA,1.35929471703133,10.1663390540901,0,9.26285714285714,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1110CTDENTALIFEDNT_ROM","CT DENTALIFE DNT 19OZ","Cat Treats","NPP",0,1,0,"ROM","ALBSCO",NA,NA,NA,NA,9.24015274985288,9.73856076992702,0.10233899211539,0,0,0,0.0000446153846153846,1.15624417078623,0.10233899211539,0.10233899211539,31.9230769230769,0.461538461538462,0.461538461538462,1,NA,NA,NA,NA,NA,15.3544706520444,NA,NA,NA,NA,0,3.24923076923077,0,0,NA,NA,0,0,0,NA,17.0623557695475,2.06702790681108,NA,0,NA,NA,NA,NA,NA,NA,2.06702790681108,17.0623557695475,1.24663222817069,9.7381390689083,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1110CTDENTALIFEDNT_ROM","CT DENTALIFE DNT 19OZ","Cat Treats","NPP",1,0,0,"ROM","ALBSCO",NA,NA,NA,NA,9.74084472440551,9.74,0.144126783551835,0,0,0,0.000202307692307692,1.10696580241641,0.144126783551835,0.155064993531223,28.9230769230769,2.53846153846154,1.97094650360265,1,NA,NA,NA,NA,NA,15.1469480884426,NA,NA,NA,NA,0.56751503485889,14.9090775949553,4.29015317427546,4.29015317427546,NA,NA,0,0,0,NA,28.9572958992066,3.65854080197851,NA,0,NA,NA,NA,NA,NA,NA,3.65854080197851,28.9572958992066,5.53370399254648,9.72676191051682,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1110CTDENTALIFEDNT_ROM","CT DENTALIFE DNT 19OZ","Cat Treats","NPP",0,0,0,"ROM","ALBSCO",NA,NA,NA,NA,9.75939015196305,9.73878472222222,0.0987883879598596,0,0,0,0.0008425,1.0763527340717,0.0987883879598596,0.0869386604821893,26,12.3333333333333,6.06596243646125,1,NA,NA,NA,NA,NA,15.4900213912254,NA,NA,NA,NA,6.26737089687208,52.8227724045315,54.6097275954685,54.6097275954685,NA,NA,0,0,0,NA,54.3987780492577,6.24615123467375,NA,0,NA,NA,NA,NA,NA,NA,6.24615123467375,54.3987780492577,12.9322795460759,9.72149305555556,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11127CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",0,0,1,"ROM","ALBSCO",NA,NA,NA,NA,0.693208199302273,1.48821643060733,0.694222654240871,0,0,0,0.000000714285714285714,1.24608783076042,0.623500886189944,0.623754304443827,35,0.214285714285714,0.214285714285714,1,2.5936153054163,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.00214285714285714,0,0,NA,NA,0,0,0,NA,0.979512095012091,1.59324246839416,NA,0,NA,NA,NA,NA,NA,NA,1.59324246839416,0.979512095012091,0.255410859742334,1.48821643060733,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11127CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",0,1,0,"ROM","ALBSCO",NA,NA,NA,NA,1.76130521293441,1.78073495707976,0.177756478584303,0,0,0,0.0000346153846153846,1.15624417078623,0.22130008151094,0.206618988618379,31.9230769230769,1.07692307692308,0.970174026598202,1,2.38126483217084,NA,NA,NA,NA,NA,NA,0,NA,NA,0.106749050324875,1.27707225689412,0.1283123584905,0.1283123584905,NA,NA,0,0,0,NA,9.33274273441057,6.55183681048659,NA,0,NA,NA,NA,NA,NA,NA,6.55183681048659,9.33274273441057,0.488629469122427,1.76479550379198,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11127CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",1,0,0,"ROM","ALBSCO",NA,NA,NA,NA,1.62269230769231,1.62269230769231,0.314017752018431,0,0,0,0.000187692307692308,1.10696580241641,0.296899205967521,0.279005663023641,28.9230769230769,8.09,6.45391189542968,1,2.42039744581963,NA,NA,NA,NA,NA,NA,0.0323595818639782,NA,NA,1.63608810457032,7.07252366457917,0.914399412343913,0.914399412343913,NA,NA,0,0,0,NA,15.9791720163217,13.452913537574,NA,0,NA,NA,NA,NA,NA,NA,13.452913537574,15.9791720163217,5.09502451923075,1.61897435897436,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11127CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",0,0,0,"ROM","ALBSCO",NA,NA,NA,NA,1.50324867068718,1.50064796834297,0.209221656989028,0.00087,0,0,0.00336083333333333,1.0763527340717,0.180594512040324,0.133024843986413,26,93.03,53.9075309574618,1,2.33608981367669,NA,NA,NA,NA,NA,NA,0,NA,NA,39.1224690425382,67.8268494662885,49.1648172003782,49.1648172003782,NA,NA,0,0,0,NA,80.2860536774648,63.7561392374802,NA,0,NA,NA,NA,NA,NA,NA,63.7561392374802,80.2860536774648,24.3353426082979,1.49224846088284,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11128CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",0,0,1,"ROM","ALBSCO",NA,NA,NA,NA,3.76328383187518,3.74763036493655,0,0,0.0000264285714285714,0,0.00224821428571429,1.24608783076042,0,0,35,938.285714285714,938.285714285714,1,1.49905474504392,2.48226920959646,NA,NA,NA,NA,NA,NA,NA,NA,0,3509.865,0,0,NA,NA,0,0,0,NA,7655.27514679114,2046.8360168407,NA,0,NA,NA,NA,NA,NA,NA,2046.8360168407,7655.27514679114,21.2540763056343,3.74066170855468,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11128CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",0,1,0,"ROM","ALBSCO",NA,NA,NA,NA,3.77374562415468,3.76215794942199,0,0,0,0,0.00201692307692308,1.15624417078623,0,0,31.9230769230769,782.230769230769,730.74036976704,1,1.51429759422742,2.44695675826542,NA,NA,NA,NA,NA,NA,NA,NA,51.4903994637289,2743.92925499113,193.843052701182,193.843052701182,NA,NA,0,0,0,NA,3187.17268909155,848.902222829866,NA,0,NA,NA,NA,NA,NA,NA,848.902222829866,3187.17268909155,14.2313633588036,3.75563275571129,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11128CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",1,0,0,"ROM","ALBSCO",NA,NA,NA,NA,3.56190335047042,3.5599809780087,0,0,0,0,0.00158807692307692,1.10696580241641,0,0,28.9230769230769,619.384615384615,335.992008270992,1,1.47769796884941,2.34358036917564,NA,NA,NA,NA,NA,NA,NA,NA,283.392607113623,1207.70812712065,1006.65725749474,1006.65725749474,NA,NA,0,0,0,NA,1207.70812712065,335.992008270992,NA,0,NA,NA,NA,NA,0,0,335.992008270992,1207.70812712065,2.38224061620217,3.55798624882539,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11128CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",0,0,0,"ROM","ALBSCO",NA,NA,NA,NA,3.32504113196614,3.32500811453168,0,0,0,0,0.00141,1.0763527340717,0,0,26,529.5,142.897184618168,1,1.42489310219122,2.36208111243079,NA,NA,NA,NA,NA,NA,NA,NA,386.602815381832,475.854622014984,1274.03787798502,1274.03787798502,NA,NA,0,0,0,NA,475.854622014984,142.897184618168,NA,0,NA,NA,NA,NA,0,0,142.897184618168,475.854622014984,3.15667484448558,3.31857705092488,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11129CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",0,0,1,"ROM","ALBSCO",NA,NA,NA,NA,1.00000581027386,0.987599097308927,0,0,0,0,0.00181642857142857,1.24608783076042,0,0,35,1149.14285714286,1149.14285714286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1133.04,0,0,NA,NA,0,0,0,NA,2324.71129065598,2355.00192942323,NA,0,NA,NA,NA,NA,NA,NA,2355.00192942323,2324.71129065598,16.1091875509858,0.985714644794317,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11129CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",0,1,0,"ROM","ALBSCO",NA,NA,NA,NA,0.99997097913565,0.976973600670784,0,0,0.00000923076923076923,0,0.001965,1.15624417078623,0,0,31.9230769230769,1240.93846153846,815.924545368175,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.013916170287,796.711998098385,413.924924978538,413.924924978538,NA,NA,0,0,0,NA,796.711998098385,815.924545368175,NA,0,NA,NA,NA,NA,0,0,815.924545368175,796.711998098385,30.2608127844844,0.97529638410056,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11129CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",1,0,0,"ROM","ALBSCO",NA,NA,NA,NA,0.999767059401158,0.976207624266758,0,0,0,0,0.00148346153846154,1.10696580241641,0,0,28.9230769230769,805.03,290.505356071746,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.524643928254,281.001445212886,498.411631710191,498.411631710191,NA,NA,0,0,0,NA,281.001445212886,290.505356071746,NA,0,NA,NA,NA,NA,0,0,290.505356071746,281.001445212886,25.4333568851785,0.967769633756023,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11129CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",0,0,0,"ROM","ALBSCO",NA,NA,NA,NA,0.999887094179217,0.982949141159804,0.0104882710175598,0,0,0,0.00145583333333333,1.0763527340717,0.0104882710175598,0.0104882710175598,26,742.09,120.991485255919,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621.098514744081,115.969472088184,599.503861245149,599.503861245149,NA,NA,0,0,0,NA,115.969472088184,120.991485255919,NA,0,NA,NA,NA,NA,0,0,120.991485255919,115.969472088184,26.5275191476707,0.97495953366388,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11156CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",0,0,1,"ROM","ALBSCO",NA,NA,NA,NA,3.91657566064182,3.84679202112014,0,0,0.000169285714285714,0,0.077045,1.24608783076042,0,0,35,2131.09192857143,2074.95550493511,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,56.1364236363215,7965.84159722393,216.026545633214,216.026545633214,NA,NA,0,0,0,NA,8217.53775133857,2140.63828713214,NA,0,NA,NA,NA,NA,NA,NA,2140.63828713214,8217.53775133857,165.296761678934,3.83873527609737,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11156CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",0,1,0,"ROM","ALBSCO",NA,NA,NA,NA,3.74491562326877,3.71000318081053,0,0,0,0,0.0772369230769231,1.15624417078623,0,0,31.9230769230769,2147.10023076923,2115.59239067993,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,31.5078400892977,7818.09288925479,117.827110745212,117.827110745212,NA,NA,0,0,0,NA,7952.5876166092,2152.09525346529,NA,0,NA,NA,NA,NA,NA,NA,2152.09525346529,7952.5876166092,89.222705042404,3.70290174655572,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11156CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",1,0,0,"ROM","ALBSCO",NA,NA,NA,NA,3.35258047630821,3.31419461684432,0.00648617262026686,0,0.00059,0,0.0763607692307692,1.10696580241641,0.00648617262026686,0.00648617262026686,28.9230769230769,2518.75653846154,2422.27973692751,1,NA,NA,0,NA,NA,NA,NA,0.0134554039556394,NA,NA,96.4768015340254,7954.75397360307,313.548257166153,313.548257166153,NA,NA,0,0,0,NA,8041.32409316791,2448.23160609598,NA,0,NA,NA,NA,NA,NA,NA,2448.23160609598,8041.32409316791,171.500480095543,3.31011569074469,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
