"Acting_PPG_Item_No","PPG_Cat","PPG_MFG","PPG_Item_No","Modelled_PPG_Description","model_RSq","model_CVErrorMean","model_CVErrorSD","model_coefficient_name","model_coefficient_value","TrainMAPE","rhat","approach_edlp","mean_edlp","std_edlp","approach_tpr","mean_tpr","std_tpr","Run","Reason","Model_flag","Retailer","Market","Brand","size_cuts","price_cuts","grp_based_on","Model_type","model_box","Modelled_PPG_Item_No","acting_box","Variable","CompKey_WB_Interaction","CompKey_WB_Interaction_TPR","CompKey_CB","CompKey_WB","CompKey_CB_TPR","CompKey_WB_TPR","CompKey","Acting_PPG_Item"
"ITEM633BUSYTWISTEDCW","Dog Treats","NPP","ITEM633BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ",0.647080377591878,0,0,"ACV_Disp_Only",10.7049614368169,0.0462912950796719,0.99993372136681,"No Change",-1.19053060980888,0.412292855842194,"",NA,NA,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM633BUSYTWISTEDCW","ROM","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT BUSY TWISTED CW 36OZ"
"ITEM633BUSYTWISTEDCW","Dog Treats","NPP","ITEM633BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ",0.647080377591878,0,0,"category_trend",0.521986654756307,0.0462912950796719,0.999941615366667,"No Change",-1.19053060980888,0.412292855842194,"",NA,NA,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM633BUSYTWISTEDCW","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT BUSY TWISTED CW 36OZ"
"ITEM633BUSYTWISTEDCW","Dog Treats","NPP","ITEM633BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ",0.647080377591878,0,0,"monthno",0.0077985718179087,0.0462912950796719,1.0002100798901,"No Change",-1.19053060980888,0.412292855842194,"",NA,NA,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM633BUSYTWISTEDCW","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT BUSY TWISTED CW 36OZ"
"ITEM633BUSYTWISTEDCW","Dog Treats","NPP","ITEM633BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 36OZ",0.943419525055082,0,0,"wk_sold_median_base_price_byppg_log",-2.04136193700902,0.0962158016425194,0.99991131026689,"Relaxed edlp variance cutoff",-2.22706574123962,0.385987330375177,"No Change",9.81910924139245,0.00101533732456271,"3rd Pass",NA,2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM633BUSYTWISTEDCW","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT BUSY TWISTED CW 36OZ"
"ITEM633BUSYTWISTEDCW","Dog Treats","NPP","ITEM633BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 36OZ",0.943419525055082,0,0,"tpr_discount_byppg",9.91068701550629,0.0962158016425194,1.00005909472354,"Relaxed edlp variance cutoff",-2.22706574123962,0.385987330375177,"No Change",9.81910924139245,0.00101533732456271,"3rd Pass",NA,2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM633BUSYTWISTEDCW","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT BUSY TWISTED CW 36OZ"
"ITEM633BUSYTWISTEDCW","Dog Treats","NPP","ITEM633BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 36OZ",0.943419525055082,0,0,"ACV_Selling",10,0.0962158016425194,1.00018999064153,"Relaxed edlp variance cutoff",-2.22706574123962,0.385987330375177,"No Change",9.81910924139245,0.00101533732456271,"3rd Pass",NA,2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM633BUSYTWISTEDCW","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT BUSY TWISTED CW 36OZ"
"ITEM676TBONZMT","Dog Treats","NPP","ITEM676TBONZMT_ROM","DT T BONZ MT 45OZ",0.506871053552856,0.0974615029035601,0.0192407731118074,"wk_sold_median_base_price_byppg_log",-2.43451561819241,0.259426244845973,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM676TBONZMT","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT T BONZ MT 45OZ"
"ITEM676TBONZMT","Dog Treats","NPP","ITEM676TBONZMT_ROM","DT T BONZ MT 45OZ",0.506871053552856,0.0974615029035601,0.0192407731118074,"tpr_discount_byppg",4.6876815790834,0.259426244845973,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM676TBONZMT","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT T BONZ MT 45OZ"
"ITEM676TBONZMT","Dog Treats","NPP","ITEM676TBONZMT_Retailer","DT T BONZ MT 45OZ",0.813436534633153,0.00743952113591417,0.00149886292342593,"wk_sold_median_base_price_byppg_log",-1.04245618337881,0.0663395307013262,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM676TBONZMT","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT T BONZ MT 45OZ"
"ITEM676TBONZMT","Dog Treats","NPP","ITEM676TBONZMT_Retailer","DT T BONZ MT 45OZ",0.813436534633153,0.00743952113591417,0.00149886292342593,"tpr_discount_byppg",2.14554448484884,0.0663395307013262,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM676TBONZMT","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT T BONZ MT 45OZ"
"ITEM676TBONZMT","Dog Treats","NPP","ITEM676TBONZMT_Retailer","DT T BONZ MT 45OZ",0.813436534633153,0.00743952113591417,0.00149886292342593,"monthno",0.00125775361554302,0.0663395307013262,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM676TBONZMT","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT T BONZ MT 45OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ",0.909534235470684,0.0402393685410462,0.00391083968134233,"tpr_discount_byppg",0.13305235767626,0.162956480774062,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM677PURINAONETRUEINSTMT","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ",0.909534235470684,0.0402393685410462,0.00391083968134233,"ACV_Selling",9.30598841718637,0.162956480774062,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM677PURINAONETRUEINSTMT","ROM","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ",0.909534235470684,0.0402393685410462,0.00391083968134233,"tpr_discount_byppg_lag2",-1.06731427385733,0.162956480774062,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM677PURINAONETRUEINSTMT","ROM","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_Retailer","DT PURINA ONE TRUE INST MT 07OZ",0.905432596824793,0.666370739802812,0.0497482706162125,"tpr_discount_byppg",2.85298962991415,0.540009665732396,NA,"Across Retailers",-1.47717902508876,NA,NA,NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM677PURINAONETRUEINSTMT","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_Retailer","DT PURINA ONE TRUE INST MT 07OZ",0.905432596824793,0.666370739802812,0.0497482706162125,"ACV_Selling",10,0.540009665732396,NA,"Across Retailers",-1.47717902508876,NA,NA,NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM677PURINAONETRUEINSTMT","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_Retailer","DT PURINA ONE TRUE INST MT 07OZ",0.905432596824793,0.666370739802812,0.0497482706162125,"tpr_discount_byppg_lag2",-0.155029696500762,0.540009665732396,NA,"Across Retailers",-1.47717902508876,NA,NA,NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM677PURINAONETRUEINSTMT","Retailer","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_Retailer","DT PURINA ONE TRUE INST MT 07OZ",0.905432596824793,0.666370739802812,0.0497482706162125,"monthno",-0.244083356392799,0.540009665732396,NA,"Across Retailers",-1.47717902508876,NA,NA,NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM677PURINAONETRUEINSTMT","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM677PURINAONETRUEINSTMT","Dog Treats","NPP","ITEM677PURINAONETRUEINSTMT_Retailer","DT PURINA ONE TRUE INST MT 07OZ",0.905432596824793,0.666370739802812,0.0497482706162125,"wk_sold_median_base_price_byppg_log",-1.47717902508876,0.540009665732396,NA,"Across Retailers",-1.47717902508876,NA,NA,NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM677PURINAONETRUEINSTMT","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PURINA ONE TRUE INST MT 07OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"wk_sold_median_base_price_byppg_log",-0.92969761763571,0.0380595194867547,1.00014095860462,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"tpr_discount_byppg",0.653360220963521,0.0380595194867547,1.00001240073146,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"ACV_Feat_Only",0.84110681508055,0.0380595194867547,0.999969684450221,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"ACV_Selling",2.30367223347957,0.0380595194867547,1.00003729466273,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"flag_qtr2",0.0191624376490198,0.0380595194867547,1.00003169171706,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","flag_qtr2",NA,NA,NA,NA,NA,NA,"flag_qtr2","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"flag_qtr3",0.046039540319537,0.0380595194867547,1.0000982424661,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","flag_qtr3",NA,NA,NA,NA,NA,NA,"flag_qtr3","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"flag_qtr4",0.0237126534495036,0.0380595194867547,0.999968429588091,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","flag_qtr4",NA,NA,NA,NA,NA,NA,"flag_qtr4","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"category_trend",1.02646667092812,0.0380595194867547,1.0000302028308,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ",0.930392604484074,0,0,"monthno",-0.00394763040489985,0.0380595194867547,1.00010789683922,"No Change",-1.17836839850722,0.431242075556757,"No Change",0.876501722289814,0.487408258222838,"1st Pass","No Change",2,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM70BUSYTWISTEDCW","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ",0.684472416709518,0,0,"wk_sold_median_base_price_byppg_log",-1.9021942179302,0.0543682380905416,0.999967395913034,"No Change",-1.64363920877511,0.208386991068867,"No Change",1.76154028021759,0.117686035145286,"1st Pass","No Change",2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM70BUSYTWISTEDCW","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ",0.684472416709518,0,0,"tpr_discount_byppg",1.76140377507121,0.0543682380905416,0.999986889513428,"No Change",-1.64363920877511,0.208386991068867,"No Change",1.76154028021759,0.117686035145286,"1st Pass","No Change",2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM70BUSYTWISTEDCW","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ",0.684472416709518,0,0,"ACV_Feat_Disp",1.32697691154786,0.0543682380905416,1.00005238055643,"No Change",-1.64363920877511,0.208386991068867,"No Change",1.76154028021759,0.117686035145286,"1st Pass","No Change",2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM70BUSYTWISTEDCW","Retailer","ACV_Feat_Disp",NA,NA,NA,NA,NA,NA,"ACV_Feat_Disp","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM70BUSYTWISTEDCW","Dog Treats","NPP","ITEM70BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ",0.684472416709518,0,0,"category_trend",0.207220165144877,0.0543682380905416,0.999901149330827,"No Change",-1.64363920877511,0.208386991068867,"No Change",1.76154028021759,0.117686035145286,"1st Pass","No Change",2,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM70BUSYTWISTEDCW","Retailer","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT BUSY TWISTED CW 05.3-7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_ROM","DT DENTALIFE DT 17.1-20.7OZ",0.543443185359585,0.00308126465254533,0.000520406934547636,"wk_sold_median_base_price_byppg_log",-1.20441669541654,0.0401345047635481,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM71DENTALIFEDT","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_ROM","DT DENTALIFE DT 17.1-20.7OZ",0.543443185359585,0.00308126465254533,0.000520406934547636,"category_trend",0.0964622469804617,0.0401345047635481,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM71DENTALIFEDT","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_ROM","DT DENTALIFE DT 17.1-20.7OZ",0.543443185359585,0.00308126465254533,0.000520406934547636,"monthno",0.00556047062348315,0.0401345047635481,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM71DENTALIFEDT","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_Retailer","DT DENTALIFE DT 17.1-20.7OZ",0.744707805942158,0.00945390947715637,0.00154707993360168,"wk_sold_median_base_price_byppg_log",-0.504679391019001,0.0743029283874724,NA,NA,NA,NA,"Brand in Retailer",2.18136842051501,NA,"2nd Pass","Zero TPR elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM71DENTALIFEDT","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_Retailer","DT DENTALIFE DT 17.1-20.7OZ",0.744707805942158,0.00945390947715637,0.00154707993360168,"ACV_Disp_Only",10,0.0743029283874724,NA,NA,NA,NA,"Brand in Retailer",2.18136842051501,NA,"2nd Pass","Zero TPR elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM71DENTALIFEDT","Retailer","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_Retailer","DT DENTALIFE DT 17.1-20.7OZ",0.744707805942158,0.00945390947715637,0.00154707993360168,"monthno",0.0252591012780259,0.0743029283874724,NA,NA,NA,NA,"Brand in Retailer",2.18136842051501,NA,"2nd Pass","Zero TPR elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM71DENTALIFEDT","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM71DENTALIFEDT","Dog Treats","NPP","ITEM71DENTALIFEDT_Retailer","DT DENTALIFE DT 17.1-20.7OZ",0.744707805942158,0.00945390947715637,0.00154707993360168,"tpr_discount_byppg",2.18136842051501,0.0743029283874724,NA,NA,NA,NA,"Brand in Retailer",2.18136842051501,NA,"2nd Pass","Zero TPR elasticity from 1st pass",1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM71DENTALIFEDT","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT DENTALIFE DT 17.1-20.7OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"wk_sold_median_base_price_byppg_log",-2.5,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"tpr_discount_byppg",1.82756312368856,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"ACV_Feat_Only",0.120671394566844,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"ACV_Disp_Only",0.884593428202764,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"category_trend",1.14660489602658,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"tpr_discount_byppg_lag1",-0.297699745020935,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","Pantry Loading 1",NA,NA,NA,NA,NA,NA,"Pantry Loading 1","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"tpr_discount_byppg_lag2",-0.579288822066196,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.90557518349327,0.0183814378469506,0.00440532025426521,"monthno",-0.036549486702403,0.076609686302559,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","ROM",NA,NA,NA,NA,NA,"ROM","ITEM762PRIMEBONESCW","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM762PRIMEBONESCW","Dog Treats","NPP","ITEM762PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.959319257660702,0.00615232514616403,0.00147099478969103,"wk_sold_median_base_price_byppg_log",-1.37353767604523,0.0537695638954665,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"ALBSCO","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM762PRIMEBONESCW","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PRIME BONES CW 09.7-11.5OZ"
