"","Cannibal_PPG","Date","box","Cannibalised_PPG","Model_flag","Cannibal_PPG_Description","Category","Retailer","Cannibal_Doll","Cannibal_dollars_on_predicted","Cannibal_dollars_on_predicted.x","Cannibal_dollars_on_predicted.y"
"191","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-09","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,6.88538053626392,NA,NA
"192","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-09","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,3.36831821008177,NA,NA
"193","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-09","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,6.77724889233241,NA,NA
"194","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-16","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,21.5424283218622,NA,NA
"195","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-16","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,45.1064876662911,NA,NA
"196","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-16","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,69.2745905922913,NA,NA
"197","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-16","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,33.393397286324,NA,NA
"198","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-16","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,69.1139746905664,NA,NA
"199","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-23","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,24.1302855830386,NA,NA
"200","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-23","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,49.5609725456501,NA,NA
"201","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-23","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,77.4173928893025,NA,NA
"202","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-23","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,36.3980126142646,NA,NA
"203","ITEM4980DCCATKITTENCHOW_Retailer","2021-10-23","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,73.7591737219721,NA,NA
"204","ITEM4980DCCATKITTENCHOW_Retailer","2021-11-06","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,10.5610284953372,NA,NA
"205","ITEM4980DCCATKITTENCHOW_Retailer","2021-11-06","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,21.7881596381677,NA,NA
"206","ITEM4980DCCATKITTENCHOW_Retailer","2021-11-06","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,33.3781447414823,NA,NA
"207","ITEM4980DCCATKITTENCHOW_Retailer","2021-11-06","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,14.9505626222106,NA,NA
"208","ITEM4980DCCATKITTENCHOW_Retailer","2021-11-06","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,31.0865155087286,NA,NA
"209","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-04","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,23.2377024394914,NA,NA
"210","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-04","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,47.2904906480157,NA,NA
"211","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-04","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,72.7470981875215,NA,NA
"212","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-04","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,33.8208092624432,NA,NA
"213","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-04","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,69.3870564433412,NA,NA
"214","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-25","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,22.3434566672,NA,NA
"215","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-25","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,46.0752672198728,NA,NA
"216","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-25","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,69.5377172061789,NA,NA
"217","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-25","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,30.1319295829367,NA,NA
"218","ITEM4980DCCATKITTENCHOW_Retailer","2021-12-25","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,65.2278643899994,NA,NA
"219","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-15","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,0.0305167316091358,NA,NA
"220","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-15","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,0.0689520830318463,NA,NA
"221","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-15","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,0.0929336375356643,NA,NA
"222","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-15","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,0.0362800412980799,NA,NA
"223","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-15","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,0.0866279310520936,NA,NA
"224","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-22","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,35.5546379860859,NA,NA
"225","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-22","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,78.2087137497045,NA,NA
"226","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-22","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,109.346944908187,NA,NA
"227","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-22","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,43.7591964293545,NA,NA
"228","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-22","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,105.981938018128,NA,NA
"229","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-29","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,53.240009639431,NA,NA
"230","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-29","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,116.996162857325,NA,NA
"231","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-29","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,166.460862495937,NA,NA
"232","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-29","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,70.704373165907,NA,NA
"233","ITEM4980DCCATKITTENCHOW_Retailer","2022-01-29","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,156.921833333843,NA,NA
"234","ITEM4980DCCATKITTENCHOW_Retailer","2022-02-05","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,20.15000060051,NA,NA
"235","ITEM4980DCCATKITTENCHOW_Retailer","2022-02-05","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,44.4808549178123,NA,NA
"236","ITEM4980DCCATKITTENCHOW_Retailer","2022-02-05","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,60.9442785027109,NA,NA
"237","ITEM4980DCCATKITTENCHOW_Retailer","2022-02-05","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,27.1581456588995,NA,NA
"238","ITEM4980DCCATKITTENCHOW_Retailer","2022-02-05","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,57.7191094738503,NA,NA
"239","ITEM4980DCCATKITTENCHOW_Retailer","2022-03-19","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,14.6839893927676,NA,NA
"240","ITEM4980DCCATKITTENCHOW_Retailer","2022-03-19","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,32.7597712904308,NA,NA
"241","ITEM4980DCCATKITTENCHOW_Retailer","2022-03-19","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,45.3911747424096,NA,NA
"242","ITEM4980DCCATKITTENCHOW_Retailer","2022-03-19","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,21.3546306594856,NA,NA
"243","ITEM4980DCCATKITTENCHOW_Retailer","2022-03-19","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,48.3677291363814,NA,NA
"244","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-02","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,10.139045930032,NA,NA
"245","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-02","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,23.2882571096146,NA,NA
"246","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-02","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,30.5183075474863,NA,NA
"247","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-02","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,15.9191302234751,NA,NA
"248","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-02","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,33.5152884656527,NA,NA
"249","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-16","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,3.11854898117206,NA,NA
"250","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-16","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,7.06441873228426,NA,NA
"251","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-16","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,9.42673370741109,NA,NA
"252","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-16","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,4.97859372992316,NA,NA
"253","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-16","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,10.1812580623132,NA,NA
"254","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-23","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,3.68767951306227,NA,NA
"255","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-23","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,8.27981706024386,NA,NA
"256","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-23","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,11.297125900042,NA,NA
"257","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-23","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,6.07266537523453,NA,NA
"258","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-23","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,12.618795584174,NA,NA
"259","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-30","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,4.67346933699757,NA,NA
"260","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-30","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,10.6443441162957,NA,NA
"261","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-30","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,14.0253723078791,NA,NA
"262","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-30","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,7.48647756588767,NA,NA
"263","ITEM4980DCCATKITTENCHOW_Retailer","2022-04-30","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,15.0964272935654,NA,NA
"264","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-14","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,73.4162420536396,NA,NA
"265","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-14","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,168.958000717983,NA,NA
"266","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-14","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,221.516189123453,NA,NA
"267","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-14","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,117.73441920599,NA,NA
"268","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-14","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,238.955321162456,NA,NA
"269","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-21","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,2.36946470227214,NA,NA
"270","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-21","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,5.42559682311945,NA,NA
"271","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-21","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,7.10720797033277,NA,NA
"272","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-21","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,3.82261317753905,NA,NA
"273","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-21","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,7.60894282187431,NA,NA
"274","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-28","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,10.745972946829,NA,NA
"275","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-28","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,24.6918167631855,NA,NA
"276","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-28","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,31.9701171233454,NA,NA
"277","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-28","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,17.2705269530759,NA,NA
"278","ITEM4980DCCATKITTENCHOW_Retailer","2022-05-28","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,33.9762642209549,NA,NA
"279","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-04","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,9.57601694366799,NA,NA
"280","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-04","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,21.9030646616835,NA,NA
"281","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-04","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,28.2085478895592,NA,NA
"282","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-04","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,15.3652735882952,NA,NA
"283","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-04","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,29.8583701293082,NA,NA
"284","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-11","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,26.336294205532,NA,NA
"285","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-11","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,60.2512664384997,NA,NA
"286","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-11","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,77.3297794549086,NA,NA
"287","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-11","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,41.8331354305096,NA,NA
"288","ITEM4980DCCATKITTENCHOW_Retailer","2022-06-11","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,81.4290683032963,NA,NA
"289","ITEM4980DCCATKITTENCHOW_Retailer","2022-12-31","Cross","DC CAT/KITTEN CHOW 13-15LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,7.74110138814804,NA,NA
"290","ITEM4980DCCATKITTENCHOW_Retailer","2022-12-31","Cross","DC CAT/KITTEN CHOW 20LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,17.9667837972568,NA,NA
"291","ITEM4980DCCATKITTENCHOW_Retailer","2022-12-31","Cross","DC KIT KABOODLE 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,21.6581498872726,NA,NA
"292","ITEM4980DCCATKITTENCHOW_Retailer","2022-12-31","Cross","DC PURINA ONE ML 07LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,11.2204657998776,NA,NA
"293","ITEM4980DCCATKITTENCHOW_Retailer","2022-12-31","Cross","DC PURINA ONE ML 22LB",2,"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","CVS Total Corp WO HI",0,23.9022465638091,NA,NA
"294","ITEM1014DDBENEFULGRFR_Retailer","2022-09-03","Within","Pantry Loading",1,"DD BENEFUL PREMIUM 03LB","Dry Dog","CVS Total Corp WO HI",108.440180270538,0,NA,NA
"295","ITEM1014DDBENEFULGRFR_Retailer","2022-09-10","Within","Pantry Loading",1,"DD BENEFUL PREMIUM 03LB","Dry Dog","CVS Total Corp WO HI",156.191294977128,0,NA,NA
"296","ITEM1014DDBENEFULGRFR_Retailer","2022-09-17","Within","Pantry Loading",1,"DD BENEFUL PREMIUM 03LB","Dry Dog","CVS Total Corp WO HI",93.4058536525857,0,NA,NA
"297","ITEM1014DDBENEFULGRFR_Retailer","2022-09-24","Within","Pantry Loading",1,"DD BENEFUL PREMIUM 03LB","Dry Dog","CVS Total Corp WO HI",104.145488804129,0,NA,NA
"298","ITEM1014DDBENEFULGRFR_Retailer","2022-10-01","Within","Pantry Loading",1,"DD BENEFUL PREMIUM 03LB","Dry Dog","CVS Total Corp WO HI",49.5136989796044,0,NA,NA
"299","ITEM1014DDBENEFULGRFR_Retailer","2022-10-08","Within","Pantry Loading",1,"DD BENEFUL PREMIUM 03LB","Dry Dog","CVS Total Corp WO HI",1.24598817213223,0,NA,NA
"300","ITEM1436DDBENEFUL_Retailer","2022-07-23","Within","Pantry Loading",1,"DD BENEFUL 14LB","Dry Dog","CVS Total Corp WO HI",116.544903469697,0,NA,NA
"301","ITEM1436DDBENEFUL_Retailer","2022-08-06","Within","Pantry Loading",1,"DD BENEFUL 14LB","Dry Dog","CVS Total Corp WO HI",372.576058124705,0,NA,NA
"302","ITEM1436DDBENEFUL_Retailer","2022-08-13","Within","Pantry Loading",1,"DD BENEFUL 14LB","Dry Dog","CVS Total Corp WO HI",274.119052989209,0,NA,NA
"303","ITEM1436DDBENEFUL_Retailer","2022-08-20","Within","Pantry Loading",1,"DD BENEFUL 14LB","Dry Dog","CVS Total Corp WO HI",393.322166136867,0,NA,NA
"304","ITEM764DDPUPPYCHOW_Retailer","2021-01-02","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",13.1985273322629,13.1985273322629,NA,NA
"305","ITEM764DDPUPPYCHOW_Retailer","2021-01-23","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",0,33.007347483919,NA,NA
"306","ITEM764DDPUPPYCHOW_Retailer","2021-02-20","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",157.250462575016,0,NA,NA
"307","ITEM764DDPUPPYCHOW_Retailer","2021-03-06","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",0,28.6762553392946,NA,NA
"308","ITEM764DDPUPPYCHOW_Retailer","2021-06-19","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",0,52.4240356174526,NA,NA
"309","ITEM764DDPUPPYCHOW_Retailer","2021-07-03","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",39.3213026985171,0,NA,NA
"310","ITEM764DDPUPPYCHOW_Retailer","2021-07-17","Cross","DD MOIST AND MEATY 072OZ",2,"DD PUPPY CHOW 04.4LB","Dry Dog","CVS Total Corp WO HI",29.2046102654192,0,NA,NA
