"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM110CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 40LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM110CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 40LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM111CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 10LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM111CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 10LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM112CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 20LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM112CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 20LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM113CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 25LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM113DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 22LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM113DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 22LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Kit & Kaboodle"
"ITEM114CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 30LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM114DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 11LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM115CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 50LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM115DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 13LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM115DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 13LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Kit & Kaboodle"
"ITEM115DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 16.9OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Dentalife"
"ITEM116CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 52LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM116DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 16LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Kit & Kaboodle"
"ITEM116DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 16LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Kit & Kaboodle"
"ITEM116DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 24.1OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM117CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 40LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM117CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 40LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM117DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 03.2LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM117DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 03.2LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM117DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM117DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM118CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 27-28LB","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Tidy Cats"
"ITEM118DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 0.75-1.1LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM118DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 01.1OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM118DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 01.1OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Dentalife"
"ITEM119CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 35LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM119CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 35LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM119DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 30LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM119DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 30LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Kit & Kaboodle"
"ITEM119DTDENTALIFEACTIVEFRESHDT","Dog Treats","DT DENTALIFE ACTIVEFRESH DT 15.5OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM11CWBEYONDORGANIC","Wet Cat","CW BEYOND ORGANIC 03OZ 6CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM11DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 11LB","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Beyond"
"ITEM11DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 11LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM11DTALPOVARIETYSNAPSCR","Dog Treats","DT ALPO VARIETY SNAPS CR 128OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Alpo"
"ITEM11DWBENEFUL","Wet Dog","DW BENEFUL 03OZ 12CT","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Beneful"
"ITEM11DWBENEFUL","Wet Dog","DW BENEFUL 03OZ 12CT","NPP","ROM","AssociateWhlseGrocersCorp",2,"Beneful"
"ITEM120CLTIDYCATSCLUMPNONLWECOM","Litter","CL TIDY CATS CLUMP NON-LW BAG ECOM 40LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM120DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 38LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM120DTDENTALIFEDT","Dog Treats","DT DENTALIFE DT 17.1-20.7OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM120DTDENTALIFEDT","Dog Treats","DT DENTALIFE DT 17.1-20.7OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM121CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 20LB 2PK","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM121CWPROPLANESSENTIAL","Wet Cat","CW PRO PLAN ESSENTIAL 03OZ 12CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM121DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 24LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM121DTDENTALIFEDT","Dog Treats","DT DENTALIFE DT 06.8-7.8OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Dentalife"
"ITEM121DTDENTALIFEDT","Dog Treats","DT DENTALIFE DT 06.8-7.8OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Dentalife"
"ITEM122CLTIDYCATSCLUMPNONLWPAIL","Litter","CL TIDY CATS CLUMP NON-LW PAIL 38LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM122CWPROPLANESSENTIAL","Wet Cat","CW PRO PLAN ESSENTIAL 03OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM122DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 35LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Kit & Kaboodle"
"ITEM122DTDENTALIFEDT","Dog Treats","DT DENTALIFE DT 02.1OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Dentalife"
"ITEM123CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 10LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM123CWPROPLANSPECIALIZED","Wet Cat","CW PRO PLAN SPECIALIZED 03OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM123DTDENTALIFEDT","Dog Treats","DT DENTALIFE DT 28.5OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Dentalife"
"ITEM124CWPROPLANSPECIALIZED","Wet Cat","CW PRO PLAN SPECIALIZED 03OZ 24CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM124DWMERRICKGRFR","Wet Dog","DW MERRICK GR FR 12.7OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Merrick"
"ITEM125CLTIDYCATSBREEZEPELLETS","Litter","CL TIDY CATS BREEZE PELLETS 03.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM125CWFANCYFEASTPURELY","Wet Cat","CW FANCY FEAST PURELY 02OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Fancy Feast"
"ITEM125CWFANCYFEASTPURELY","Wet Cat","CW FANCY FEAST PURELY 02OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Fancy Feast"
"ITEM126CLTIDYCATSBREEZEENHANCEDPELLETS","Litter","CL TIDY CATS BREEZE ENHANCED PELLETS 03.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM126CWFANCYFEASTPURELYFILETS","Wet Cat","CW FANCY FEAST PURELY FILETS 01OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Fancy Feast"
"ITEM127CLTIDYCATSBREEZESTARTERORIGINAL","Litter","CL TIDY CATS BREEZE STARTER ORIGINAL","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM127CWPURINAONETRGTD","Wet Cat","CW PURINA ONE TRGTD 03OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM128CLTIDYCATSBREEZESTARTERHOOD","Litter","CL TIDY CATS BREEZE STARTER HOOD","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM128CWPURINAONEML","Wet Cat","CW PURINA ONE TRU INST 03OZ 12CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Purina One"
"ITEM129CLTIDYCATSBREEZEPADS","Litter","CL TIDY CATS BREEZE PADS 10CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM129CWPURINAONE","Wet Cat","CW PURINA ONE 03OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM12CWBEYOND","Wet Cat","CW BEYOND 03OZ 12CT","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Beyond"
"ITEM12CWBEYOND","Wet Cat","CW BEYOND 03OZ 12CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM12DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 03LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Beyond"
"ITEM12DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 03LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Beyond"
"ITEM12DDALPO","Dry Dog","DD ALPO 01LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Alpo"
"ITEM12DTTBONZMT","Dog Treats","DT T BONZ MT 04.5OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Alpo"
"ITEM12DTTBONZMT","Dog Treats","DT T BONZ MT 04.5OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Alpo"
"ITEM12DWBENEFUL","Wet Dog","DW BENEFUL 03OZ 03CT","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Beneful"
"ITEM12DWBENEFUL","Wet Dog","DW BENEFUL 03OZ 03CT","NPP","ROM","AssociateWhlseGrocersCorp",2,"Beneful"
"ITEM130CLTIDYCATSBREEZEPADS","Litter","CL TIDY CATS BREEZE PADS 04CT","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM131CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 19.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM131DWMTYDG","Wet Dog","DW MTY DG 05.5OZ 12CT","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Mighty Dog"
"ITEM131DWMTYDG","Wet Dog","DW MTY DG 05.5OZ 12CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Mighty Dog"
"ITEM132CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 17LB - PAIL","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM132CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 17LB - PAIL","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM132DWMTYDG","Wet Dog","DW MTY DG 05.5OZ","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Nppc Brand Group Rem"
"ITEM132DWMTYDG","Wet Dog","DW MTY DG 05.5OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Nppc Brand Group Rem"
"ITEM133CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 08.5LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM133CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 08.5LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM135CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 06LB","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Tidy Cats"
"ITEM135CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 06LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM136CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 35LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM137CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 20LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM137CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 20LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Tidy Cats"
"ITEM138CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG CLUMP 14LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM139CLTIDYCATSPURENATUREALT","Litter","CL TIDY CATS PURE NATURE ALT 12LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM13DCBEYONDKITTEN","Dry Cat","DC BEYOND KITTEN 03LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM13DDBELLA","Dry Dog","DD BELLA 12LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Bella"
"ITEM13DTTBONZMT","Dog Treats","DT T BONZ MT 40OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Alpo"
"ITEM140CLTIDYCATSPURENATUREALT","Litter","CL TIDY CATS PURE NATURE ALT 07.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Tidy Cats"
"ITEM141CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 13.2LB","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Yesterday's News"
"ITEM141CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 13.2LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Yesterday's News"
"ITEM142CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 15LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Yesterday's News"
"ITEM145CLYESTERDAYSNEWALT","Litter","CL YESTERDAYS NEW ALT 10LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Yesterday's News"
"ITEM146CLYESTERDAYSNEWALT","Litter","CL YESTERDAYS NEW ALT 20LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Yesterday's News"
"ITEM14CWBEYOND","Wet Cat","CW BEYOND 03OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Beyond"
"ITEM14CWBEYOND","Wet Cat","CW BEYOND 03OZ","NPP","ROM","AssociateWhlseGrocersCorp",2,"Beyond"
"ITEM14DCBEYONDKITTEN","Dry Cat","DC BEYOND KITTEN 05LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM14DDBELLA","Dry Dog","DD BELLA 03LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Bella"
"ITEM14DDBELLA","Dry Dog","DD BELLA 03LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Bella"
"ITEM14DTTBONZMT","Dog Treats","DT T BONZ MT 10OZ","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Alpo"
"ITEM14DTTBONZMT","Dog Treats","DT T BONZ MT 10OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Alpo"
"ITEM150DCPROPLANKITTEN","Dry Cat","DC PRO PLAN KITTEN 03.2-3.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM152DCPROPLANESSENTIALS","Dry Cat","DC PRO PLAN ESSENTIALS 14-16LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM154DCPROPLANESSENTIALS","Dry Cat","DC PRO PLAN ESSENTIALS 06-7LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM156DCPROPLANSPECIALIZED","Dry Cat","DC PRO PLAN SPECIALIZED 05.5-7LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM157DCPROPLANSPECIALIZED","Dry Cat","DC PRO PLAN SPECIALIZED 03.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM158DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 16LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM159DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 07LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Purina One"
"ITEM159DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 07LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM15CWBEYONDMIXERDIGESTSUPPORT","Wet Cat","CW BEYOND MIXER DIGEST SUPPORT 01OZ 8CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM15DCBEYONDSIMPLY","Dry Cat","DC BEYOND SIMPLY 03LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Beyond"
"ITEM15DCBEYONDSIMPLY","Dry Cat","DC BEYOND SIMPLY 03LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beyond"
"ITEM15DDBENEFULPREMIUM","Dry Dog","DD BENEFUL PREMIUM 09.4-12.5LB","NPP","Retailer","AssociateWhlseGrocersCorp",1,"Beneful"
"ITEM15DDBENEFULPREMIUM","Dry Dog","DD BENEFUL PREMIUM 09.4-12.5LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Beneful"
"ITEM15DTTBONZMT","Dog Treats","DT T BONZ MT 45OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Alpo"
"ITEM15DWBENEFULINCRNMED","Wet Dog","DW BENEFUL INCR N MED 03OZ 30CT","NPP","ROM","AssociateWhlseGrocersCorp",2,"Beneful"
"ITEM160DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 03.5LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM160DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 03.5LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM161DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 02.8LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Purina One"
"ITEM162DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 22LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Purina One"
"ITEM162DTHONESTTODOGAOF","Dog Treats","DT HONEST TO DOG AOF","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Honest To Dog"
"ITEM162DTHONESTTODOGAOF","Dog Treats","DT HONEST TO DOG AOF","NPP","ROM","AssociateWhlseGrocersCorp",1,"Honest To Dog"
"ITEM163DCPURINAONEML","Dry Cat","DC PURINA ONE ML 16LB","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Purina One"
"ITEM163DCPURINAONEML","Dry Cat","DC PURINA ONE ML 16LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM164DCPURINAONEML","Dry Cat","DC PURINA ONE ML 22LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM165DCPURINAONEML","Dry Cat","DC PURINA ONE ML 03.5LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM165DCPURINAONEML","Dry Cat","DC PURINA ONE ML 03.5LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM166DCPURINAONEML","Dry Cat","DC PURINA ONE ML 07LB","NPP","Retailer","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM166DCPURINAONEML","Dry Cat","DC PURINA ONE ML 07LB","NPP","ROM","AssociateWhlseGrocersCorp",2,"Purina One"
"ITEM167DCPURINAONEML","Dry Cat","DC PURINA ONE ML 02.8LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Purina One"
"ITEM168DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 06.3LB","NPP","Retailer","AssociateWhlseGrocersCorp",0,"Purina One"
"ITEM168DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 06.3LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Purina One"
"ITEM168DTMERRICKFRSKSSDT","Dog Treats","DT MERRICK FRS KSS DT 05.5-6.5OZ","NPP","ROM","AssociateWhlseGrocersCorp",1,"Merrick"
"ITEM168DWPROPLANESSENTIAL","Wet Dog","DW PRO PLAN ESSENTIAL 13OZ 12CT","NPP","ROM","AssociateWhlseGrocersCorp",1,"Pro Plan"
"ITEM169DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 14.4LB","NPP","ROM","AssociateWhlseGrocersCorp",1,"Purina One"
