"PPG_Item","Category","Market","Retailer","Brand","Display_Spend","Feature_Spend"
"DC CAT CHOW NATURALS GF 13LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC CAT CHOW NATURALS GF 03.2LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"DC CAT CHOW NATURALS GF 03.2LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"CW FANCY FEAST ML 03OZ 24CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST ML 03OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC CAT CHOW NATURALS GF 06.3LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"CT BEYOND CR 06OZ","Cat Treats","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD ALPO 28-31LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DT ALPO DT 21OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BELLA 03.5OZ 12CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Bella",0,0
"DW BELLA 03.5OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Bella",0,0
"CW FANCY FEAST ML 03OZ  12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FRISKIES PREMIUM 03.5OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES PREMIUM 03.5OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ 48CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES PREMIUM 03.5OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FANCY FEAST ML 03OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST ML 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC CAT/KITTEN CHOW NATURALS 18LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"CW FANCY FEAST ML 03OZ 30CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST ML 03OZ 30CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"CW FANCY FEAST ML 03OZ 48CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC CAT/KITTEN CHOW NATURALS 01LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Cat Chow Line",0,0
"DD C&P ORGANIX 10LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD C&P ORGANIX 10LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CW FANCY FEAST ML 03OZ 36CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DD C&P ORGANIX 04LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD C&P ORGANIX 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CW FANCY FEAST ML 03OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST ML 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DD C&P ORGANIX 18LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CW FANCY FEAST MEDLEYS 03OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST MEDLEYS 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DD C&P PRISTINE 10LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD C&P PRISTINE 10LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CW FANCY FEAST MEDLEYS 03OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DD C&P PRISTINE 04LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD C&P PRISTINE 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CW FANCY FEAST MEDLEYS 03OZ 18CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC DELI CAT 03.5LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Nppc Brand Group Rem",0,0
"DD C&P PRISTINE 18LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CW FANCY FEAST MEDLEYS 03OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST MEDLEYS 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DD ALPO 37-41LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DD ALPO 37-41LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BELLA 03.5OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Bella",0,0
"DW BELLA 03.5OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Bella",0,0
"DW BELLA TRUE DELIGHTS 01.4OZ 8CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Bella",0,0
"DW BELLA TRUE DELIGHTS 01.4OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Bella",0,0
"CL TIDY CATS BREEZE GLADE PADS 08CT","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CT FANCY FEAST PURE FLAKED 01.06OZ","Cat Treats","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CT FANCY FEAST PURE FLAKED 01.06OZ","Cat Treats","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST PETITES 02.8OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST PETITES 02.8OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST SAVRY CNTR 03OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST SAVRY CNTR 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST SAVRY CNTR 03OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST SAVRY CNTR 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FRISKIES 05.5OZ 40CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ 60CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ 32CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ 32CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FANCY FEAST 07LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DT BUSY CW 35OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY CW 35OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES 05.5OZ 24CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FANCY FEAST 01LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC FANCY FEAST 01LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DT BUSY CW 17-21OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY CW 17-21OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES 05.5OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FANCY FEAST 12LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DT BUSY CW 06.5-7OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY CW 06.5-7OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DD ALPO 04LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DD ALPO 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DT ALPO DT 08.8OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DT ALPO DT 08.8OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"CW FRISKIES FAV 05.5OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FANCY FEAST 03LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DC FANCY FEAST 03LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"DD DOG CHOW LX 16.5-18LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW LX 16.5-18LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY CW 01.2-1.7OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY CW 01.2-1.7OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES FAV 05.5OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES FAV 05.5OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 14LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY CHEWNOLA CW 04OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY CHEWNOLA CW 04OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES 03OZ 24CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 03OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 18.5-20LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 18.5-20LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY CWNOLA CW 20OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES 03OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY TWISTS CW 06.5OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY TWISTS CW 06.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ 18CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES FRM FAV 03.2LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES FRM FAV 03.2LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 42-46LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 42-46LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY WRAPS CW 07.8OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY WRAPS CW 07.8OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DW DOG CHOW ML 13 OZ 12CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DW DOG CHOW ML 13 OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES FRM FAV 16LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES FRM FAV 16LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 48-55LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 48-55LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY RIB HIDE CW 17.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DW DOG CHOW ML 13 OZ 24CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"CW FRISKIES LIL SOUPS 01.2OZ 18CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES FRM FAV 22LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 57LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY RIB HIDE CW 08.8OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY RIB HIDE CW 08.8OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DW DOG CHOW ML 13 OZ 06CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DW DOG CHOW ML 13 OZ 06CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"CW FRISKIES LIL SOUPS 01.2OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES LIL SOUPS 01.2OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES ML 16LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES ML 16LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DT BUSY ROLLHIDE CW 12OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DW DOG CHOW ML 13 OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DW DOG CHOW ML 13 OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DC FRISKIES ML 03.2LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES ML 03.2LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY ROLLHIDE CW 20OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES 05.5OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES 05.5OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC AO PREMIUM","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"DC AO PREMIUM","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 04.4LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 04.4LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY ROLLHIDE CW 04-6OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY ROLLHIDE CW 04-6OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DD ALPO 47-50LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DD ALPO 47-50LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BENEFUL 10OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"CW FRISKIES PREMIUM 05.5OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES ML 12LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 01LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY TWISTED CW 36OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"CW FRISKIES PREMIUM 05.5OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"CW FRISKIES PREMIUM 05.5OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES ML 22LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW GREEN BG 46-48LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 46-48LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY TWISTED CW 20.2-21OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY TWISTED CW 20.2-21OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DC FRISKIES ML 01LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Friskies",0,0
"DC FRISKIES ML 01LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW LX 03.5LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Busy",0,0
"DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DC FRISKIES ML 18.5LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW LX 32-36LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT BUSY TWISTED CW 50.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Busy",0,0
"DC FRISKIES ML 30LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Friskies",0,0
"DD DOG CHOW LX 04LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW LX 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW HI PROTEIN 13LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT C&P GOOD BUDDY CR 16OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DT C&P GOOD BUDDY CR 16OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD DOG CHOW HI PROTEIN 20LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW HI PROTEIN 20LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT C&P ORGANIX CR 12OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DT C&P ORGANIX CR 12OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"DD DOG CHOW LX 13.5LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DT C&P PRISTINE MT 04.5-5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","A/O Brand",0,0
"CL SCAMP NON-CLUMP 25LB","Litter","ROM","AssociateWhlseGrocersCorp","Nppc Brand Group Rem",0,0
"DD DOG CHOW LX 40LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD DOG CHOW LX 40LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DD ALPO 15LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BENEFUL 10OZ 06CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DW BENEFUL 10OZ 06CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
