"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM1173DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 48LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1174DDBENEFUL","Dry Dog","DD BENEFUL 28LB","NPP","ROM","BJs",1,"Beneful"
"ITEM1175DTZUKESMININTRLSMT","Dog Treats","DT ZUKES MINI NTRLS MT 06OZ","NPP","ROM","BJs",1,"Zuke's"
"ITEM1176DDALPO","Dry Dog","DD ALPO 16LB","NPP","ROM","BJs",1,"Alpo"
"ITEM1177DDALPO","Dry Dog","DD ALPO 28-31LB","NPP","ROM","BJs",1,"Alpo"
"ITEM1178DDALPO","Dry Dog","DD ALPO 47-50LB","NPP","ROM","BJs",1,"Alpo"
"ITEM1182DDBENEFULPREMIUM","Dry Dog","DD BENEFUL PREMIUM 03LB","NPP","ROM","BJs",1,"Beneful"
"ITEM1183DDBENEFULPREMIUM","Dry Dog","DD BENEFUL PREMIUM 03.3-4.5LB","NPP","ROM","BJs",1,"Beneful"
"ITEM1184DDBENEFUL","Dry Dog","DD BENEFUL 12LB","NPP","ROM","BJs",1,"Beneful"
"ITEM1185DDBENEFUL","Dry Dog","DD BENEFUL 14LB","NPP","Retailer","BJs",1,"Beneful"
"ITEM1185DDBENEFUL","Dry Dog","DD BENEFUL 14LB","NPP","ROM","BJs",2,"Beneful"
"ITEM1186DDBENEFUL","Dry Dog","DD BENEFUL 03.5LB","NPP","ROM","BJs",2,"Beneful"
"ITEM1187DDBENEFUL","Dry Dog","DD BENEFUL 40LB","NPP","ROM","BJs",2,"Beneful"
"ITEM1188DDBENEFUL","Dry Dog","DD BENEFUL 06.3LB","NPP","ROM","BJs",1,"Beneful"
"ITEM1190DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 13LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1191DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 03LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1194DDBEYONDSMBRDSPRFOOD","Dry Dog","DD BEYOND SM-BRD/SPR FOOD 14.5LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1202KITKABOODLE","Dry Cat","DC KIT KABOODLE 22LB","NPP","ROM","BJs",2,"Kit & Kaboodle"
"ITEM1210DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 10LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1211DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 04LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1212DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 18LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1213DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 03LB","NPP","ROM","BJs",2,"Beyond"
"ITEM1213DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 10LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1214DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 05LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1214DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 04LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1215DCBEYONDGRFR","Dry Cat","DC BEYOND GR FR 11LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1215DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 18LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1216DCBEYONDKITTEN","Dry Cat","DC BEYOND KITTEN 03LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1217DCBEYONDKITTEN","Dry Cat","DC BEYOND KITTEN 05LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1218DCBEYONDSIMPLY","Dry Cat","DC BEYOND SIMPLY 03LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1219DCBEYONDSIMPLY","Dry Cat","DC BEYOND SIMPLY 06LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1220DCBEYONDSIMPLY","Dry Cat","DC BEYOND SIMPLY 13LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1222DCBEYONDORGANIC","Dry Cat","DC BEYOND ORGANIC 03LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1223DCBEYONDORGANIC","Dry Cat","DC BEYOND ORGANIC 05LB","NPP","ROM","BJs",1,"Beyond"
"ITEM1223DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 33.6-36LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1225DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 46-48LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1226DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 03.5LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1227DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 32-36LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1228DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 04LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1247DCCNPORGANIX","Dry Cat","DC C&P ORGANIX 03-4LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1249DCCNPPRISTINE","Dry Cat","DC C&P PRISTINE 03LB","NPP","ROM","BJs",1,"A/O Brand"
"ITEM1251DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 06.3LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1252DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 13-15LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1253DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 12LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM1254DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 20LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1255DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 25LB","NPP","Retailer","BJs",2,"Cat Chow Line"
"ITEM1255DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 25LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM1256DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 03.2LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1257DCCATKITTENCHOW","Dry Cat","DC CAT/KITTEN CHOW 01.1LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM1259DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 06.3LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM125CWFANCYFEASTSAVRYCNTR","Wet Cat","CW FANCY FEAST SAVRY CNTR 03OZ 12CT","NPP","ROM","BJs",2,"Fancy Feast"
"ITEM1260DCCATCHOWNATURALSGF","Dry Cat","DC CAT CHOW NATURALS GF 13LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM1261DCCATCHOWNATURALSGF","Dry Cat","DC CAT CHOW NATURALS GF 03.2LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM1262DCCATCHOWNATURALSGF","Dry Cat","DC CAT CHOW NATURALS GF 06.3LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM1263DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 18LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1264DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 13LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1265DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 03.2LB","NPP","ROM","BJs",2,"Cat Chow Line"
"ITEM1266DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 01LB","NPP","ROM","BJs",1,"Cat Chow Line"
"ITEM126CWFANCYFEASTNATURALSML","Wet Cat","CW FANCY FEAST NATURALS ML 03OZ 12CT","NPP","ROM","BJs",1,"Fancy Feast"
"ITEM1275DCFANCYFEAST","Dry Cat","DC FANCY FEAST 01LB","NPP","ROM","BJs",2,"Fancy Feast"
"ITEM1276DCFANCYFEAST","Dry Cat","DC FANCY FEAST 12LB","NPP","ROM","BJs",1,"Fancy Feast"
"ITEM1276DDMERRICKGRFR","Dry Dog","DD MERRICK GR FR 22LB","NPP","ROM","BJs",1,"Merrick"
"ITEM1277DCFANCYFEAST","Dry Cat","DC FANCY FEAST 03LB","NPP","ROM","BJs",2,"Fancy Feast"
"ITEM1277DDMERRICKGRFR","Dry Dog","DD MERRICK GR FR 10LB","NPP","ROM","BJs",1,"Merrick"
"ITEM1278DDMERRICKGRFR","Dry Dog","DD MERRICK GR FR 04LB","NPP","ROM","BJs",1,"Merrick"
"ITEM1280DDMERRICKLILPLTS","Dry Dog","DD MERRICK LIL PLTS 12LB","NPP","ROM","BJs",1,"Merrick"
"ITEM1281DCFRISKIESFRMFAV","Dry Cat","DC FRISKIES FRM FAV 03.2LB","NPP","ROM","BJs",2,"Friskies"
"ITEM1282DCFRISKIESFRMFAV","Dry Cat","DC FRISKIES FRM FAV 16LB","NPP","ROM","BJs",1,"Friskies"
"ITEM1282DDMOISTANDMEATYHIPROTEIN","Dry Dog","DD MOIST AND MEATY HI PROTEIN 72OZ","NPP","ROM","BJs",1,"Moist & Meaty"
"ITEM1283DCFRISKIESFRMFAV","Dry Cat","DC FRISKIES FRM FAV 22LB","NPP","ROM","BJs",1,"Friskies"
"ITEM1284DCFRISKIESML","Dry Cat","DC FRISKIES ML 03.2LB","NPP","ROM","BJs",2,"Friskies"
"ITEM1285DCFRISKIESML","Dry Cat","DC FRISKIES ML 16LB","NPP","ROM","BJs",2,"Friskies"
"ITEM1286DCAOPREMIUM","Dry Cat","DC AO PREMIUM","NPP","ROM","BJs",1,"Friskies"
"ITEM1287DCFRISKIESML","Dry Cat","DC FRISKIES ML 12LB","NPP","ROM","BJs",1,"Friskies"
"ITEM1288DCFRISKIESML","Dry Cat","DC FRISKIES ML 22LB","NPP","ROM","BJs",2,"Friskies"
"ITEM1289DCFRISKIESML","Dry Cat","DC FRISKIES ML 01LB","NPP","ROM","BJs",1,"Friskies"
"ITEM1290DCFRISKIESML","Dry Cat","DC FRISKIES ML 30LB","NPP","ROM","BJs",1,"Friskies"
"ITEM12CWFRISKIES","Wet Cat","CW FRISKIES 05.5OZ","NPP","ROM","BJs",2,"Friskies"
"ITEM1304DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 11LB","NPP","ROM","BJs",1,"Kit & Kaboodle"
"ITEM1305DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 13LB","NPP","ROM","BJs",2,"Kit & Kaboodle"
"ITEM1306DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 03.2LB","NPP","ROM","BJs",1,"Kit & Kaboodle"
"ITEM1307DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 0.75-1.1LB","NPP","ROM","BJs",1,"Kit & Kaboodle"
"ITEM1308DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 16LB","NPP","ROM","BJs",2,"Kit & Kaboodle"
"ITEM1309DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 30LB","NPP","ROM","BJs",2,"Kit & Kaboodle"
"ITEM1310DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 24LB","NPP","ROM","BJs",1,"Kit & Kaboodle"
"ITEM1311DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 35LB","NPP","ROM","BJs",1,"Kit & Kaboodle"
"ITEM1316DDPROPLANESSENTIAL","Dry Dog","DD PRO PLAN ESSENTIAL 17-18LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1317DDPROPLANSPECIALIZED","Dry Dog","DD PRO PLAN SPECIALIZED 16-18LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1318DDPROPLANSPECIALIZED","Dry Dog","DD PRO PLAN SPECIALIZED 04-6LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1319DDPROPLANSPECIALIZED","Dry Dog","DD PRO PLAN SPECIALIZED 24-34LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM131CWMERRICKPURRFECTBISTRO","Wet Cat","CW MERRICK PURRFECT BISTRO 03.0OZ","NPP","ROM","BJs",1,"Merrick"
"ITEM1321DDPROPLANSPORT","Dry Dog","DD PRO PLAN SPORT 50LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1322DDPROPLANSPORTBREEDER","Dry Dog","DD PRO PLAN SPORT BREEDER 37.5LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1323DDPUPPYCHOW","Dry Dog","DD PUPPY CHOW 04.4LB","NPP","ROM","BJs",2,"Dog Chow Line"
"ITEM1324DDPUPPYCHOW","Dry Dog","DD PUPPY CHOW 32-36LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1325DDPUPPYCHOW","Dry Dog","DD PUPPY CHOW 04LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1326DDPUPPYCHOW","Dry Dog","DD PUPPY CHOW 40LB","NPP","ROM","BJs",1,"Dog Chow Line"
"ITEM1327DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 12.5LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1328DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 03.8-4LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1330DCMERRICKPURRBIST","Dry Cat","DC MERRICK PURR BIST 04LB","NPP","ROM","BJs",1,"Merrick"
"ITEM1330DDPURINAONEML","Dry Dog","DD PURINA ONE ML 04LB","NPP","ROM","BJs",2,"Purina One"
"ITEM1331DDPURINAONEML","Dry Dog","DD PURINA ONE ML 13.5LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1332DDPURINAONEML","Dry Dog","DD PURINA ONE ML 34LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1333DDPURINAONETRUINSTBNB","Dry Dog","DD PURINA ONE TRU INST B&B 03.8LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1334DDPURINAONETRUINSTBNB","Dry Dog","DD PURINA ONE TRU INST B&B 36LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1335DDPURINAONETRUINSTHIPRO","Dry Dog","DD PURINA ONE TRU INST HI-PRO 03.8LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1336DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 03.8LB","NPP","ROM","BJs",2,"Purina One"
"ITEM1337DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 02.8LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1339DCPROPLANKITTEN","Dry Cat","DC PRO PLAN KITTEN 03.2-3.5LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1340DCPROPLANESSENTIALS","Dry Cat","DC PRO PLAN ESSENTIALS 14-16LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1342DCPROPLANESSENTIALS","Dry Cat","DC PRO PLAN ESSENTIALS 06-7LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1343DCPROPLANSPECIALIZED","Dry Cat","DC PRO PLAN SPECIALIZED 05.5-7LB","NPP","ROM","BJs",1,"Pro Plan"
"ITEM1344DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 16LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1345DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 07LB","NPP","ROM","BJs",2,"Purina One"
"ITEM1346DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 03.5LB","NPP","ROM","BJs",2,"Purina One"
"ITEM1347DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 02.8LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1348DCPURINAONETRGTD","Dry Cat","DC PURINA ONE TRGTD 22LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1349DCPURINAONEML","Dry Cat","DC PURINA ONE ML 03.5LB","NPP","ROM","BJs",2,"Purina One"
"ITEM1350DCPURINAONEML","Dry Cat","DC PURINA ONE ML 07LB","NPP","ROM","BJs",2,"Purina One"
"ITEM1351DCPURINAONEML","Dry Cat","DC PURINA ONE ML 02.8LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1352DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 06.3LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1353DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 14.4LB","NPP","ROM","BJs",1,"Purina One"
"ITEM1354DCPURINAONETRUINST","Dry Cat","DC PURINA ONE TRU INST 03.2LB","NPP","ROM","BJs",1,"Purina One"
"ITEM13CWFANCYFEASTBROTHS","Wet Cat","CW FANCY FEAST BROTHS 01.4OZ","NPP","ROM","BJs",2,"Fancy Feast"
"ITEM147CWBEYOND","Wet Cat","CW BEYOND 03OZ 12CT","NPP","ROM","BJs",1,"Beyond"
"ITEM152CWFANCYFEASTMEDLEYS","Wet Cat","CW FANCY FEAST MEDLEYS 03OZ 24CT","NPP","ROM","BJs",1,"Fancy Feast"
"ITEM156CWFRISKIES","Wet Cat","CW FRISKIES 03OZ 24CT","NPP","ROM","BJs",1,"Friskies"
