"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross_non_normalised","Within_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","WB_Comp_TPR_9","CB_Comp_RP_2","CB_Comp_TPR_3","CB_Comp_TPR_4"
"ITEM352CWBEYONDORGANIC_ROM","CW BEYOND ORGANIC 03OZ","Wet Cat","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,1.61462788982056,1.61462788982056,0,0,0,0,0.047,1.08160444274342,0,0,28.9230769230769,2507.19417487128,2507.19417487128,1,NA,NA,NA,NA,NA,NA,NA,0,4048.18563994281,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1.61462788982056,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM352CWBEYONDORGANIC_ROM","CW BEYOND ORGANIC 03OZ","Wet Cat","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,1.61462788982056,1.61462788982056,0,0,0,0,0.047,1.01968720247813,0,0,26,2471.57469748674,2471.57469748674,1,NA,NA,NA,NA,NA,NA,NA,0,3990.6734383369,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1.61462788982056,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM353CWBEYONDMIXERPROTEIN_ROM","CW BEYOND MIXER PROTEIN 01.4OZ","Wet Cat","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,1.60725,1.60725,0,0,0,0,0.001535,1.19963324742068,0,0,35,24.0704118612541,24.0704118612541,1,NA,NA,NA,NA,NA,NA,NA,0,38.6871694640007,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1.60725,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM353CWBEYONDMIXERPROTEIN_ROM","CW BEYOND MIXER PROTEIN 01.4OZ","Wet Cat","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,1.60725,1.60725,0,0,0,0,0.001535,1.16330916531663,0,0,31.9230769230769,26.3874322239279,26.3874322239279,1,NA,NA,NA,NA,NA,NA,NA,0,42.4112004419081,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1.60725,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM353CWBEYONDMIXERPROTEIN_ROM","CW BEYOND MIXER PROTEIN 01.4OZ","Wet Cat","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,1.60725,1.60725,0,0,0,0,0.001535,1.08160444274342,0,0,28.9230769230769,28.86146176096,28.86146176096,1,NA,NA,NA,NA,NA,NA,NA,0,46.3875844153029,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1.60725,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM353CWBEYONDMIXERPROTEIN_ROM","CW BEYOND MIXER PROTEIN 01.4OZ","Wet Cat","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,1.60725,1.60725,0,0,0,0,0.001535,1.01968720247813,0,0,26,31.4947288032717,31.4947288032717,1,NA,NA,NA,NA,NA,NA,NA,0,50.6199028690584,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1.60725,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM367CWCNPORGANIX_ROM","CW C&P ORGANIX 05.5OZ","Wet Cat","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,3.46007220777204,3.46007220777204,0,0,0,0,0.00313,1.19963324742068,0,0,35,100.190717259186,100.190717259186,1,NA,NA,NA,NA,NA,NA,NA,0,346.667116265255,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,3.46007220777204,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM367CWCNPORGANIX_ROM","CW C&P ORGANIX 05.5OZ","Wet Cat","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,3.46007220777204,3.46007220777204,0,0,0,0,0.00313,1.16330916531663,0,0,31.9230769230769,129.233502058914,129.233502058914,1,NA,NA,NA,NA,NA,NA,NA,0,447.1572487871,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,3.46007220777204,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM367CWCNPORGANIX_ROM","CW C&P ORGANIX 05.5OZ","Wet Cat","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,3.46007220777204,3.46007220777204,0,0,0,0,0.00313,1.08160444274342,0,0,28.9230769230769,199.303131440048,199.303131440048,1,NA,NA,NA,NA,NA,NA,NA,0,689.603226017649,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,3.46007220777204,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM367CWCNPORGANIX_ROM","CW C&P ORGANIX 05.5OZ","Wet Cat","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,3.46007220777204,3.46007220777204,0,0,0,0,0.00313,1.01968720247813,0,0,26,284.046143119427,284.046143119427,1,NA,NA,NA,NA,NA,NA,NA,0,982.820165532368,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,3.46007220777204,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
