"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross_non_normalised","Within_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","WB_Comp_TPR_9","CB_Comp_RP_2","CB_Comp_TPR_3","CB_Comp_TPR_4"
"ITEM17CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,3.75821254886008,3.75821254886008,0,0,0,0,0.383995,1.26642825152505,0,0,35,36179.1879279582,36179.1879279582,2,NA,NA,NA,NA,NA,0,NA,0,135969.07807842,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.75821254886008,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM17CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,3.75821254886008,3.75821254886008,0,0,0,0,0.383995,1.15819094348597,0,0,31.9230769230769,33032.4433258174,33032.4433258174,2,NA,NA,NA,NA,NA,0,NA,0,124142.943026596,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.75821254886008,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM17CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,3.75821254886008,3.75821254886008,0,0,0,0,0.383995,1.11332175607937,0,0,28.9230769230769,32819.7518048477,32819.7518048477,2,NA,NA,NA,NA,NA,0.0231457004190115,NA,0,123343.603083452,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.75821254886008,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM17CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,3.75821254886008,3.75821254886008,0,0,0,0,0.383995,1.06056601988526,0,0,26,32892.9515756727,32892.9515756727,2,NA,NA,NA,NA,NA,0,NA,0,123618.70338074,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.75821254886008,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,9.71065397983207,9.71065397983207,0,0,0,0,0.413445,1.26642825152505,0,0,35,19418.0987821472,19418.0987821472,2,NA,NA,NA,NA,NA,NA,NA,0,188562.43821963,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.71065397983207,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,9.71065397983207,9.71065397983207,0,0,0,0,0.413445,1.15819094348597,0,0,31.9230769230769,18643.9270486094,18643.9270486094,2,NA,NA,NA,NA,NA,NA,NA,0,181044.724394277,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.71065397983207,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,9.71065397983207,9.71065397983207,0,0,0,0,0.413445,1.11332175607937,0,0,28.9230769230769,17869.2334739442,17869.2334739442,2,NA,NA,NA,NA,NA,NA,NA,0,173521.943150305,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.71065397983207,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,9.71065397983207,9.71065397983207,0,0,0,0,0.413445,1.06056601988526,0,0,26,16542.593403404,16542.593403404,2,NA,NA,NA,NA,NA,NA,NA,0,160639.400469509,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.71065397983207,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM44CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,13.9455066499913,13.9455066499913,0,0,0,0,0.219525,1.26642825152505,0,0,35,4654.03600070439,4654.03600070439,2,NA,NA,NA,NA,NA,NA,NA,0,64902.889997122,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.9455066499913,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM44CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,13.9455066499913,13.9455066499913,0,0,0,0,0.219525,1.15819094348597,0,0,31.9230769230769,4207.53801358679,4207.53801358679,2,NA,NA,NA,NA,NA,NA,NA,0,58676.2493485658,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.9455066499913,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM44CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,13.9455066499913,13.9455066499913,0,0,0,0,0.219525,1.11332175607937,0,0,28.9230769230769,4011.07195034302,4011.07195034302,2,NA,NA,NA,NA,NA,NA,NA,0,55936.4305571022,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.9455066499913,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM44CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,13.9455066499913,13.9455066499913,0,0,0,0,0.219525,1.06056601988526,0,0,26,4145.83947997323,4145.83947997323,2,NA,NA,NA,NA,NA,NA,NA,0,57815.8320377632,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.9455066499913,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",0,0,1,"Retailer","BJs",NA,2838.85714285714,2057.14285714286,NA,15.8261492281304,15.8261492281304,0,0,0,0,0.695985,1.26642825152505,0,0,35,2841.72388882252,2779.68984578727,2,NA,NA,NA,0,NA,NA,NA,62.03404303525,43989.1569600105,725.849255927012,31713.7254910714,1752.92857142857,31713.7254910714,29960.7969196429,0,0,0,0,725.849255927012,NA,NA,258.540113710781,15.7362637073825,"2022-12-31",1,12.898125,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",0,1,0,"Retailer","BJs",NA,2688,2688,NA,15.8261492281304,15.8261492281304,0,0,0,0,0.695985,1.15819094348597,0,0,31.9230769230769,2544.3530327865,2541.94388629478,2,NA,NA,NA,0,NA,NA,NA,2.40914649172079,40223.581154065,38.1275118904002,27597.0266826923,2139.61538461538,27597.0266826923,25457.4112980769,0,0,0,0,38.1275118904002,NA,NA,5.60211997000851,15.8239927420877,"2022-09-24",1,12.898125,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",1,0,0,"Retailer","BJs",NA,3478.15384615385,3478.15384615385,NA,15.8261492281304,15.8261492281304,0.0231457004190115,0,0,0,0.695985,1.11332175607937,0.0231457004190115,0.0231457004190115,28.9230769230769,2418.73878598361,2286.18295107477,2,NA,NA,NA,0,NA,NA,NA,132.555834908846,36181.4725465168,991.758459550355,33909.9162188914,2558.1443438914,26358.1581746818,31351.771875,6927.60003666116,6927.60003666116,20.3803937108201,640.375100913901,815.438138692186,NA,NA,1106.08996477646,15.7490803391217,"2022-06-25",0.906794055201699,12.0126685244161,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",0,0,0,"Retailer","BJs",NA,3848,3848,NA,15.8261492281304,15.8261492281304,0,0,0,0,0.695985,1.06056601988526,0,0,26,2245.51968600711,1928.43738502625,2,NA,NA,NA,0,NA,NA,NA,317.082300980857,30519.7378325311,4706.84399949157,31084.8666024122,2418.6,22405.6704874006,28666.2666024122,8546.69694315534,8546.69694315534,0,0,4706.84399949157,0,0,311.347813430427,15.6890602940599,"2022-03-26",0.9,11.5350528413028,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,18.3989324767633,18.3989324767633,0,0,0,0,0.0072,1.26642825152505,0,0,35,64.6272153509261,64.6272153509261,1,NA,NA,NA,NA,15.7362637073825,NA,NA,0,1189.07177140293,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,18.3989324767633,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,18.3989324767633,18.3989324767633,0,0,0,0,0.0072,1.15819094348597,0,0,31.9230769230769,60.4432335608036,60.4432335608036,1,NA,NA,NA,NA,15.8239927420877,NA,NA,0,1112.09097296246,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,18.3989324767633,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,18.3989324767633,18.3989324767633,0,0,0,0,0.0072,1.11332175607937,0,0,28.9230769230769,57.4827501814529,57.4827501814529,1,NA,NA,NA,NA,15.7490803391217,NA,NA,0,1057.6212391672,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,18.3989324767633,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM57CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,18.3989324767633,18.3989324767633,0,0,0,0,0.0072,1.06056601988526,0,0,26,54.6139612976055,54.6139612976055,1,NA,NA,NA,NA,15.6890602940599,NA,NA,0,1004.83858620321,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,18.3989324767633,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM6CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,1.94317538282023,1.94317538282023,0,0,0,0,0.39354,1.26642825152505,0,0,35,93516.6631362467,93516.6631362467,2,NA,NA,NA,NA,NA,NA,NA,0,181719.277689847,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.94317538282023,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM6CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,1.94317538282023,1.94317538282023,0,0,0,0,0.39354,1.15819094348597,0,0,31.9230769230769,89286.3286398253,89286.3286398253,2,NA,NA,NA,NA,NA,NA,NA,0,173498.995835305,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.94317538282023,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM6CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,1.94317538282023,1.94317538282023,0,0,0,0,0.39354,1.11332175607937,0,0,28.9230769230769,88787.0826260049,88787.0826260049,2,NA,NA,NA,NA,NA,NA,NA,0,172528.873271279,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.94317538282023,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM6CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,1.94317538282023,1.94317538282023,0,0,0,0,0.39354,1.06056601988526,0,0,26,88806.2179359542,88806.2179359542,2,NA,NA,NA,NA,NA,NA,NA,0,172566.056534515,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.94317538282023,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7009CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,4.70394135096554,4.70394135096554,0,0,0,0,0.016335,1.26642825152505,0,0,35,300.172635867207,300.172635867207,1,NA,NA,NA,NA,NA,NA,NA,0,1411.99447428408,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.70394135096554,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7009CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,4.70394135096554,4.70394135096554,0,0,0,0,0.016335,1.15819094348597,0,0,31.9230769230769,328.423994350838,328.423994350838,1,NA,NA,NA,NA,NA,NA,NA,0,1544.88720767618,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.70394135096554,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7009CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,4.70394135096554,4.70394135096554,0,0,0,0,0.016335,1.11332175607937,0,0,28.9230769230769,358.531448565778,358.531448565778,1,NA,NA,NA,NA,NA,NA,NA,0,1686.51090653014,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.70394135096554,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7009CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,4.70394135096554,4.70394135096554,0,0,0,0,0.016335,1.06056601988526,0,0,26,390.516504227971,390.516504227971,1,NA,NA,NA,NA,NA,NA,NA,0,1836.96673247246,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.70394135096554,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7029CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,1.7175,1.7175,0,0,0,0,0.00001,1.26642825152505,0,0,35,0.0811167248552076,0.0811167248552076,1,0.868471666787175,NA,NA,NA,NA,0,0,0,0.139317974938819,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.7175,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7029CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,1.7175,1.7175,0,0,0,0,0.00001,1.15819094348597,0,0,31.9230769230769,0.225207586352061,0.225207586352061,1,0.868471666787175,NA,NA,NA,NA,0,0,0,0.386794029559666,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.7175,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7029CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,1.7175,1.7175,0,0,0,0,0.00001,1.11332175607937,0,0,28.9230769230769,0.544280756900346,0.544280756900346,1,0.868471666787175,NA,NA,NA,NA,0.0231457004190115,0,0,0.934802199976344,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.7175,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7029CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 04OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,1.7175,1.7175,0,0,0,0,0.00001,1.06056601988526,0,0,26,1.61315974913061,1.61315974913061,1,0.868471666787175,NA,NA,NA,NA,0,0,0,2.77060186913182,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.7175,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7030CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,3.74498325679296,3.74498325679296,0,0,0,0,0.003125,1.26642825152505,0,0,35,58395.5584791938,58395.5584791938,1,1.42572588910234,NA,NA,NA,NA,NA,NA,0,218690.388775655,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.74498325679296,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7030CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,3.74498325679296,3.74498325679296,0,0,0,0,0.003125,1.15819094348597,0,0,31.9230769230769,23514.6506189364,23514.6506189364,1,1.42572588910234,NA,NA,NA,NA,NA,NA,0,88061.9728572529,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.74498325679296,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7030CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,3.74498325679296,3.74498325679296,0,0,0,0,0.003125,1.11332175607937,0,0,28.9230769230769,9694.59806623394,9694.59806623394,1,1.42572588910234,NA,NA,NA,NA,NA,NA,0,36306.1074393835,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.74498325679296,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7030CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 09OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,3.74498325679296,3.74498325679296,0,0,0,0,0.003125,1.06056601988526,0,0,26,4083.86906287186,4083.86906287186,1,1.42572588910234,NA,NA,NA,NA,NA,NA,0,15294.0212633899,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.74498325679296,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7031CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,0.986363102161635,0.986363102161635,0,0,0,0,0.00284,1.26642825152505,0,0,35,169222.645729097,169222.645729097,1,NA,NA,NA,NA,NA,NA,NA,0,166914.973797352,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.986363102161635,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7031CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,0.986363102161635,0.986363102161635,0,0,0,0,0.00284,1.15819094348597,0,0,31.9230769230769,58301.7986194973,58301.7986194973,1,NA,NA,NA,NA,NA,NA,NA,0,57506.7429479303,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.986363102161635,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7031CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,0.986363102161635,0.986363102161635,0,0,0,0,0.00284,1.11332175607937,0,0,28.9230769230769,20650.2427146429,20650.2427146429,1,NA,NA,NA,NA,NA,NA,NA,0,20368.6374644059,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.986363102161635,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7031CTKITKABOODLECR_ROM","CT KIT KABOODLE CR 02.4OZ","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,0.986363102161635,0.986363102161635,0,0,0,0,0.00284,1.06056601988526,0,0,26,7498.73681988346,7498.73681988346,1,NA,NA,NA,NA,NA,NA,NA,0,7396.47731195392,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.986363102161635,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7054CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,3.53821413356292,3.53821413356292,0,0,0,0,0.103135,1.26642825152505,0,0,35,2288.55207293435,2288.55207293435,1,NA,NA,NA,NA,NA,NA,NA,0,8097.38728985103,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53821413356292,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7054CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,3.53821413356292,3.53821413356292,0,0,0,0,0.103135,1.15819094348597,0,0,31.9230769230769,2288.55207293435,2288.55207293435,1,NA,NA,NA,NA,NA,NA,NA,0,8097.38728985103,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53821413356292,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7054CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,3.53821413356292,3.53821413356292,0,0,0,0,0.103135,1.11332175607937,0,0,28.9230769230769,2288.55207293435,2288.55207293435,1,NA,NA,NA,NA,NA,NA,NA,0,8097.38728985103,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53821413356292,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM7054CTWHISKERLICKINSAO_ROM","CT WHISKER LICKINS AO","Cat Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,3.53821413356292,3.53821413356292,0,0,0,0,0.103135,1.06056601988526,0,0,26,2288.55207293435,2288.55207293435,1,NA,NA,NA,NA,NA,NA,NA,0,8097.38728985103,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53821413356292,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM725CTDENTALIFEDNT_ROM","CT DENTALIFE DNT 19OZ","Cat Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,9.74,9.74,0,0,0,0,0.00026,1.26642825152505,0,0,35,0.143669383661556,0.143669383661556,1,8.3111077753687,2.45127603232845,NA,0,NA,0,NA,0,1.39933979686356,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.74,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
