"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","WB_Comp_TPR_9","CB_Comp_RP_2","CB_Comp_TPR_3","CB_Comp_TPR_4"
"ITEM1019DTPRIMEBONESCW_ROM","DT PRIME BONES CW 02.4OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,2.3596385539011,2.3448608436783,0,0,0.0000666666666666667,0,0.0175641666666667,1.03022896335084,0,0,26,576.454166666667,544.703413241337,1,NA,NA,NA,NA,NA,NA,NA,31.7507534253293,1265.66181529836,75.082184701644,75.082184701644,NA,NA,0,0,0,NA,1849.10388005583,796.011645881952,NA,0,NA,NA,NA,NA,NA,NA,796.011645881952,1849.10388005583,20.8848888409376,2.32330773568548,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1034DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 24OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,12.097305451868,12.0693541341123,0,0.000752142857142857,0,0,0.00521571428571429,1.22083927673492,0,0,35,28.7142857142857,28.7142857142857,1,4.75707587106779,NA,NA,NA,NA,NA,NA,0,343.607142857143,0,0,NA,NA,0,0,0,NA,773.544575533216,64.6479318081464,NA,0,NA,NA,NA,NA,NA,NA,64.6479318081464,773.544575533216,3.72718540437881,11.9738654643702,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1034DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 24OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,11.9859760385655,11.6469595506174,0.0178158694832067,0,0,0,0.00508461538461538,1.09934761019824,0.0254380812188535,0.0254380812188535,31.9230769230769,25.0769230769231,25.0769230769231,1,4.77166606902381,NA,NA,NA,NA,NA,NA,0,284.427692307692,0,0,NA,NA,0,0,0,NA,758.256845887393,67.3002293998484,NA,0,NA,NA,NA,NA,NA,NA,67.3002293998484,758.256845887393,16.0057160215896,11.5418686591371,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1034DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 24OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,10.7693058955408,10.4957697391751,0.113114953042762,0,0,0,0.0342584615384615,1.07587991095075,0.105492741307115,0.105492741307115,28.9230769230769,210.153846153846,109.375196945666,1,4.88661179124789,NA,NA,NA,NA,NA,NA,100.77864920818,1026.66215632979,1022.74476674714,1022.74476674714,NA,NA,0,0,0,NA,1082.97841305858,114.909339160132,NA,0,NA,NA,NA,NA,NA,NA,114.909339160132,1082.97841305858,190.35323973482,10.4957697391751,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1034DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 24OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,10.2262453823562,10.157607419678,0,0.000475833333333333,0,0,0.0866616666666667,1.03022896335084,0,0,26,547,217.131467584154,1,4.66841941229017,NA,NA,NA,NA,NA,NA,329.868532415846,2201.159675434,3354.512824566,3354.512824566,NA,NA,0,0,0,NA,2201.159675434,217.131467584154,NA,0,NA,NA,NA,NA,0,0,217.131467584154,2201.159675434,43.0207359291044,10.1454984333388,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1035DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 07OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,3.95628895061606,3.95261958910654,0,0.000997857142857143,0.000453571428571429,0,0.164708214285714,1.22083927673492,0,0,35,2175.38042857143,1783.12118097166,1,NA,NA,NA,NA,NA,NA,NA,392.259247599771,7035.83618911447,1549.4273823141,1549.4273823141,NA,NA,0,0,0,NA,7035.83618911447,1783.12118097166,NA,0,NA,NA,NA,NA,0,0,1783.12118097166,7035.83618911447,22.2675167641448,3.94569570857557,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1035DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 07OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,3.95041315475502,3.94733835725018,0,0,0,0,0.157976923076923,1.09934761019824,0,0,31.9230769230769,2099.54276923077,1726.12601872135,1,NA,NA,NA,NA,NA,NA,NA,373.416750509417,6807.20320963538,1471.54802113385,1471.54802113385,NA,NA,0,0,0,NA,6933.31325523412,1758.16041867763,NA,0,NA,NA,NA,NA,NA,NA,1758.16041867763,6933.31325523412,15.5497116675109,3.94350296862384,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1035DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 07OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,3.67565856398706,3.67384289121456,0,0,0,0,0.128638846153846,1.07587991095075,0,0,28.9230769230769,1663.21653846154,1536.86467003058,1,NA,NA,NA,NA,NA,NA,NA,126.35186843096,5617.8581076724,461.110353866065,461.110353866065,NA,NA,0,0,0,NA,6437.56343716281,1754.9569831542,NA,0,NA,NA,NA,NA,NA,NA,1754.9569831542,6437.56343716281,13.3051194820474,3.66824188081304,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1035DTPUPPYCHOWMT_ROM","DT PUPPY CHOW MT 07OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,3.56285782003839,3.56103440075311,0,0.000595833333333333,0,0,0.13641,1.03022896335084,0,0,26,1766.11725,1682.83155043213,1,NA,NA,NA,NA,NA,NA,NA,83.2856995678742,5994.16469560033,301.529137733007,301.529137733007,NA,NA,0,0,0,NA,6222.90668639325,1748.73586041279,NA,0,NA,NA,NA,NA,NA,NA,1748.73586041279,6222.90668639325,7.54010464191354,3.55837281000364,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1037DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,5.6569086751643,5.61174852462137,0,0,0,0,0.00413071428571429,1.22083927673492,0,0,35,431.926714285714,426.998329256196,1,NA,NA,NA,NA,NA,NA,NA,4.928385029518,2383.1819732512,27.5070981773669,27.5070981773669,NA,NA,0,0,0,NA,2669.69956113554,478.598111330843,NA,0,NA,NA,NA,NA,NA,NA,478.598111330843,2669.69956113554,33.2197172462112,5.57820675586564,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1037DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,5.56038403441885,5.55814525295298,0,0,0,0,0.00436807692307692,1.09934761019824,0,0,31.9230769230769,514.46,478.113177115365,1,NA,NA,NA,NA,NA,NA,NA,36.3468228846346,2654.51351051403,200.745797178274,200.745797178274,NA,NA,0,0,0,NA,2663.74845132002,479.742088616949,NA,0,NA,NA,NA,NA,NA,NA,479.742088616949,2663.74845132002,3.76109860438052,5.55334209200871,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1037DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,5.09807063773954,5.09385383076844,0,0,0,0,0.00519769230769231,1.07587991095075,0,0,28.9230769230769,589.122846153846,483.72865179871,1,NA,NA,NA,NA,NA,NA,NA,105.394194355136,2461.27584660671,532.849384162519,532.849384162519,NA,NA,0,0,0,NA,2461.27584660671,483.72865179871,NA,0,NA,NA,NA,NA,0,0,483.72865179871,2461.27584660671,5.44791845773115,5.08846793863441,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1037DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,4.71225204548323,4.65825612110938,0.0104654929222826,0.000616666666666667,0.000065,0,0.0093475,1.03022896335084,0.0104654929222826,0.0104654929222826,26,597.78325,494.196198522531,1,NA,NA,NA,NA,NA,NA,NA,103.587051477469,2260.96431397875,474.147852687918,474.147852687918,NA,NA,0,0,0,NA,2262.85185319686,494.59484839814,NA,0,NA,NA,NA,NA,NA,NA,494.59484839814,2262.85185319686,82.7135330471461,4.63397952740797,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1038DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 20OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,7.55369928400955,7.55369928400955,0,0,0,0,0,1.22083927673492,0,0,35,0,0,1,4.75707587106779,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,11.7392643960903,1.55410798798163,NA,0,NA,NA,NA,NA,NA,NA,1.55410798798163,11.7392643960903,0,7.55369928400955,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1038DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 20OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,7.55369928400955,7.55525703436569,0,0,0,0,0,1.09934761019824,0,0,31.9230769230769,0,0,1,4.77166606902381,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,21.0980135532283,2.79307035665171,NA,0,NA,NA,NA,NA,NA,NA,2.79307035665171,21.0980135532283,0,7.55369928400955,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1038DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 20OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,7.57851567978786,7.58119384618348,0,0,0,0,0.0000476923076923077,1.07587991095075,0,0,28.9230769230769,0.769230769230769,0.754991357788522,1,4.88661179124789,NA,NA,NA,NA,NA,NA,0.0142394114422477,5.70773466488122,0.107649950503393,0.107649950503393,NA,NA,0,0,0,NA,37.9256206159941,5.00743760083796,NA,0,NA,NA,NA,NA,NA,NA,5.00743760083796,37.9256206159941,0.0273271803870619,7.57288341184656,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1038DTPURINAONETRUEINSTMT_ROM","DT PURINA ONE TRUE INST MT 20OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,7.48747241494107,7.43256695183539,0,0,0.000045,0,0.00208916666666667,1.03022896335084,0,0,26,38.9166666666667,8.98647272327885,1,4.66841941229017,NA,NA,NA,NA,NA,NA,29.9301939433878,66.0328593849728,219.198807281694,219.198807281694,NA,NA,0,0,0,NA,66.0328593849728,8.98647272327885,NA,0,NA,NA,NA,NA,0,0,8.98647272327885,66.0328593849728,4.05012967275776,7.39722053241449,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1155DTTREKKERSMT_ROM","DT TREKKERS MT 05OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,6.97051310603564,6.85694886173438,0,0,0.0000578571428571429,0,0.0235839285714286,1.22083927673492,0,0,35,766.571428571429,653.212593768528,1,NA,NA,NA,NA,NA,NA,NA,113.3588348029,4481.00713149902,778.265011358118,778.265011358118,NA,NA,0,0,0,NA,4481.15289377753,653.233856364109,NA,0,NA,NA,NA,NA,NA,NA,653.233856364109,4481.15289377753,84.731885521153,6.85565622155408,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1155DTTREKKERSMT_ROM","DT TREKKERS MT 05OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,6.89667114443758,6.80791975382316,0,0,0.0000761538461538462,0,0.0240265384615385,1.09934761019824,0,0,31.9230769230769,643.615384615385,582.406131383644,1,NA,NA,NA,NA,NA,NA,NA,61.2092532317408,3924.43518285389,413.066355607649,413.066355607649,NA,NA,0,0,0,NA,4008.61756522659,594.857380373322,NA,0,NA,NA,NA,NA,NA,NA,594.857380373322,4008.61756522659,102.328176348022,6.74157316760302,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1155DTTREKKERSMT_ROM","DT TREKKERS MT 05OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,6.52311348157067,6.45963670929183,0.0123978104876618,0.00165846153846154,0,0,0.0204138461538462,1.07587991095075,0.0123978104876618,0.0190490938980576,28.9230769230769,523.923076923077,523.923076923077,1,NA,NA,NA,NA,NA,NA,NA,0,3325.73692307692,0,0,NA,NA,0,0,0,NA,4625.89710600765,730.417987215088,NA,0,NA,NA,NA,NA,NA,NA,730.417987215088,4625.89710600765,93.3095582187961,6.44007801043368,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1155DTTREKKERSMT_ROM","DT TREKKERS MT 05OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,6.12254211693083,6.04451005983536,0.0177846250268574,0,0.000179166666666667,0,0.0264025,1.03022896335084,0.0177846250268574,0.0105790679989287,26,735.416666666667,714.022326362469,1,NA,NA,NA,NA,NA,NA,NA,21.3943403041978,4177.89865115848,125.808848841519,125.808848841519,NA,NA,0,0,0,NA,5085.84191949107,867.037689162428,NA,0,NA,NA,NA,NA,NA,NA,867.037689162428,5085.84191949107,186.661011249829,5.9914392991249,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1175DTZUKESMININTRLSMT_ROM","DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,6.01949557357286,6.00834431042117,0,0,0,0,0.00969964285714286,1.22083927673492,0,0,35,357.571428571429,314.761312668626,1,NA,NA,NA,NA,NA,NA,NA,42.8101159028026,1888.90743780985,256.913276475863,256.913276475863,NA,NA,0,0,0,NA,1928.06370190856,321.267386560292,NA,0,NA,NA,NA,NA,NA,NA,321.267386560292,1928.06370190856,7.01490056694851,6.00000269176313,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1175DTZUKESMININTRLSMT_ROM","DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,5.96389281827062,5.94579677215277,0,0,0,0,0.00976961538461539,1.09934761019824,0,0,31.9230769230769,311.923076923077,242.819191853858,1,NA,NA,NA,NA,NA,NA,NA,69.1038850692193,1442.85444118371,409.273251123987,409.273251123987,NA,NA,0,0,0,NA,1442.85444118371,242.819191853858,NA,0,NA,NA,NA,NA,0,0,242.819191853858,1442.85444118371,7.96065592291062,5.9386099216371,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1175DTZUKESMININTRLSMT_ROM","DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,5.90692811896963,5.89414277980473,0,0,0,0,0.00977038461538461,1.07587991095075,0,0,28.9230769230769,293.692307692308,184.834640262944,1,NA,NA,NA,NA,NA,NA,NA,108.857667429363,1084.80011896516,639.492957957917,639.492957957917,NA,NA,0,0,0,NA,1084.80011896516,184.834640262944,NA,0,NA,NA,NA,NA,0,0,184.834640262944,1084.80011896516,10.427234875243,5.87020581348424,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1175DTZUKESMININTRLSMT_ROM","DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,5.93392844892061,5.92205939223791,0,0,0.000035,0,0.0092575,1.03022896335084,0,0,26,297.75,141.721009184727,1,NA,NA,NA,NA,NA,NA,NA,156.028990815273,837.450452584097,922.42871408257,922.42871408257,NA,NA,0,0,0,NA,837.450452584097,141.721009184727,NA,0,NA,NA,NA,NA,0,0,141.721009184727,837.450452584097,7.25000676861931,5.90960532440166,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,9.51836355859709,9.98,0.360453048955053,0,0,0,0.000527142857142857,1.22083927673492,0.363238840317999,0.36678879737497,35,3.35714285714286,3.35714285714286,1,NA,NA,NA,NA,NA,NA,NA,0,15.8535714285714,0,0,NA,NA,0,0,0,NA,57.6044735801208,14.4205538718746,NA,0,NA,NA,NA,NA,NA,NA,14.4205538718746,57.6044735801208,17.4757313943541,9.98,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,9.98058037770613,9.98,0.265971740607165,0,0,0,0.000556923076923077,1.09934761019824,0.262971657600916,0.253375542293378,31.9230769230769,6.30769230769231,5.94206747345115,1,NA,NA,NA,NA,NA,NA,NA,0.365624834241154,30.8852740780013,1.78395669122944,1.78395669122944,NA,NA,0,0,0,NA,64.8319944046747,11.6146904555204,NA,0,NA,NA,NA,NA,NA,NA,11.6146904555204,64.8319944046747,30.2840534315983,9.98,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,9.84136664765973,9.85230769230769,0.376775890553446,0,0,0,0.000671538461538462,1.07587991095075,0.338391429323293,0.353338194392052,28.9230769230769,5.84615384615385,5.84615384615385,1,NA,NA,NA,NA,NA,NA,NA,0,28.0261538461538,0,0,NA,NA,0,0,0,NA,75.2522584145445,16.4562947402111,NA,0,NA,NA,NA,NA,NA,NA,16.4562947402111,75.2522584145445,29.848205123513,9.85230769230769,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,8.90074796519986,6.55282962275819,0.319916935637595,0,0.0000133333333333333,0,0.003185,1.03022896335084,0.341467449508566,0.314879329100911,26,37.6666666666667,14.0789575311812,1,NA,NA,NA,NA,NA,NA,NA,23.5877091354855,56.2096645894258,105.045335410574,105.045335410574,NA,NA,0,0,0,NA,56.2096645894258,14.0789575311812,NA,0,NA,NA,NA,NA,0,0,14.0789575311812,56.2096645894258,178.713567419117,6.55282962275819,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM257BUSYCW_ROM","DT BUSY CW 35OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,15.9724688482565,15.8518217648534,0,0.00130285714285714,0.000451428571428571,0,0.150179285714286,1.22083927673492,0,0,35,4805.98528571429,4787.89052111112,1,NA,NA,NA,NA,NA,NA,NA,18.0947646031615,75858.1419903261,285.821509673846,285.821509673846,NA,NA,0,0,0,NA,78482.5349331429,4953.37306368826,NA,0,NA,NA,NA,NA,NA,NA,4953.37306368826,78482.5349331429,624.846211597186,15.8415062793581,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM257BUSYCW_ROM","DT BUSY CW 35OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,15.6998400978244,15.6303092783929,0,0,0.000505384615384615,0,0.150612307692308,1.09934761019824,0,0,31.9230769230769,4470.00807692308,4227.81210366623,1,NA,NA,NA,NA,NA,NA,NA,242.195973256845,66081.9901065725,3761.89789342756,3761.89789342756,NA,NA,0,0,0,NA,66224.464688768,4236.81722797694,NA,0,NA,NA,NA,NA,NA,NA,4236.81722797694,66224.464688768,312.943414302692,15.6296640359413,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM257BUSYCW_ROM","DT BUSY CW 35OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,14.461597675457,14.3122960619135,0,0.000259230769230769,0.00116461538461538,0,0.136446153846154,1.07587991095075,0,0,28.9230769230769,3904.263,3484.02024831549,1,NA,NA,NA,NA,NA,NA,NA,420.242751684511,49720.7689720408,6050.30518180541,6050.30518180541,NA,NA,0,0,0,NA,51411.1123417985,3603.49854472968,NA,0,NA,NA,NA,NA,NA,NA,3603.49854472968,51411.1123417985,772.446422152084,14.2508642562984,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM257BUSYCW_ROM","DT BUSY CW 35OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,14.1250046224439,13.9734305454228,0,0.000865833333333333,0.0011325,0.000193333333333333,0.1154325,1.03022896335084,0,0,26,2873.82016666667,2821.569971772,1,NA,NA,NA,NA,NA,NA,NA,52.2501948946642,39428.702415976,731.498750690654,731.498750690654,NA,NA,0,0,0,NA,40284.3874758524,2882.53179301576,NA,0,NA,NA,NA,NA,NA,NA,2882.53179301576,40284.3874758524,456.424277823708,13.9652792671353,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM324BEGGINMT_ROM","DT BEGGIN MT 48OZ","Dog Treats","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,20.9545465205609,20.8076855016546,0,0.00142571428571429,0.000344285714285714,0,0.0173114285714286,1.22083927673492,0,0,35,288.714285714286,280.720944590648,1,21.6764404387685,NA,NA,NA,NA,0,NA,7.99334112363779,5829.99042672579,164.701001845643,164.701001845643,NA,NA,0,0,0,NA,6171.85731175508,297.077227115328,NA,0,NA,NA,NA,NA,NA,NA,297.077227115328,6171.85731175508,53.9769291903323,20.7723701538782,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM324BEGGINMT_ROM","DT BEGGIN MT 48OZ","Dog Treats","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,20.5606559875275,20.3397183248619,0,0,0.0000969230769230769,0,0.0162665384615385,1.09934761019824,0,0,31.9230769230769,263.846153846154,244.523607329251,1,21.6041964047776,NA,NA,NA,NA,0,NA,19.3225465169024,4970.39453608343,391.901617762722,391.901617762722,NA,NA,0,0,0,NA,5009.56280220338,246.452343624305,NA,0,NA,NA,NA,NA,NA,NA,246.452343624305,5009.56280220338,62.1709846672241,20.3223893523505,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM324BEGGINMT_ROM","DT BEGGIN MT 48OZ","Dog Treats","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,19.3829088373409,19.3090222107509,0,0,0.000340769230769231,0,0.0164173076923077,1.07587991095075,0,0,28.9230769230769,281.538461538462,213.611777414895,1,20.6499133408044,NA,NA,NA,NA,0,NA,67.9266841235664,4104.31482206038,1302.6782548627,1302.6782548627,NA,NA,0,0,0,NA,4104.31482206038,213.611777414895,NA,0,NA,NA,NA,NA,0,0,213.611777414895,4104.31482206038,46.2297523124938,19.2265396359989,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM324BEGGINMT_ROM","DT BEGGIN MT 48OZ","Dog Treats","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,19.2051546171589,18.7173191540327,0,0.00219833333333333,0.000055,0,0.0136433333333333,1.03022896335084,0,0,26,197.666666666667,153.817668876306,1,20.9419930171729,NA,NA,NA,NA,0.0716728576195537,NA,43.8489977903606,2846.63137513237,810.094458200962,810.094458200962,NA,NA,0,0,0,NA,3252.8751876392,175.704296220863,NA,0,NA,NA,NA,NA,NA,NA,175.704296220863,3252.8751876392,132.645207133418,18.5130950535834,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
