"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","WB_Comp_TPR_9","CB_Comp_RP_2","CB_Comp_TPR_3","CB_Comp_TPR_4"
"ITEM1210DDCNPORGANIX_ROM","DD C&P ORGANIX 10LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,46.9507044905735,46.9538437599799,0,0,0,0,0.00502166666666667,1.0387655015632,0,0,26,70.4166666666667,68.6684998476992,1,17.8134870304154,12.5538562882572,NA,NA,38.1170163009189,NA,NA,1.74816681896748,3203.69717744226,80.5444892244026,80.5444892244026,NA,NA,0,0,0,NA,3529.5714389164,75.6139524611514,NA,0,NA,NA,NA,NA,NA,NA,75.6139524611514,3529.5714389164,21.4935046228634,46.6852757899875,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1211DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,26.3682352999689,26.3660945239493,0,0,0,0,0.0251067857142857,1.22900784007091,0,0,35,522.716428571429,496.405243857932,1,NA,NA,NA,NA,NA,NA,NA,26.3111847134965,13042.2784596286,694.476611799922,694.476611799922,NA,NA,0,0,0,NA,13436.9295256191,511.368139051072,NA,0,NA,NA,NA,NA,NA,NA,511.368139051072,13436.9295256191,41.8239239194105,26.2895873717884,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1211DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,24.2705871699715,24.2426794487274,0,0,0,0,0.0253034615384615,1.12340761660337,0,0,31.9230769230769,532.520461538462,529.191436685564,1,NA,NA,NA,NA,NA,NA,NA,3.32902485289731,12816.0226963586,78.7841497952347,78.7841497952347,NA,NA,0,0,0,NA,13512.5315655734,557.788491778744,NA,0,NA,NA,NA,NA,NA,NA,557.788491778744,13512.5315655734,16.3320862624,24.2406266647995,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1211DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,23.0120913131246,22.9757155557336,0,0,0,0,0.0279130769230769,1.07841114862628,0,0,28.9230769230769,593.879846153846,585.426762652445,1,NA,NA,NA,NA,NA,NA,NA,8.45308350140108,13431.0618309752,189.57832287098,189.57832287098,NA,NA,0,0,0,NA,13842.4439840563,603.098047970251,NA,0,NA,NA,NA,NA,NA,NA,603.098047970251,13842.4439840563,28.8852776589098,22.9634348948757,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1211DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,22.0554615721354,21.9949850719329,0,0,0.0000733333333333333,0,0.03125625,1.0387655015632,0,0,26,643.27125,633.45272615934,1,NA,NA,NA,NA,NA,NA,NA,9.81852384065966,13915.9821164654,215.025383534581,215.025383534581,NA,NA,0,0,0,NA,14273.3888295874,649.763370368468,NA,0,NA,NA,NA,NA,NA,NA,649.763370368468,14273.3888295874,56.630945376684,21.9703532813215,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1212DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,88.7698780495761,88.3425629402025,0,0,0,0,0.00422178571428571,1.22900784007091,0,0,35,36.6428571428571,34.0689547126124,1,NA,NA,NA,NA,NA,NA,NA,2.57390243024476,2981.21688430381,226.091687124764,226.091687124764,NA,NA,0,0,0,NA,3122.08154345331,35.6665467857529,NA,0,NA,NA,NA,NA,NA,NA,35.6665467857529,3122.08154345331,46.3896027766086,87.5436232653958,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1212DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,82.3025879437371,82.2953217886505,0,0,0,0,0.00368076923076923,1.12340761660337,0,0.00441737762132225,31.9230769230769,33,32.6921659724634,1,NA,NA,NA,NA,NA,NA,NA,0.307834027536631,2688.33583433732,24.8972425857556,24.8972425857556,NA,NA,0,0,0,NA,2961.94895982923,36.0289042261409,NA,0,NA,NA,NA,NA,NA,NA,36.0289042261409,2961.94895982923,2.32465565904975,82.2322121886248,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1212DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,79.9897661856387,79.9794211167881,0.00441737762132225,0,0,0,0.003635,1.07841114862628,0.00441737762132225,0,28.9230769230769,32.5384615384615,31.7396737205697,1,NA,NA,NA,NA,NA,NA,NA,0.798787817891877,2521.73808440006,62.6234540614754,62.6234540614754,NA,NA,0,0,0,NA,2931.93543491585,36.8755742598658,NA,0,NA,NA,NA,NA,NA,NA,36.8755742598658,2931.93543491585,18.381152479508,79.8622634002231,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1212DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,79.9900395302438,79.9823755580726,0,0,0,0,0.00348833333333333,1.0387655015632,0,0,26,29.6666666666667,29.3093309106091,1,NA,NA,NA,NA,NA,NA,NA,0.357335756057533,2344.15745601252,28.5792106541489,28.5792106541489,NA,NA,0,0,0,NA,2947.72096773273,36.85572657688,NA,0,NA,NA,NA,NA,NA,NA,36.85572657688,2947.72096773273,0.301493821333524,79.9799989500549,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1213DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,47.2234858606376,46.5188859949574,0.00428187957463016,0,0,0,0.000791428571428571,1.22900784007091,0.00428187957463016,0.00428187957463016,35,12.1428571428571,11.1674907699875,1,NA,NA,NA,NA,NA,NA,NA,0.975366372869657,509.933667682873,44.0163323171275,44.0163323171275,NA,NA,0,0,0,NA,769.808459488332,16.8633906730532,NA,0,NA,NA,NA,NA,NA,NA,16.8633906730532,769.808459488332,18.3231336028556,45.8855369908795,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1213DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,46.7700157634137,46.3184454656455,0,0,0,0,0.00119384615384615,1.12340761660337,0,0.00556769690108402,31.9230769230769,17.4615384615385,17.2070238833891,1,NA,NA,NA,NA,NA,NA,NA,0.254514578149377,788.023938750599,11.672215095555,11.672215095555,NA,NA,0,0,0,NA,961.269108181339,20.9681616060229,NA,0,NA,NA,NA,NA,NA,NA,20.9681616060229,961.269108181339,16.7603531790823,45.9142834665335,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1213DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,46.6318210596867,46.5135489211643,0.00556769690108402,0,0,0,0.00134076923076923,1.07841114862628,0.00556769690108402,0,28.9230769230769,21.7692307692308,20.7385228920123,1,NA,NA,NA,NA,NA,NA,NA,1.0307078772185,949.006805303268,47.5924254659629,47.5924254659629,NA,NA,0,0,0,NA,1069.57145500354,23.388471123635,NA,0,NA,NA,NA,NA,NA,NA,23.388471123635,1069.57145500354,18.5572991011457,46.0488182018526,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1213DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,45.3874513939105,45.4385433706217,0,0,0,0,0.00158916666666667,1.0387655015632,0,0,26,34.5,26.3937640350773,1,NA,NA,NA,NA,NA,NA,NA,8.10623596492269,1187.86441492657,365.969751740093,365.969751740093,NA,NA,0,0,0,NA,1191.84767814395,26.4787525356846,NA,0,NA,NA,NA,NA,NA,NA,26.4787525356846,1191.84767814395,7.96030227595982,45.1683892524142,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1214DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,28.4122099537269,27.8894731318154,0,0,0,0,0.0118192857142857,1.22900784007091,0,0,35,425.479,374.919456444571,1,NA,NA,NA,NA,NA,0,NA,50.5595435554289,10307.6593076932,1395.11397802104,1395.11397802104,NA,NA,0,0,0,NA,10309.709370309,374.994707632502,NA,0,NA,NA,NA,NA,NA,NA,374.994707632502,10309.709370309,388.256743734715,27.4915695393982,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1214DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,26.6384767945108,26.5990776331195,0,0,0,0,0.0101723076923077,1.12340761660337,0,0,31.9230769230769,375.624,371.787928590213,1,NA,NA,NA,NA,NA,0,NA,3.83607140978677,9876.53188260958,105.216425082733,105.216425082733,NA,NA,0,0,0,NA,10717.2528714987,403.703960734235,NA,0,NA,NA,NA,NA,NA,NA,403.703960734235,10717.2528714987,17.7204077490842,26.592681211069,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1214DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,24.5528650087253,24.5482027790905,0,0,0.0000484615384615385,0,0.0108288461538462,1.07841114862628,0,0,28.9230769230769,339.852384615385,339.852384615385,1,NA,NA,NA,NA,NA,0.00606653374949104,NA,0,8341.68292307693,0,0,NA,NA,0,0,0,NA,10707.7265132731,437.057972609879,NA,0,NA,NA,NA,NA,NA,NA,437.057972609879,10707.7265132731,15.781951906106,24.5099339739888,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1214DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,23.5927970675701,23.5477928052391,0,0,0.000025,0,0.0126925,1.0387655015632,0,0,26,404.101916666667,404.101916666667,1,NA,NA,NA,NA,NA,0.00568333607909698,NA,0,9511.45908333333,0,0,NA,NA,0,0,0,NA,11069.5453943252,470.254137026465,NA,0,NA,NA,NA,NA,NA,NA,470.254137026465,11069.5453943252,19.5710697390055,23.5434473883937,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1215DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,84.3308472751142,84.3308472751142,0,0,0,0,0.000832142857142857,1.22900784007091,0,0,35,10.5,10.1366919957035,1,NA,NA,NA,NA,NA,NA,NA,0.363308004296529,851.244823688628,29.9144620256573,29.9144620256573,NA,NA,0,0,0,NA,1269.68604699004,15.0785524473371,NA,0,NA,NA,NA,NA,NA,NA,15.0785524473371,1269.68604699004,1.10097402597389,84.2406778580651,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1215DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,82.1713469810842,82.1573695306242,0,0,0,0,0.00161846153846154,1.12340761660337,0,0.00458367479644076,31.9230769230769,17.1538461538462,15.6092489920975,1,NA,NA,NA,NA,NA,NA,NA,1.54459716174861,1280.21465157444,126.452271502485,126.452271502485,NA,NA,0,0,0,NA,1321.45931974895,16.1148867786464,NA,0,NA,NA,NA,NA,NA,NA,16.1148867786464,1321.45931974895,2.64157158449418,82.0145805793793,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1215DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,81.8287135590658,81.8538209031251,0.0147785406480155,0,0,0,0.00151153846153846,1.07841114862628,0.0147785406480155,0.0101948658515748,28.9230769230769,17.4615384615385,15.7705784553766,1,NA,NA,NA,NA,NA,NA,NA,1.69096000616188,1264.15492604763,135.007381644674,135.007381644674,NA,NA,0,0,0,NA,1338.94406254144,16.7303631436988,NA,0,NA,NA,NA,NA,NA,NA,16.7303631436988,1338.94406254144,29.4426889504437,81.3752505382336,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1215DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,81.8041176046176,81.8140260642136,0,0,0,0,0.00184,1.0387655015632,0,0,26,19.4166666666667,15.0804214086948,1,NA,NA,NA,NA,NA,NA,NA,4.33624525797183,1227.53743629803,353.972563701969,353.972563701969,NA,NA,0,0,0,NA,1335.36704823411,16.3995898258236,NA,0,NA,NA,NA,NA,NA,NA,16.3995898258236,1335.36704823411,6.65753066378032,81.4491087819186,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1223DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,21.8906488455113,21.8658618460325,0,0,0.000035,0,0.00345642857142857,1.22900784007091,0,0,35,359.748714285714,359.748714285714,1,NA,NA,NA,NA,NA,NA,NA,0,7799.51857142857,0,0,NA,NA,0,0,0,NA,24183.2816381305,1113.90344334826,NA,0,NA,NA,NA,NA,NA,NA,1113.90344334826,24183.2816381305,31.2224952509479,21.7796019517477,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1223DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,21.6707133816633,21.6274582961296,0,0.000152307692307692,0.000138461538461538,0.0000176923076923077,0.0261592307692308,1.12340761660337,0,0,31.9230769230769,2494.31184615385,1423.03434567573,1,NA,NA,NA,NA,NA,NA,NA,1071.27750047811,30650.4680139866,23136.0659860134,23136.0659860134,NA,NA,0,0,0,NA,35761.2698467106,1662.35080141449,NA,0,NA,NA,NA,NA,NA,NA,1662.35080141449,35761.2698467106,189.569492054657,21.5107334072862,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1223DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,20.7701413900674,20.6363380625449,0,0.000862307692307692,0.0000576923076923077,0.0000123076923076923,0.0499142307692308,1.07841114862628,0,0,28.9230769230769,5126.09284615385,2209.69913767811,1,NA,NA,NA,NA,NA,NA,NA,2916.39370847573,45435.6374188457,60171.9861965389,60171.9861965389,NA,NA,0,0,0,NA,45435.6374188457,2209.69913767811,NA,0,NA,NA,NA,NA,0,0,2209.69913767811,45435.6374188457,809.685390932547,20.6169139513216,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1223DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,20.3535105359403,20.1833203431049,0,0.00641,0.000213333333333333,0.0000125,0.0496333333333333,1.0387655015632,0,0,26,4815.17083333333,2892.88380710883,1,NA,NA,NA,NA,NA,NA,NA,1922.2870262245,58054.7567955625,38561.9189544375,38561.9189544375,NA,NA,0,0,0,NA,58054.7567955625,2892.88380710883,NA,0,NA,NA,NA,NA,0,0,2892.88380710883,58054.7567955625,1386.19805713835,20.0680004503748,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1225DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 46-48LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,27.1146280237334,27.1139895720943,0,0,0.000747857142857143,0,0.0395642857142857,1.22900784007091,0,0,35,639.773071428571,635.536670702801,1,NA,NA,NA,NA,NA,NA,NA,4.23640072577072,16805.6012053182,106.737437538973,106.737437538973,NA,NA,0,0,0,NA,71577.5565360281,2669.26458002283,NA,0,NA,NA,NA,NA,NA,NA,2669.26458002283,71577.5565360281,37.887780395689,26.8358270512788,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1225DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 46-48LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,25.1507538029075,25.1140276721052,0,0,0.00614615384615385,0,0.123040769230769,1.12340761660337,0,0,31.9230769230769,4287.93284615385,3699.80550228907,1,NA,NA,NA,NA,NA,NA,NA,588.127343864779,92797.8049518695,14703.3025865921,14703.3025865921,NA,NA,0,0,0,NA,112921.934671284,4501.78253186927,NA,0,NA,NA,NA,NA,NA,NA,4501.78253186927,112921.934671284,205.081604805021,25.0563590302077,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1225DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 46-48LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,24.222427750589,24.1805826574849,0,0.00135384615384615,0.00826692307692308,0,0.236382307692308,1.07841114862628,0,0,28.9230769230769,13617.0724615385,5742.87337213509,1,NA,NA,NA,NA,NA,NA,NA,7874.19908940337,138926.733480888,190179.096211419,190179.096211419,NA,NA,0,0,0,NA,138926.733480888,5742.87337213509,NA,0,NA,NA,NA,NA,0,0,5742.87337213509,138926.733480888,736.147550056662,24.1686016196843,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1225DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 46-48LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,23.9435200841456,23.8844937687371,0,0.0026625,0.013185,0,0.221552916666667,1.0387655015632,0,0,26,10539.2115,2216.98242004139,1,NA,NA,NA,NA,NA,NA,NA,8322.22907995861,52929.1917092943,198605.668374039,198605.668374039,NA,NA,0,0,0,NA,52929.1917092943,2216.98242004139,NA,0,NA,NA,NA,NA,0,0,2216.98242004139,52929.1917092943,861.718235202576,23.8613408852213,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1226DDDOGCHOWLX_ROM","DD DOG CHOW LX 03.5LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,3.62277382385358,4.54419851329458,0.365639372238349,0,0,0,0.00000357142857142857,1.22900784007091,0.387025086524063,0.358569700161945,35,1.07142857142857,0.721171546284958,1,NA,NA,NA,NA,NA,NA,NA,0.350257025143613,1.80685469678578,0.975288160357072,0.975288160357072,NA,NA,0,0,0,NA,4.32891999671922,1.64151791043597,NA,0,NA,NA,NA,NA,NA,NA,1.64151791043597,4.32891999671922,2.07142857142857,4.54419851329458,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1226DDDOGCHOWLX_ROM","DD DOG CHOW LX 03.5LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,3.08380561528818,3.08192307692308,0.0357320099255583,0,0,0,0.00000769230769230769,1.12340761660337,0.00496277915632755,0.00496277915632755,31.9230769230769,1.69230769230769,1.34121759810505,1,NA,NA,NA,NA,NA,NA,NA,0.351090094202641,3.86328609347094,0.969021598836749,0.969021598836749,NA,NA,0,0,0,NA,5.75807117757186,2.00321025062778,NA,0,NA,NA,NA,NA,NA,NA,2.00321025062778,5.75807117757186,0.186751468317829,3.08192307692308,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1226DDDOGCHOWLX_ROM","DD DOG CHOW LX 03.5LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,2.7911664053575,2.79,0.0343029133351714,0,0,0,0.00000846153846153846,1.07841114862628,0.0343029133351714,0.0343029133351714,28.9230769230769,2.61538461538462,2.55873156036631,1,NA,NA,NA,NA,NA,NA,NA,0.0566530550183054,6.4950866353698,0.0964518261686649,0.0964518261686649,NA,NA,0,0,0,NA,12.6924570956526,4.79463869218996,NA,0,NA,NA,NA,NA,NA,NA,4.79463869218996,12.6924570956526,0.709065249793571,2.79,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1226DDDOGCHOWLX_ROM","DD DOG CHOW LX 03.5LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,2.96948809523809,2.9689880952381,0.113826875938155,0,0,0,0.0000266666666666667,1.0387655015632,0.113826875938155,0.12176275883466,26,7.08333333333333,6.85174714351673,1,NA,NA,NA,NA,NA,NA,NA,0.231586189816599,17.4244817671367,0.583018232863288,0.583018232863288,NA,NA,0,0,0,NA,34.9963778141198,13.7521274869955,NA,0,NA,NA,NA,NA,NA,NA,13.7521274869955,34.9963778141198,3.2967738095238,2.9689880952381,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1227DDDOGCHOWLX_ROM","DD DOG CHOW LX 32-36LB","Dry Dog","NPP",0,0,1,"ROM","BJs",NA,NA,NA,NA,30.3524700309382,30.3224931884572,0,0,0,0,0.0000814285714285714,1.22900784007091,0,0,35,1.07142857142857,1.04493521815021,1,NA,NA,NA,NA,NA,NA,NA,0.0264933532783657,31.9989062000536,0.847522371374919,0.847522371374919,NA,NA,0,0,0,NA,124.116249521262,4.13578423586594,NA,0,NA,NA,NA,NA,NA,NA,4.13578423586594,124.116249521262,0.0509134977578576,30.312363679479,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1227DDDOGCHOWLX_ROM","DD DOG CHOW LX 32-36LB","Dry Dog","NPP",0,1,0,"ROM","BJs",NA,NA,NA,NA,28.5623862675786,28.5623862675786,0,0,0,0,0.000780769230769231,1.12340761660337,0,0,31.9230769230769,9.53846153846154,5.78431366300705,1,NA,NA,NA,NA,NA,NA,NA,3.75414787545448,165.053417839791,106.73581292944,106.73581292944,NA,NA,0,0,0,NA,185.464940586834,6.49995349051634,NA,0,NA,NA,NA,NA,NA,NA,6.49995349051634,185.464940586834,0.156159225390003,28.5340914854376,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1227DDDOGCHOWLX_ROM","DD DOG CHOW LX 32-36LB","Dry Dog","NPP",1,0,0,"ROM","BJs",NA,NA,NA,NA,27.1402955687154,27.1392812742813,0,0,0,0,0.000908461538461538,1.07841114862628,0,0,28.9230769230769,10.9230769230769,7.37391744934301,1,NA,NA,NA,NA,NA,NA,NA,3.54915947373391,199.72582881434,96.0110942625829,96.0110942625829,NA,NA,0,0,0,NA,215.269530749487,7.94601555553862,NA,0,NA,NA,NA,NA,NA,NA,7.94601555553862,215.269530749487,0.661228880817261,27.0906798756799,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1227DDDOGCHOWLX_ROM","DD DOG CHOW LX 32-36LB","Dry Dog","NPP",0,0,0,"ROM","BJs",NA,NA,NA,NA,27.0841576286308,27.0827335736159,0.00528349985609145,0,0,0,0.00107583333333333,1.0387655015632,0.00528349985609145,0.00528349985609145,26,12.5,8.32143997679192,1,NA,NA,NA,NA,NA,NA,NA,4.17856002320808,223.914799033717,113.060200966283,113.060200966283,NA,NA,0,0,0,NA,228.996390023499,8.51189699599991,NA,0,NA,NA,NA,NA,NA,NA,8.51189699599991,228.996390023499,1.4567120330386,27.0827335736159,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
