"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","WB_Comp_TPR_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross","Within","Within_non_normalised","Cross_non_normalised","true_lift_doll","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_3","CB_Comp_RP_1","CB_Comp_TPR_2","CB_Comp_RP_2","CB_Comp_TPR_3","WB_Comp_RP_6","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","CB_Comp_RP_3","WB_Comp_Interaction_RP_1"
"ITEM3207DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,10.8687642576126,10.8687642576126,0,0,0,0,0.538075,1.15114356220288,0,0,31.9230769230769,3195.19228030449,3195.19228030449,2,NA,NA,NA,NA,0,34727.7916523732,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,10.8687642576126,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3207DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,10.8687642576126,10.8687642576126,0,0,0,0,0.538075,1.06353129207915,0,0,28.9230769230769,3064.22302187024,3064.22302187024,2,NA,NA,NA,NA,0,33304.3176574569,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,10.8687642576126,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3207DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,10.8687642576126,10.8687642576126,0,0,0,0,0.538075,1.09196076634445,0,0,26,3106.39053780868,3106.39053780868,2,NA,NA,NA,NA,0,33762.6264475209,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,10.8687642576126,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3208DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.25,2.25,0,0,0,0,0.00228,1.30597860039101,0,0,35,37.9574530949426,37.9574530949426,1,NA,NA,NA,NA,0,85.4042694636209,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2.25,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3208DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.25,2.25,0,0,0,0,0.00228,1.15114356220288,0,0,31.9230769230769,73.6304294265428,73.6304294265428,1,NA,NA,NA,NA,0,165.668466209721,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2.25,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3208DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.25,2.25,0,0,0,0,0.00228,1.06353129207915,0,0,28.9230769230769,112.376635999192,112.376635999192,1,NA,NA,NA,NA,0,252.847430998183,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2.25,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3208DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.25,2.25,0,0,0,0,0.00228,1.09196076634445,0,0,26,98.8510830941329,98.8510830941329,1,NA,NA,NA,NA,0,222.414936961799,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2.25,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3210DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 13LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.774375,24.774375,0,0,0,0,0.09392,1.30597860039101,0,0,35,76.6597459978285,76.6597459978285,1,NA,NA,NA,NA,0,1899.19729475495,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.774375,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3210DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 13LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.774375,24.774375,0,0,0,0,0.09392,1.15114356220288,0,0,31.9230769230769,76.6597459978285,76.6597459978285,1,NA,NA,NA,NA,0,1899.19729475495,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.774375,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3210DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 13LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.774375,24.774375,0,0,0,0,0.09392,1.06353129207915,0,0,28.9230769230769,76.6597459978285,76.6597459978285,1,NA,NA,NA,NA,0,1899.19729475495,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.774375,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3210DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 13LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.774375,24.774375,0,0,0,0,0.09392,1.09196076634445,0,0,26,76.6597459978285,76.6597459978285,1,NA,NA,NA,NA,0,1899.19729475495,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.774375,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3211DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 03.2LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,8.38035714285714,8.38035714285714,0,0,0,0,0.014325,1.30597860039101,0,0,35,21.5433142377802,21.5433142377802,1,NA,0,0,NA,0,180.540667353397,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,8.38035714285714,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3211DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 03.2LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,8.38035714285714,8.38035714285714,0,0,0,0,0.014325,1.15114356220288,0,0,31.9230769230769,20.4038851269566,20.4038851269566,1,NA,0,0,NA,0,170.991844465727,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,8.38035714285714,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3211DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 03.2LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,8.38035714285714,8.38035714285714,0,0,0,0,0.014325,1.06353129207915,0,0,28.9230769230769,19.3510717964027,19.3510717964027,1,NA,0,0,NA,0,162.168892750924,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,8.38035714285714,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3211DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 03.2LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,8.38035714285714,8.38035714285714,0,0,0,0,0.014325,1.09196076634445,0,0,26,18.3774713883059,18.3774713883059,1,NA,0,0,NA,0,154.009773616642,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,8.38035714285714,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3212DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 06.3LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,13.263231884058,13.263231884058,0,0,0,0,0.006205,1.30597860039101,0,0,35,2.73736306145192,2.73736306145192,1,NA,NA,NA,NA,0,36.3062810348917,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.263231884058,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3212DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 06.3LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,13.263231884058,13.263231884058,0,0,0,0,0.006205,1.15114356220288,0,0,31.9230769230769,5.85370480752325,5.85370480752325,1,NA,NA,NA,NA,0,77.6390442430059,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.263231884058,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3212DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 06.3LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,13.263231884058,13.263231884058,0,0,0,0,0.006205,1.06353129207915,0,0,28.9230769230769,9.9077719552152,9.9077719552152,1,NA,NA,NA,NA,0,131.409076896386,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.263231884058,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3212DCCATCHOWNATURALSGF_ROM","DC CAT CHOW NATURALS GF 06.3LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,13.263231884058,13.263231884058,0,0,0,0,0.006205,1.09196076634445,0,0,26,9.78174295646937,9.78174295646937,1,NA,NA,NA,NA,0,129.737525061904,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.263231884058,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3213DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 18LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.8082020261037,24.8082020261037,0,0,0,0,0.43284,1.30597860039101,0,0,35,687.395141581453,687.395141581453,2,NA,NA,NA,NA,0,17053.0375441148,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.8082020261037,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3213DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 18LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.8082020261037,24.8082020261037,0,0,0,0,0.43284,1.15114356220288,0,0,31.9230769230769,687.395141581453,687.395141581453,2,NA,NA,NA,NA,0,17053.0375441148,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.8082020261037,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3213DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 18LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.8082020261037,24.8082020261037,0,0,0,0,0.43284,1.06353129207915,0,0,28.9230769230769,687.395141581453,687.395141581453,2,NA,NA,NA,NA,0,17053.0375441148,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.8082020261037,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3213DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 18LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.8082020261037,24.8082020261037,0,0,0,0,0.43284,1.09196076634445,0,0,26,687.395141581453,687.395141581453,2,NA,NA,NA,NA,0,17053.0375441148,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,24.8082020261037,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3214DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,19.2357900084275,19.2357900084275,0,0,0,0,0.20652,1.30597860039101,0,0,35,659.973222355382,659.973222355382,2,NA,NA,NA,NA,0,12695.1063164134,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,19.2357900084275,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3214DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,19.2357900084275,19.2357900084275,0,0,0,0,0.20652,1.15114356220288,0,0,31.9230769230769,659.973222355382,659.973222355382,2,NA,NA,NA,NA,0,12695.1063164134,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,19.2357900084275,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3214DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,19.2357900084275,19.2357900084275,0,0,0,0,0.20652,1.06353129207915,0,0,28.9230769230769,659.973222355382,659.973222355382,2,NA,NA,NA,NA,0,12695.1063164134,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,19.2357900084275,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3214DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,19.2357900084275,19.2357900084275,0,0,0,0,0.20652,1.09196076634445,0,0,26,659.973222355382,659.973222355382,2,NA,NA,NA,NA,0,12695.1063164134,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,19.2357900084275,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_Retailer","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,1,"Retailer","Brookshire Brothers",NA,609.142857142857,0,NA,6.98811827956989,6.98811827956989,0,0,0,0,0.52621,1.30597860039101,0,0,35,150.951472045012,133.256299982208,2,NA,NA,NA,NA,17.6951720628041,931.159035893571,122.940696723871,972.804255952381,0,736.869490486074,972.804255952381,235.789386246479,235.789386246479,NA,NA,0,0,122.940696723871,0.767008508287715,6.98290694963052,"2022-12-31",NA,5.52795731707317,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_Retailer","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,1,0,"Retailer","Brookshire Brothers",NA,524,0,NA,6.98811827956989,6.98811827956989,0,0,0,0,0.52621,1.15114356220288,0,0,31.9230769230769,143.377437841586,99.8406693780462,2,NA,NA,NA,NA,43.5367684635395,697.698406725218,303.01193171511,563.988601953602,0,507.615403938392,563.988601953602,56.2863202110312,56.2863202110312,0,0,0,0,303.01193171511,1.22815581835225,6.9796068789947,"2022-09-24",NA,5.4325572519084,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_Retailer","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",1,0,0,"Retailer","Brookshire Brothers",NA,504,0,NA,6.98811827956989,6.98811827956989,0,0,0,0,0.52621,1.06353129207915,0,0,28.9230769230769,139.208391813659,126.840898739187,2,NA,NA,NA,NA,12.3674930744722,886.156549988944,86.2749924735935,680.123845043845,0,612.41750337287,680.123845043845,67.641632906212,67.641632906212,NA,NA,0,0,86.2749924735935,0.373165040021085,6.98543686647381,"2022-06-25",NA,5.28226190476191,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_Retailer","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,0,"Retailer","Brookshire Brothers",NA,468,0,NA,6.98811827956989,6.98811827956989,0,0,0,0,0.52621,1.09196076634445,0,0,26,140.561903618789,125.286835212798,2,NA,NA,NA,NA,15.2750684059915,875.452771405354,106.062488655312,799.286111111111,0,661.944956151068,799.286111111111,137.228092821326,137.228092821326,NA,NA,0,0,106.062488655312,0.74794802893587,6.98271801577798,"2022-03-26",NA,5.28027777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,7.32824295650975,7.32824295650975,0,0,0,0,0.633435,1.30597860039101,0,0,35,4386.8457204004,4386.8457204004,2,NA,NA,NA,NA,0,32147.8712518191,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,7.32824295650975,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,7.32824295650975,7.32824295650975,0,0,0,0,0.633435,1.15114356220288,0,0,31.9230769230769,3806.63424700349,3806.63424700349,2,NA,NA,NA,NA,0,27895.9406086121,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,7.32824295650975,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,7.32824295650975,7.32824295650975,0,0,0,0,0.633435,1.06353129207915,0,0,28.9230769230769,3326.40237218774,3326.40237218774,2,NA,NA,NA,NA,0,24376.6847545021,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,7.32824295650975,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3215DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,7.32824295650975,7.32824295650975,0,0,0,0,0.633435,1.09196076634445,0,0,26,3611.37996751459,3611.37996751459,2,NA,NA,NA,NA,0,26465.0698102192,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,7.32824295650975,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3216DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 06.3LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,11.8515436824137,11.8515436824137,0,0,0,0,0.39633,1.30597860039101,0,0,35,1740.30342196478,1740.30342196478,2,NA,NA,NA,NA,0,20625.2820260696,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,11.8515436824137,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3216DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 06.3LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,11.8515436824137,11.8515436824137,0,0,0,0,0.39633,1.15114356220288,0,0,31.9230769230769,1532.11295329946,1532.11295329946,2,NA,NA,NA,NA,0,18157.9035924204,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,11.8515436824137,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3216DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 06.3LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,11.8515436824137,11.8515436824137,0,0,0,0,0.39633,1.06353129207915,0,0,28.9230769230769,1460.34396783981,1460.34396783981,2,NA,NA,NA,NA,0,17307.3303262028,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,11.8515436824137,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3216DCCATKITTENCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 06.3LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,11.8515436824137,11.8515436824137,0,0,0,0,0.39633,1.09196076634445,0,0,26,1460.93067456791,1460.93067456791,2,NA,NA,NA,NA,0,17314.2837066197,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,11.8515436824137,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3222DCFANCYFEAST_ROM","DC FANCY FEAST 01LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,4.53361747851003,4.53361747851003,0,0,0,0,0.11706,1.30597860039101,0,0,35,339.28688239574,339.28688239574,1,NA,0,NA,NA,0,1538.1969402585,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4.53361747851003,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,5.40605995690857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3222DCFANCYFEAST_ROM","DC FANCY FEAST 01LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,4.53361747851003,4.53361747851003,0,0,0,0,0.11706,1.15114356220288,0,0,31.9230769230769,343.387799220109,343.387799220109,1,NA,0,NA,NA,0,1556.78892845138,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4.53361747851003,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,5.40605995690857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3222DCFANCYFEAST_ROM","DC FANCY FEAST 01LB","Dry Cat","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,4.53361747851003,4.53361747851003,0,0,0,0,0.11706,1.06353129207915,0,0,28.9230769230769,347.433984615988,347.433984615988,1,NA,0,NA,NA,0,1575.13278528343,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4.53361747851003,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,5.40605995690857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3222DCFANCYFEAST_ROM","DC FANCY FEAST 01LB","Dry Cat","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,4.53361747851003,4.53361747851003,0,0,0,0,0.11706,1.09196076634445,0,0,26,351.422223215097,351.422223215097,1,NA,0,NA,NA,0,1593.21393350482,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4.53361747851003,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,5.40605995690857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3223DCFANCYFEAST_ROM","DC FANCY FEAST 07LB","Dry Cat","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,16.9750689655172,16.9750689655172,0,0,0,0,0.2905,1.30597860039101,0,0,35,695.968449907158,695.968449907158,2,NA,NA,NA,NA,0,11814.1124349981,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,16.9750689655172,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3223DCFANCYFEAST_ROM","DC FANCY FEAST 07LB","Dry Cat","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,16.9750689655172,16.9750689655172,0,0,0,0,0.2905,1.15114356220288,0,0,31.9230769230769,570.624997651304,570.624997651304,2,NA,NA,NA,NA,0,9686.39868857898,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,16.9750689655172,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
