"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","WB_Comp_TPR_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross","Within","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_3","CB_Comp_RP_1","CB_Comp_TPR_2","CB_Comp_RP_2","CB_Comp_TPR_3","WB_Comp_RP_6","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","CB_Comp_RP_3","WB_Comp_Interaction_RP_1"
"ITEM36BEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.65872832264593,2.65004349428906,0,0,0.00151642857142857,0,0.0145928571428571,1.16242411895681,0,0,35,602.453714285714,562.502967154871,1,21.1404808083387,0,NA,NA,39.9507471308436,1477.51392927368,103.988570726316,103.988570726316,NA,NA,0,0,0,NA,1514.78764941939,576.565288599622,NA,0,NA,NA,NA,NA,NA,NA,576.565288599622,1514.78764941939,20.3697638780421,2.63054843355667,"2022-12-31",NA,NA,4,4,0,10.2867242164902,NA,NA,NA,NA,2.3133508099884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM36BEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.56925436225554,2.56772733833651,0,0,0.000349230769230769,0,0.0135442307692308,1.07249392471464,0,0,31.9230769230769,560.567538461538,538.03838328542,1,20.8466689262577,0.00518124682693128,NA,NA,22.5291551761185,1379.838722673,59.196046557767,59.196046557767,NA,NA,0,0,0,NA,1493.74639067042,583.453793989683,NA,0,NA,NA,NA,NA,NA,NA,583.453793989683,1493.74639067042,3.6730105194813,2.56300270397476,"2022-09-24",NA,NA,3,3,0,10.2945587105839,NA,NA,NA,NA,2.35173175992805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM36BEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.20359845580244,2.20105488703549,0.00800986213215346,0.000594615384615385,0.00163615384615385,0.000328461538461538,0.0168792307692308,1.04632276519046,0.00800986213215346,0.00800986213215346,28.9230769230769,733.377769230769,725.41353285808,1,19.7355471094741,0.0187298063362461,NA,NA,7.964236372689,1572.0084989968,17.502116387817,17.502116387817,NA,NA,0,0,0,NA,1620.36401253006,747.915659074782,NA,0,NA,NA,NA,NA,NA,NA,747.915659074782,1620.36401253006,20.4566035598315,2.20089226694699,"2022-06-25",NA,NA,2,2,0,10.1000749279624,NA,NA,NA,NA,2.20108608989225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM36BEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.01520945132529,2.00799082944286,0,0.000935,0.003555,0.000253333333333333,0.0205683333333333,1.07251509703122,0,0,26,881.879666666667,876.468688622339,1,20.1577089350306,0,NA,NA,5.410978044328,1746.50615079149,10.7553492085143,10.7553492085143,NA,NA,0,0,0,NA,1818.45406853747,912.428458352198,NA,0,NA,NA,NA,NA,NA,NA,912.428458352198,1818.45406853747,19.8874998551317,1.99348937094261,"2022-03-26",NA,NA,1,1,0,10.0020577030896,NA,NA,NA,NA,2.11902429463514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3810018507_ROM","DT BUSY TWISTED CW 66OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,20.8800294396384,20.88,0.00619710749021094,0,0,0,0.0377871428571429,1.16242411895681,0,0,35,245.928571428571,230.228642774146,1,NA,NA,NA,NA,15.699928654425,4773.53120398132,327.814510304394,327.814510304394,NA,NA,0,0,0,NA,4942.0212778846,238.304288399273,NA,0,NA,NA,NA,NA,NA,NA,238.304288399273,4942.0212778846,33.6501246972069,20.88,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3810018507_ROM","DT BUSY TWISTED CW 66OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,20.8800146137723,20.88,0,0,0,0,0.0374515384615385,1.07249392471464,0,0,31.9230769230769,213.769230769231,195.42110556517,1,NA,NA,NA,NA,18.3481252040606,4080.01576112383,383.108854260785,383.108854260785,NA,NA,0,0,0,NA,4218.46333940843,202.051887394823,NA,0,NA,NA,NA,NA,NA,NA,202.051887394823,4218.46333940843,0.379763874298637,20.8781247608113,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3810018507_ROM","DT BUSY TWISTED CW 66OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,19.1866811547623,19.1866733665536,0,0,0,0,0.03781,1.04632276519046,0,0,28.9230769230769,238.769230769231,171.389910725759,1,NA,NA,NA,NA,67.3793200434713,3288.7954863093,1285.72143676763,1285.72143676763,NA,NA,0,0,0,NA,3313.25345168952,172.578759511291,NA,0,NA,NA,NA,NA,NA,NA,172.578759511291,3313.25345168952,0.00199525251782809,19.1866733665536,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3810018507_ROM","DT BUSY TWISTED CW 66OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,18.4124361603321,18.4124231277118,0,0,0,0,0.0336625,1.07251509703122,0,0,26,235.333333333333,147.99766878745,1,NA,NA,NA,NA,87.3356645458833,2727.59064457893,1613.36935542107,1613.36935542107,NA,NA,0,0,0,NA,2727.59064457893,147.99766878745,NA,0,NA,NA,NA,NA,0,0,147.99766878745,2727.59064457893,0.0031723312190195,18.4124231277118,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_Retailer","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire Brothers",NA,312,0,NA,4.41565574608583,4.41441516468505,0,0,0,0,0.272722142857143,1.16242411895681,0,0,35,32.5,29.2415567402358,2,NA,NA,NA,NA,3.25844325976419,129.085709585425,14.1164332717178,14.1164332717178,NA,NA,0,0,14.8747911709656,NA,133.695543491164,30.2783878592331,97.825,0,88.0170857881098,97.825,9.7915200144706,9.7915200144706,NA,NA,33.7278380912416,148.57033466213,0.316734154652129,4.40539791659589,"2022-12-31",NA,3.01,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_Retailer","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire Brothers",NA,312,0,NA,4.23376588223808,4.23234389294329,0,0,0,0,0.280642307692308,1.07249392471464,0,0,31.9230769230769,37.6923076923077,32.605143182857,2,NA,NA,NA,NA,5.08716450945066,137.975381314262,21.5530802241999,21.5530802241999,NA,NA,0,0,10.6849265789916,NA,145.654667358476,34.4142544106684,109.874615384615,0,95.0140704418039,109.874615384615,14.8523364304599,14.8523364304599,NA,NA,36.9760418095011,156.339593937468,0.170320779912123,4.22847951596614,"2022-09-24",NA,2.91692307692308,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_Retailer","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire Brothers",NA,312,0,NA,4.2124946274661,4.21170396545617,0,0,0,0,0.277823076923077,1.04632276519046,0,0,28.9230769230769,36.1538461538462,33.4740161105245,2,NA,NA,NA,NA,2.67983004332168,140.88022215877,11.0797778412297,11.0797778412297,NA,NA,0,0,4.75370485772528,NA,149.047964122777,35.3827201839714,100.089230769231,0,92.6393032487965,100.089230769231,7.41280372494607,7.41280372494607,NA,NA,36.5838759096918,153.801668980502,0.326905160751631,4.20385810947838,"2022-06-25",NA,2.76769230769231,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_Retailer","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire Brothers",NA,312,0,NA,4.20443133095812,4.19739845427561,0,0,0,0,0.28626,1.07251509703122,0,0,26,40.6666666666667,33.2786662146994,2,NA,NA,NA,NA,7.3880004519673,139.788033801451,30.5327995318825,30.5327995318825,NA,NA,0,0,18.4712500970656,NA,142.757090322053,33.9545494980035,106.546666666667,0,87.1901054825124,106.546666666667,19.296310771704,19.296310771704,NA,NA,38.5150012020392,161.228340419119,0.697075709505056,4.1858388402785,"2022-03-26",NA,2.62,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,4.16831850824251,4.1332566313075,0,0,0.000233571428571429,0,0.3947275,1.16242411895681,0,0,35,2103.67585714286,2042.61658128374,2,NA,NA,NA,NA,61.0592758591136,8433.71661702013,254.286525837015,254.286525837015,NA,NA,0,0,0,NA,8617.44516254148,2087.45579280756,NA,0,NA,NA,NA,NA,NA,NA,2087.45579280756,8617.44516254148,82.9883820570063,4.12779585010648,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,4.13073307549833,4.09315560121291,0,0,0.00008,0,0.387857692307692,1.07249392471464,0,0,31.9230769230769,1958.82953846154,1954.52224648964,2,NA,NA,NA,NA,4.30729197190077,7987.84577180517,17.5780743486781,17.5780743486781,NA,NA,0,0,0,NA,8190.30806148611,2004.10773725768,NA,0,NA,NA,NA,NA,NA,NA,2004.10773725768,8190.30806148611,87.2669988912903,4.08700374696958,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,3.70403386280833,3.67768548069776,0,0,0.00231230769230769,0,0.378100384615385,1.04632276519046,0,0,28.9230769230769,2140.79692307692,2071.30994865247,2,NA,NA,NA,NA,69.486974424453,7569.66494558105,255.337977495877,255.337977495877,NA,NA,0,0,0,NA,7786.5361310372,2131.9125675582,NA,0,NA,NA,NA,NA,NA,NA,2131.9125675582,7786.5361310372,95.6905176476333,3.65821287039706,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM431BUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,3.23513090161641,3.21913003275127,0,0.000966666666666667,0.0081325,0,0.37701,1.07251509703122,0,0,26,2554.63875,2436.85880195343,2,NA,NA,NA,NA,117.779948046566,7822.04777874457,367.13430458876,367.13430458876,NA,NA,0,0,0,NA,7892.67815486219,2457.96467513619,NA,0,NA,NA,NA,NA,NA,NA,2457.96467513619,7892.67815486219,54.3365762302557,3.21560149183804,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire Brothers",NA,203.142857142857,0,NA,13.5741474845927,13.5453758012257,0,0,0,0,0.504770714285714,1.16242411895681,0,0,35,110.428571428571,101.591041657624,2,NA,NA,NA,NA,8.83752977094771,1377.60054799965,116.133023428923,116.133023428923,NA,NA,0,0,35.0721331106585,NA,1392.15905956217,102.634574860334,1148.4574744898,0,1056.5338706834,1148.4574744898,91.8968319272154,91.8968319272154,NA,NA,105.486026555024,1427.23119267283,3.77438221953226,13.5409345329584,"2022-12-31",NA,10.3999367088608,4,4,0,NA,NA,NA,NA,NA,11.4878865763035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire Brothers",NA,376.615384615385,0,NA,13.383056710438,13.3539572344522,0,0,0,0,0.484555769230769,1.07249392471464,0,0,31.9230769230769,100.461538461538,95.1389618802205,2,NA,NA,NA,NA,5.32257658131799,1270.65964473387,68.6588168045946,68.6588168045946,NA,NA,0,0,54.2060393852378,NA,1306.30123696519,97.6787241469808,1032.49451923077,0,977.18653948594,1032.49451923077,55.2008590407356,55.2008590407356,NA,NA,102.069858915501,1360.50727635043,6.64211301681971,13.3194518899488,"2022-09-24",NA,10.2717279411765,3,3,0,NA,NA,NA,NA,NA,11.505276248726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire Brothers",NA,290.769230769231,0,NA,13.0610333692597,13.048003568253,0,0,0.0136223076923077,0,0.530693846153846,1.04632276519046,0,0,28.9230769230769,111.384615384615,105.837729019533,2,NA,NA,NA,NA,5.54688636508235,1381.09848784857,69.9276659975856,69.9276659975856,NA,NA,0,0,59.486058823794,NA,1436.40056303207,110.056012312652,1069.00798076923,0,1015.79746464668,1069.00798076923,53.0659500846175,53.0659500846175,NA,NA,114.821516559197,1495.88662185586,3.06108786785167,13.0353427130605,"2022-06-25",NA,9.59942857142857,2,2,0,NA,NA,NA,NA,NA,10.8572422656904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire Brothers",NA,276,0,NA,12.9191829585714,12.9122996666748,0,0,0.0511383333333333,0,0.609475833333333,1.07251509703122,0,0,26,134.083333333333,128.419443392699,2,NA,NA,NA,NA,5.66388994063408,1655.55550478061,71.4094952193917,71.4094952193917,NA,NA,0,0,68.3024967390314,NA,1705.25325844216,132.086277040605,1248.68104166667,0,1196.12456636293,1248.68104166667,52.3043722740778,52.3043722740778,NA,NA,137.701542461173,1773.55575518119,5.40515924123772,12.8783563219668,"2022-03-26",NA,9.32043478260869,1,1,0,NA,NA,NA,NA,NA,10.2140712626332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,11.6832012112602,11.5759685279669,0,0.0293592857142857,0.0166207142857143,0.00143857142857143,0.603694642857143,1.16242411895681,0,0,35,3527.39921428571,3502.40414865342,2,NA,NA,NA,NA,24.9950656322935,40212.1305524339,286.30909042329,286.30909042329,NA,NA,0,0,0,NA,40789.16021167,3552.56239468722,NA,0,NA,NA,NA,NA,NA,NA,3552.56239468722,40789.16021167,719.228285411059,11.4878865763035,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,11.6382351759577,11.5194034426078,0,0,0,0,0.582491538461538,1.07249392471464,0,0,31.9230769230769,3312.20523076923,3197.71868134176,2,NA,NA,NA,NA,114.486549427469,36789.4746489467,1317.49004336105,1317.49004336105,NA,NA,0,0,0,NA,37004.0817040057,3216.34395087346,NA,0,NA,NA,NA,NA,NA,NA,3216.34395087346,37004.0817040057,437.384619436802,11.505276248726,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,10.9482012058775,10.8660250312079,0,0.00214923076923077,0.00865230769230769,0,0.564833461538462,1.04632276519046,0,0,28.9230769230769,3355.59507692308,3315.53314599171,2,NA,NA,NA,NA,40.0619309313661,35993.1310066297,437.829147216455,437.829147216455,NA,NA,0,0,0,NA,36591.9266895488,3370.96286970103,NA,0,NA,NA,NA,NA,NA,NA,3370.96286970103,36591.9266895488,305.103300001681,10.8572422656904,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM436BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,10.3030028340047,10.2170676955018,0,0.000635833333333333,0.0243816666666667,0.0003375,0.551345416666667,1.07251509703122,0,0,26,3606.26383333333,3528.19777834519,2,NA,NA,NA,NA,78.0660549881408,35955.3032328182,776.31218384844,776.31218384844,NA,NA,0,0,0,NA,37732.1390205865,3699.58896299849,NA,0,NA,NA,NA,NA,NA,NA,3699.58896299849,37732.1390205865,313.353263041626,10.2140712626332,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM439DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,1.0126281638837,0.977405350850018,0.0629996890010795,0,0,0,0.000965,1.16242411895681,0.0629996890010795,0.0702441991830024,35,34.6428571428571,34.430198055819,1,NA,NA,NA,NA,0.212659087038114,31.7788715094978,0.191128490502195,0.191128490502195,NA,NA,0,0,0,NA,87.5189948443574,93.9451022215591,NA,0,NA,NA,NA,NA,NA,NA,93.9451022215591,87.5189948443574,3.1442498009667,0.974862082569402,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM439DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,1.00252362995343,0.989958953985866,0.007801780195917,0,0,0,0.00336153846153846,1.07249392471464,0.007801780195917,0,31.9230769230769,115.769230769231,114.425289690624,1,NA,NA,NA,NA,1.34394107860631,111.875434993191,1.30071885296269,1.30071885296269,NA,NA,0,0,0,NA,169.226786775749,173.215715739562,NA,0,NA,NA,NA,NA,NA,NA,173.215715739562,169.226786775749,2.79122669416391,0.986266082731539,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM439DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,1.00011468110493,0.994427251161331,0.00389221465820588,0,0,0,0.00679576923076923,1.04632276519046,0.00851721270425656,0.00851721270425656,28.9230769230769,273.078461538462,165.857406520928,1,NA,NA,NA,NA,107.221055017534,163.260462176,105.498768593231,105.498768593231,NA,NA,0,0,0,NA,163.260462176,165.857406520928,NA,0,NA,NA,NA,NA,0,0,165.857406520928,163.260462176,4.35051085206504,0.987743824595736,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM439DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,1.00010823778437,0.9938528087228,0.00501041454988823,0,0,0,0.0065525,1.07251509703122,0,0,26,261.680833333333,188.682241590386,1,NA,NA,NA,NA,72.9985917429473,185.926105888416,71.3188941115843,71.3188941115843,NA,NA,0,0,0,NA,185.926105888416,188.682241590386,NA,0,NA,NA,NA,NA,0,0,188.682241590386,185.926105888416,4.46726944484091,0.990297975518568,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM440DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,7.33570764950688,7.33138582531585,0,0,0.0000178571428571429,0,0.275411785714286,1.16242411895681,0,0,35,257.928571428571,247.677231964758,2,NA,NA,NA,NA,10.2513394638134,1813.26365201067,75.17849084647,75.17849084647,NA,NA,0,0,0,NA,1882.56725205251,257.130281018457,NA,0,NA,NA,NA,NA,NA,NA,257.130281018457,1882.56725205251,3.66533079170911,7.32184371618037,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM440DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,7.25031127092093,7.24665133458136,0,0,0,0,0.279306538461538,1.07249392471464,0,0,31.9230769230769,268.230769230769,256.640374576832,2,NA,NA,NA,NA,11.5903946539372,1857.49359746713,84.2917871482545,84.2917871482545,NA,NA,0,0,0,NA,1898.76189554325,262.353497053262,NA,0,NA,NA,NA,NA,NA,NA,262.353497053262,1898.76189554325,3.01007707686612,7.23856995012015,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM440DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,6.45185761457892,6.45014378737751,0.00550459686427043,0,0,0,0.294148461538462,1.04632276519046,0.00550459686427043,0.00550459686427043,28.9230769230769,313.615384615385,306.864070206644,2,NA,NA,NA,NA,6.75131440874085,1960.1291477614,44.2193137770567,44.2193137770567,NA,NA,0,0,0,NA,2079.60283555506,325.61837427346,NA,0,NA,NA,NA,NA,NA,NA,325.61837427346,2079.60283555506,18.5584466121517,6.43340136393063,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM440DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,6.09321025509854,6.07336945572459,0.00895451031789758,0,0,0,0.300684583333333,1.07251509703122,0.00895451031789758,0.00895451031789758,26,371.930833333333,357.659991712794,2,NA,NA,NA,NA,14.2708416205398,2131.75580468502,86.503361981642,86.503361981642,NA,NA,0,0,0,NA,2185.85754732698,367.187311948784,NA,0,NA,NA,NA,NA,NA,NA,367.187311948784,2185.85754732698,45.5010661178782,6.03221017163342,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,3.44682160228602,3.43014493496309,0,0,0,0,0.0150064285714286,1.16242411895681,0,0,35,281.903357142857,272.35075835761,1,4.4423672304697,0.00787271051514694,0,0.071541310567995,9.55259878524706,932.845389327731,32.7641106722688,32.7641106722688,NA,NA,0,0,0,NA,972.903629355805,284.070010498672,NA,0,NA,NA,NA,NA,NA,NA,284.070010498672,972.903629355805,6.06604427560536,3.424811813965,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,3.36103512864981,3.35720992354084,0,0,0.000178461538461538,0,0.0134392307692308,1.07249392471464,0,0,31.9230769230769,300.665769230769,286.571574761719,1,4.55387826786642,0,0.00518124682693128,0,14.0941944690498,961.609214413336,48.0330163558948,48.0330163558948,NA,NA,0,0,0,NA,984.680404447272,293.513308861295,NA,0,NA,NA,NA,NA,NA,NA,293.513308861295,984.680404447272,1.87220332329967,3.35515764160389,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,0.0259106961906325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,3.01435849067566,3.00795864603625,0,0,0.0000992307692307692,0,0.0139742307692308,1.04632276519046,0,0,28.9230769230769,288.258692307692,284.524286896909,1,4.84424693021788,0,0.0187298063362461,0,3.73440541078323,854.778377028756,11.1010075866297,11.1010075866297,NA,NA,0,0,0,NA,933.241439653959,310.739236336295,NA,0,NA,NA,NA,NA,NA,NA,310.739236336295,933.241439653959,2.72147929227644,3.00485780972853,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,0.0277482368519606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,2.88879457528079,2.8702207158437,0,0,0,0,0.0148575,1.07251509703122,0,0,26,305.865333333333,302.215386740432,1,4.49858366759696,0,0,0.110918056475848,3.64994659290092,864.914320120756,10.4638465459105,10.4638465459105,NA,NA,0,0,0,NA,894.031221655868,312.397614946791,NA,0,NA,NA,NA,NA,NA,NA,312.397614946791,894.031221655868,8.21084984371412,2.86184803718809,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,0.00479882240974929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
