"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_TPR_3","WB_Comp_Interaction_TPR_1","WB_Comp_RP_6","CB_Comp_RP_3","CB_Comp_TPR_4","CB_Comp_TPR_5"
"ITEM1253DDPURINAONEMLTRGTD_ROM","DD PURINA ONE ML TRGTD 31.1LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,43.458826122387,43.2277341358234,0,0.0000776923076923077,0.000400769230769231,0,0.0906284615384615,1.07051726782206,0,0,28.9230769230769,6174.46176923077,6039.41043626722,1,NA,NA,NA,NA,NA,NA,NA,NA,135.051332963545,260986.403123765,5964.54833777359,5964.54833777359,NA,NA,0,0,0,NA,263187.49750404,6091.08539834313,NA,0,NA,NA,NA,NA,NA,NA,6091.08539834313,263187.49750404,1412.48932933904,43.2277341358234,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1253DDPURINAONEMLTRGTD_ROM","DD PURINA ONE ML TRGTD 31.1LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,40.2582094815586,40.0831554808725,0,0.00105833333333333,0.0005175,0.0000483333333333333,0.0943929166666667,1.06826368605289,0,0,26,6709.08566666667,6371.38586665811,1,NA,NA,NA,NA,NA,NA,NA,NA,337.699800008554,255231.636666322,13713.5975003451,13713.5975003451,NA,NA,0,0,0,NA,255743.97534967,6384.71602105953,NA,0,NA,NA,NA,NA,NA,NA,6384.71602105953,255743.97534967,1163.60914984759,40.0831554808725,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1263DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 20LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,19.2670148017989,19.0888409436951,0,0,0.000095,0,0.0381453571428571,1.24385593771481,0,0,35,2680.5405,2297.25153921718,1,NA,NA,NA,NA,NA,NA,NA,NA,383.288960782824,43765.0100428234,7327.94731431946,7327.94731431946,NA,NA,0,0,0,NA,44027.32054043,2311.33990310882,NA,0,NA,NA,NA,NA,NA,NA,2311.33990310882,44027.32054043,596.234856821598,19.0445929951909,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1263DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 20LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,18.9615095288355,18.7886006818733,0,0,0.000231538461538462,0,0.0345715384615385,1.12308691343095,0,0,31.9230769230769,2168.22038461538,1961.7846184886,1,NA,NA,NA,NA,NA,NA,NA,NA,206.43576612678,36862.7113891172,3884.75476472891,3884.75476472891,NA,NA,0,0,0,NA,37333.2569390809,1987.07375948302,NA,0,NA,NA,NA,NA,NA,NA,1987.07375948302,37333.2569390809,383.287599180987,18.7814719159816,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1263DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 20LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,18.1525496010024,18.0431866056229,0,0.00193,0.0000476923076923077,0,0.02751,1.07051726782206,0,0,28.9230769230769,1408.78823076923,1408.78823076923,1,NA,NA,NA,NA,NA,NA,NA,NA,0,25391.2191538462,0,0,NA,NA,0,0,0,NA,31735.0374483012,1761.86181173251,NA,0,NA,NA,NA,NA,NA,NA,1761.86181173251,31735.0374483012,196.177967272232,18.0125175892771,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1263DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 20LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,17.8094728724355,17.1823028648465,0.0260605115171055,0.00695583333333333,0.0000125,0.0000125,0.0354075,1.06826368605289,0.0260605115171055,0.0260605115171055,26,1874.10666666667,1811.58179954317,1,NA,NA,NA,NA,NA,NA,NA,NA,62.5248671234925,29663.4965604987,1030.134606168,1030.134606168,NA,NA,0,0,0,NA,33280.3465600154,2021.53279137952,NA,0,NA,NA,NA,NA,NA,NA,2021.53279137952,33280.3465600154,2569.8974239761,17.1051810434772,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1264DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,7.44052164547218,7.44052164547218,0.049466475844921,0,0,0,0.00134571428571429,1.24385593771481,0.049466475844921,0.049466475844921,35,96.0257857142857,96.0257857142857,1,NA,NA,NA,NA,NA,NA,NA,NA,0,666.8795,0,0,NA,NA,0,0,0,NA,1746.52622515346,254.426846743621,NA,0,NA,NA,NA,NA,NA,NA,254.426846743621,1746.52622515346,38.3724923245302,7.38233059905774,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1264DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,6.24459836289886,6.20337413959988,0,0,0.00000538461538461538,0,0.00481,1.12308691343095,0,0,31.9230769230769,346.180769230769,322.830585568697,1,NA,NA,NA,NA,NA,NA,NA,NA,23.3501836620719,1979.26855324005,140.849908298411,140.849908298411,NA,NA,0,0,0,NA,3340.7373447992,541.452641782348,NA,0,NA,NA,NA,NA,NA,NA,541.452641782348,3340.7373447992,18.7948962689888,6.19216394123018,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1264DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,5.9010879041482,5.81873807512544,0.0209415701697076,0.00133153846153846,0.000684615384615385,0.000266153846153846,0.0270330769230769,1.07051726782206,0.0278126341255838,0.0340110376348777,28.9230769230769,2174.25684615385,896.364167188572,1,NA,NA,NA,NA,NA,NA,NA,NA,1277.89267896527,5051.93276330028,7136.65769823818,7136.65769823818,NA,NA,0,0,0,NA,5051.93276330028,896.364167188572,NA,0,NA,NA,NA,NA,0,0,896.364167188572,5051.93276330028,611.512137545949,5.7812025288659,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1264DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,5.84096013168004,5.78073870316885,0.0531713709242488,0.00502083333333333,0.0000566666666666667,0,0.0290333333333333,1.06826368605289,0.0515064429761109,0.0447915058410425,26,2450.27983333333,1064.95809048233,1,NA,NA,NA,NA,NA,NA,NA,NA,1385.321742851,5778.77863839318,7541.62727827349,7541.62727827349,NA,NA,0,0,0,NA,5778.77863839318,1064.95809048233,NA,0,NA,NA,NA,NA,0,0,1064.95809048233,5778.77863839318,997.359992965162,5.77195138698137,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1275DDPURINAONEMLPUPPY_ROM","DD PURINA ONE ML PUPPY 03LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,7.87176339404585,7.84689363239087,0,0.000584285714285714,0.0000571428571428571,0.00001,0.00812892857142857,1.24385593771481,0,0,35,8339.66142857143,8181.98193394842,1,NA,NA,NA,NA,NA,NA,NA,NA,157.679494623009,64095.3714174317,1250.30786828256,1250.30786828256,NA,NA,0,0,0,NA,68767.4837055658,8775.06216308186,NA,0,NA,NA,NA,NA,NA,NA,8775.06216308186,68767.4837055658,299.250647719348,7.83620877278859,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1275DDPURINAONEMLPUPPY_ROM","DD PURINA ONE ML PUPPY 03LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,7.81964297194149,7.79961158742721,0,0.00120230769230769,0.0000238461538461538,0.00000769230769230769,0.00768346153846154,1.12308691343095,0,0,31.9230769230769,7864.99769230769,7822.01579921068,1,NA,NA,NA,NA,NA,NA,NA,NA,42.9818930970161,60943.1644560927,335.564774676575,335.564774676575,NA,NA,0,0,0,NA,64798.7877564031,8317.40840337201,NA,0,NA,NA,NA,NA,NA,NA,8317.40840337201,64798.7877564031,226.023585865219,7.79149117919082,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1275DDPURINAONEMLPUPPY_ROM","DD PURINA ONE ML PUPPY 03LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,7.52788824266454,7.52114913791796,0,0.00057,0.00006,0.00000384615384615385,0.00714846153846154,1.07051726782206,0,0,28.9230769230769,7518.62769230769,7134.09380824881,1,NA,NA,NA,NA,NA,NA,NA,NA,384.533884058882,53657.2397704657,2878.62638338047,2878.62638338047,NA,NA,0,0,0,NA,54010.4092714858,7179.81586212443,NA,0,NA,NA,NA,NA,NA,NA,7179.81586212443,54010.4092714858,72.6755585926965,7.51815922866867,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1275DDPURINAONEMLPUPPY_ROM","DD PURINA ONE ML PUPPY 03LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,7.12589879903905,7.11534377096532,0,0,0.0000366666666666667,0,0.00586333333333333,1.06826368605289,0,0,26,5758.9125,5614.44195494433,1,NA,NA,NA,NA,NA,NA,NA,NA,144.470545055666,39991.874643948,1040.465356052,1040.465356052,NA,NA,0,0,0,NA,41503.6060695297,5830.08921401318,NA,0,NA,NA,NA,NA,NA,NA,5830.08921401318,41503.6060695297,67.5697148974294,7.1143314819685,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1280DDBEYONDORGANIC_ROM","DD BEYOND ORGANIC 06LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,23.1304788536979,21.8890395703056,0.262692231856169,0,0.0000678571428571429,0,0.004475,1.24385593771481,0.251474247417385,0.251474247417385,35,401.814571428571,341.582892131865,1,NA,NA,NA,NA,NA,NA,NA,NA,60.2316792967064,4918.10969421841,788.576520067305,788.576520067305,NA,NA,0,0,0,NA,6302.03979479054,438.937457576489,NA,0,NA,NA,NA,NA,NA,NA,438.937457576489,6302.03979479054,4065.92446920729,21.8780751748941,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1280DDBEYONDORGANIC_ROM","DD BEYOND ORGANIC 06LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,25.0317936252923,24.4313928848333,0.0427871085461133,0,0.0000353846153846154,0,0.00549846153846154,1.12308691343095,0.0427871085461133,0.0427871085461133,31.9230769230769,264.959230769231,254.119832616508,1,NA,NA,NA,NA,NA,NA,NA,NA,10.8393981527223,5871.67520841528,254.077637738562,254.077637738562,NA,NA,0,0,0,NA,6408.90045666179,278.252019592494,NA,0,NA,NA,NA,NA,NA,NA,278.252019592494,6408.90045666179,506.699331988831,24.2044540204747,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1280DDBEYONDORGANIC_ROM","DD BEYOND ORGANIC 06LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,23.854102709385,23.6316079134558,0.0788214970860794,0.000178461538461538,0.00009,0,0.00565153846153846,1.07051726782206,0.0788214970860794,0.0788214970860794,28.9230769230769,326.723769230769,306.710513378635,1,NA,NA,NA,NA,NA,NA,NA,NA,20.013255852134,6242.5412761468,406.851646930127,406.851646930127,NA,NA,0,0,0,NA,6467.81445367834,318.059434145607,NA,0,NA,NA,NA,NA,NA,NA,318.059434145607,6467.81445367834,1105.86413985078,23.4455835437657,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1280DDBEYONDORGANIC_ROM","DD BEYOND ORGANIC 06LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,23.6836297525132,22.0623606161718,0.0613141552110998,0.00200166666666667,0.000101666666666667,0.0000241666666666667,0.00671,1.06826368605289,0.0726563222795784,0.0893762613824625,26,378.078666666667,290.505309386363,1,NA,NA,NA,NA,NA,NA,NA,NA,87.5733572803032,5903.4055587208,1728.00510794586,1728.00510794586,NA,NA,0,0,0,NA,5987.57284241397,294.182860589021,NA,0,NA,NA,NA,NA,NA,NA,294.182860589021,5987.57284241397,1354.43606934357,22.0265998648562,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1281DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 20LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,73.8904894405129,73.7454923257552,0.0408801734695495,0.0000285714285714286,0,0,0.000391428571428571,1.24385593771481,0.050862891858111,0.050862891858111,35,27.8525714285714,17.1504485622704,1,NA,NA,NA,NA,NA,NA,NA,NA,10.7021228663011,1191.27872272189,732.25113442097,732.25113442097,NA,NA,0,0,0,NA,1291.71699388619,18.5791852602318,NA,0,NA,NA,NA,NA,NA,NA,18.5791852602318,1291.71699388619,130.450828182602,72.8262373274653,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1281DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 20LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,72.3152506312177,72.1243837412587,0.0414228872767558,0.0000123076923076923,0,0,0.000314615384615385,1.12308691343095,0.0306722674736896,0.0306722674736896,31.9230769230769,21.975,16.0785574949234,1,NA,NA,NA,NA,NA,NA,NA,NA,5.89644250507664,1088.71910355899,386.219281056391,386.219281056391,NA,NA,0,0,0,NA,1318.47894877959,19.3692955933633,NA,0,NA,NA,NA,NA,NA,NA,19.3692955933633,1318.47894877959,124.31327138317,71.7702053224553,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1281DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 20LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,69.6011900886856,69.5937232905983,0.00810479135446202,0,0,0,0.000223846153846154,1.07051726782206,0.00810479135446202,0.00810479135446202,28.9230769230769,14.5866153846154,11.9206259145251,1,NA,NA,NA,NA,NA,NA,NA,NA,2.66598947009033,807.264408825223,175.077975790161,175.077975790161,NA,NA,0,0,0,NA,1247.30146203458,18.2879122032963,NA,0,NA,NA,NA,NA,NA,NA,18.2879122032963,1247.30146203458,30.4375822188986,68.9390937563265,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1281DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 20LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,65.6166610126755,64.9310771156995,0.00804920405133186,0.0000166666666666667,0,0,0.000329166666666667,1.06826368605289,0.0149053091942813,0.0149053091942813,26,18.6950833333333,15.5998956947529,1,NA,NA,NA,NA,NA,NA,NA,NA,3.09518763858043,996.40722527723,199.12677472277,199.12677472277,NA,NA,0,0,0,NA,1339.63803990881,21.0364723015162,NA,0,NA,NA,NA,NA,NA,NA,21.0364723015162,1339.63803990881,29.3097998520943,64.4532984618585,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_Retailer","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",0,0,1,"Retailer","Family Dollar",NA,6511.85714285714,4840.21428571429,NA,13.7239038180911,13.7105162060687,0,0,0.00579285714285714,0,0.431656428571429,1.24385593771481,0,0,35,5567.64285714286,5348.60327457567,2,NA,NA,NA,NA,NA,NA,NA,NA,219.039582567186,73423.1564213427,2993.1150072288,2993.1150072288,NA,NA,0,0,3006.98850207957,NA,74714.8063902183,5440.27951423373,61621.2426582344,5342.17542345905,59145.0229723618,56279.0672347753,2475.42083800535,2475.42083800535,NA,NA,5669.94919479284,77721.7948922979,124.266483730945,13.7018978274405,"2022-12-31",1.40764665082715,10.963000351008,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_Retailer","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",0,1,0,"Retailer","Family Dollar",NA,4541.46153846154,4541.46153846154,NA,12.2199752496892,12.2103187264158,0,0,0.000722307692307692,0,0.379853076923077,1.12308691343095,0,0,31.9230769230769,4619.84615384615,4126.87233876423,2,NA,NA,NA,NA,NA,NA,NA,NA,492.973815081927,50411.7564537456,5965.74739240824,5965.74739240824,NA,NA,0,0,4527.09257224352,NA,50549.8707649114,4136.65569752272,47112.9370579819,6097.7100660898,42086.3261028858,41015.2269918921,5023.70273309701,5023.70273309701,NA,NA,4513.3294477079,55076.963337155,78.4154980605319,12.2038831269285,"2022-09-24",1.31981029488982,10.1963007503515,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_Retailer","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",1,0,0,"Retailer","Family Dollar",NA,3629.30769230769,3629.30769230769,NA,11.8239656873115,11.8099022663661,0,0,0.000700769230769231,0,0.303816538461538,1.07051726782206,0,0,28.9230769230769,3347.76923076923,3080.40934958461,2,NA,NA,NA,NA,NA,NA,NA,NA,267.359881184621,36374.39356235,2501.85412995772,2501.85412995772,NA,NA,0,0,1261.42711768695,NA,36374.39356235,3080.40934958461,32919.7266083916,4356.10566433566,30287.4262874964,28563.6209440559,2550.90339985641,2550.90339985641,0,0,3239.62831558973,37635.8206800369,645.667404570742,11.649013891185,"2022-06-25",1.3014539751171,9.8383525147835,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_Retailer","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",0,0,0,"Retailer","Family Dollar",NA,3085.33333333333,3085.33333333333,NA,11.4756675975214,11.4459034240594,0,0.0270933333333333,0.00497,0,0.297238333333333,1.06826368605289,0,0,26,3122.33333333333,2960.50588647611,2,NA,NA,NA,NA,NA,NA,NA,NA,161.827446857222,33921.5590872877,1236.40674604566,1236.40674604566,NA,NA,0,0,1142.23627811481,NA,34498.2897339729,3008.68190851613,30549.8730623818,3978.81639571509,28968.0139296899,26571.0566666667,1507.26612901527,1507.26612901527,NA,NA,3163.80154009263,35640.5260120877,673.081948278034,11.2700267114721,"2022-03-26",1.27958729472774,9.78958729472774,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,13.5284688062853,13.501587178324,0,0,0.0000557142857142857,0,0.00784321428571428,1.24385593771481,0,0,35,8690.57785714286,8005.49161797263,1,NA,NA,NA,NA,NA,NA,NA,NA,685.086239170224,108221.974731335,9604.7659829509,9604.7659829509,NA,NA,0,0,0,NA,274737.80916728,20262.5245458517,NA,0,NA,NA,NA,NA,NA,NA,20262.5245458517,274737.80916728,218.780885812858,13.5008592568704,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,12.5091486741997,12.4694894409541,0,0.000552307692307692,0.0000130769230769231,0,0.006955,1.12308691343095,0,0,31.9230769230769,6515.22615384615,6515.22615384615,1,NA,NA,NA,NA,NA,NA,NA,NA,0,81175.3223076923,0,0,NA,NA,0,0,0,NA,273879.944041676,21981.468038788,NA,0,NA,NA,NA,NA,NA,NA,21981.468038788,273879.944041676,317.293557206403,12.4595746008212,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,11.9771712713171,11.9597552847076,0,0,0.0000569230769230769,0,0.0073,1.07051726782206,0,0,28.9230769230769,7172.06384615385,6357.23504814028,1,NA,NA,NA,NA,NA,NA,NA,NA,814.828798013568,75987.9312344917,9594.39415012361,9594.39415012361,NA,NA,0,0,0,NA,125982.110690705,10494.4983278882,NA,0,NA,NA,NA,NA,NA,NA,10494.4983278882,125982.110690705,148.795791990085,11.9554570942663,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1287DDDOGCHOWHIPROTEIN_ROM","DD DOG CHOW HI PROTEIN 13LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,11.4944396997974,11.438805051766,0,0.00127166666666667,0.00009,0.0000275,0.00729916666666667,1.06826368605289,0,0,26,7140.11358333333,2359.48905274858,1,NA,NA,NA,NA,NA,NA,NA,NA,4780.62453058476,26899.0561864591,54458.2579802077,54458.2579802077,NA,NA,0,0,0,NA,26899.0561864591,2359.48905274858,NA,0,NA,NA,NA,NA,0,0,2359.48905274858,26899.0561864591,715.795625116373,11.4005603932802,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1288DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 10LB","Dry Dog","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,52.0299176019874,52.0423013563552,0,0,0,0,0.0000785714285714286,1.24385593771481,0,0,35,2.7735,0.298571735235203,1,17.7848942913172,NA,NA,NA,NA,NA,NA,NA,2.4749282647648,15.5227467568884,128.671538957397,128.671538957397,NA,NA,0,0,0,NA,107.569425904727,2.06769213506991,NA,0,NA,NA,NA,NA,NA,NA,2.06769213506991,107.569425904727,0.0949288230986181,52.02377419866,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1288DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 10LB","Dry Dog","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,50.4456761079074,50.4381638170049,0,0,0,0,0.0000415384615384615,1.12308691343095,0,0,31.9230769230769,1.50484615384615,0.178518632403103,1,17.7372142580813,NA,NA,NA,NA,NA,NA,NA,1.32632752144305,9.28118032226898,68.9557427546541,68.9557427546541,NA,NA,0,0,0,NA,124.367359832823,2.51101804449243,NA,0,NA,NA,NA,NA,NA,NA,2.51101804449243,124.367359832823,0,50.4381638170049,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1288DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 10LB","Dry Dog","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,41.688962476521,41.6557625465617,0,0,0,0,0.0000815384615384615,1.07051726782206,0.00930540209940238,0.00930540209940238,28.9230769230769,2.88938461538462,0.632851871520975,1,17.5084106419584,NA,NA,NA,NA,NA,NA,NA,2.25653274386364,26.4468800405679,94.3005045748166,94.3005045748166,NA,NA,0,0,0,NA,159.675569654354,3.83432853990624,NA,0,NA,NA,NA,NA,NA,NA,3.83432853990624,159.675569654354,0.0240642390077919,41.6334861421591,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1288DDMERRICKBACKCOUNTRY_ROM","DD MERRICK BACKCOUNTRY 10LB","Dry Dog","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,41.5687941748137,41.6376036488349,0.0442695865498828,0,0,0,0.00013,1.06826368605289,0.0341887342755302,0.0341887342755302,26,8.01466666666667,1.56794076622685,1,17.7005520395149,NA,NA,NA,NA,NA,NA,NA,6.44672590043981,62.5230954803469,268.168154519653,268.168154519653,NA,NA,0,0,0,NA,135.921219006143,3.45484852564239,NA,0,NA,NA,NA,NA,NA,NA,3.45484852564239,135.921219006143,3.60512146678631,41.5628007445696,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
