"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_TPR_3","WB_Comp_Interaction_TPR_1","WB_Comp_RP_6","CB_Comp_RP_3","CB_Comp_TPR_4","CB_Comp_TPR_5"
"ITEM1817DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,19.1867061064183,18.858636197397,0,0,0,0,0.117764285714286,1.30527168546415,0,0,35,8302.66178571429,7820.02663560965,1,NA,NA,NA,NA,NA,NA,0,NA,482.635150104632,147063.743122277,9072.33794915152,9072.33794915152,NA,NA,0,0,0,NA,147350.886841715,7835.26647239104,NA,0,NA,NA,NA,NA,NA,NA,7835.26647239104,147350.886841715,3139.94814649192,18.8058141603655,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1817DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,19.2395284142047,19.0203983245953,0,0,0.0000269230769230769,0,0.118157692307692,1.1381013091305,0,0,31.9230769230769,7027.57492307692,6989.76357559598,1,NA,NA,NA,NA,NA,NA,0,NA,37.8113474809469,132420.765417657,715.053428497307,715.053428497307,NA,NA,0,0,0,NA,142232.193395501,7506.7660437065,NA,0,NA,NA,NA,NA,NA,NA,7506.7660437065,142232.193395501,2055.62694838624,18.9478035143632,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1817DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,18.798728603581,18.6524164199045,0,0.000813846153846154,0.000156153846153846,0,0.121642692307692,1.0590270077807,0,0,28.9230769230769,7294.68023076923,7171.12277760674,1,NA,NA,NA,NA,NA,NA,0,NA,123.557453162486,133775.577968042,2290.7998011885,2290.7998011885,NA,NA,0,0,0,NA,138081.469704721,7402.82484107022,NA,0,NA,NA,NA,NA,NA,NA,7402.82484107022,138081.469704721,1059.5951168823,18.6524164199045,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1817DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,18.1834633642822,17.9536147099972,0,0.008595,0.0000883333333333333,0,0.125114583333333,1.05859037808275,0,0,26,7965.5015,7521.48571641021,1,NA,NA,NA,NA,NA,NA,0,NA,444.015783589792,135004.748676268,8034.12757373209,8034.12757373209,NA,NA,0,0,0,NA,135916.636217447,7572.46960979462,NA,0,NA,NA,NA,NA,NA,NA,7572.46960979462,135916.636217447,1887.54483102184,17.9526615803065,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1818DCBEYONDGRFR_ROM","DC BEYOND GR FR 11LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,33.3806715089304,33.1473059107655,0.0109853495195792,0,0,0,0.00685428571428571,1.30527168546415,0.0109853495195792,0.0109853495195792,35,227.642857142857,205.739960489374,1,31.7597554853299,NA,NA,NA,NA,NA,0,0,21.9028966534829,6675.49037386652,703.907483276338,703.907483276338,NA,NA,0,0,0,NA,6947.65129472779,214.081148802888,NA,0,NA,NA,NA,NA,NA,NA,214.081148802888,6947.65129472779,219.606870798136,32.8751349417293,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1818DCBEYONDGRFR_ROM","DC BEYOND GR FR 11LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,33.2766921033296,33.0974238238469,0.0147829686087149,0,0,0,0.00656461538461538,1.1381013091305,0.0147829686087149,0.0147829686087149,31.9230769230769,204.153846153846,191.252161342512,1,30.464702291311,NA,NA,NA,NA,NA,0,0,12.9016848113343,6200.92966274516,408.807260331763,408.807260331763,NA,NA,0,0,0,NA,6617.34985731378,203.83646098465,NA,0,NA,NA,NA,NA,NA,NA,203.83646098465,6617.34985731378,180.660097925933,33.0353904058287,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1818DCBEYONDGRFR_ROM","DC BEYOND GR FR 11LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,31.8339141774377,31.7066414063651,0,0,0,0,0.00693653846153846,1.0590270077807,0,0,28.9230769230769,220.538461538462,202.263101818791,1,27.5432968280018,NA,NA,NA,NA,NA,0,0,18.2753597196703,6381.74862671156,581.367527134593,581.367527134593,NA,NA,0,0,0,NA,6546.42285324137,207.533669640559,NA,0,NA,NA,NA,NA,NA,NA,207.533669640559,6546.42285324137,59.3521411710726,31.5863372600663,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1818DCBEYONDGRFR_ROM","DC BEYOND GR FR 11LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,31.4282625040827,31.2086083423394,0,0.00152333333333333,0,0,0.00615458333333333,1.05859037808275,0,0,26,188.083333333333,183.355697971834,1,24.906919839272,NA,NA,NA,NA,NA,0,0.0277633303023561,4.72763536149983,5712.5701195435,147.520713789834,147.520713789834,NA,NA,0,0,0,NA,6172.79820376301,198.14684931559,NA,0,NA,NA,NA,NA,NA,NA,198.14684931559,6172.79820376301,50.9593998270269,31.1519581871498,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1819DCBEYONDGRFR_ROM","DC BEYOND GR FR 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,11.8851795913787,11.8264193026097,0,0,0.000115714285714286,0,0.202897142857143,1.30527168546415,0,0,35,17223.5722857143,16979.1039561345,2,NA,NA,NA,NA,NA,NA,NA,NA,244.468329579836,200750.115220867,2879.43727913266,2879.43727913266,NA,NA,0,0,0,NA,201990.841050295,17083.8819153051,NA,0,NA,NA,NA,NA,NA,NA,17083.8819153051,201990.841050295,1090.59274466226,11.8211136560528,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1819DCBEYONDGRFR_ROM","DC BEYOND GR FR 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,11.7627920381174,11.6863468884359,0,0.0000369230769230769,0.0000892307692307692,0,0.160612692307692,1.1381013091305,0,0,31.9230769230769,14840.9484615385,14632.4749323013,2,NA,NA,NA,NA,NA,NA,NA,NA,208.473529237154,171017.576235429,2435.56361072478,2435.56361072478,NA,NA,0,0,0,NA,173999.437036821,14888.2149139032,NA,0,NA,NA,NA,NA,NA,NA,14888.2149139032,173999.437036821,1162.16757074307,11.6863468884359,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1819DCBEYONDGRFR_ROM","DC BEYOND GR FR 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,11.052733758368,10.9281720102538,0.0125402583625507,0.00231076923076923,0.000157692307692308,0,0.160823461538462,1.0590270077807,0.0125402583625507,0.0125402583625507,28.9230769230769,15285.3753076923,15218.8727946528,2,NA,NA,NA,NA,NA,NA,NA,NA,66.502513039523,163435.789425143,676.766805626226,676.766805626226,NA,NA,0,0,0,NA,166691.505109329,15518.525955342,NA,0,NA,NA,NA,NA,NA,NA,15518.525955342,166691.505109329,4707.36012220094,10.8994504168504,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1819DCBEYONDGRFR_ROM","DC BEYOND GR FR 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,10.8894438948423,10.712261954558,0,0.00976833333333333,0.000166666666666667,0,0.167979166666667,1.05859037808275,0,0,26,17017.3225,16404.3480846537,2,NA,NA,NA,NA,NA,NA,NA,NA,612.974415346258,175636.579279728,6555.90255360465,6555.90255360465,NA,NA,0,0,0,NA,176112.843211558,16448.8589884521,NA,0,NA,NA,NA,NA,NA,NA,16448.8589884521,176112.843211558,3105.20448554253,10.707214714662,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1821DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,11.9840879491822,11.8783692833762,0.0179737636664334,0,0,0,0.00687857142857143,1.30527168546415,0.0179737636664334,0.0179737636664334,35,177.0555,174.4056933795,1,NA,NA,NA,NA,NA,NA,NA,NA,2.64980662049993,2020.44621983283,31.3432087386028,31.3432087386028,NA,NA,0,0,0,NA,2376.05820814129,204.974616930869,NA,0,NA,NA,NA,NA,NA,NA,204.974616930869,2376.05820814129,69.6695663532376,11.8435889658562,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1821DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,11.7688822539027,11.5349868125951,0.0143036297128709,0,0,0,0.00583807692307692,1.1381013091305,0.0143036297128709,0.0143036297128709,31.9230769230769,139.470076923077,139.470076923077,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1581.93392307692,0,0,NA,NA,0,0,0,NA,2230.17086690262,198.606170696431,NA,0,NA,NA,NA,NA,NA,NA,198.606170696431,2230.17086690262,59.9785296927119,11.5022718613972,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1821DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,11.3294667914257,11.2724554233151,0.00397960610188194,0.000266153846153846,0,0,0.00430076923076923,1.0590270077807,0.00397960610188194,0.00397960610188194,28.9230769230769,93.7420769230769,93.7420769230769,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1049.032,0,0,NA,NA,0,0,0,NA,1633.74625840195,146.148980802973,NA,0,NA,NA,NA,NA,NA,NA,146.148980802973,1633.74625840195,15.0332902996753,11.2283565410941,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1821DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,11.1887607078771,11.1173790403388,0.0104022281031599,0.0022775,0,0.0000208333333333333,0.00490333333333333,1.05859037808275,0.0104022281031599,0.0104022281031599,26,120.616333333333,93.0018481255295,1,NA,NA,NA,NA,NA,NA,NA,NA,27.6144852078038,997.899854188262,297.076479145071,297.076479145071,NA,NA,0,0,0,NA,1050.29106164107,97.8973414696388,NA,0,NA,NA,NA,NA,NA,NA,97.8973414696388,1050.29106164107,54.5738693453246,10.8532925319862,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1822DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,18.0948383362001,18.0794194264687,0.0346326966471062,0,0.0000107142857142857,0,0.00570214285714286,1.30527168546415,0.0346326966471062,0.0346326966471062,35,124,122.752067156924,1,NA,NA,NA,NA,NA,NA,NA,NA,1.24793284307614,2106.27991551955,21.5222273375933,21.5222273375933,NA,NA,0,0,0,NA,2758.20124231104,160.889130650354,NA,0,NA,NA,NA,NA,NA,NA,160.889130650354,2758.20124231104,115.646479477405,17.948665385636,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1822DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,17.4255096698865,17.3585336087964,0,0,0.00009,0,0.00518846153846154,1.1381013091305,0,0,31.9230769230769,114.384615384615,114.384615384615,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1970.18307692308,0,0,NA,NA,0,0,0,NA,2475.05701852136,143.725307429743,NA,0,NA,NA,NA,NA,NA,NA,143.725307429743,2475.05701852136,23.828022383662,17.2293718920917,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1822DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,17.2321393293929,16.9571400161738,0.00447265385491302,0.000212307692307692,0.0000407692307692308,0.0000353846153846154,0.00391615384615385,1.0590270077807,0.00447265385491302,0.00447265385491302,28.9230769230769,78.5384615384615,78.5384615384615,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1303.30076923077,0,0,NA,NA,0,0,0,NA,1924.59747561375,116.021447561366,NA,0,NA,NA,NA,NA,NA,NA,116.021447561366,1924.59747561375,48.706208594148,16.686978465706,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1822DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,16.9629513455405,16.719395476656,0,0.00210083333333333,0.0000775,0,0.00479833333333333,1.05859037808275,0,0,26,90.6666666666667,66.4481774940991,1,NA,NA,NA,NA,NA,NA,NA,NA,24.2184891725676,1097.47699894838,398.743001051621,398.743001051621,NA,NA,0,0,0,NA,1144.55639899387,69.317254293747,NA,0,NA,NA,NA,NA,NA,NA,69.317254293747,1144.55639899387,38.3942666465471,16.5271678627238,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,10.2990823644878,10.2457961016745,0,0,0.0000178571428571429,0,0.0514292857142857,1.30527168546415,0,0,35,4078.76435714286,3877.21945562327,1,NA,NA,NA,NA,NA,NA,NA,NA,201.544901519584,39415.5916389096,2051.00814680475,2051.00814680475,NA,NA,0,0,0,NA,39770.1270115665,3912.21773113174,NA,0,NA,NA,NA,NA,NA,NA,3912.21773113174,39770.1270115665,534.607530345571,10.1690222179437,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,10.2067632403132,10.1900391153607,0,0.0000392307692307692,0,0,0.0486946153846154,1.1381013091305,0,0,31.9230769230769,3796.12484615385,3706.90539016122,1,NA,NA,NA,NA,NA,NA,NA,NA,89.2194559926293,37721.9956136392,908.429078668496,908.429078668496,NA,NA,0,0,0,NA,37802.140882815,3714.75419657689,NA,0,NA,NA,NA,NA,NA,NA,3714.75419657689,37802.140882815,111.629373876634,10.177539724249,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,9.82829118332729,9.78380528253242,0,0.000932307692307692,0,0,0.0415815384615385,1.0590270077807,0,0,28.9230769230769,3537.44615384615,3525.37995862502,1,NA,NA,NA,NA,NA,NA,NA,NA,12.0661952211331,34424.3940452966,117.744493164916,117.744493164916,NA,NA,0,0,0,NA,38794.9757059736,3970.4489751747,NA,0,NA,NA,NA,NA,NA,NA,3970.4489751747,38794.9757059736,209.58095386247,9.77323681771117,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,9.72226107710883,9.62839393619591,0,0.00671666666666667,0,0,0.0525191666666667,1.05859037808275,0,0,26,4539.76375,4267.48772607309,1,NA,NA,NA,NA,NA,NA,NA,NA,272.276023926913,40927.5812751422,2628.35447485776,2628.35447485776,NA,NA,0,0,0,NA,41128.5237339376,4288.71329965871,NA,0,NA,NA,NA,NA,NA,NA,4288.71329965871,41128.5237339376,579.916424906409,9.5927883160097,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,17.7262481524247,17.6525922727028,0,0,0,0,0.105728928571429,1.30527168546415,0,0,35,4080.20807142857,4005.22239299179,1,NA,NA,NA,NA,NA,NA,0,NA,74.9856784367857,70341.020480151,1318.85851984902,1318.85851984902,NA,NA,0,0,0,NA,72337.4290215243,4118.7315622135,NA,0,NA,NA,NA,NA,NA,NA,4118.7315622135,72337.4290215243,677.185632179298,17.5636808174079,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,17.7300365912232,17.6127523141968,0,0,0,0,0.0997361538461538,1.1381013091305,0,0,31.9230769230769,3916.12223076923,3813.54216042172,1,NA,NA,NA,NA,NA,NA,0,NA,102.580070347515,67049.1820472147,1802.98395278535,1802.98395278535,NA,NA,0,0,0,NA,67262.201535153,3825.63740181722,NA,0,NA,NA,NA,NA,NA,NA,3825.63740181722,67262.201535153,583.965832231683,17.5826047795071,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,16.9608925494151,16.8798581880198,0,0.000701538461538462,0.0000546153846153846,0,0.0874188461538462,1.0590270077807,0,0,28.9230769230769,3826.25484615385,3813.90641602563,1,NA,NA,NA,NA,NA,NA,0,NA,12.348430128213,64343.3624232182,207.479346012636,207.479346012636,NA,NA,0,0,0,NA,67310.7756684583,3989.01295640823,NA,0,NA,NA,NA,NA,NA,NA,3989.01295640823,67310.7756684583,328.796925893564,16.8769451477141,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,16.8984110653291,16.7509954862402,0,0.00488916666666667,0.0000475,0,0.0985683333333333,1.05859037808275,0,0,26,4192.75541666667,4098.54690587239,1,NA,NA,NA,NA,NA,NA,0.0277633303023561,NA,94.2085107942792,68423.6631468126,1578.18218652072,1578.18218652072,NA,NA,0,0,0,NA,69688.1018076671,4174.99044268583,NA,0,NA,NA,NA,NA,NA,NA,4174.99044268583,69688.1018076671,850.083781191805,16.6925352988663,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,32.1960420977613,31.9371323797333,0.0114052239194208,0,0,0,0.00490142857142857,1.30527168546415,0.0114052239194208,0.0114052239194208,35,84.8912142857143,81.4567694842719,1,NA,NA,NA,NA,NA,NA,NA,NA,3.43444480144241,2541.1000320879,107.872967912096,107.872967912096,NA,NA,0,0,0,NA,2662.5297817978,85.3460695794813,NA,0,NA,NA,NA,NA,NA,NA,85.3460695794813,2662.5297817978,84.2226578539445,31.6431442450116,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,32.0996107909604,31.965527335628,0.0172990619508378,0,0,0,0.00477346153846154,1.1381013091305,0.0172990619508378,0.0172990619508378,31.9230769230769,85.3806153846154,82.999995665799,1,NA,NA,NA,NA,NA,NA,NA,NA,2.38061971881634,2580.23960772586,75.3040076587518,75.3040076587518,NA,NA,0,0,0,NA,2687.73960285013,86.4406017196017,NA,0,NA,NA,NA,NA,NA,NA,86.4406017196017,2687.73960285013,85.081158570635,31.8111167943214,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,29.8476964655188,29.6807239843622,0,0,0,0,0.00503769230769231,1.0590270077807,0,0,28.9230769230769,90.1415384615385,84.7770695363769,1,NA,NA,NA,NA,NA,NA,NA,NA,5.36446892516158,2503.10540879546,153.64636043531,153.64636043531,NA,NA,0,0,0,NA,2642.63006559524,89.4104751032849,NA,0,NA,NA,NA,NA,NA,NA,89.4104751032849,2642.63006559524,21.9502066243621,29.6306829561764,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,29.0407231101866,28.8430145831605,0,0.00148833333333333,0,0,0.00576916666666667,1.05859037808275,0,0,26,105.251666666667,92.5910607352816,1,NA,NA,NA,NA,NA,NA,NA,NA,12.660605931385,2661.52449199702,364.581341336311,364.581341336311,NA,NA,0,0,0,NA,2696.52164433631,93.8145261115403,NA,0,NA,NA,NA,NA,NA,NA,93.8145261115403,2696.52164433631,30.3726358557178,28.7424806104466,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,13.68138954108,13.1473069067836,0.034285476313224,0,0.00000357142857142857,0,0.00709785714285714,1.30527168546415,0.034285476313224,0.034285476313224,35,400.594214285714,400.594214285714,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4949.99671428571,0,0,NA,NA,0,0,0,NA,7563.72391055879,613.23349161917,NA,0,NA,NA,NA,NA,NA,NA,613.23349161917,7563.72391055879,507.463115659225,12.971186135023,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,12.9289465504262,12.2544494813166,0.0406403502998145,0,0.0000538461538461538,0,0.0149130769230769,1.1381013091305,0.0611896280769156,0.0729722525715012,31.9230769230769,713.783692307692,710.456408092883,1,NA,NA,NA,NA,NA,NA,NA,NA,3.32728421480954,7948.90444219761,42.9483270331574,42.9483270331574,NA,NA,0,0,0,NA,9454.89983045611,839.444481973391,NA,0,NA,NA,NA,NA,NA,NA,839.444481973391,9454.89983045611,1197.42063232047,12.2418717915457,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,12.7717363337218,12.4810589170305,0.121924011414727,0.000363846153846154,0.0000330769230769231,0,0.02678,1.0590270077807,0.101374733637626,0.0937774597973702,28.9230769230769,1122.263,1040.14354652996,1,NA,NA,NA,NA,NA,NA,NA,NA,82.1194534700399,11105.6617837366,895.450677801909,895.450677801909,NA,NA,0,0,0,NA,11231.5635861689,1053.46950088327,NA,0,NA,NA,NA,NA,NA,NA,1053.46950088327,11231.5635861689,2334.12120018893,12.4810589170305,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,12.8484021911339,12.3808727128242,0.0471789557666622,0.00331416666666667,0.000235833333333333,0.0000591666666666667,0.0395658333333333,1.05859037808275,0.0471789557666622,0.0426448258911386,26,1273.655,913.816060546299,1,NA,NA,NA,NA,NA,NA,NA,NA,359.838939453701,10556.0161310353,4336.46036896471,4336.46036896471,NA,NA,0,0,0,NA,10556.0161310353,913.816060546299,NA,0,NA,NA,NA,NA,0,0,913.816060546299,10556.0161310353,1471.63287488212,12.2725574028439,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
