"Brand","PPG_Item","Category","Market","Retailer","Feature_Spend","Display_Spend"
"Dog Chow Line","DW PUPPY CHOW 05.5OZ 8 CT","Wet Dog","ROM","Family Dollar",2500,0
"Dog Chow Line","DD DOG CHOW GREEN BG 04LB","Dry Dog","Retailer","Family Dollar",2500,0
"Dog Chow Line","DD DOG CHOW HI PROTEIN 48LB","Dry Dog","ROM","Family Dollar",2500,0
"Dog Chow Line","DD DOG CHOW HI PROTEIN 03.5LB","Dry Dog","ROM","Family Dollar",2500,0
"Fancy Feast","CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST MEDLEYS 03OZ 24CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST APPTZRS 01.1OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","DC FANCY FEAST NAT 03.4LB","Dry Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CT FANCY FEAST PURE FLAKED 01.06OZ","Cat Treats","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST PURELY FILETS 01OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST SAVRY CNTR 03OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST BROTHS 01.4OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST BROTHS 01.4OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST MEDLEYS 03OZ 18CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","DC FANCY FEAST 03LB","Dry Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ","Wet Cat","Retailer","Family Dollar",2500,101.76
"Fancy Feast","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST PURELY 02OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST MEDLEYS 03OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ 24CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ 48CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST APPTZRS 01.1OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ 30CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST NATURALS ML 03OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CT FANCY FEAST DUOS CR 02.1OZ","Cat Treats","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST PETITES 02.8OZ","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CT FANCY FEAST SAVORY CRAVINGS 01OZ","Cat Treats","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ 36CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","DC FANCY FEAST 01LB","Dry Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ  12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST PETITES 02.8OZ","Wet Cat","Retailer","Family Dollar",2500,101.76
"Fancy Feast","DC FANCY FEAST 07LB","Dry Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST ML 03OZ 12CT","Wet Cat","Retailer","Family Dollar",2500,101.76
"Fancy Feast","DC FANCY FEAST 12LB","Dry Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST MEDLEYS 03OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Fancy Feast","CW FANCY FEAST SAVRY CNTR 03OZ 12CT","Wet Cat","ROM","Family Dollar",2500,101.76
"Friskies","DC FRISKIES FRM FAV 03.2LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 40CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 32CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES FRM FAV 16LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 12CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 48CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 03.2LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 12CT","Wet Cat","Retailer","Family Dollar",2500,2500
"Friskies","CW FRISKIES PREMIUM 05.5OZ 24CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES LIL SOUPS 01.2OZ","Wet Cat","Retailer","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 03.2LB","Dry Cat","Retailer","Family Dollar",2500,2500
"Friskies","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES FRM FAV 22LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES FAV 05.5OZ 24CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 12LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES PREMIUM 03.5OZ 24CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ 18CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES FAV 05.5OZ","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 30LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 16LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES LIL SOUPS 01.2OZ","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW AO PREMIUM","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW AO PREMIUM","Wet Cat","Retailer","Family Dollar",2500,2500
"Friskies","DC AO PREMIUM","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","Cat Treats","ROM","Family Dollar",2500,2500
"Friskies","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","Retailer","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 60CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES PREMIUM 03.5OZ","Wet Cat","Retailer","Family Dollar",2500,2500
"Friskies","CW FRISKIES 03OZ 24CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ","Wet Cat","Retailer","Family Dollar",2500,2500
"Friskies","CT FRISKIES PARTY MIX CR 20OZ 2CT","Cat Treats","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 01LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES PREMIUM 03.5OZ","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES PREMIUM 05.5OZ","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES LIL SOUPS 01.2OZ 18CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 22LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 18.5LB","Dry Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 05.5OZ 24CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CW FRISKIES 03OZ 12CT","Wet Cat","ROM","Family Dollar",2500,2500
"Friskies","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","ROM","Family Dollar",2500,2500
"Friskies","DC FRISKIES ML 12LB","Dry Cat","Retailer","Family Dollar",2500,2500
"Honest To Dog","DT HONEST TO DOG AOF","Dog Treats","Retailer","Family Dollar",0,0
"Honest To Dog","DT HONEST TO DOG AOF","Dog Treats","ROM","Family Dollar",0,0
"Kit & Kaboodle","DC KIT KABOODLE 11LB","Dry Cat","Retailer","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 24LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 03.2LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 38LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 0.75-1.1LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 03.2LB","Dry Cat","Retailer","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 30LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 16LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","CW KIT KABOODLE 05.35OZ","Wet Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 22LB","Dry Cat","Retailer","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 11LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 35LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 22LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 13LB","Dry Cat","Retailer","Family Dollar",2500,1589.912
"Kit & Kaboodle","CT KIT KABOODLE CR 02.4OZ","Cat Treats","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","CT KIT KABOODLE CR 09OZ","Cat Treats","Retailer","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 0.75-1.1LB","Dry Cat","Retailer","Family Dollar",2500,1589.912
"Kit & Kaboodle","DC KIT KABOODLE 13LB","Dry Cat","ROM","Family Dollar",2500,1589.912
"Kit & Kaboodle","CT KIT KABOODLE CR 04OZ","Cat Treats","ROM","Family Dollar",2500,1589.912
"Merrick","DT MERRICK BACKCOUNTRY CR 10OZ+","Dog Treats","ROM","Family Dollar",0,0
"Merrick","DT MERRICK FRS KSS DT 09.5-11.5OZ","Dog Treats","ROM","Family Dollar",0,0
"Merrick","DT MERRICK FRS KSS DT 05.5-6.5OZ","Dog Treats","ROM","Family Dollar",0,0
"Merrick","DT MERRICK FRS KSS DT 23.0-27OZ","Dog Treats","ROM","Family Dollar",0,0
"Merrick","DT MERRICK POWER BITES MT 06OZ","Dog Treats","ROM","Family Dollar",0,0
"Merrick","CW MERRICK PURRFECT BISTRO 03.0OZ","Wet Cat","ROM","Family Dollar",0,0
"Merrick","DD MERRICK GR FR 04LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK LIL PLTS 12LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK BACKCOUNTRY 10LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","CW MERRICK PURRFECT BISTRO 05.5OZ","Wet Cat","ROM","Family Dollar",0,0
"Merrick","DD MERRICK HLTY GRNS 04LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK HLTY GRNS 25LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DW MERRICK BBQ 12.7OZ","Wet Dog","ROM","Family Dollar",0,0
"Merrick","DW MERRICK LIL PLATES 03-3.5OZ","Wet Dog","ROM","Family Dollar",0,0
"Merrick","DW MERRICK SEASONAL 12.7OZ","Wet Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK BACKCOUNTRY 20LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK GR FR 22LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK GR FR 10LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK LIL PLTS 04LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DD MERRICK BACKCOUNTRY 04LB","Dry Dog","ROM","Family Dollar",0,0
"Merrick","DW MERRICK GR FR 12.7OZ","Wet Dog","ROM","Family Dollar",0,0
"Merrick","DW MERRICK FLAVOR ENHANCER 07OZ","Wet Dog","ROM","Family Dollar",0,0
"Merrick","DC MERRICK PURR BIST 04LB","Dry Cat","ROM","Family Dollar",0,0
"Merrick","DW MERRICK BACKCOUNTRY 12.7OZ","Wet Dog","ROM","Family Dollar",0,0
"Mighty Dog","DW MTY DG 05.5OZ 08CT","Wet Dog","Retailer","Family Dollar",0,0
"Mighty Dog","DW MTY DG 05.5OZ 12CT","Wet Dog","ROM","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 216OZ","Dry Dog","ROM","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 036OZ","Dry Dog","Retailer","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 012OZ","Dry Dog","Retailer","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 012OZ","Dry Dog","ROM","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY HI PROTEIN 72OZ","Dry Dog","ROM","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 360OZ","Dry Dog","ROM","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 036OZ","Dry Dog","ROM","Family Dollar",0,0
"Moist & Meaty","DD MOIST AND MEATY 072OZ","Dry Dog","ROM","Family Dollar",0,0
"Nppc Brand Group Rem","CL SCAMP NON-CLUMP 25LB","Litter","ROM","Family Dollar",0,0
"Nppc Brand Group Rem","DW MTY DG 05.5OZ","Wet Dog","Retailer","Family Dollar",0,0
"Nppc Brand Group Rem","DW MTY DG 05.5OZ","Wet Dog","ROM","Family Dollar",0,0
"Pioneer Woman","DT PIONEER WOMAN CR 09OZ","Dog Treats","ROM","Family Dollar",0,0
"Pioneer Woman","DT PIONEER WOMAN MT 16OZ","Dog Treats","ROM","Family Dollar",0,0
"Pioneer Woman","DT PIONEER WOMAN MT 30OZ","Dog Treats","ROM","Family Dollar",0,0
"Pioneer Woman","DT PIONEER WOMAN MT 05OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME BONES CW 02.4OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME BONES CW 09.7-11.5OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME BONES CW 21-22.8OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME BONES CW 39.7OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME BARS CR 16OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME JERKY  MT 05OZ","Dog Treats","ROM","Family Dollar",0,0
"Prime","DT PRIME JERKY MT 15OZ","Dog Treats","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN BRIGHT MINDS 04-5LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPORT PERFORM 37.5LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN ESSENTIAL 17-18LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPECIALIZED 16-18LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPECIALIZED 24-34LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","CW PRO PLAN TRU NATURE 03OZ","Wet Cat","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN DEV PUPPY 16-18LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPECIALIZED 35-47LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPECIALIZED 04-6LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPORT 50LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPORT CHIK/SAL 06LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPORT BREEDER 37.5LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN SPECIALIZED 05LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","CW PRO PLAN SPECIALIZED 03OZ","Wet Cat","ROM","Family Dollar",0,0
"Pro Plan","CW PRO PLAN ESSENTIAL 03OZ 12CT","Wet Cat","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN ESSENTIAL 13OZ 12CT","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN SPECIALIZED GF PUPPY 13OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN SPECIALIZED 03.5LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN DEV PUPPY 04-6LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN DEV PUPPY 24-34LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN SPECIALIZED 05.5-7LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN SPECIALIZED 22LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","CW PRO PLAN SPECIALIZED 03OZ 24CT","Wet Cat","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN SPORT 18LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","CW PRO PLAN ESSENTIAL 03OZ","Wet Cat","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN ESSENTIALS 06-7LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN GR FR SM-BRD 03.5OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN KITTEN 03.2-3.5LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","DC PRO PLAN ESSENTIALS 14-16LB","Dry Cat","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN SPECIALIZED SEN-S/S 13OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN SPECIALIZED 13OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN ESSENTIAL 33-35LB","Dry Dog","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN ESSENTIAL 13OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN SAVORY MEALS 10OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DW PRO PLAN ESSENTIAL GR FR 13OZ","Wet Dog","ROM","Family Dollar",0,0
"Pro Plan","DD PRO PLAN ESSENTIAL 05-6LB","Dry Dog","ROM","Family Dollar",0,0
"Purina One","DW PURINA ONE TRU INST 13OZ","Wet Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 36LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRGTD 22LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 13.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE 13OZ 06CT","Wet Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE 13OZ 06CT","Wet Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 18LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST GF 03LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE ML 22LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 31.1LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 03.8-4LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DT PURINA ONE TRUE INST MT 20OZ","Dog Treats","ROM","Family Dollar",571.428571428571,0
"Purina One","DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRGTD 02.8LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 07.4LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","CW PURINA ONE TRU INST 03OZ 12CT","Wet Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","CW PURINA ONE TRGTD 03OZ","Wet Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE ML 02.8LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST GF 12.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 12.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 08LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRGTD 03.5LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE TRU INST 13OZ 06CT","Wet Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE ML 16LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 13.5LB","Dry Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 03.8LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE 13OZ","Wet Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRGTD 16LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 03LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE 13OZ","Wet Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 02.8LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 02.8LB","Dry Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 27.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 16.5LB","Dry Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE ML 02.8LB","Dry Cat","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 03LB","Dry Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 40LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 07.4-8LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 40LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 44LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 31.1LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRU INST 14.4LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 12LB","Dry Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","CW PURINA ONE TRU INST 03OZ","Wet Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRU INST 06.3LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 16.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRGTD 07LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST GF 06LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE TRU INST 13OZ 12CT","Wet Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE ML 07LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST B&B 03.8LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST B&B 36LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE ML 03.5LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","CW PURINA ONE ML 03OZ 12CT","Wet Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DC PURINA ONE TRU INST 03.2LB","Dry Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 15LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST B&B 15LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST B&B 27.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML PUPPY 03LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 15LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","CW PURINA ONE 03OZ","Wet Cat","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST 12LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 04LB","Dry Dog","Retailer","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 34LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DW PURINA ONE TRU INST 13OZ","Wet Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML TRGTD 40LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 04LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Purina One","DD PURINA ONE ML 16.5LB","Dry Dog","ROM","Family Dollar",571.428571428571,0
"Tidy Cats","CL TIDY CATS CLUMP NON-LW BOX 23LB - BOX","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 40LB","Litter","ROM","Family Dollar",2500,1080
