"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within_non_normalised","Cross_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_TPR_3","WB_Comp_Interaction_TPR_1","WB_Comp_RP_6","CB_Comp_RP_3","CB_Comp_TPR_4","CB_Comp_TPR_5"
"ITEM1822DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,18.1129791666667,18.1129791666667,0,0,0,0,0.00584,1.0590270077807,0,0,28.9230769230769,897.11682514537,897.11682514537,1,NA,NA,NA,NA,NA,NA,NA,NA,0,16249.4583639243,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,18.1129791666667,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1822DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,18.1129791666667,18.1129791666667,0,0,0,0,0.00584,1.05859037808275,0,0,26,523.420944602804,523.420944602804,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9480.7126649876,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,18.1129791666667,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,10.2297858528099,10.2297858528099,0,0,0,0,0.05091,1.30527168546415,0,0,35,3520.98154343587,3520.98154343587,1,NA,NA,NA,NA,NA,NA,NA,NA,0,36018.887181045,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.2297858528099,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,10.2297858528099,10.2297858528099,0,0,0,0,0.05091,1.1381013091305,0,0,31.9230769230769,3349.58554168062,3349.58554168062,1,NA,NA,NA,NA,NA,NA,NA,NA,0,34265.542787061,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.2297858528099,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,10.2297858528099,10.2297858528099,0,0,0,0,0.05091,1.0590270077807,0,0,28.9230769230769,3311.79183885427,3311.79183885427,1,NA,NA,NA,NA,NA,NA,NA,NA,0,33878.9213005627,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.2297858528099,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1823DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,10.2297858528099,10.2297858528099,0,0,0,0,0.05091,1.05859037808275,0,0,26,3387.88375688961,3387.88375688961,1,NA,NA,NA,NA,NA,NA,NA,NA,0,34657.3253271938,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.2297858528099,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,17.6615256410256,17.6615256410256,0,0,0,0,0.107055,1.30527168546415,0,0,35,3540.75562518345,3540.75562518345,1,NA,NA,NA,NA,NA,NA,0,NA,0,62535.1462627832,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.6615256410256,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,17.6615256410256,17.6615256410256,0,0,0,0,0.107055,1.1381013091305,0,0,31.9230769230769,3293.50548609695,3293.50548609695,1,NA,NA,NA,NA,NA,NA,0,NA,0,58168.3315915597,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.6615256410256,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,17.6615256410256,17.6615256410256,0,0,0,0,0.107055,1.0590270077807,0,0,28.9230769230769,3243.41879843341,3243.41879843341,1,NA,NA,NA,NA,NA,NA,0,NA,0,57283.7242731161,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.6615256410256,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1824DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,17.6615256410256,17.6615256410256,0,0,0,0,0.107055,1.05859037808275,0,0,26,3358.60992300917,3358.60992300917,1,NA,NA,NA,NA,NA,NA,0,NA,0,59318.1752734295,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.6615256410256,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,31.901506973801,31.901506973801,0,0,0,0,0.00493,1.30527168546415,0,0,35,81.7818690665535,81.7818690665535,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2608.96486635714,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,31.901506973801,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,31.901506973801,31.901506973801,0,0,0,0,0.00493,1.1381013091305,0,0,31.9230769230769,81.7818690665535,81.7818690665535,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2608.96486635714,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,31.901506973801,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,31.901506973801,31.901506973801,0,0,0,0,0.00493,1.0590270077807,0,0,28.9230769230769,81.7818690665535,81.7818690665535,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2608.96486635714,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,31.901506973801,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1825DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 13LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,31.901506973801,31.901506973801,0,0,0,0,0.00493,1.05859037808275,0,0,26,81.7818690665535,81.7818690665535,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2608.96486635714,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,31.901506973801,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,13.0263688143328,13.0263688143328,0,0,0,0,0.006925,1.30527168546415,0,0,35,544.642302615977,544.642302615977,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7094.71150576317,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.0263688143328,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,13.0263688143328,13.0263688143328,0,0,0,0,0.006925,1.1381013091305,0,0,31.9230769230769,621.676536975202,621.676536975202,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8098.18785385618,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.0263688143328,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,13.0263688143328,13.0263688143328,0,0,0,0,0.006925,1.0590270077807,0,0,28.9230769230769,662.34486731904,662.34486731904,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8627.94852397814,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.0263688143328,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1826DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,13.0263688143328,13.0263688143328,0,0,0,0,0.006925,1.05859037808275,0,0,26,662.57874149615,662.57874149615,1,NA,NA,NA,NA,NA,NA,NA,NA,0,8630.99505526532,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.0263688143328,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1827DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,17.650757747116,17.650757747116,0,0,0,0,0.002755,1.30527168546415,0,0,35,161.391613688848,161.391613688848,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2848.68427563798,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.650757747116,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1827DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,17.650757747116,17.650757747116,0,0,0,0,0.002755,1.1381013091305,0,0,31.9230769230769,206.130069509821,206.130069509821,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3638.35192131403,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.650757747116,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1827DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,17.650757747116,17.650757747116,0,0,0,0,0.002755,1.0590270077807,0,0,28.9230769230769,232.054991137863,232.054991137863,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4095.94643258358,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.650757747116,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1827DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,17.650757747116,17.650757747116,0,0,0,0,0.002755,1.05859037808275,0,0,26,232.208386914497,232.208386914497,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4098.65398427637,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.650757747116,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1828DCBEYONDREGIONAL_ROM","DC BEYOND REGIONAL 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,12.99,12.99,0,0,0,0,0.00004,1.30527168546415,0,0,35,0.0314862703262538,0.0314862703262538,1,NA,NA,NA,NA,NA,NA,0,0,0,0.409006651538037,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.99,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ITEM1828DCBEYONDREGIONAL_ROM","DC BEYOND REGIONAL 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,12.99,12.99,0,0,0,0,0.00004,1.1381013091305,0,0,31.9230769230769,0.0431812649910492,0.0431812649910492,1,NA,NA,NA,NA,NA,NA,0,0,0,0.560924632233729,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.99,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ITEM1828DCBEYONDREGIONAL_ROM","DC BEYOND REGIONAL 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,12.99,12.99,0,0,0,0,0.00004,1.0590270077807,0,0,28.9230769230769,0.07477768914792,0.07477768914792,1,NA,NA,NA,NA,NA,NA,0,0,0,0.971362182031481,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.99,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ITEM1828DCBEYONDREGIONAL_ROM","DC BEYOND REGIONAL 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,12.99,12.99,0,0,0,0,0.00004,1.05859037808275,0,0,26,0.161710351416594,0.161710351416594,1,NA,NA,NA,NA,NA,NA,0,0,0,2.10061746490155,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.99,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"ITEM1851DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,22.6717474142624,22.6717474142624,0,0,0,0,0.000235,1.30527168546415,0,0,35,19.0803683067277,19.0803683067277,1,NA,NA,NA,NA,NA,NA,NA,NA,0,432.585290821229,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.6717474142624,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1851DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,22.6717474142624,22.6717474142624,0,0,0,0,0.000235,1.1381013091305,0,0,31.9230769230769,43.9022823783213,43.9022823783213,1,NA,NA,NA,NA,NA,NA,NA,NA,0,995.341456990923,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.6717474142624,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1851DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,22.6717474142624,22.6717474142624,0,0,0,0,0.000235,1.0590270077807,0,0,28.9230769230769,71.6161975515652,71.6161975515652,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1623.664341659,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.6717474142624,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1851DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,22.6717474142624,22.6717474142624,0,0,0,0,0.000235,1.05859037808275,0,0,26,81.4689811575581,81.4689811575581,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1847.04416290146,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.6717474142624,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1853DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,26.6956298859413,26.6956298859413,0,0,0,0,0.000165,1.30527168546415,0,0,35,0.834450522796071,0.834450522796071,1,NA,NA,NA,NA,NA,NA,0,NA,0,22.2761823146941,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,26.6956298859413,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1853DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,26.6956298859413,26.6956298859413,0,0,0,0,0.000165,1.1381013091305,0,0,31.9230769230769,1.0863813406166,1.0863813406166,1,NA,NA,NA,NA,NA,NA,0,NA,0,29.0016341840935,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,26.6956298859413,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1853DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,26.6956298859413,26.6956298859413,0,0,0,0,0.000165,1.0590270077807,0,0,28.9230769230769,1.66708191878394,1.66708191878394,1,NA,NA,NA,NA,NA,NA,0,NA,0,44.503801893401,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,26.6956298859413,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1853DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,26.6956298859413,26.6956298859413,0,0,0,0,0.000165,1.05859037808275,0,0,26,2.98526945976383,2.98526945976383,1,NA,NA,NA,NA,NA,NA,0,NA,0,79.6936486076591,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,26.6956298859413,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1857DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,10.9748302093064,10.9748302093064,0,0,0,0,0.473355,1.30527168546415,0,0,35,102444.284931807,102444.284931807,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1124308.63304038,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9748302093064,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1857DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,10.9748302093064,10.9748302093064,0,0,0,0,0.473355,1.1381013091305,0,0,31.9230769230769,86867.6633229811,86867.6633229811,2,NA,NA,NA,NA,NA,NA,NA,NA,0,953357.85564891,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9748302093064,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1857DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,10.9748302093064,10.9748302093064,0,0,0,0,0.473355,1.0590270077807,0,0,28.9230769230769,79151.5303886217,79151.5303886217,2,NA,NA,NA,NA,NA,NA,NA,NA,0,868674.606821879,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9748302093064,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1857DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,10.9748302093064,10.9748302093064,0,0,0,0,0.473355,1.05859037808275,0,0,26,80410.9442214512,80410.9442214512,2,NA,NA,NA,NA,NA,NA,NA,NA,0,882496.459800434,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9748302093064,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1858DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 20LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,23.3174145637915,23.3174145637915,0,0,0,0,0.41315,1.30527168546415,0,0,35,65686.275991368,65686.275991368,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1531634.12844235,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.3174145637915,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1858DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 20LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,23.3174145637915,23.3174145637915,0,0,0,0,0.41315,1.1381013091305,0,0,31.9230769230769,55994.0641828137,55994.0641828137,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1305636.80766222,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.3174145637915,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1858DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 20LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,23.3174145637915,23.3174145637915,0,0,0,0,0.41315,1.0590270077807,0,0,28.9230769230769,53598.6348011046,53598.6348011046,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1249781.58771062,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.3174145637915,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1858DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 20LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,23.3174145637915,23.3174145637915,0,0,0,0,0.41315,1.05859037808275,0,0,26,52853.7454445597,52853.7454445597,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1232412.69377991,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.3174145637915,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1859DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 25LB","Dry Cat","NPP",0,0,1,"ROM","Family Dollar",NA,NA,NA,NA,24.3694840322071,24.3694840322071,0,0,0,0,0.037875,1.30527168546415,0,0,35,27714.8404261193,27714.8404261193,1,NA,NA,NA,0,NA,NA,0,0,0,675396.361219482,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,24.3694840322071,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1859DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 25LB","Dry Cat","NPP",0,1,0,"ROM","Family Dollar",NA,NA,NA,NA,24.3694840322071,24.3694840322071,0,0,0,0,0.037875,1.1381013091305,0,0,31.9230769230769,23011.871543412,23011.871543412,1,NA,NA,NA,0,NA,NA,0,0,0,560787.436128381,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,24.3694840322071,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1859DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 25LB","Dry Cat","NPP",1,0,0,"ROM","Family Dollar",NA,NA,NA,NA,24.3694840322071,24.3694840322071,0,0,0,0,0.037875,1.0590270077807,0,0,28.9230769230769,21256.4533824045,21256.4533824045,1,NA,NA,NA,0,NA,NA,0,0,0,518008.801283861,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,24.3694840322071,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1859DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 25LB","Dry Cat","NPP",0,0,0,"ROM","Family Dollar",NA,NA,NA,NA,24.3694840322071,24.3694840322071,0,0,0,0,0.037875,1.05859037808275,0,0,26,21529.1588070772,21529.1588070772,1,NA,NA,NA,0,NA,NA,0,0,0,524654.49177592,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,24.3694840322071,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1860DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 03.2LB","Dry Cat","NPP",0,0,1,"Retailer","Family Dollar",NA,23464.2857142857,15627.7142857143,NA,7.10303026585098,7.10303026585098,0,0,0,0,0.56455,1.30527168546415,0,0,35,23933.2795533149,23476.3298645366,2,NA,NA,NA,0,NA,NA,NA,NA,456.949688778293,166745.665615508,3159.11573961946,129538.888018561,8685.20679275158,125142.735370005,120853.681225809,4393.91875322061,4393.91875322061,0,0,3159.11573961946,NA,NA,94.0276731411804,7.09906174931049,"2022-12-31",0.526623855056036,5.39955123287671,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
