"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM1864DCCATCHOWNATURALSGF","Dry Cat","DC CAT CHOW NATURALS GF 03.2LB","NPP","ROM","Family Dollar",1,"Cat Chow Line"
"ITEM1865DCCATCHOWNATURALSGF","Dry Cat","DC CAT CHOW NATURALS GF 06.3LB","NPP","ROM","Family Dollar",1,"Cat Chow Line"
"ITEM1866DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 18LB","NPP","ROM","Family Dollar",2,"Cat Chow Line"
"ITEM1867DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 13LB","NPP","ROM","Family Dollar",2,"Cat Chow Line"
"ITEM1868DCCATKITTENCHOWNATURALS","Dry Cat","DC CAT/KITTEN CHOW NATURALS 01LB","NPP","ROM","Family Dollar",1,"Cat Chow Line"
"ITEM186ALPODT","Dog Treats","DT ALPO DT 04.3OZ","NPP","Retailer","Family Dollar",0,"Alpo"
"ITEM186CWFANCYFEASTSAVRYCNTR","Wet Cat","CW FANCY FEAST SAVRY CNTR 03OZ 12CT","NPP","ROM","Family Dollar",2,"Fancy Feast"
"ITEM187CWBEYOND","Wet Cat","CW BEYOND 03OZ 6CT","NPP","ROM","Family Dollar",1,"Beyond"
"ITEM1881DCFANCYFEAST","Dry Cat","DC FANCY FEAST 07LB","NPP","ROM","Family Dollar",2,"Fancy Feast"
"ITEM1882DCFANCYFEAST","Dry Cat","DC FANCY FEAST 01LB","NPP","ROM","Family Dollar",1,"Fancy Feast"
"ITEM1883DCFANCYFEAST","Dry Cat","DC FANCY FEAST 12LB","NPP","ROM","Family Dollar",1,"Fancy Feast"
"ITEM1884DCFANCYFEAST","Dry Cat","DC FANCY FEAST 03LB","NPP","ROM","Family Dollar",2,"Fancy Feast"
"ITEM1886DCFANCYFEASTNAT","Dry Cat","DC FANCY FEAST NAT 03.4LB","NPP","ROM","Family Dollar",1,"Fancy Feast"
"ITEM1888DCFRISKIESFRMFAV","Dry Cat","DC FRISKIES FRM FAV 03.2LB","NPP","ROM","Family Dollar",2,"Friskies"
"ITEM1889DCFRISKIESFRMFAV","Dry Cat","DC FRISKIES FRM FAV 16LB","NPP","ROM","Family Dollar",2,"Friskies"
