"Modelled_PPG_Item_No","PPG_Cat","Retailer","PPG_Description","Regular_Price","Promoted_Discount","Pantry_Loading_1","Pantry_Loading_2","category_trend","flag_qtr2","flag_qtr3","monthno","WB_Comp_RP_1","WB_Comp_TPR_1","WB_Comp_TPR_2","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","CB_Comp_TPR_3","Intercept","Market","flag_qtr4","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_2","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_TPR_4","WB_Comp_Interaction_RP_1","WB_Comp_Interaction_RP_2","WB_Comp_Interaction_TPR_1","WB_Comp_Interaction_TPR_2","CB_Comp_TPR_5","WB_Comp_Interaction_RP_3","WB_Comp_RP_4","CB_Comp_TPR_6","CB_Comp_RP_5","Model_flag"
"ITEM140026DWBEYONDGRFR_ROM","Wet Dog","Amazon","DW BEYOND GR FR 13OZ 12CT",-0.338919998170296,2.20145458226801,-0.557163367175348,-0.439616528275603,0.485514915708937,0,0,0,1.0567332194626,0,0,0,0,0,0,4.39075652050339,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140027DWBEYONDGRFR_Retailer","Wet Dog","Amazon","DW BEYOND GR FR 13OZ 6CT",-3.27602825362064,6.08481320924524,-0.56781621366252,-0.604071875346728,0,0.0585367587757377,0,0,0,0,0,0,-2.68753875957586,-1.23673912761712,0,15.0150075160291,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140027DWBEYONDGRFR_ROM","Wet Dog","Amazon","DW BEYOND GR FR 13OZ 6CT",-2.44450279400291,2.35523058219256,-0.983930968492723,-0.0418777925577459,0,0,0,0,0,0,0,0,0,0,0,12.9939057623641,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140028DWBEYONDGRFR_Retailer","Wet Dog","Amazon","DW BEYOND GR FR 13OZ",-1.0952327996577,1.70241092286738,-0.458645692837062,-0.405175975503795,0.69783830223045,0,0,0,0,0,0,0,-0.023046730865089,0,0,10.4530663919665,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140028DWBEYONDGRFR_ROM","Wet Dog","Amazon","DW BEYOND GR FR 13OZ",-0.584063800908819,0.484625352925595,-0.07025458304197,-0.322449203846808,0.36580273564677,0,0,0.00126818302834349,0,0,0,0,0,0,0,11.0634697011062,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140032DWBEYONDORGANIC_ROM","Wet Dog","Amazon","DW BEYOND ORGANIC 13OZ 6CT",-1.67789228506601,3.97491209398355,-0.479216045092804,-0.456081432890043,0.921428178500257,0,0.321687992330544,0.110105460921236,0,0,0,0,0,0,0,6.35284216021295,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140033DWBEYONDORGANIC_Retailer","Wet Dog","Amazon","DW BEYOND ORGANIC 13OZ",-4.53749956734598,2.23004905411456,-0.434651079925579,-0.543692795498016,0.636481302991191,0.388825245407983,0.436715542057424,0.137327621482038,0,0,0,0,0,0,0,8.35059519209172,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140033DWBEYONDORGANIC_ROM","Wet Dog","Amazon","DW BEYOND ORGANIC 13OZ",-1.75505035035628,0,0,0,0.0285973832921022,0,0,0.0759367528282261,0,0,0,0,0,0,0,8.03695145332942,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140035DWBEYONDWILD_Retailer","Wet Dog","Amazon","DW BEYOND WILD 13OZ",-0.0201814463667226,1.64803102035971,-0.824292648976225,-0.03642212368284,0.353079579706875,0,0,0,1.37900808323501,0,0,0,-0.164011849795474,0,0,4.88100611078431,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140035DWBEYONDWILD_ROM","Wet Dog","Amazon","DW BEYOND WILD 13OZ",-1.21601181246281,0.826394575577578,-0.0511032826441445,-0.0576017025461753,0.762168265742573,0,0,0,0.851586904646515,0,0,0,0,0,0,7.02378446199128,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140036DWCNPORGANIX_Retailer","Wet Dog","Amazon","DW C&P ORGANIX 03.5OZ",-0.221503616681776,0,-0.139330185017945,-0.250012784923981,0.515730144781357,0,0.0058801816804244,0.00934449390960328,0.0165645904045581,-2.91801101965354,0,0,-2.23925363170955,-0.443508150443193,0,7.95193961274821,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140036DWCNPORGANIX_ROM","Wet Dog","Amazon","DW C&P ORGANIX 03.5OZ",0,0,0,0,0.183902545032128,0,0,0.00161064413112355,0.13493856935104,0,0,0,0,0,0,8.11552541278405,"ROM",0,0.0751263577465979,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140037DWCNPORGANIX_Retailer","Wet Dog","Amazon","DW C&P ORGANIX 12.7OZ",-1.84160886646793,3.24294157115323,-0.455964867280012,-0.21352973959157,0,0,0.182482099062284,0,0.15205373799673,-0.745571537047696,0,0,0,0,0,10.5506383390812,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140037DWCNPORGANIX_ROM","Wet Dog","Amazon","DW C&P ORGANIX 12.7OZ",-1.05921180022157,0,-1.26945933265251,-1.09076125421739,0,0.214639379995003,0,-0.00707816578065925,0.127187925082669,-0.260602537900613,-0.425259349461278,0,0,0,0,9.63356173251696,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140038DWCNPPRISTINE_Retailer","Wet Dog","Amazon","DW C&P PRISTINE 03.5OZ",-1.07092988492819,0,0,0,0,0,0,0,1.52453880420107,-2.22927731959883,0,0,-1.56560909390842,-1.95248892419766,0,6.98750270222931,"Retailer",0.0436186973081083,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140038DWCNPPRISTINE_ROM","Wet Dog","Amazon","DW C&P PRISTINE 03.5OZ",-1.95181248631166,0,0,0,0.298379476376181,0.0264391765412475,0.0901807861054626,0,0,-0.983979839952283,-0.333470495947146,0,0,0,0,8.40002148818368,"ROM",0.0222460888355937,0,0,-0.145078049545573,-0.122314087561236,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140040DWCNPPRISTINEBONEBROTH_Retailer","Wet Dog","Amazon","DW C&P PRISTINE BONE BROTH 8.4OZ",-0.568029932671162,1.1137126126099,-0.214108607037495,-0.208386852321772,0,0,0,0.020737387796608,0,-1.17005561330586,0,0,0,0,0,6.01346060431463,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140040DWCNPPRISTINEBONEBROTH_ROM","Wet Dog","Amazon","DW C&P PRISTINE BONE BROTH 8.4OZ",-1.76962567122618,0,0,0,0.350460028162129,0,0,0,0,0,0,0,0,0,0,8.2910390292401,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140044DWMERRICK_Retailer","Wet Dog","Amazon","DW MERRICK 12.7OZ 12CT",-14.9535579944745,3.99863229128413,-0.6032425219656,-5.85867134123493,0.686777469179958,0,0,0.0605819111958636,0.545654246960626,0,0,0.0483020525218337,-0.696808405518969,-0.934374629677044,0,8.2813222950908,"Retailer",0.0282083046374089,0.212940692586959,0.166216455685712,0,0,0,NA,NA,NA,0,9.11087868988623,0,0,0,NA,0,NA,NA,NA,2
"ITEM140044DWMERRICK_ROM","Wet Dog","Amazon","DW MERRICK 12.7OZ 12CT",-0.140173436892661,5.00891469582416,-1.085645789351,-0.351272615766309,2.90456179372698,0,0,0,0,0,0,0,0,0,0,1.67283878608674,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140045DWMERRICKBACKCOUNTRY_Retailer","Wet Dog","Amazon","DW MERRICK BACKCOUNTRY 12.7OZ 12CT",-4.59217921215502,0,-4.00908443003789,-5.86664498154512,0,0,0,-0.00351010291869263,1.67214639376354,-1.06202626313445,-1.91197553834716,0,-0.207361938420895,-0.805847127541326,-0.351176627753533,6.93782583053472,"Retailer",0,0,0,0,0,0,NA,NA,NA,-0.338936878356386,2.25999897595076,-0.619046965218593,0,0,NA,0,NA,NA,NA,2
"ITEM140045DWMERRICKBACKCOUNTRY_ROM","Wet Dog","Amazon","DW MERRICK BACKCOUNTRY 12.7OZ 12CT",-0.899371824152824,0.632986436077539,-0.207961929903194,-0.10365240625279,0.28048893823376,0.0429500009271023,0,0,0,0,0,0,0,0,0,7.92317942392544,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140046DWMERRICKBACKCOUNTRY_Retailer","Wet Dog","Amazon","DW MERRICK BACKCOUNTRY 12.7OZ",-1.01749608622466,1.24166054116112,-0.118023746368165,-0.0595062077664095,0,0,0,0,0.0588876940042733,-0.244634159750387,0,0.0216646746859734,-0.0626874248968813,-1.95115679231644,0,8.72811202968982,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140046DWMERRICKBACKCOUNTRY_ROM","Wet Dog","Amazon","DW MERRICK BACKCOUNTRY 12.7OZ",-2.34377365507444,0,0,0,0.661481009569359,0.0929473258672207,0,-0.0286312774894212,0,-0.724245391761215,0,0,0,0,0,10.8220137973563,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140049DWMERRICKFLAVORENHANCER_Retailer","Wet Dog","Amazon","DW MERRICK FLAVOR ENHANCER 07OZ",-1.08730107568393,1.17670238371073,-0.0826961893800377,-0.295051707931714,0,0,0,0.0582224534876641,0,0,0,0,0,0,0,5.94989300193486,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140049DWMERRICKFLAVORENHANCER_ROM","Wet Dog","Amazon","DW MERRICK FLAVOR ENHANCER 07OZ",-4.01725919054154,0.937593540131368,-0.49451389640621,-0.453950005836597,0.927920143088151,0,0,0.0447863956404133,0,0,0,0,0,0,0,9.49070245374443,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140050DWMERRICKFLAVORENHANCER_Retailer","Wet Dog","Amazon","DW MERRICK FLAVOR ENHANCER 16OZ",-4.24480703486145,3.62008720045476,-0.813239557983647,-1.64326877234886,1.01185824159852,0,0,0.037172428906727,0,0,0,0,0,0,0,12.71853724896,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140050DWMERRICKFLAVORENHANCER_ROM","Wet Dog","Amazon","DW MERRICK FLAVOR ENHANCER 16OZ",0,1.19780314869049,-0.17476404679983,-0.284427733050094,0.124836637573074,0,0,0,0,0,0,0,0,0,0,6.62754925436062,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140051DWMERRICKGRFR_Retailer","Wet Dog","Amazon","DW MERRICK GR FR 12.7OZ",-2.33616731105772,3.06311580098137,-0.538467775438024,-0.446866384033697,0.255687193511278,0,0,0.0127360982953609,0.0690050332341183,-0.12517736189269,-2.21100400207271,0,-2.52509005109552,-0.196109481453799,-1.73027113312013,11.4455042654166,"Retailer",0,0.0969504999498089,0.117950567542067,-0.0676755333454127,0,0,NA,NA,NA,0,0,0,-81.6995056746306,0,NA,0,NA,NA,NA,2
"ITEM140051DWMERRICKGRFR_ROM","Wet Dog","Amazon","DW MERRICK GR FR 12.7OZ",-0.969615275757064,2.37596394307739,-1.22789715987001,-0.249650249046219,0.523893926364779,0.0180362141132293,0,-0.0127068808575751,0.243056962524525,0,0,0,0,0,0,11.3264446927746,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140052DWMERRICKLID_Retailer","Wet Dog","Amazon","DW MERRICK LID 12.7OZ",-6.53614026926864,0,0,0,0.90275235886932,0,0.142935452319467,0.0964612506453204,0,0,0,0,0,0,0,12.7474800269697,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140052DWMERRICKLID_ROM","Wet Dog","Amazon","DW MERRICK LID 12.7OZ",-2.43249830988771,1.71167575987974,-0.989593391510551,-0.211969091027892,1.69774429998505,0,0,0,0,0,0,0,0,0,0,9.58041582521008,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140053DWMERRICKLILPLATES_ROM","Wet Dog","Amazon","DW MERRICK LIL PLATES 03-3.5OZ 12CT",-2.12728217225652,1.56061124281849,-0.215227599612611,-0.324258103139453,0,0,0,0,0,0,0,0,0,0,0,14.2735046324674,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140054DWMERRICKLILPLATES_Retailer","Wet Dog","Amazon","DW MERRICK LIL PLATES 03-3.5OZ",0,0,0,0,0.926804511512884,0,0,0,0,0,0,0,-1.64780816008081,0,0,8.1626051525062,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140054DWMERRICKLILPLATES_ROM","Wet Dog","Amazon","DW MERRICK LIL PLATES 03-3.5OZ",-1.16040193991401,0,-0.551897902858232,-3.33047160427303,0.634568279168395,0,0,0.0011806471747614,0,0,0,0,0,0,0,10.0595215828727,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140060DWPROPLANBRIGHTMIND_Retailer","Wet Dog","Amazon","DW PRO PLAN BRIGHT MIND 10OZ",-1.7424056100866,0,0,0,0,0,0.297201528888459,0.0205551790367054,0,0,0,0,0,0,0,9.65524361642147,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140060DWPROPLANBRIGHTMIND_ROM","Wet Dog","Amazon","DW PRO PLAN BRIGHT MIND 10OZ",-2.32008728910374,1.29816359150784,-0.0231883110213547,-2.3141531233292,0,0,0,0,0,0,0,0,0,0,0,11.8704849894431,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140061DWPROPLANESSENTIAL_Retailer","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL 05.5OZ",0,0,0,0,0.293872790180899,0,0.0010862884146517,0,0,0,0,0,0,0,0,8.29049631105341,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140061DWPROPLANESSENTIAL_ROM","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL 05.5OZ",0,0,0,0,0.575219192783532,0,0,0.00246980815139579,0,0,0,0,0,0,0,9.40781419050285,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140062DWPROPLANESSENTIAL_Retailer","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL 13OZ 12CT",0,0,-0.671024953651667,-0.990155056358335,0.26761513314049,0,0,0,0,0,0,0,0,0,0,6.50030368348188,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140062DWPROPLANESSENTIAL_ROM","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL 13OZ 12CT",-0.663505947061954,0,0,0,0.440264823555708,0,0,0.0044282315376326,0,0,0,0,0,0,0,9.56290362353073,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140063DWPROPLANESSENTIAL_Retailer","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL 13OZ",-1.62520261489724,0,0,0,0.17228125302524,0,0,0,0,0,0,0,0,0,0,11.6082751114681,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140063DWPROPLANESSENTIAL_ROM","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL 13OZ",-3.27693353428707,0,0,0,0.753033678741692,0,0,0.0019480343660515,0,0,0,0,0,0,0,12.6919385052386,"ROM",0.00689553411594793,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140064DWPROPLANESSENTIALGRFR_Retailer","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL GR FR 13OZ 12CT",0,0,0,0,0.477154238711119,0,0,0.0115926764512985,0,0,0,0,0,0,0,6.08912003836444,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140064DWPROPLANESSENTIALGRFR_ROM","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL GR FR 13OZ 12CT",-0.261549708008837,0,0,0,0.587994600275598,0,0,0.0216752259331167,0,0,0,0,0,0,0,7.12431835126448,"ROM",0.0580271179964427,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140065DWPROPLANESSENTIALGRFR_Retailer","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL GR FR 13OZ",0,0,0,0,0.58490943164635,0,0,0.024382206235802,0,0,0,0,0,0,0,8.18672664684165,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140065DWPROPLANESSENTIALGRFR_ROM","Wet Dog","Amazon","DW PRO PLAN ESSENTIAL GR FR 13OZ",0,0,-1.23003068694127,-1.19970542346006,0.647619740972446,0,0,0.0347581795862826,0,0,0,0,0,0,0,8.85681332258997,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140066DWPROPLANGRFRSMBRD_Retailer","Wet Dog","Amazon","DW PRO PLAN GR FR SM-BRD 03.5OZ 12CT",-4.61515596908639,8.53731600349946,-1.14475935823273,-1.56402155425754,0,1.0592979928674,0,0,0,0,0,0,0,0,0,18.8853466924019,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140067DWPROPLANGRFRSMBRD_Retailer","Wet Dog","Amazon","DW PRO PLAN GR FR SM-BRD 03.5OZ",0,1.9172882958033,-0.4584985597231,-0.35594413703691,0.428105171813175,0,0,0,0,0,0,0,0,0,0,7.57372661872154,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140067DWPROPLANGRFRSMBRD_ROM","Wet Dog","Amazon","DW PRO PLAN GR FR SM-BRD 03.5OZ",-0.27352922645223,2.15774708563549,-0.233158755904442,-0.22773415472558,0.473793146875448,0,0,0,0,0,0,0,0,0,0,8.1807925371021,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140071DWPROPLANSAVORYMEALS_ROM","Wet Dog","Amazon","DW PRO PLAN SAVORY MEALS 10OZ",-2.67086693174102,3.98741074978363,-0.358454074962623,-2.66924807028826,0.358517474894908,0,0,-0.0365483248160712,0,0,0,0,0,0,0,10.8253779583955,"ROM",0.0526442555524087,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140072DWPROPLANSPECIALIZED_Retailer","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED 05.5OZ",-0.812201839319387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88457114328272,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140072DWPROPLANSPECIALIZED_ROM","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED 05.5OZ",-2.21941307343181,3.25855142908837,-0.73969570579297,-0.742342196579263,0,0,0,0,0,0,0,0,0,0,0,9.84659738599819,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140073DWPROPLANSPECIALIZED_Retailer","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED 13OZ",-1.33705390906258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6792560064413,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140073DWPROPLANSPECIALIZED_ROM","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED 13OZ",-1.68477215132056,0.362443725277569,-2.64418000691082,-0.285775708948953,0.443411663121455,0,0.0650532565046656,0.00775489449865042,0,0,0,0,0,0,0,11.9731226628045,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140074DWPROPLANSPECIALIZEDGFPUPPY_Retailer","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED GF PUPPY 13OZ",-1.07419366542144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79213352460697,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140074DWPROPLANSPECIALIZEDGFPUPPY_ROM","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED GF PUPPY 13OZ",-0.925195983028454,0,0,0,0.751120849281515,0,0,0.0102075633415516,0,0,0,0,0,0,0,8.59520500091286,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140075DWPROPLANSPECIALIZEDSENSS_Retailer","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED SEN-S/S 13OZ",-0.468885613043316,0,-0.167701276870451,-3.14514790346547,0,0,0,0,0,0,0,0,0,0,0,10.4596664590916,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140075DWPROPLANSPECIALIZEDSENSS_ROM","Wet Dog","Amazon","DW PRO PLAN SPECIALIZED SEN-S/S 13OZ",-2.07438697104162,5.75851279739077,-0.62093837275367,-1.28846338815567,0.834446973379321,0,0,0.000750812380020783,0,0,0,0,0,0,0,10.9816488321447,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140076DWPUPPYCHOW_ROM","Wet Dog","Amazon","DW PUPPY CHOW 05.5OZ 8 CT",0,0,-0.448425214922587,-0.471675727922478,0.711528142120942,0,0,0.0399793133677086,0,0,0,0,0,0,0,5.47478866421186,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140077DWPUPPYCHOW_ROM","Wet Dog","Amazon","DW PUPPY CHOW 05.5OZ",-2.5344081550804,0.579140249932799,-0.973951424556816,-0.855146534486914,0.286124060743247,0,0,0.0021003305838744,0.426221469381396,0,0,0,0,0,0,7.34985474366843,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140078DWPURINAONE_Retailer","Wet Dog","Amazon","DW PURINA ONE 13OZ 06CT",0,0,-0.0405132194008066,-0.465808687042182,0.408898755405583,0,0.0527769176255352,0,0,0,0,0,-0.213775607793226,0,0,7.37617251761288,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140078DWPURINAONE_ROM","Wet Dog","Amazon","DW PURINA ONE 13OZ 06CT",-1.35777350113578,1.350959075863,-0.100350962525873,-0.231198275901119,0.533440228493946,0,0,0,0,0,0,0,0,0,0,10.8834978201631,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140079DWPURINAONE_Retailer","Wet Dog","Amazon","DW PURINA ONE 13OZ",-0.256011749335925,0.739371005842844,-0.487324495612632,-0.592779185670508,0.478271869022067,0,0,-0.00425320059246842,0.550204441712473,0,0,0.385973581940515,0,0,0,8.90922185610416,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140079DWPURINAONE_ROM","Wet Dog","Amazon","DW PURINA ONE 13OZ",-0.500456027621173,0.693599490581629,-0.261951518731786,-0.204748601316117,0.553194853643776,0,0,0.000968274005876751,0,0,0,0,0,0,0,11.4577762647318,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140080DWPURINAONETRUINST_Retailer","Wet Dog","Amazon","DW PURINA ONE TRU INST 13OZ 06CT",-1.35425724464866,1.09820214918077,-0.479467652357546,-0.776011153280186,0.784603376115864,0,0.164460237499074,0.0153126966488221,0,0,0,0.228323678637304,0,0,0,8.9417800698744,"Retailer",0.149936670248203,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140080DWPURINAONETRUINST_ROM","Wet Dog","Amazon","DW PURINA ONE TRU INST 13OZ 06CT",0,1.74023320020581,-0.508514479058868,-0.273875804480206,0.169920859741066,0,0,0,0,0,0,0,0,0,0,8.37620708012015,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140081DWPURINAONETRUINST_Retailer","Wet Dog","Amazon","DW PURINA ONE TRU INST 13OZ 12CT",-2.90567546120557,3.75233914612996,-0.715253268735938,-0.0926659347865434,1.73952238924462,0,0,0.0631215771158811,0,-0.0851094297486209,0,0,0,0,0,12.9681822880202,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140081DWPURINAONETRUINST_ROM","Wet Dog","Amazon","DW PURINA ONE TRU INST 13OZ 12CT",-0.231274727625643,1.55517152283706,-0.0182139959103728,-1.65934665548988,0,0,0,0,0,0,0,0,0,0,0,8.32045722494195,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140082DWPURINAONETRUINST_Retailer","Wet Dog","Amazon","DW PURINA ONE TRU INST 13OZ",-1.3396794358888,0,0,0,0.636560391019234,0,0.067286646687313,0,0,0,0,0,-0.310743335022379,0,0,10.8147912973902,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140082DWPURINAONETRUINST_ROM","Wet Dog","Amazon","DW PURINA ONE TRU INST 13OZ",-0.413061752951124,1.36495009211522,-0.0818347494167639,-0.10572416029266,1.01470009879548,0,0,0,0,0,0,0,0,0,0,10.2125228290742,"ROM",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
"ITEM140083DWWHOLEEARTHFARMS_Retailer","Wet Dog","Amazon","DW WHOLE EARTH FARMS 03.0-3.2OZ",-1.16177553729639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46012768189858,"Retailer",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,2
