"PPG_Item","Category","Market","Retailer","Brand","Display_Spend","Feature_Spend"
"RX PPVD CN 05.5OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN 5.5OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN LOW FAT 13.4OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN NATURALS 13.4OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA 13.3OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF 13.3OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM 13.3OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD UR CHICKEN 13.3OZ","Wet Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"CT AO CRUNCHY","Cat Treats","Retailer","Amazon","Pro Plan Veterinary Diets",0,0
"CT AO CRUNCHY","Cat Treats","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"CT DENTALIFE DNT 01.8OZ","Cat Treats","Retailer","Amazon","Dentalife",0,0
"CT DENTALIFE DNT 01.8OZ","Cat Treats","ROM","Amazon","Dentalife",0,0
"CT DENTALIFE DNT 19OZ","Cat Treats","Retailer","Amazon","Dentalife",0,0
"CT DENTALIFE DNT 19OZ","Cat Treats","ROM","Amazon","Dentalife",0,0
"CT FANCY FEAST PURE FLAKED 01.06OZ","Cat Treats","Retailer","Amazon","Fancy Feast",0,0
"CT FANCY FEAST PURE FLAKED 01.06OZ","Cat Treats","ROM","Amazon","Fancy Feast",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","Retailer","Amazon","Friskies",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","ROM","Amazon","Friskies",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","Retailer","Amazon","Friskies",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","ROM","Amazon","Friskies",0,0
"CT WHISKER LICKINS AO","Cat Treats","Retailer","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS AO","Cat Treats","ROM","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS CR 01.7OZ","Cat Treats","Retailer","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS CR 01.7OZ","Cat Treats","ROM","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS CR 04OZ","Cat Treats","Retailer","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS CR 04OZ","Cat Treats","ROM","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS CR 10OZ","Cat Treats","Retailer","Amazon","Whisker Lickins",0,0
"CT WHISKER LICKINS CR 10OZ","Cat Treats","ROM","Amazon","Whisker Lickins",0,0
"DT ALPO DT 21OZ","Dog Treats","Retailer","Amazon","Alpo",0,0
"DT ALPO DT 21OZ","Dog Treats","ROM","Amazon","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","ROM","Amazon","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","ROM","Amazon","Alpo",0,0
"DT AO CHEW","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT AO CRUNCHY","Dog Treats","Retailer","Amazon","Pro Plan Veterinary Diets",0,0
"DT AO CRUNCHY","Dog Treats","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"DT AO MEATY","Dog Treats","Retailer","Amazon","Pro Plan Veterinary Diets",0,0
"DT AO MEATY","Dog Treats","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"DT BEGGIN MT 06OZ","Dog Treats","Retailer","Amazon","Beggin'",0,0
"DT BEGGIN MT 06OZ","Dog Treats","ROM","Amazon","Beggin'",0,0
"DT BEGGIN MT 25OZ","Dog Treats","Retailer","Amazon","Beggin'",0,0
"DT BEGGIN MT 25OZ","Dog Treats","ROM","Amazon","Beggin'",0,0
"DT BENEFUL BAKED CR 08.5-9.5OZ","Dog Treats","ROM","Amazon","Beneful",0,0
"DT BENEFUL BAKED CR 19.5-22OZ","Dog Treats","ROM","Amazon","Beneful",0,0
"DT BENEFUL BAKED CR 32-36OZ","Dog Treats","Retailer","Amazon","Beneful",0,0
"DT BENEFUL BAKED CR 32-36OZ","Dog Treats","ROM","Amazon","Beneful",0,0
"DT BUSY CHEWNOLA CW 04OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY CHEWNOLA CW 04OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY CW 06.5-7OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY CW 06.5-7OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY CW 17-21OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY CW 17-21OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY CW 35OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY CW 35OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY CWNOLA CW 20OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY CWNOLA CW 20OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY RIB HIDE CW 08.8OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY RIB HIDE CW 17.5OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY RIB HIDE CW 17.5OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY ROLLHIDE CW 04-6OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY ROLLHIDE CW 04-6OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY ROLLHIDE CW 12OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY ROLLHIDE CW 12OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY TWISTED CW 20.2-21OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY TWISTED CW 20.2-21OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY TWISTED CW 36OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY TWISTED CW 36OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY TWISTS CW 06.5OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY TWISTS CW 06.5OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT BUSY WRAPS CW 07.8OZ","Dog Treats","Retailer","Amazon","Busy",0,0
"DT BUSY WRAPS CW 07.8OZ","Dog Treats","ROM","Amazon","Busy",0,0
"DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","Retailer","Amazon","Castor & Pollux",0,0
"DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","ROM","Amazon","Castor & Pollux",0,0
"DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 15.5OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 15.5OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 16.9OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 16.9OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 67.5OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE DT 06.8-7.8OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE DT 17.1-20.7OZ 2CT","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE DT 17.1-20.7OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE DT 17.1-20.7OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE DT 28.5OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE DT 28.5OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT DENTALIFE DT 35.7-36OZ","Dog Treats","Retailer","Amazon","Dentalife",0,0
"DT DENTALIFE DT 35.7-36OZ","Dog Treats","ROM","Amazon","Dentalife",0,0
"DT MERRICK BACKCOUNTRY CR 10OZ+","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK BACKCOUNTRY CR 10OZ+","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK BACKCOUNTRY MT 03.3-6OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK BACKCOUNTRY MT 03.3-6OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 05.5-6.5OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 05.5-6.5OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 09.5-11.5OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 09.5-11.5OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 23.0-27OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 23.0-27OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 34.9-42OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK FRS KSS DT 34.9-42OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK LIL PLATES MT 5OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK LIL PLATES MT 5OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK OVEN BAKED CR 11OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK OVEN BAKED CR 11OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK POWER BITES MT 06OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK POWER BITES MT 06OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT MERRICK POWER BITES MT 14OZ","Dog Treats","Retailer","Amazon","Merrick",0,0
"DT MERRICK POWER BITES MT 14OZ","Dog Treats","ROM","Amazon","Merrick",0,0
"DT PIONEER WOMAN MT 05OZ","Dog Treats","Retailer","Amazon","Pioneer Woman",0,0
"DT PIONEER WOMAN MT 05OZ","Dog Treats","ROM","Amazon","Pioneer Woman",0,0
"DT PIONEER WOMAN MT 16OZ","Dog Treats","Retailer","Amazon","Pioneer Woman",0,0
"DT PIONEER WOMAN MT 16OZ","Dog Treats","ROM","Amazon","Pioneer Woman",0,0
"DT PIONEER WOMAN MT 30OZ","Dog Treats","Retailer","Amazon","Pioneer Woman",0,0
"DT PIONEER WOMAN MT 30OZ","Dog Treats","ROM","Amazon","Pioneer Woman",0,0
"DT PPVD 08OZ","Dog Treats","Retailer","Amazon","Pro Plan Veterinary Diets",0,0
"DT PPVD 08OZ","Dog Treats","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"DT PRIME BONES CW 09.7-11.5OZ","Dog Treats","Retailer","Amazon","Prime",0,0
"DT PRIME BONES CW 09.7-11.5OZ","Dog Treats","ROM","Amazon","Prime",0,0
"DT PRIME BONES CW 21-22.8OZ","Dog Treats","Retailer","Amazon","Prime",0,0
"DT PRIME BONES CW 21-22.8OZ","Dog Treats","ROM","Amazon","Prime",0,0
"DT PUPPY CHOW MT 07OZ","Dog Treats","ROM","Amazon","Dog Chow Line",0,0
"DT PUPPY CHOW MT 24OZ","Dog Treats","ROM","Amazon","Dog Chow Line",0,0
"DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","Retailer","Amazon","Purina One",0,0
"DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","ROM","Amazon","Purina One",0,0
"DT T BONZ MT 04.5OZ","Dog Treats","Retailer","Amazon","Alpo",0,0
"DT T BONZ MT 10OZ","Dog Treats","Retailer","Amazon","Alpo",0,0
"DT T BONZ MT 10OZ","Dog Treats","ROM","Amazon","Alpo",0,0
"DT T BONZ MT 40OZ","Dog Treats","Retailer","Amazon","Alpo",0,0
"DT T BONZ MT 45OZ","Dog Treats","Retailer","Amazon","Alpo",0,0
"DT T BONZ MT 45OZ","Dog Treats","ROM","Amazon","Alpo",0,0
"DT WAGGIN TRAIN MT 11OZ","Dog Treats","Retailer","Amazon","Waggin' Train",0,0
"DT WAGGIN TRAIN MT 15-20OZ","Dog Treats","Retailer","Amazon","Waggin' Train",0,0
"DT WAGGIN TRAIN MT 30-36OZ","Dog Treats","Retailer","Amazon","Waggin' Train",0,0
"DT ZUKES HIP ACTION MT 06OZ","Dog Treats","Retailer","Amazon","Zuke's",0,0
"DT ZUKES HIP ACTION MT 06OZ","Dog Treats","ROM","Amazon","Zuke's",0,0
"DT ZUKES HIP ACTION MT 16OZ","Dog Treats","Retailer","Amazon","Zuke's",0,0
"DT ZUKES HIP ACTION MT 16OZ","Dog Treats","ROM","Amazon","Zuke's",0,0
"DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","ROM","Amazon","Zuke's",0,0
"DT ZUKES MINI NTRLS MT 16OZ","Dog Treats","ROM","Amazon","Zuke's",0,0
"DT ZUKES PPY NTR MT 05OZ","Dog Treats","Retailer","Amazon","Zuke's",0,0
"DT ZUKES PPY NTR MT 05OZ","Dog Treats","ROM","Amazon","Zuke's",0,0
"DC BEYOND GR FR 03LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND GR FR 03LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC BEYOND GR FR 05LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND GR FR 05LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC BEYOND GR FR 11LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND GR FR 11LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC BEYOND GR FR 16LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND GR FR 16LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC BEYOND SIMPLY 03LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND SIMPLY 03LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC BEYOND SIMPLY 06LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND SIMPLY 06LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC BEYOND SIMPLY 13LB","Dry Cat","Retailer","Amazon","Beyond",0,0
"DC BEYOND SIMPLY 13LB","Dry Cat","ROM","Amazon","Beyond",0,0
"DC C&P ORGANIX 10-12LB","Dry Cat","Retailer","Amazon","Castor & Pollux",0,0
"DC C&P PRISTINE 03LB","Dry Cat","ROM","Amazon","Castor & Pollux",0,0
"DC CAT CHOW NATURALS GF 06.3LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 03.2LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 06.3LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 06.3LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 13-15LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 13-15LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW 20LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 01LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 06.3LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","Retailer","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 13LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC CAT/KITTEN CHOW NATURALS 18LB","Dry Cat","ROM","Amazon","Cat Chow Line",0,0
"DC FANCY FEAST 01LB","Dry Cat","Retailer","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 01LB","Dry Cat","ROM","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 03LB","Dry Cat","Retailer","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 03LB","Dry Cat","ROM","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 07LB","Dry Cat","Retailer","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 07LB","Dry Cat","ROM","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 12LB","Dry Cat","Retailer","Amazon","Fancy Feast",0,0
"DC FANCY FEAST 12LB","Dry Cat","ROM","Amazon","Fancy Feast",0,0
"DC FRISKIES FRM FAV 03.2LB","Dry Cat","Retailer","Amazon","Friskies",0,0
"DC FRISKIES FRM FAV 03.2LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC FRISKIES FRM FAV 16LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC FRISKIES FRM FAV 22LB","Dry Cat","Retailer","Amazon","Friskies",0,0
"DC FRISKIES FRM FAV 22LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC FRISKIES ML 03.2LB","Dry Cat","Retailer","Amazon","Friskies",0,0
"DC FRISKIES ML 03.2LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC FRISKIES ML 16LB","Dry Cat","Retailer","Amazon","Friskies",0,0
"DC FRISKIES ML 16LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC FRISKIES ML 22LB","Dry Cat","Retailer","Amazon","Friskies",0,0
"DC FRISKIES ML 22LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC FRISKIES ML 30LB","Dry Cat","ROM","Amazon","Friskies",0,0
"DC KIT KABOODLE 16LB","Dry Cat","ROM","Amazon","Kit & Kaboodle",0,0
"DC MERRICK PURR BIST 04LB","Dry Cat","Retailer","Amazon","Merrick",0,0
"DC MERRICK PURR BIST 04LB","Dry Cat","ROM","Amazon","Merrick",0,0
"DC MERRICK PURR BIST 07LB","Dry Cat","Retailer","Amazon","Merrick",0,0
"DC MERRICK PURR BIST 07LB","Dry Cat","ROM","Amazon","Merrick",0,0
"DC MERRICK PURR BIST 12LB","Dry Cat","Retailer","Amazon","Merrick",0,0
"DC MERRICK PURR BIST 12LB","Dry Cat","ROM","Amazon","Merrick",0,0
"DC PRO PLAN ESSENTIALS 03.0-3.5LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 03.0-3.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 06-7LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 06-7LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 14-16LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 14-16LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS NAT 03.2LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS NAT 06LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS NAT 06LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 03.0LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 03.0LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 03.2-3.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 05.5-7LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 05.5-7LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 05LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 12-13LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 12-13LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN KITTEN 16LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN LIVECLEAR 03.2-3.5LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN LIVECLEAR 03.2-3.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN LIVECLEAR 05.5-7LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN LIVECLEAR 05.5-7LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN LIVECLEAR 12.5-16LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN LIVECLEAR 12.5-16LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN PRIME PLUS 03.2LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN PRIME PLUS 03.2LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN PRIME PLUS 05.5LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN PRIME PLUS 05.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN PRIME PLUS 12.5LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN PRIME PLUS 12.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 03.2LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 03.5LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 03.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 03LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 03LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 05.5-7LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 05.5-7LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 05LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 12-12.5LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 12-12.5LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 16LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 16LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 22LB","Dry Cat","Retailer","Amazon","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 22LB","Dry Cat","ROM","Amazon","Pro Plan",0,0
"DC PURINA ONE ML 03.5LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE ML 03.5LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE ML 07LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE ML 07LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE ML 16LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE ML 16LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE ML 22LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE ML 22LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 03.5LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 03.5LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 07LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 07LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 16LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 16LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 22LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD 22LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD ECOM 22LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRGTD ECOM 22LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRU INST 03.2LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRU INST 03.2LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRU INST 06.3LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRU INST 06.3LB","Dry Cat","ROM","Amazon","Purina One",0,0
"DC PURINA ONE TRU INST 14.4LB","Dry Cat","Retailer","Amazon","Purina One",0,0
"DC PURINA ONE TRU INST 14.4LB","Dry Cat","ROM","Amazon","Purina One",0,0
"RX DC PPVD DM 03.5LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD DH 06LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD DM 06LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD DM 10LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN 06LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN 10LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN NAT 06LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN NAT 10LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA 04LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA 08LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF 03.2LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF 08LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF EARLY CARE 08LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM 06LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM 16LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
