"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","CB_Comp_TPR_3","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_2","CB_Comp_TPR_4","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_RP_8","WB_Comp_RP_9","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_TPR_5","CB_Comp_TPR_6"
"ITEM19BEGGINMT_ROM","DT BEGGIN MT 06OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,3.69783928491962,3.67623319942899,0,0.000912142857142857,0.0599192857142857,0.000452857142857143,0.640523928571429,1.17862295097268,0,0,35,9010.061,8930.32079598833,2,NA,NA,NA,NA,79.7402040116723,32762.107747917,287.855537797278,287.855537797278,NA,NA,0,0,0,NA,33520.0074538648,9136.59675274695,NA,0,NA,NA,NA,NA,NA,NA,9136.59675274695,33520.0074538648,276.486479326418,3.6699536031464,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM19BEGGINMT_ROM","DT BEGGIN MT 06OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,3.67680636933872,3.65783516621586,0,0,0.130330769230769,0,0.641116153846154,1.09564385068126,0,0,31.9230769230769,8828.31192307692,8261.53438316995,2,NA,NA,NA,NA,566.777539906971,30143.1286720076,2060.35948183852,2060.35948183852,NA,NA,0,0,0,NA,30680.8164747573,8408.69720089373,NA,0,NA,NA,NA,NA,NA,NA,8408.69720089373,30680.8164747573,263.327857369662,3.64782083171656,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM19BEGGINMT_ROM","DT BEGGIN MT 06OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,3.50181690888361,3.4812065824022,0,0.00237230769230769,0.0146,0,0.601958846153846,1.05327986051847,0,0,28.9230769230769,6960.93576923077,6879.66254609085,2,NA,NA,NA,NA,81.2732231399145,23813.5184528967,282.637624026346,282.637624026346,NA,NA,0,0,0,NA,24726.0941861797,7144.75724951649,NA,0,NA,NA,NA,NA,NA,NA,7144.75724951649,24726.0941861797,262.851215405419,3.46215451178212,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM19BEGGINMT_ROM","DT BEGGIN MT 06OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,3.26208971445304,3.25188741175271,0,0,0.0149733333333333,0,0.603025,1.06887727347011,0,0,26,8108.28091666667,7994.14129710386,2,NA,NA,NA,NA,114.139619562811,25863.5846389044,355.73752776226,355.73752776226,NA,NA,0,0,0,NA,26392.0328837697,8152.8579709652,NA,0,NA,NA,NA,NA,NA,NA,8152.8579709652,26392.0328837697,90.0832381040883,3.25177600853035,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,9.98016791891483,9.98,0.197067434188104,0,0,0,0.00359,1.17862295097268,0.197067434188104,0.197067434188104,35,4.14285714285714,2.82772048033561,1,NA,NA,NA,NA,1.31513666252153,18.5483438726217,10.8430846988069,10.8430846988069,NA,NA,0,0,0,NA,40.5898317798038,7.94653135506531,NA,0,NA,NA,NA,NA,NA,NA,7.94653135506531,40.5898317798038,11.9546215521154,9.98,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,9.08083150352098,8.61766093389303,0.182251225242027,0,0,0,0.00266538461538462,1.09564385068126,0.218270421528336,0.253443331450744,31.9230769230769,3.69230769230769,3.37825140732748,1,NA,NA,NA,NA,0.314056284980216,17.4912454606415,3.06413915474309,3.06413915474309,NA,NA,0,0,0,NA,33.5321401678261,6.65890356168465,NA,0,NA,NA,NA,NA,NA,NA,6.65890356168465,33.5321401678261,13.7127218606419,8.61766093389303,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,9.23633639132303,8.91520256410256,0.285189494437705,0,0,0,0.00627923076923077,1.05327986051847,0.249170298151397,0.243082730747166,28.9230769230769,10.5384615384615,6.7173830590382,1,NA,NA,NA,NA,3.82107847942334,34.5610312036116,22.9035841810038,22.9035841810038,NA,NA,0,0,0,NA,42.4036062117389,8.1585911357673,NA,0,NA,NA,NA,NA,NA,NA,8.1585911357673,42.4036062117389,37.7755315203378,8.88658424908425,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20001DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,9.13309858701287,6.40782425303455,0.280354527777959,0,0.0013175,0,0.0128216666666667,1.06887727347011,0.316817753414168,0.339714055707468,26,31.8333333333333,6.87615108540132,1,NA,NA,NA,NA,24.957182247932,27.4849016538009,105.415098346199,105.415098346199,NA,NA,0,0,0,NA,29.3976287878984,7.33520559758472,NA,0,NA,NA,NA,NA,NA,NA,7.33520559758472,29.3976287878984,158.469739252249,6.38921428571429,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20012DTPRIMEBARSCR_ROM","DT PRIME BARS CR 16OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,4.81015641281706,4.79931259862716,0,0,0,0,0.0823807142857143,1.17862295097268,0,0,35,109.571428571429,85.5927994688437,1,NA,NA,NA,NA,23.9786291025849,409.83135553868,114.739358747034,114.739358747034,NA,NA,0,0,0,NA,413.598145903941,86.379820316594,NA,0,NA,NA,NA,NA,NA,NA,86.379820316594,413.598145903941,2.53872677481842,4.78668366763555,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20012DTPRIMEBARSCR_ROM","DT PRIME BARS CR 16OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,4.7836336148332,4.77726243975308,0.00463597188962645,0,0,0,0.0703526923076923,1.09564385068126,0.00463597188962645,0.00463597188962645,31.9230769230769,92.7692307692308,42.2157534758218,1,NA,NA,NA,NA,50.5534772934089,199.577163033206,238.771298505256,238.771298505256,NA,NA,0,0,0,NA,199.577163033206,42.2157534758218,NA,0,NA,NA,NA,NA,0,0,42.2157534758218,199.577163033206,5.58874449947951,4.75167874305533,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20012DTPRIMEBARSCR_ROM","DT PRIME BARS CR 16OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.03364625022892,4.02653927849645,0.0473970060270533,0,0,0,0.0277315384615385,1.05327986051847,0.0473970060270533,0.0535684849779019,28.9230769230769,37.4615384615385,13.8890361412402,1,NA,NA,NA,NA,23.5725023202983,59.2103226527073,104.071215808831,104.071215808831,NA,NA,0,0,0,NA,63.2953670828698,15.1681388592063,NA,0,NA,NA,NA,NA,NA,NA,15.1681388592063,63.2953670828698,1.38901378882542,4.02423851619569,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM20012DTPRIMEBARSCR_ROM","DT PRIME BARS CR 16OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,3.43274196595569,3.43604946675743,0.0513666199272492,0,0,0,0.00122916666666667,1.06887727347011,0.0513666199272492,0.0446808510638299,26,4.33333333333333,3.63377552962471,1,NA,NA,NA,NA,0.699557803708621,11.6992392189714,2.31992744769524,2.31992744769524,NA,NA,0,0,0,NA,18.2864947310754,5.63073535160005,NA,0,NA,NA,NA,NA,NA,NA,5.63073535160005,18.2864947310754,0.897473136687437,3.4302161334241,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_Retailer","DT T BONZ MT 04.5OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,1000,0,NA,1.10928750354669,1.13857142857143,0.185936539678638,0,0,0,0.0110635714285714,1.17862295097268,0.168382060259751,0.15824021732358,35,4.07142857142857,3.75406598407374,1,NA,0.00512806338188412,0.00799894419468691,NA,0.317362587354831,2.72631193180053,0.277259496770902,0.277259496770902,NA,NA,0,0,0,NA,6.38920427049882,8.35249646921798,2.85,0,2.62784618885162,2.85,0.124925454840584,0.124925454840584,NA,NA,8.35249646921798,6.38920427049882,1.32641439364881,1.13857142857143,"2022-12-31",NA,0.7,4,4,0,NA,NA,NA,NA,NA,0.1537014143913,0.206766091073498,0.0512330619344169,0.0364677377075792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_Retailer","DT T BONZ MT 04.5OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,1000,0,NA,1.09992337507745,0.947073745410651,0.0912425029545908,0,0,0,0.177416153846154,1.09564385068126,0.109505890478613,0.135635401013192,31.9230769230769,84.4484615384615,16.2807819410256,1,NA,0,0,NA,68.1676795974359,17.6629366374638,54.3486018240746,54.3486018240746,NA,NA,0,0,35.5280491107956,NA,19.4132678483618,18.2473501406792,59.1139230769231,0,11.3965473587179,59.1139230769231,36.6168675504931,36.6168675504931,NA,NA,64.896369870221,54.9413169591574,24.137301896773,0.944114139369183,"2022-09-24",NA,0.7,3,3,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_Retailer","DT T BONZ MT 04.5OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,1000,0,NA,1.17585169972725,1.14659005376344,0.123203262351396,0,0,0,0.11222,1.05327986051847,0.104939874827373,0.0788103642927943,28.9230769230769,61.5384615384615,16.4881313265636,1,NA,0,0,NA,45.0503302118979,18.6246567715478,36.2538047669137,36.2538047669137,NA,NA,0,0,19.9099943590991,NA,18.8204918427385,16.6533929900157,43.0769230769231,0,11.5416919285945,43.0769230769231,17.8835249779406,17.8835249779406,NA,NA,42.9051612143516,38.7304862018376,17.0423563787874,1.14213492555831,"2022-06-25",NA,0.7,2,2,0,NA,NA,NA,NA,NA,0,0,0.0189835506397125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_Retailer","DT T BONZ MT 04.5OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,1016.66666666667,0,NA,1.18558683521493,1.05708398271323,0.193373108557141,0,0,0,0.222288333333333,1.06887727347011,0.203930962474444,0.210910303051417,26,138.166666666667,78.9406564398584,1,NA,0,0,NA,59.2260102268083,88.8253762911134,34.3504570422198,34.3504570422198,0,0,0,0,31.7021245142425,31.7021245142425,112.786842483969,95.0723140665697,96.7166666666667,0,55.2584595079009,96.7166666666667,24.1109110337289,24.1109110337289,NA,NA,154.654092992864,144.488966998211,40.7138114415788,1.05708398271323,"2022-03-26",NA,0.7,1,1,0,NA,NA,NA,NA,NA,0,0,0.00446026650377595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_ROM","DT T BONZ MT 04.5OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,1.06165531621057,1.05718988358207,0,0.000542142857142857,0.000590714285714286,0,0.10162,1.17862295097268,0,0,35,3610.09928571429,3610.09928571429,1,NA,0.0223306287653575,0.1537014143913,0.206766091073498,0,3774.61171428571,0,0,NA,NA,0,0,0,NA,4527.73585703337,4334.17161732697,NA,0,NA,NA,NA,NA,NA,NA,4334.17161732697,4527.73585703337,23.1595150706198,1.05634199184729,"2022-12-31",NA,NA,4,4,0,4.00004393421356,NA,NA,NA,NA,0.00512806338188412,0.00799894419468691,NA,NA,NA,NA,0.0364677377075792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_ROM","DT T BONZ MT 04.5OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,1.03606586918982,1.01149563798991,0,0.000969230769230769,0.00132153846153846,0.000121538461538462,0.109174615384615,1.09564385068126,0,0,31.9230769230769,5973.25276923077,5510.31790103119,1,NA,0,0,0,462.934868199583,5563.83015316576,466.714769911168,466.714769911168,NA,NA,0,0,0,NA,5914.20784698132,5856.58859213832,NA,0,NA,NA,NA,NA,NA,NA,5856.58859213832,5914.20784698132,172.38641359089,1.00987069208539,"2022-09-24",NA,NA,3,3,0,4.33830434912239,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_ROM","DT T BONZ MT 04.5OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,1.05586639515565,1.0441058315447,0,0.00147692307692308,0.000398461538461538,0,0.112479230769231,1.05327986051847,0,0,28.9230769230769,6094.47707692308,5695.32396846555,1,NA,0,0,0,399.153108457524,5876.87243743618,413.314331794591,413.314331794591,NA,NA,0,0,0,NA,5947.51086125126,5762.39177813134,NA,0,NA,NA,NA,NA,NA,NA,5762.39177813134,5947.51086125126,144.871797268889,1.03214210984392,"2022-06-25",NA,NA,2,2,0,3.80043079253827,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM22TBONZMT_ROM","DT T BONZ MT 04.5OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,1.03906207307902,1.02811361909318,0,0.00465666666666667,0.000631666666666667,0,0.12023,1.06887727347011,0,0,26,6762.116,6168.78947999022,1,NA,0,0,0,593.326520009779,6319.67631551445,604.513101152219,604.513101152219,NA,NA,0,0,0,NA,6319.67631551445,6168.78947999022,NA,0,NA,NA,NA,NA,0,0,6168.78947999022,6319.67631551445,98.1299009634962,1.02438870010527,"2022-03-26",NA,NA,1,1,0,5.31262360989528,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM309PIONEERWOMANCR_Retailer","DT PIONEER WOMAN CR 09OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,360,0,NA,4.99,4.99,0.749498997995992,0,0,0,0.00175,1.04312234470617,0.69939879759519,0.349699398797595,25,2,1.65324704859672,0,NA,NA,NA,NA,0.34675295140328,1.90324704859672,0.34675295140328,0.34675295140328,NA,NA,0,0,0,NA,2.80105316304474,2.25178445822873,6,0,4.95974114579016,6,0,0,NA,NA,2.25178445822873,2.80105316304474,7.73,4.99,"2022-01-29",NA,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM309PIONEERWOMANCR_Retailer","DT PIONEER WOMAN CR 09OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,360,0,NA,4.99,4.99,0.749498997995992,0,0,0,0.00175,1.04312234470617,0.69939879759519,0.349699398797595,25,2,1.65324704859672,0,NA,NA,NA,NA,0.34675295140328,1.90324704859672,0.34675295140328,0.34675295140328,NA,NA,0,0,0,NA,2.80105316304474,2.25178445822873,6,0,4.95974114579016,6,0,0,NA,NA,2.25178445822873,2.80105316304474,7.73,4.99,"2022-01-29",NA,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM309PIONEERWOMANCR_Retailer","DT PIONEER WOMAN CR 09OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,360,0,NA,4.99,4.99,0.749498997995992,0,0,0,0.00175,1.04312234470617,0.69939879759519,0.349699398797595,25,2,1.65324704859672,0,NA,NA,NA,NA,0.34675295140328,1.90324704859672,0.34675295140328,0.34675295140328,NA,NA,0,0,0,NA,2.80105316304474,2.25178445822873,6,0,4.95974114579016,6,0,0,NA,NA,2.25178445822873,2.80105316304474,7.73,4.99,"2022-01-29",NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM309PIONEERWOMANCR_Retailer","DT PIONEER WOMAN CR 09OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,360,0,NA,4.99,4.99,0.749498997995992,0,0,0,0.00175,1.04312234470617,0.69939879759519,0.349699398797595,25,2,1.65324704859672,0,NA,NA,NA,NA,0.34675295140328,1.90324704859672,0.34675295140328,0.34675295140328,NA,NA,0,0,0,NA,2.80105316304474,2.25178445822873,6,0,4.95974114579016,6,0,0,NA,NA,2.25178445822873,2.80105316304474,7.73,4.99,"2022-01-29",NA,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_Retailer","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,576,0,NA,0.995853836452593,1.20931364855455,0.142824784406452,0,0,0,0,1.17862295097268,0.166513582856273,0.175589294505384,35,0,0,1,NA,NA,NA,NA,0,0,0,0,NA,NA,0,1.30593632582137,0,NA,9.51199539821672,9.55134356165147,0,0,0,0,0,0,NA,NA,9.55134356165147,9.51199539821672,0,1.20925994359592,"2022-12-31",NA,3,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_Retailer","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,576,0,NA,1.95097124986476,3.44825529153871,0.430322634639436,0,0,0,0.000907692307692308,1.09564385068126,0.45429483687595,0.444520993561522,31.9230769230769,0.230769230769231,0.230769230769231,1,NA,NA,NA,NA,0,0.230769230769231,0,0,NA,NA,0,2.29549489035911,0,NA,4.6541745881777,3.22314375766573,0.692307692307692,0,0.692307692307692,0.692307692307692,0,0,NA,NA,3.22314375766573,4.6541745881777,0.113948292371529,3.44825529153871,"2022-09-24",NA,3,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_Retailer","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,576,0,NA,4.39858662393495,4.07151466858725,0.232939619725589,0,0,0,0.00792,1.05327986051847,0.183456403773883,0.201340465083166,28.9230769230769,6.15384615384615,2.47516610377679,1,NA,NA,NA,NA,3.67868005006936,6.05860712119933,10.2337005711084,9.53755914976609,NA,NA,0,0.960639425119748,0,NA,7.69541241803178,3.11203392422759,18.4615384615385,0,7.42549831133038,18.4615384615385,6.81516778127018,6.81516778127018,NA,NA,3.11203392422759,7.69541241803178,11.7905606870233,4.06611365670113,"2022-06-25",NA,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_Retailer","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,576,0,NA,4.93883598500801,4.44464720857938,0.282593553087616,0,0,0,0.0639466666666667,1.06887727347011,0.289970558081877,0.270596158330155,26,69.3333333333333,4.37709257298747,1,NA,NA,NA,NA,64.9562407603459,18.4913369447838,176.791163055216,171.246908083108,NA,NA,0,5.54425497210846,5.96165089512388,NA,18.4913369447838,4.37709257298747,208,0,13.1312777189624,208,69.4509628379041,69.4509628379041,5.54425497210846,0,8.66343123611905,24.4529878399076,149.7522414832,4.42249358095701,"2022-03-26",NA,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_ROM","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,5.99042557600603,5.99001186842998,0,0,0,0,0.00493142857142857,1.17862295097268,0,0,35,14.5,12.7091901087903,1,NA,NA,NA,NA,1.79080989120969,76.1280487516539,10.7269512483461,10.7269512483461,NA,NA,0,0,0,NA,106.620644212864,17.7997412339268,NA,0,NA,NA,NA,NA,NA,NA,17.7997412339268,106.620644212864,0.00597362209237514,5.99001186842998,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_ROM","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,5.99014156908568,5.99,0,0,0,0,0.00622,1.09564385068126,0,0,31.9230769230769,20.6923076923077,18.9425864044298,1,NA,NA,NA,NA,1.7497212878779,113.14933920091,10.4737377221674,10.4737377221674,NA,NA,0,0,0,NA,120.044438125991,20.094000064118,NA,0,NA,NA,NA,NA,NA,NA,20.094000064118,120.044438125991,0.327023247991288,5.9754347826087,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_ROM","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,5.81267602549269,5.59414585414585,0.0102738446594687,0,0,0,0.00630192307692308,1.05327986051847,0.0154107669892031,0.0205476893189375,28.9230769230769,20.8461538461538,19.9086437227251,1,NA,NA,NA,NA,0.937510123428716,110.242310250351,5.39538205734111,5.39538205734111,NA,NA,0,0,0,NA,144.327790716925,26.1135186331229,NA,0,NA,NA,NA,NA,NA,NA,26.1135186331229,144.327790716925,5.50412782211809,5.59414585414585,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM311PIONEERWOMANMT_ROM","DT PIONEER WOMAN MT 05OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,5.70021968901435,5.68052337388444,0.0586010027782419,0,0,0,0.00634083333333333,1.06887727347011,0.0585551228518355,0.0529901236612899,26,25.3333333333333,24.0216654460326,1,NA,NA,NA,NA,1.31166788730068,125.710886748052,7.13577991861485,7.13577991861485,NA,NA,0,0,0,NA,151.737535155572,28.9388281619065,NA,0,NA,NA,NA,NA,NA,NA,28.9388281619065,151.737535155572,10.7487762496588,5.64659825570013,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM376BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,573.142857142857,0,NA,12.8724819922581,12.8578254703126,0.0145347667257815,0,0,0,0.741051428571429,1.17862295097268,0.00969929226122011,0.00484683076617136,35,521.142857142857,506.397671891459,2,NA,0.00403678081007263,0,NA,14.7451852513981,6451.87403492184,122.790250792436,122.790250792436,NA,NA,0,0,134.511277510932,NA,6600.96239250307,512.813854206753,5412.7319168136,0,5259.63401419652,5412.7319168136,148.823309497329,148.823309497329,NA,NA,534.467383249157,6735.473670014,133.744335692633,12.8119022775345,"2022-12-31",NA,10.3867485044865,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM376BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,729.538461538462,0,NA,12.759979883069,12.755599538707,0,0,0.00643846153846154,0,0.73321,1.09564385068126,0,0,31.9230769230769,505.414615384615,493.895434029273,2,NA,0.0224411511102082,0,NA,11.5191813553422,6298.5271155153,138.521346023151,138.521346023151,NA,NA,0,0,80.5647952252232,NA,6426.84424611075,503.929597072883,5119.6261543175,0,5002.91493622633,5119.6261543175,116.29046733763,116.29046733763,NA,NA,510.946682210249,6507.40904133597,10.5635228211764,12.7395226276605,"2022-09-24",NA,10.1104512863771,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
