"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","CB_Comp_TPR_3","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross_non_normalised","Within_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_2","CB_Comp_TPR_4","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_RP_8","WB_Comp_RP_9","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_TPR_5","CB_Comp_TPR_6"
"ITEM11CTFANCYFEASTDUOSCR_Retailer","CT FANCY FEAST DUOS CR 02.1OZ","Cat Treats","NPP",1,0,0,"Retailer","Brookshire",NA,640,0,NA,1.98666666666667,1.98666666666667,0.748322147651007,0,0,0,0.00506,1.13968135298359,0.0620284995808885,0.438892882818116,28,0.616627401377902,0.616627401377902,0,NA,NA,NA,NA,0,0.308313700688951,0,1.12,0,0.69062268954325,1.12,0,0,0,0,0,NA,NA,0.916719403381816,1.98666666666667,"2022-04-30",NA,1.12,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11CTFANCYFEASTDUOSCR_Retailer","CT FANCY FEAST DUOS CR 02.1OZ","Cat Treats","NPP",0,0,0,"Retailer","Brookshire",NA,700,0,NA,1.98666666666667,1.98666666666667,0.35710331480439,0,0,0,0.00506,1.0531407989157,0.348242100578549,0.285543117318818,25.4285714285714,1.06473427149594,1.06473427149594,0,NA,NA,NA,NA,0,1.32998482539938,0,5.12,0,1.19250238407545,5.12,1.1021895148592,1.1021895148592,0,0,0,NA,NA,0.785287260639219,1.98659865575754,"2022-02-19",NA,1.12,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11CTFANCYFEASTDUOSCR_Retailer","CT FANCY FEAST DUOS CR 02.1OZ","Cat Treats","NPP",0,1,0,"Retailer","Brookshire",NA,700,0,NA,1.98666666666667,1.98666666666667,0.35710331480439,0,0,0,0.00506,1.0531407989157,0.348242100578549,0.285543117318818,25.4285714285714,1.06473427149594,1.06473427149594,0,NA,NA,NA,NA,0,1.32998482539938,0,5.12,0,1.19250238407545,5.12,1.1021895148592,1.1021895148592,0,0,0,NA,NA,0.785287260639219,1.98659865575754,"2022-02-19",NA,1.12,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM11CTFANCYFEASTDUOSCR_Retailer","CT FANCY FEAST DUOS CR 02.1OZ","Cat Treats","NPP",0,0,1,"Retailer","Brookshire",NA,700,0,NA,1.98666666666667,1.98666666666667,0.35710331480439,0,0,0,0.00506,1.0531407989157,0.348242100578549,0.285543117318818,25.4285714285714,1.06473427149594,1.06473427149594,0,NA,NA,NA,NA,0,1.32998482539938,0,5.12,0,1.19250238407545,5.12,1.1021895148592,1.1021895148592,0,0,0,NA,NA,0.785287260639219,1.98659865575754,"2022-02-19",NA,1.12,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",1,0,0,"Retailer","Brookshire",NA,360,0,NA,5.99,5.99,0.666110183639399,0,0,0,0.00176,1.13464518630976,0,0,28,0.0766364912630736,0.0766364912630736,0,NA,NA,NA,NA,0,0.153272982526147,0,11.2,0,0.429164351073212,11.2,3.09661524906645,3.09661524906645,0,0,0,NA,NA,0.305779600139664,5.99,"2022-04-16",NA,5.6,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,0,0,"Retailer","Brookshire",NA,360,0,NA,5.99,5.99,0.666110183639399,0,0,0,0.00176,1.13464518630976,0,0,28,0.0766364912630736,0.0766364912630736,0,NA,NA,NA,NA,0,0.153272982526147,0,11.2,0,0.429164351073212,11.2,3.09661524906645,3.09661524906645,0,0,0,NA,NA,0.305779600139664,5.99,"2022-04-16",NA,5.6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,1,0,"Retailer","Brookshire",NA,360,0,NA,5.99,5.99,0.666110183639399,0,0,0,0.00176,1.13464518630976,0,0,28,0.0766364912630736,0.0766364912630736,0,NA,NA,NA,NA,0,0.153272982526147,0,11.2,0,0.429164351073212,11.2,3.09661524906645,3.09661524906645,0,0,0,NA,NA,0.305779600139664,5.99,"2022-04-16",NA,5.6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,0,1,"Retailer","Brookshire",NA,360,0,NA,5.99,5.99,0.666110183639399,0,0,0,0.00176,1.13464518630976,0,0,28,0.0766364912630736,0.0766364912630736,0,NA,NA,NA,NA,0,0.153272982526147,0,11.2,0,0.429164351073212,11.2,3.09661524906645,3.09661524906645,0,0,0,NA,NA,0.305779600139664,5.99,"2022-04-16",NA,5.6,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,9.88697580687467,9.88697580687467,0,0,0,0,0.52027,1.27439084973535,0,0,35,2173.67481387759,2173.67481387759,2,NA,NA,NA,NA,0,21491.0702968206,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.88697580687467,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,9.88697580687467,9.88697580687467,0,0,0,0,0.52027,1.20891740630637,0,0,31.9230769230769,2127.03530458356,2127.03530458356,2,NA,NA,NA,NA,0,21029.946596786,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.88697580687467,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,9.88697580687467,9.88697580687467,0,0,0,0,0.52027,1.14794137536971,0,0,28.9230769230769,2137.23113069787,2137.23113069787,2,NA,NA,NA,NA,0,21130.7524829093,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.88697580687467,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM18CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,9.88697580687467,9.88697580687467,0,0,0,0,0.52027,1.07843259381521,0,0,26,2144.9115332131,2144.9115332131,2,NA,NA,NA,NA,0,21206.6884367644,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.88697580687467,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,0,1,"Retailer","Brookshire",NA,5090.71428571429,0,NA,2.11338905775076,2.11338905775076,0.012176818861296,0,0,0,0.55486,1.27439084973535,0.00800890403966169,0.00395509708968969,35,1410.61218920496,1389.76680120172,2,NA,NA,NA,NA,20.8453880032407,2931.08830907079,2.18827452456422,1854.40128004675,0,1753.00715428057,1854.40128004675,94.2813877478766,94.2813877478766,0.315531618464883,1.38261439740597,1.46663910916469,NA,NA,47.8957818002539,2.10635963465228,"2022-12-31",NA,1.28288480426547,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,1,0,"Retailer","Brookshire",NA,4695.38461538462,0,NA,2.11338905775076,2.11338905775076,0,0,0,0,0.55486,1.20891740630637,0,0,31.9230769230769,1390.4187171833,1390.4187171833,2,NA,NA,NA,NA,0,2938.49570258703,0,1839.27130780935,0,1757.15855727074,1839.27130780935,82.1127505386155,82.1127505386155,0,0,0,NA,NA,0,2.11338905775076,"2022-09-24",NA,1.28237221494102,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",1,0,0,"Retailer","Brookshire",NA,5938.46153846154,0,NA,2.11338905775076,2.11338905775076,0,0,0,0,0.55486,1.14794137536971,0,0,28.9230769230769,1390.94794906241,1390.4187171833,2,NA,NA,NA,NA,0.529231879109217,2936.72917621566,0,1925.24789749614,0,1753.37622702177,1925.24789749614,171.546716526248,171.546716526248,0.0848419884607607,0,0,NA,NA,2.88499923370072,2.11131650049949,"2022-06-25",NA,1.26314766839378,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,0,0,"Retailer","Brookshire",NA,4645,0,NA,2.11338905775076,2.11338905775076,0,0,0,0,0.55486,1.07843259381521,0.0081211925772,0.0162485138396039,26,1391.23691515205,1387.7471755363,2,NA,NA,NA,NA,3.48973961574416,2921.29915042779,0,1986.91318736277,0,1707.91784846689,1986.91318736277,274.541346761575,274.541346761575,0.568365990667863,0,0,NA,NA,18.9257227934659,2.09982943431969,"2022-03-26",NA,1.23031575170434,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,1.89881954446546,1.89881954446546,0,0,0,0,0.5261,1.27439084973535,0,0,35,7025.84994225218,7025.84994225218,2,2.10635963465228,NA,NA,NA,0,13340.82118683,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.89881954446546,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,1.89881954446546,1.89881954446546,0,0,0,0,0.5261,1.20891740630637,0,0,31.9230769230769,6648.53221652657,6648.53221652657,2,2.11338905775076,NA,NA,NA,0,12624.3629147489,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.89881954446546,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,1.89881954446546,1.89881954446546,0,0,0,0,0.5261,1.14794137536971,0,0,28.9230769230769,6468.69914016305,6468.69914016305,2,2.11131650049949,NA,NA,NA,0,12282.8923546085,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.89881954446546,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM3CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,1.89881954446546,1.89881954446546,0,0,0,0,0.5261,1.07843259381521,0,0,26,6622.83446219686,6622.83446219686,2,2.09982943431969,NA,NA,NA,0,12575.5675165788,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.89881954446546,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,0,1,"Retailer","Brookshire",NA,1102.71428571429,0,NA,4.20034843205575,4.20034843205575,0.00365989321060457,0,0,0,0.52455,1.27439084973535,0.00365989321060457,0.00365989321060457,35,462.153218023222,442.133808545377,2,3.53586284864226,NA,NA,NA,20.0194094778447,1855.46588633295,57.4419065789748,1137.77748691505,0,1069.37589046913,1137.77748691505,66.9169152999791,66.9169152999791,0,18.4120757752257,50.6374450778013,NA,NA,28.2967517814323,4.15585999485647,"2022-12-31",NA,2.43186552662262,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,1,0,"Retailer","Brookshire",NA,1084.15384615385,0,NA,4.20034843205575,4.20034843205575,0,0,0,0,0.52455,1.20891740630637,0,0,31.9230769230769,456.470280256708,448.178641146451,2,3.53586284864226,NA,NA,NA,8.29163911025737,1882.50645262037,32.7155448919018,1159.04620604529,0,1077.06253180854,1159.04620604529,81.7384728301743,81.7384728301743,0,0,32.7155448919018,NA,NA,2.11222844403992,4.19583288168056,"2022-09-24",NA,2.40951468710089,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",1,0,0,"Retailer","Brookshire",NA,1040.76923076923,0,NA,4.20034843205575,4.20034843205575,0,0,0,0,0.52455,1.14794137536971,0,0,28.9230769230769,457.70820099298,451.447327234152,2,3.53586284864226,NA,NA,NA,6.26087375882831,1894.44304903227,23.4654394526657,1231.43005606258,0,1044.86797022705,1231.43005606258,186.045145059996,186.045145059996,0,0,23.4654394526657,NA,NA,4.62543589498447,4.19037380230979,"2022-06-25",NA,2.31716186252772,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,0,0,"Retailer","Brookshire",NA,994,0,NA,4.20034843205575,4.20034843205575,0,0,0,0,0.52455,1.07843259381521,0,0,26,456.546748506246,456.546748506246,2,3.53586284864226,NA,NA,NA,0,1915.39842808272,0,1490.24862433862,0,1048.0629716164,1490.24862433862,441.124889178985,441.124889178985,0,0,0,NA,NA,2.25699116564013,4.19543059327761,"2022-03-26",NA,2.29197183098592,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,3.53586284864226,3.53586284864226,0,0,0,0,0.43502,1.27439084973535,0,0,35,3740.17096994971,3740.17096994971,2,NA,NA,NA,NA,0,13224.7315802155,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53586284864226,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,3.53586284864226,3.53586284864226,0,0,0,0,0.43502,1.20891740630637,0,0,31.9230769230769,3740.17096994971,3740.17096994971,2,NA,NA,NA,NA,0,13224.7315802155,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53586284864226,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,3.53586284864226,3.53586284864226,0,0,0,0,0.43502,1.14794137536971,0,0,28.9230769230769,3740.17096994971,3740.17096994971,2,NA,NA,NA,NA,0,13224.7315802155,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53586284864226,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM5CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,3.53586284864226,3.53586284864226,0,0,0,0,0.43502,1.07843259381521,0,0,26,3740.17096994971,3740.17096994971,2,NA,NA,NA,NA,0,13224.7315802155,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.53586284864226,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM69CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 04OZ","Cat Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,2.36177142394147,2.36177142394147,0,0,0,0,0.204575,1.27439084973535,0,0,35,252.293386591415,252.293386591415,2,NA,NA,NA,NA,0,595.859310901022,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.36177142394147,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM69CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 04OZ","Cat Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,2.36177142394147,2.36177142394147,0,0,0,0,0.204575,1.20891740630637,0,0,31.9230769230769,252.293386591415,252.293386591415,2,NA,NA,NA,NA,0,595.859310901022,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.36177142394147,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM69CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 04OZ","Cat Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,2.36177142394147,2.36177142394147,0,0,0,0,0.204575,1.14794137536971,0,0,28.9230769230769,252.293386591415,252.293386591415,2,NA,NA,NA,NA,0,595.859310901022,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.36177142394147,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM69CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 04OZ","Cat Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,2.36177142394147,2.36177142394147,0,0,0,0,0.204575,1.07843259381521,0,0,26,252.293386591415,252.293386591415,2,NA,NA,NA,NA,0,595.859310901022,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.36177142394147,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM70CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 10OZ","Cat Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,4.93259803921569,4.93259803921569,0,0,0,0,0.17404,1.27439084973535,0,0,35,163.109778580985,163.109778580985,2,NA,NA,NA,NA,0,804.554974005472,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.93259803921569,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM70CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 10OZ","Cat Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,4.93259803921569,4.93259803921569,0,0,0,0,0.17404,1.20891740630637,0,0,31.9230769230769,163.109778580985,163.109778580985,2,NA,NA,NA,NA,0,804.554974005472,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.93259803921569,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM70CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 10OZ","Cat Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.93259803921569,4.93259803921569,0,0,0,0,0.17404,1.14794137536971,0,0,28.9230769230769,163.109778580985,163.109778580985,2,NA,NA,NA,NA,0,804.554974005472,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.93259803921569,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM70CTWHISKERLICKINSCR_ROM","CT WHISKER LICKINS CR 10OZ","Cat Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.93259803921569,4.93259803921569,0,0,0,0,0.17404,1.07843259381521,0,0,26,163.109778580985,163.109778580985,2,NA,NA,NA,NA,0,804.554974005472,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.93259803921569,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM8105CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,4.86625,4.86625,0,0,0,0,0.006265,1.27439084973535,0,0,35,10.9600145815663,10.9600145815663,1,NA,NA,NA,NA,0,53.3341709575472,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.86625,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM8105CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,4.86625,4.86625,0,0,0,0,0.006265,1.20891740630637,0,0,31.9230769230769,12.8188119693482,12.8188119693482,1,NA,NA,NA,NA,0,62.3795437458409,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.86625,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM8105CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.86625,4.86625,0,0,0,0,0.006265,1.14794137536971,0,0,28.9230769230769,14.9348056530385,14.9348056530385,1,NA,NA,NA,NA,0,72.6764980090986,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.86625,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM8105CTFANCYFEASTSAVORYCRAVINGS_ROM","CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.86625,4.86625,0,0,0,0,0.006265,1.07843259381521,0,0,26,17.3316426827377,17.3316426827377,1,NA,NA,NA,NA,0,84.3401062048722,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.86625,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
