"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","CB_Comp_TPR_3","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross_non_normalised","Within_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_2","CB_Comp_TPR_4","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_RP_8","WB_Comp_RP_9","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_TPR_5","CB_Comp_TPR_6"
"ITEM628DTBUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,16.013689066904,16.013689066904,0,0,0,0,0.377015,1.17862295097268,0,0,35,672.32687449996,672.32687449996,2,NA,NA,NA,NA,0,10766.4335195657,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.013689066904,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM628DTBUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,16.013689066904,16.013689066904,0,0,0,0,0.377015,1.09564385068126,0,0,31.9230769230769,631.148329095556,631.148329095556,2,NA,NA,NA,NA,0,10107.0130972322,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.013689066904,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM628DTBUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,16.013689066904,16.013689066904,0,0,0,0,0.377015,1.05327986051847,0,0,28.9230769230769,609.279854988517,609.279854988517,2,NA,NA,NA,NA,0,9756.81815251446,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.013689066904,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM628DTBUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 36OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,16.013689066904,16.013689066904,0,0,0,0,0.377015,1.06887727347011,0,0,26,609.730256878347,609.730256878347,2,NA,NA,NA,NA,0,9764.03074833335,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.013689066904,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM630DTCNPGOODBUDDYCR_Retailer","DT C&P GOOD BUDDY CR 16OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,NA,NA,NA,5.49,5.49,0.125075895567699,0,0,0,0.01145,1.08009239037313,0.125075895567699,0.125075895567699,25.8333333333333,1.35147608924035,1.35147608924035,0,NA,NA,NA,NA,0,6.16178071695443,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,1.25782301297507,5.48944444444445,"2022-03-05",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM630DTCNPGOODBUDDYCR_Retailer","DT C&P GOOD BUDDY CR 16OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,NA,NA,NA,5.49,5.49,0.125075895567699,0,0,0,0.01145,1.08009239037313,0.125075895567699,0.125075895567699,25.8333333333333,1.35147608924035,1.35147608924035,0,NA,NA,NA,NA,0,6.16178071695443,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,1.25782301297507,5.48944444444445,"2022-03-05",NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM630DTCNPGOODBUDDYCR_Retailer","DT C&P GOOD BUDDY CR 16OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,NA,NA,NA,5.49,5.49,0.125075895567699,0,0,0,0.01145,1.08009239037313,0.125075895567699,0.125075895567699,25.8333333333333,1.35147608924035,1.35147608924035,0,NA,NA,NA,NA,0,6.16178071695443,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,1.25782301297507,5.48944444444445,"2022-03-05",NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM630DTCNPGOODBUDDYCR_Retailer","DT C&P GOOD BUDDY CR 16OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,NA,NA,NA,5.49,5.49,0.125075895567699,0,0,0,0.01145,1.08009239037313,0.125075895567699,0.125075895567699,25.8333333333333,1.35147608924035,1.35147608924035,0,NA,NA,NA,NA,0,6.16178071695443,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,1.25782301297507,5.48944444444445,"2022-03-05",NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_Retailer","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,NA,NA,NA,9.99,9.99,0.00729300729300728,0,0,0,0.01141,1.14790646482273,0.00729300729300728,0.00729300729300728,34.5714285714286,3.8598265301711,3.8598265301711,0,NA,NA,NA,NA,0,38.2767929555195,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0.282874080889807,9.98987464709204,"2022-12-17",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_Retailer","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,NA,NA,NA,9.99,9.99,0.155859068925455,0,0,0,0.01141,1.09564385068126,0.155859068925455,0.155859068925455,31.9230769230769,4.09753035356954,4.09753035356954,0,NA,NA,NA,NA,0,33.7929869639635,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,7.14134126819615,9.98979750684099,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_Retailer","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,NA,NA,NA,9.99,9.99,0,0,0,0,0.01141,1.05799852428823,0,0,29,3.54308251682043,3.54308251682043,0,NA,NA,NA,NA,0,35.3953943430361,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.99,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_Retailer","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,NA,NA,NA,9.99,9.99,0,0,0,0,0.01141,1.06887727347011,0,0,26,3.48174038787526,3.48174038787526,0,NA,NA,NA,NA,0,34.6526306744325,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0.129955800441336,9.95175314497455,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_ROM","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,8.99989583333333,8.99989583333333,0,0,0,0,0.00741,1.17862295097268,0,0,35,63.0613225996444,63.0613225996444,1,NA,0,0.00886759703585879,0,0,567.545334509029,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,8.99989583333333,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_ROM","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,8.99989583333333,8.99989583333333,0,0,0,0,0.00741,1.09564385068126,0,0,31.9230769230769,64.2857404835255,64.2857404835255,1,NA,0,0,0,0,578.564967920429,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,8.99989583333333,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_ROM","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,8.99989583333333,8.99989583333333,0,0,0,0,0.00741,1.05327986051847,0,0,28.9230769230769,64.2857404835255,64.2857404835255,1,NA,0,0,0,0,578.564967920429,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,8.99989583333333,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM631DTCNPGOODBUDDYMT_ROM","DT C&P GOOD BUDDY MT 04.5-5OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,8.99989583333333,8.99989583333333,0,0,0,0,0.00741,1.06887727347011,0,0,26,64.2857404835255,64.2857404835255,1,NA,0,0,0,0,578.564967920429,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,8.99989583333333,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_Retailer","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,NA,NA,NA,9.48,9.48,0,0,0,0,0.01141,1.10085588869034,0.157172995780591,0.157172995780591,34,1.49799010127692,1.49799010127692,0,NA,NA,NA,NA,0,14.2009461601052,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.48,"2022-10-01",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_Retailer","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,NA,NA,NA,9.48,9.48,0.075013449644974,0,0,0,0.01141,1.09820184477532,0.0638502443166915,0.0535149781725125,32,1.72864335438334,1.72864335438334,0,NA,NA,NA,NA,0,15.1271482852719,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,1.26039071428221,9.4771458678308,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_Retailer","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,NA,NA,NA,9.48,9.48,0.0234080987505645,0,0,0,0.01141,1.05499806998526,0.0121180189673341,0,28.8571428571429,1.90327816345527,1.90327816345527,0,NA,NA,NA,NA,0,17.5603561652404,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0.482720824315587,9.44692830978545,"2022-06-18",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_Retailer","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,NA,NA,NA,9.48,9.48,0,0,0,0,0.01141,1.06887727347011,0,0.00550468050468051,26,2.15980552988246,2.15980552988246,0,NA,NA,NA,NA,0,20.2512177635691,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0.223738659716583,9.37687645687646,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_ROM","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,7.99,7.99,0,0,0,0,0.00064,1.17862295097268,0,0,35,0.344511372706108,0.344511372706108,1,NA,0,NA,NA,0,2.7526458679218,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.99,"2022-12-31",NA,NA,4,4,0,4.53887490978663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_ROM","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,7.99,7.99,0,0,0,0,0.00064,1.09564385068126,0,0,31.9230769230769,0.616593724320352,0.616593724320352,1,NA,0,NA,NA,0,4.92658385731961,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.99,"2022-09-24",NA,NA,3,3,0,4.53887490978663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_ROM","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,7.99,7.99,0,0,0,0,0.00064,1.05327986051847,0,0,28.9230769230769,1.08823658875942,1.08823658875942,1,NA,0,NA,NA,0,8.69501034418779,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.99,"2022-06-25",NA,NA,2,2,0,4.53887490978663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM632DTCNPORGANIXCR_ROM","DT C&P ORGANIX CR 12OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,7.99,7.99,0,0,0,0,0.00064,1.06887727347011,0,0,26,1.89238230775969,1.89238230775969,1,NA,0,NA,NA,0,15.1201346389999,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.99,"2022-03-26",NA,NA,1,1,0,4.53887490978663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,1,"Retailer","Brookshire",NA,507.428571428571,0,NA,4.16357247191011,4.16357247191011,0.00846986483867321,0,0,0,0.392635,1.17862295097268,0.00846986483867321,0.00846986483867321,35,122.25123329638,117.235738358415,2,NA,NA,NA,NA,5.01549493796503,486.37365969852,15.7515953963232,284.522288721805,0,277.796347914542,284.522288721805,6.62225765070686,6.62225765070686,0,4.77521788828377,15.7515953963232,NA,NA,6.87661451502545,4.14856344339937,"2022-12-31",NA,2.76797297297297,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,1,0,"Retailer","Brookshire",NA,511.384615384615,0,NA,4.16357247191011,4.16357247191011,0.0158744679273451,0,0,0,0.392635,1.09564385068126,0.0158744679273451,0.0158744679273451,31.9230769230769,133.039810277904,128.157902135104,2,NA,NA,NA,NA,4.88190814279985,520.255693718846,18.2804692068825,390.932030769231,0,329.749320905748,390.932030769231,54.0364322311312,54.0364322311312,0,10.4337052513266,18.2804692068825,NA,NA,15.384728815497,4.1241767634042,"2022-09-24",NA,2.76837545126354,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",1,0,0,"Retailer","Brookshire",NA,865.846153846154,0,NA,4.16357247191011,4.16357247191011,0.00413598132037379,0,0,0,0.392635,1.05327986051847,0.00413598132037379,0.00413598132037379,28.9230769230769,137.660252906417,137.660252906417,2,NA,NA,NA,NA,0,564.032549893594,0,434.433580170206,0,372.52371556415,434.433580170206,59.4943534126891,59.4943534126891,0,3.00191533080336,0,NA,NA,9.12588958374705,4.11658451971629,"2022-06-25",NA,2.72234541577825,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,0,"Retailer","Brookshire",NA,480,0,NA,4.16357247191011,4.16357247191011,0.0851967530389839,0,0,0,0.392635,1.06887727347011,0.0851967530389839,0.0851967530389839,26,142.402569662982,142.402569662982,2,NA,NA,NA,NA,0,534.198668212075,0,617.805350877193,0,375.775877591706,617.805350877193,198.472109377366,198.472109377366,0,56.1510224697211,0,NA,NA,58.704750765977,4.15709666967779,"2022-03-26",NA,2.64,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,4.09564220583364,4.09564220583364,0,0,0,0,0.32049,1.17862295097268,0,0,35,710.351986824547,710.351986824547,2,NA,NA,NA,NA,0,2909.3475782364,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.09564220583364,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,4.09564220583364,4.09564220583364,0,0,0,0,0.32049,1.09564385068126,0,0,31.9230769230769,692.932611148234,692.932611148234,2,NA,NA,NA,NA,0,2838.00404801722,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.09564220583364,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.09564220583364,4.09564220583364,0,0,0,0,0.32049,1.05327986051847,0,0,28.9230769230769,684.417733773381,684.417733773381,2,NA,NA,NA,NA,0,2803.13015686327,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.09564220583364,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM63BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,4.09564220583364,4.09564220583364,0,0,0,0,0.32049,1.06887727347011,0,0,26,687.581815795774,687.581815795774,2,NA,NA,NA,NA,0,2816.0891047369,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.09564220583364,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM650DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,19.4323526543879,19.4323526543879,0,0,0,0,0.281305,1.17862295097268,0,0,35,280.232446262523,280.232446262523,2,NA,NA,NA,NA,0,5445.57572097515,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,19.4323526543879,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM650DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,19.4323526543879,19.4323526543879,0,0,0,0,0.281305,1.09564385068126,0,0,31.9230769230769,269.395381258939,269.395381258939,2,NA,NA,NA,NA,0,5234.98605208698,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,19.4323526543879,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM650DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,19.4323526543879,19.4323526543879,0,0,0,0,0.281305,1.05327986051847,0,0,28.9230769230769,288.199287167539,288.199287167539,2,NA,NA,NA,NA,0,5600.39018298283,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,19.4323526543879,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM650DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,19.4323526543879,19.4323526543879,0,0,0,0,0.281305,1.06887727347011,0,0,26,271.782929398008,271.782929398008,2,NA,NA,NA,NA,0,5281.3817295047,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,19.4323526543879,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM651DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,6.34931116389549,6.34931116389549,0,0,0,0,0.28064,1.17862295097268,0,0,35,446.444922227327,446.444922227327,2,NA,NA,NA,NA,0,2834.61772876242,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.34931116389549,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM651DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,6.34931116389549,6.34931116389549,0,0,0,0,0.28064,1.09564385068126,0,0,31.9230769230769,426.742005605009,426.742005605009,2,NA,NA,NA,NA,0,2709.51778029104,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.34931116389549,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM651DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,6.34931116389549,6.34931116389549,0,0,0,0,0.28064,1.05327986051847,0,0,28.9230769230769,453.803817461163,453.803817461163,2,NA,NA,NA,NA,0,2881.34164442455,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.34931116389549,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM651DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,6.34931116389549,6.34931116389549,0,0,0,0,0.28064,1.06887727347011,0,0,26,443.385304525461,443.385304525461,2,NA,NA,NA,NA,0,2815.19126393071,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.34931116389549,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM652DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 01.1OZ","Dog Treats","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,0.999158316633266,0.999158316633266,0,0,0,0,0.00857,1.17862295097268,0,0,35,428.878017118593,428.878017118593,1,NA,NA,NA,NA,0,428.517037625226,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.999158316633266,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM652DTDENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 01.1OZ","Dog Treats","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,0.999158316633266,0.999158316633266,0,0,0,0,0.00857,1.09564385068126,0,0,31.9230769230769,393.891594772779,393.891594772779,1,NA,NA,NA,NA,0,393.560062769163,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.999158316633266,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
