"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM1117DDALPO","Dry Dog","DD ALPO 28-31LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1119DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 04LB","NPP","Retailer","Dollar General",1,"Dog Chow Line"
"ITEM1119DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 04LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1123DTPIONEERWOMANCR","Dog Treats","DT PIONEER WOMAN CR 09OZ","NPP","ROM","Dollar General",1,"Pioneer Woman"
"ITEM1124DTPIONEERWOMANMT","Dog Treats","DT PIONEER WOMAN MT 16OZ","NPP","ROM","Dollar General",1,"Pioneer Woman"
"ITEM1125DTPIONEERWOMANMT","Dog Treats","DT PIONEER WOMAN MT 30OZ","NPP","ROM","Dollar General",1,"Pioneer Woman"
"ITEM1126DDALPO","Dry Dog","DD ALPO 14LB","NPP","Retailer","Dollar General",2,"Alpo"
"ITEM1126DDALPO","Dry Dog","DD ALPO 14LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1126DTPIONEERWOMANMT","Dog Treats","DT PIONEER WOMAN MT 05OZ","NPP","ROM","Dollar General",1,"Pioneer Woman"
"ITEM1128DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 09.7-11.5OZ","NPP","ROM","Dollar General",1,"Prime"
"ITEM1129DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 21-22.8OZ","NPP","ROM","Dollar General",1,"Prime"
"ITEM112CWFANCYFEASTAPPTZRS","Wet Cat","CW FANCY FEAST APPTZRS 01.1OZ","NPP","Retailer","Dollar General",2,"Fancy Feast"
"ITEM112CWFANCYFEASTAPPTZRS","Wet Cat","CW FANCY FEAST APPTZRS 01.1OZ","NPP","ROM","Dollar General",2,"Fancy Feast"
"ITEM1130DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 02.4OZ","NPP","ROM","Dollar General",1,"Prime"
"ITEM1131DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 39.7OZ","NPP","ROM","Dollar General",1,"Prime"
"ITEM1134DDALPO","Dry Dog","DD ALPO 04LB","NPP","Retailer","Dollar General",1,"Alpo"
"ITEM1134DDALPO","Dry Dog","DD ALPO 04LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1138DDPURINAONEML","Dry Dog","DD PURINA ONE ML 13.5LB","NPP","Retailer","Dollar General",2,"Purina One"
"ITEM1138DDPURINAONEML","Dry Dog","DD PURINA ONE ML 13.5LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM113ALPOVARIETYSNAPSCR","Dog Treats","DT ALPO VARIETY SNAPS CR 16OZ","NPP","Retailer","Dollar General",2,"Alpo"
"ITEM113ALPOVARIETYSNAPSCR","Dog Treats","DT ALPO VARIETY SNAPS CR 16OZ","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1146DTPUPPYCHOWMT","Dog Treats","DT PUPPY CHOW MT 24OZ","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1147DTPUPPYCHOWMT","Dog Treats","DT PUPPY CHOW MT 07OZ","NPP","ROM","Dollar General",2,"Dog Chow Line"
"ITEM1149DDBELLA","Dry Dog","DD BELLA 03LB","NPP","Retailer","Dollar General",1,"Bella"
"ITEM1149DDBELLA","Dry Dog","DD BELLA 03LB","NPP","ROM","Dollar General",1,"Bella"
"ITEM1149DTPURINAONETRUEINSTMT","Dog Treats","DT PURINA ONE TRUE INST MT 07OZ","NPP","Retailer","Dollar General",1,"Purina One"
"ITEM1149DTPURINAONETRUEINSTMT","Dog Treats","DT PURINA ONE TRUE INST MT 07OZ","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1150DTPURINAONETRUEINSTMT","Dog Treats","DT PURINA ONE TRUE INST MT 20OZ","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1154DDMOISTANDMEATY","Dry Dog","DD MOIST AND MEATY 036OZ","NPP","Retailer","Dollar General",2,"Moist & Meaty"
"ITEM1154DDMOISTANDMEATY","Dry Dog","DD MOIST AND MEATY 036OZ","NPP","ROM","Dollar General",1,"Moist & Meaty"
"ITEM1157DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 27.5LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1161DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 13.5LB","NPP","Retailer","Dollar General",1,"Dog Chow Line"
"ITEM1161DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 13.5LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1176DDPURINAONETRUINSTGF","Dry Dog","DD PURINA ONE TRU INST GF 12.5LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1179DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 57LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1185DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 40LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1194DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 15LB","NPP","Retailer","Dollar General",0,"Purina One"
"ITEM1194DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 15LB","NPP","ROM","Dollar General",2,"Purina One"
"ITEM1200DDMOISTANDMEATY","Dry Dog","DD MOIST AND MEATY 360OZ","NPP","ROM","Dollar General",1,"Moist & Meaty"
"ITEM1201DDBENEFUL","Dry Dog","DD BENEFUL 48LB","NPP","ROM","Dollar General",1,"Beneful"
"ITEM1205DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 36LB","NPP","ROM","Dollar General",2,"Purina One"
"ITEM1213DDPURINAONEML","Dry Dog","DD PURINA ONE ML 44LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1214DDPURINAONEML","Dry Dog","DD PURINA ONE ML 40LB","NPP","ROM","Dollar General",2,"Purina One"
"ITEM1218DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 15LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1229CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 20LB","NPP","Retailer","Dollar General",2,"Tidy Cats"
"ITEM1229CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 20LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1233CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 25LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM123CWFANCYFEASTBROTHS","Wet Cat","CW FANCY FEAST BROTHS 01.4OZ 12CT","NPP","ROM","Dollar General",2,"Fancy Feast"
"ITEM1240DDPURINAONETRUINSTHIPRO","Dry Dog","DD PURINA ONE TRU INST HI-PRO 27.5LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1241DDPURINAONETRUINSTHIPRO","Dry Dog","DD PURINA ONE TRU INST HI-PRO 15LB","NPP","ROM","Dollar General",2,"Purina One"
"ITEM1256DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 16.5LB","NPP","ROM","Dollar General",2,"Purina One"
"ITEM1257DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 07.4-8LB","NPP","ROM","Dollar General",2,"Purina One"
"ITEM1259DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 31.1LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1268DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 20LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1269DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 03.5LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1278DDPURINAONEMLPUPPY","Dry Dog","DD PURINA ONE ML PUPPY 03LB","NPP","Retailer","Dollar General",2,"Purina One"
"ITEM1283DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 06LB","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1285DDMERRICKBACKCOUNTRY","Dry Dog","DD MERRICK BACKCOUNTRY 20LB","NPP","ROM","Dollar General",1,"Merrick"
"ITEM1288DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 13LB","NPP","Retailer","Dollar General",1,"Dog Chow Line"
"ITEM1288DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 13LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1288DTTREKKERSMT","Dog Treats","DT TREKKERS MT 05OZ","NPP","ROM","Dollar General",1,"Trekker's"
"ITEM1289DDMERRICKBACKCOUNTRY","Dry Dog","DD MERRICK BACKCOUNTRY 10LB","NPP","ROM","Dollar General",1,"Merrick"
"ITEM1289TIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 10LB","NPP","Retailer","Dollar General",2,"Tidy Cats"
"ITEM1289TIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 10LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM128CWFANCYFEASTML","Wet Cat","CW FANCY FEAST ML 03OZ 48CT","NPP","ROM","Dollar General",1,"Fancy Feast"
"ITEM1291DDPROPLANDEVPUPPY","Dry Dog","DD PRO PLAN DEV PUPPY 04-6LB","NPP","ROM","Dollar General",1,"Pro Plan"
"ITEM1293DDPROPLANDEVPUPPY","Dry Dog","DD PRO PLAN DEV PUPPY 16-18LB","NPP","ROM","Dollar General",1,"Pro Plan"
"ITEM1297TIDYCATSCLUMPNONLWBOX","Litter","CL TIDY CATS CLUMP NON-LW BOX 23LB - BOX","NPP","Retailer","Dollar General",2,"Tidy Cats"
"ITEM1297TIDYCATSCLUMPNONLWBOX","Litter","CL TIDY CATS CLUMP NON-LW BOX 23LB - BOX","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM129CWFRISKIES","Wet Cat","CW FRISKIES 03OZ 24CT","NPP","ROM","Dollar General",1,"Friskies"
"ITEM1308DTZUKESPETSUPPLEMENT","Dog Treats","DT ZUKE'S PET SUPPLEMENT 05OZ","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1309DTZUKESCRNCHYNTRLS","Dog Treats","DT ZUKES CRNCHY NTRLS 09-12OZ","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1311DTZUKESHIPACTIONMT","Dog Treats","DT ZUKES HIP ACTION MT 16OZ","NPP","ROM","Dollar General",1,"Zuke's"
"ITEM1312DTZUKESHIPACTIONMT","Dog Treats","DT ZUKES HIP ACTION MT 06OZ","NPP","ROM","Dollar General",1,"Zuke's"
"ITEM1313DTZUKESLILLINKMT","Dog Treats","DT ZUKES LIL LINK MT 06OZ","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1314DTZUKESMININTRLSMT","Dog Treats","DT ZUKES MINI NTRLS MT 16OZ","NPP","ROM","Dollar General",1,"Zuke's"
"ITEM1314TIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 10LB","NPP","Retailer","Dollar General",2,"Tidy Cats"
"ITEM1315DTZUKESMININTRLSMT","Dog Treats","DT ZUKES MINI NTRLS MT 06OZ","NPP","ROM","Dollar General",1,"Zuke's"
"ITEM1317DTZUKESPPYNTRMT","Dog Treats","DT ZUKES PPY NTR MT 05OZ","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1319DTZUKESZBONESDR","Dog Treats","DT ZUKES Z-BONES DR 08-15OZ","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1321DDBENEFUL","Dry Dog","DD BENEFUL 06OZ","NPP","ROM","Dollar General",1,"Beneful"
"ITEM134MTYDG","Wet Dog","DW MTY DG 05.5OZ 08CT","NPP","Retailer","Dollar General",0,"Mighty Dog"
"ITEM1355DDPURINAONETRUINSTBNB","Dry Dog","DD PURINA ONE TRU INST B&B 15LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1359DDPURINAONETRUINSTBNB","Dry Dog","DD PURINA ONE TRU INST B&B 27.5LB","NPP","ROM","Dollar General",1,"Purina One"
"ITEM137CWFRISKIES","Wet Cat","CW FRISKIES 05.5OZ 12CT","NPP","Retailer","Dollar General",2,"Friskies"
"ITEM137CWFRISKIES","Wet Cat","CW FRISKIES 05.5OZ 12CT","NPP","ROM","Dollar General",2,"Friskies"
"ITEM138PURINAONETRUINST","Wet Dog","DW PURINA ONE TRU INST 13OZ","NPP","Retailer","Dollar General",2,"Purina One"
"ITEM138PURINAONETRUINST","Wet Dog","DW PURINA ONE TRU INST 13OZ","NPP","ROM","Dollar General",2,"Purina One"
"ITEM13CWFANCYFEASTMEDLEYS","Wet Cat","CW FANCY FEAST MEDLEYS 03OZ 12CT","NPP","ROM","Dollar General",2,"Fancy Feast"
"ITEM13PURINAONE","Wet Dog","DW PURINA ONE 13OZ","NPP","Retailer","Dollar General",2,"Purina One"
"ITEM13PURINAONE","Wet Dog","DW PURINA ONE 13OZ","NPP","ROM","Dollar General",2,"Purina One"
"ITEM140CWFANCYFEASTMEDLEYS","Wet Cat","CW FANCY FEAST MEDLEYS 03OZ 18CT","NPP","ROM","Dollar General",1,"Fancy Feast"
"ITEM141CWFANCYFEASTML","Wet Cat","CW FANCY FEAST ML 03OZ 30CT","NPP","ROM","Dollar General",2,"Fancy Feast"
"ITEM141TBONZMT","Dog Treats","DT T BONZ MT 10OZ","NPP","Retailer","Dollar General",1,"Alpo"
"ITEM141TBONZMT","Dog Treats","DT T BONZ MT 10OZ","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1428CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 14LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1429CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 20LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM142CWPURINAONEML","Wet Cat","CW PURINA ONE TRU INST 03OZ 12CT","NPP","ROM","Dollar General",1,"Purina One"
"ITEM1430CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 40LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1431CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 30LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1432CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 50LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1433CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 52LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1434CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 40LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1436CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 35LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1437CLTIDYCATSCLUMPNONLWECOM","Litter","CL TIDY CATS CLUMP NON-LW BAG ECOM 40LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1438CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 20LB 2PK","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1439CLTIDYCATSCLUMPNONLWPAIL","Litter","CL TIDY CATS CLUMP NON-LW PAIL 38LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM143ALPODT","Dog Treats","DT ALPO DT 08.8OZ","NPP","Retailer","Dollar General",2,"Alpo"
"ITEM143ALPODT","Dog Treats","DT ALPO DT 08.8OZ","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1441CLTIDYCATSBREEZEPELLETS","Litter","CL TIDY CATS BREEZE PELLETS 03.5LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1442CLTIDYCATSBREEZEENHANCEDPELLETS","Litter","CL TIDY CATS BREEZE ENHANCED PELLETS 03.5LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1444CLTIDYCATSBREEZESTARTERORIGINAL","Litter","CL TIDY CATS BREEZE STARTER ORIGINAL","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1445CLTIDYCATSBREEZESTARTERHOOD","Litter","CL TIDY CATS BREEZE STARTER HOOD","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1446CLTIDYCATSBREEZEPADS","Litter","CL TIDY CATS BREEZE PADS 10CT","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1447CLTIDYCATSBREEZEPADS","Litter","CL TIDY CATS BREEZE PADS 04CT","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1448CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 19.5LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1449CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 17LB - PAIL","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1451DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 48LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1452CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 06LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1452DDBENEFUL","Dry Dog","DD BENEFUL 28LB","NPP","ROM","Dollar General",1,"Beneful"
"ITEM1453CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 35LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1454CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 20LB","NPP","ROM","Dollar General",2,"Tidy Cats"
"ITEM1454DDALPO","Dry Dog","DD ALPO 16LB","NPP","Retailer","Dollar General",0,"Alpo"
"ITEM1454DDALPO","Dry Dog","DD ALPO 16LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1455CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG CLUMP 14LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1455DDALPO","Dry Dog","DD ALPO 47-50LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1456CLTIDYCATSPURENATUREALT","Litter","CL TIDY CATS PURE NATURE ALT 12LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1456DDALPO","Dry Dog","DD ALPO 15LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1457CLTIDYCATSPURENATUREALT","Litter","CL TIDY CATS PURE NATURE ALT 07.5LB","NPP","ROM","Dollar General",1,"Tidy Cats"
"ITEM1457DDALPO","Dry Dog","DD ALPO 17.6LB","NPP","ROM","Dollar General",1,"Alpo"
"ITEM1458CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 13.2LB","NPP","ROM","Dollar General",1,"Yesterday's News"
"ITEM1458DDBENEFULPREMIUM","Dry Dog","DD BENEFUL PREMIUM 03.3-4.5LB","NPP","ROM","Dollar General",1,"Beneful"
"ITEM1459CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 15LB","NPP","ROM","Dollar General",1,"Yesterday's News"
"ITEM1459DDBENEFUL","Dry Dog","DD BENEFUL 12LB","NPP","Retailer","Dollar General",2,"Beneful"
"ITEM1459DDBENEFUL","Dry Dog","DD BENEFUL 12LB","NPP","ROM","Dollar General",1,"Beneful"
"ITEM1460DDBENEFUL","Dry Dog","DD BENEFUL 14LB","NPP","ROM","Dollar General",2,"Beneful"
"ITEM1461DDBENEFUL","Dry Dog","DD BENEFUL 40LB","NPP","ROM","Dollar General",2,"Beneful"
"ITEM1462DDBENEFUL","Dry Dog","DD BENEFUL 06.3LB","NPP","ROM","Dollar General",1,"Beneful"
"ITEM1463CLYESTERDAYSNEWALT","Litter","CL YESTERDAYS NEW ALT 10LB","NPP","ROM","Dollar General",1,"Yesterday's News"
"ITEM1464CLYESTERDAYSNEWALT","Litter","CL YESTERDAYS NEW ALT 20LB","NPP","ROM","Dollar General",1,"Yesterday's News"
"ITEM1464DDBEYONDPUPPY","Dry Dog","DD BEYOND PUPPY 03LB","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1465DWBEYONDBEEFJERKYBOOST","Dry Dog","DW BEYOND BEEF JERKY BOOST 05OZ","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1466DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 13LB","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1467DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 03LB","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1468DDBEYONDSMP","Dry Dog","DD BEYOND SMP9 24LB","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1469DDBEYONDSMBRDSPRFOOD","Dry Dog","DD BEYOND SM-BRD/SPR FOOD 14.5LB","NPP","ROM","Dollar General",1,"Beyond"
"ITEM1484DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 10LB","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1485DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 04LB","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1486DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 18LB","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1487DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 10LB","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1488DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 04LB","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1489DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 18LB","NPP","ROM","Dollar General",1,"A/O Brand"
"ITEM1497DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 30-33.5LB","NPP","Retailer","Dollar General",0,"Dog Chow Line"
"ITEM1497DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 30-33.5LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1498DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 46-48LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM1499DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 32-36LB","NPP","ROM","Dollar General",1,"Dog Chow Line"
"ITEM14FANCYFEAST","Dry Cat","DC FANCY FEAST 01LB","NPP","Retailer","Dollar General",0,"Fancy Feast"
"ITEM14FANCYFEAST","Dry Cat","DC FANCY FEAST 01LB","NPP","ROM","Dollar General",1,"Fancy Feast"
"ITEM1500DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 04LB","NPP","ROM","Dollar General",2,"Dog Chow Line"
