"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross_non_normalised","Within_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","CB_Comp_RP_3","CB_Comp_TPR_2","CB_Comp_TPR_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_4"
"ITEM611DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 01.3OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,1.29,1.29,0,0,0,0,0.00224,1.11635445340997,0,0,31.9230769230769,75.90693903775,75.90693903775,1,NA,NA,NA,NA,0,97.9199513586975,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.29,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM611DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 01.3OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,1.29,1.29,0,0,0,0,0.00224,1.07982619381318,0,0,28.9230769230769,75.90693903775,75.90693903775,1,NA,NA,NA,NA,0,97.9199513586975,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.29,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM611DTBEGGINFUNSIZEMT_ROM","DT BEGGIN FUN SIZE MT 01.3OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,1.29,1.29,0,0,0,0,0.00224,1.04967320919148,0,0,26,75.90693903775,75.90693903775,1,NA,NA,NA,NA,0,97.9199513586975,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,1.29,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM612DTBEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,2.67616189989785,2.67616189989785,0,0,0,0,0.00118,1.23042635500841,0,0,35,72.2803189649143,72.2803189649143,1,5.61271848268227,NA,NA,0,0,193.433835726368,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.67616189989785,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA
"ITEM612DTBEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,2.67616189989785,2.67616189989785,0,0,0,0,0.00118,1.11635445340997,0,0,31.9230769230769,68.6160983675024,68.6160983675024,1,5.61271848268227,NA,NA,0,0,183.627788170753,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.67616189989785,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA
"ITEM612DTBEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,2.67616189989785,2.67616189989785,0,0,0,0,0.00118,1.07982619381318,0,0,28.9230769230769,72.4209530385426,72.4209530385426,1,5.61271848268227,NA,NA,0,0,193.810195276039,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.67616189989785,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA
"ITEM612DTBEGGINMT_ROM","DT BEGGIN MT 03OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,2.67616189989785,2.67616189989785,0,0,0,0,0.00118,1.04967320919148,0,0,26,76.7868256187676,76.7868256187676,1,5.61271848268227,NA,NA,0,0,205.493977135046,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.67616189989785,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA
"ITEM613DTBEGGINMT_ROM","DT BEGGIN MT 08.5-9OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,4.97762237762238,4.97762237762238,0,0,0,0,0.00119,1.23042635500841,0,0,35,218.139537707163,218.139537707163,1,NA,6.49,11.991503006012,NA,0,1085.81624433537,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.97762237762238,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,0,0,0,0,0,0,8.99,NA,NA,NA,NA,NA
"ITEM613DTBEGGINMT_ROM","DT BEGGIN MT 08.5-9OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,4.97762237762238,4.97762237762238,0,0,0,0,0.00119,1.11635445340997,0,0,31.9230769230769,192.337859875137,192.337859875137,1,NA,6.49,11.991503006012,NA,0,957.385235378478,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.97762237762238,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,0,0,0,0,0,0,8.99,NA,NA,NA,NA,NA
"ITEM613DTBEGGINMT_ROM","DT BEGGIN MT 08.5-9OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,4.97762237762238,4.97762237762238,0,0,0,0,0.00119,1.07982619381318,0,0,28.9230769230769,177.741684439735,177.741684439735,1,NA,6.49,11.991503006012,NA,0,884.730985903521,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.97762237762238,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,0,0,0,0,0,0,8.99,NA,NA,NA,NA,NA
"ITEM613DTBEGGINMT_ROM","DT BEGGIN MT 08.5-9OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,4.97762237762238,4.97762237762238,0,0,0,0,0.00119,1.04967320919148,0,0,26,165.096954543695,165.096954543695,1,NA,6.49,11.991503006012,NA,0,821.790295414003,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.97762237762238,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,0,0,0,0,0,0,8.99,NA,NA,NA,NA,NA
"ITEM614DTBEGGINMT_ROM","DT BEGGIN MT 40OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,17.0324725584543,17.0324725584543,0,0,0,0,0.2639,1.23042635500841,0,0,35,803.465043321341,803.465043321341,2,NA,NA,NA,NA,0,13684.996302048,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.0324725584543,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM614DTBEGGINMT_ROM","DT BEGGIN MT 40OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,17.0324725584543,17.0324725584543,0,0,0,0,0.2639,1.11635445340997,0,0,31.9230769230769,674.758252635882,674.758252635882,2,NA,NA,NA,NA,0,11492.8014216112,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.0324725584543,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM614DTBEGGINMT_ROM","DT BEGGIN MT 40OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,17.0324725584543,17.0324725584543,0,0,0,0,0.2639,1.07982619381318,0,0,28.9230769230769,622.701904917881,622.701904917881,2,NA,NA,NA,NA,0,10606.153107611,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.0324725584543,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM614DTBEGGINMT_ROM","DT BEGGIN MT 40OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,17.0324725584543,17.0324725584543,0,0,0,0,0.2639,1.04967320919148,0,0,26,579.248619035373,579.248619035373,2,NA,NA,NA,NA,0,9866.03620824255,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.0324725584543,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM617DTBEGGINMT_ROM","DT BEGGIN MT 32OZ 2CT","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,23.0084697508897,23.0084697508897,0,0,0,0,0.05978,1.23042635500841,0,0,35,280.266666218938,280.266666218938,1,3.50071875,0.985671633257816,4.49,NA,0,6448.50711188113,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.0084697508897,"2022-12-31",NA,NA,4,4,0,11.2734919444128,NA,NA,0,NA,NA,NA,NA,NA,4.22481973066325,NA,NA,NA,NA,NA
"ITEM617DTBEGGINMT_ROM","DT BEGGIN MT 32OZ 2CT","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,23.0084697508897,23.0084697508897,0,0,0,0,0.05978,1.11635445340997,0,0,31.9230769230769,262.847823681286,262.847823681286,1,3.50071875,0.98884519180663,4.49,NA,0,6047.72620025805,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.0084697508897,"2022-09-24",NA,NA,3,3,0,11.2734919444128,NA,NA,0,NA,NA,NA,NA,NA,4.22481973066325,NA,NA,NA,NA,NA
"ITEM617DTBEGGINMT_ROM","DT BEGGIN MT 32OZ 2CT","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,23.0084697508897,23.0084697508897,0,0,0,0,0.05978,1.07982619381318,0,0,28.9230769230769,257.843664444203,257.843664444203,1,3.50071875,0.984963085138229,4.49,NA,0,5932.58815382299,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.0084697508897,"2022-06-25",NA,NA,2,2,0,11.2734919444128,NA,NA,0,NA,NA,NA,NA,NA,4.22481973066325,NA,NA,NA,NA,NA
"ITEM617DTBEGGINMT_ROM","DT BEGGIN MT 32OZ 2CT","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,23.0084697508897,23.0084697508897,0,0,0,0,0.05978,1.04967320919148,0,0,26,253.824315509019,253.824315509019,1,3.50071875,0.984315283460933,4.49,NA,0,5840.10908542955,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.0084697508897,"2022-03-26",NA,NA,1,1,0,11.2734919444128,NA,NA,0,NA,NA,NA,NA,NA,4.22481973066325,NA,NA,NA,NA,NA
"ITEM618DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 19.5-22OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,6.67853354847385,6.67853354847385,0,0,0,0,0.153185,1.23042635500841,0,0,35,247.45046121505,247.45046121505,1,NA,NA,NA,NA,0,1652.60620681004,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.67853354847385,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM618DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 19.5-22OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,6.67853354847385,6.67853354847385,0,0,0,0,0.153185,1.11635445340997,0,0,31.9230769230769,247.45046121505,247.45046121505,1,NA,NA,NA,NA,0,1652.60620681004,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.67853354847385,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM618DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 19.5-22OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,6.67853354847385,6.67853354847385,0,0,0,0,0.153185,1.07982619381318,0,0,28.9230769230769,247.45046121505,247.45046121505,1,NA,NA,NA,NA,0,1652.60620681004,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.67853354847385,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM618DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 19.5-22OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,6.67853354847385,6.67853354847385,0,0,0,0,0.153185,1.04967320919148,0,0,26,247.45046121505,247.45046121505,1,NA,NA,NA,NA,0,1652.60620681004,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,6.67853354847385,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM619DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 32-36OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,10.88,10.88,0,0,0,0,0.108925,1.23042635500841,0,0,35,63.1479249098145,63.1479249098145,1,NA,NA,NA,NA,0,687.049423018782,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.88,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM619DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 32-36OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,10.88,10.88,0,0,0,0,0.108925,1.11635445340997,0,0,31.9230769230769,63.1479249098145,63.1479249098145,1,NA,NA,NA,NA,0,687.049423018782,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.88,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM619DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 32-36OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,10.88,10.88,0,0,0,0,0.108925,1.07982619381318,0,0,28.9230769230769,63.1479249098145,63.1479249098145,1,NA,NA,NA,NA,0,687.049423018782,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.88,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM619DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 32-36OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,10.88,10.88,0,0,0,0,0.108925,1.04967320919148,0,0,26,63.1479249098145,63.1479249098145,1,NA,NA,NA,NA,0,687.049423018782,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.88,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,1,"Retailer","DeMoulas",NA,624,222.857142857143,NA,3.99,3.99,0,0,0,0,0.710155,1.23042635500841,0,0,35,290.517582866466,276.937308388128,2,NA,NA,NA,NA,13.5802744783378,1104.97986046863,53.8732516606083,809.492380952381,3.62285714285714,785.002358911324,805.869523809524,24.4835743194036,24.4835743194036,0,0,53.8732516606083,NA,NA,0.312043507959415,3.98892045454545,"2022-12-31",0.04,2.93833333333333,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,1,0,"Retailer","DeMoulas",NA,672,240,NA,3.99,3.99,0,0,0,0,0.710155,1.11635445340997,0,0,31.9230769230769,280.901430478445,280.901430478445,2,NA,NA,NA,NA,0,1116.16254916374,0,848.93141025641,4.4,797.569865375834,844.53141025641,50.9771628587523,50.9771628587523,0,0,0,NA,NA,4.63415844525373,3.97351124220097,"2022-09-24",0.04,2.86571428571428,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",1,0,0,"Retailer","DeMoulas",NA,912,336,NA,3.99,3.99,0.0471786988822295,0,0,0,0.710155,1.07982619381318,0.0471786988822295,0.0471786988822295,28.9230769230769,285.57015845289,272.393832125753,2,NA,NA,NA,NA,13.1763263271371,1057.4627530943,24.5214403689035,895.572051282051,4.65230769230769,738.098303207559,890.919743589744,145.254145222976,145.254145222976,0,23.5674984865364,17.2212808521969,NA,NA,57.44073876383,3.98226434306482,"2022-06-25",0.04,2.71236842105263,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_Retailer","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,0,"Retailer","DeMoulas",NA,936,468,NA,3.99,3.99,0,0,0,0,0.710155,1.04967320919148,0,0.0115215600609451,26,276.110661280541,261.248237051587,2,NA,NA,NA,NA,14.8624242289537,1039.01162169626,57.3964691210279,926.243055555555,5.04666666666667,702.617221109546,921.196388888888,221.353528886738,221.353528886738,0,0,57.3964691210279,NA,NA,5.27344769207389,3.97084783168247,"2022-03-26",0.04,2.71981481481481,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,4.00683092870359,4.00683092870359,0,0,0,0,0.261005,1.23042635500841,0,0,35,570.619457136182,570.619457136182,2,NA,NA,NA,NA,0,2286.37568937331,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.00683092870359,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,4.00683092870359,4.00683092870359,0,0,0,0,0.261005,1.11635445340997,0,0,31.9230769230769,531.850882905815,531.850882905815,2,NA,NA,NA,NA,0,2131.03656708533,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.00683092870359,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,4.00683092870359,4.00683092870359,0,0,0,0,0.261005,1.07982619381318,0,0,28.9230769230769,529.140302642331,529.140302642331,2,NA,NA,NA,NA,0,2120.17573025087,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.00683092870359,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM61BUSYTWISTEDCW_ROM","DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,4.00683092870359,4.00683092870359,0,0,0,0,0.261005,1.04967320919148,0,0,26,536.424967300958,536.424967300958,2,NA,NA,NA,NA,0,2149.36414991029,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.00683092870359,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM620DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 08.5-9.5OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,3.79223803632129,3.79223803632129,0,0,0,0,0.036515,1.23042635500841,0,0,35,146.153861110448,146.153861110448,1,NA,NA,NA,NA,0,554.25023125826,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.79223803632129,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM620DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 08.5-9.5OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,3.79223803632129,3.79223803632129,0,0,0,0,0.036515,1.11635445340997,0,0,31.9230769230769,146.153861110448,146.153861110448,1,NA,NA,NA,NA,0,554.25023125826,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.79223803632129,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM620DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 08.5-9.5OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,3.79223803632129,3.79223803632129,0,0,0,0,0.036515,1.07982619381318,0,0,28.9230769230769,146.153861110448,146.153861110448,1,NA,NA,NA,NA,0,554.25023125826,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.79223803632129,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM620DTBENEFULBAKEDCR_ROM","DT BENEFUL BAKED CR 08.5-9.5OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,3.79223803632129,3.79223803632129,0,0,0,0,0.036515,1.04967320919148,0,0,26,146.153861110448,146.153861110448,1,NA,NA,NA,NA,0,554.25023125826,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.79223803632129,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM656DTBUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,4.38130783206343,4.38130783206343,0,0,0,0,0.30624,1.23042635500841,0,0,35,2076.03506546623,2076.03506546623,2,NA,NA,NA,NA,0,9095.74869196549,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.38130783206343,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM656DTBUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,4.38130783206343,4.38130783206343,0,0,0,0,0.30624,1.11635445340997,0,0,31.9230769230769,1859.79088006087,1859.79088006087,2,NA,NA,NA,NA,0,8148.31634881084,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.38130783206343,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM656DTBUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,4.38130783206343,4.38130783206343,0,0,0,0,0.30624,1.07982619381318,0,0,28.9230769230769,1810.02531534021,1810.02531534021,2,NA,NA,NA,NA,0,7930.27809033313,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.38130783206343,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM656DTBUSYCW_ROM","DT BUSY CW 06.5-7OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,4.38130783206343,4.38130783206343,0,0,0,0,0.30624,1.04967320919148,0,0,26,1540.13242671273,1540.13242671273,2,NA,NA,NA,NA,0,6747.79426357136,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.38130783206343,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM657DTBUSYCW_ROM","DT BUSY CW 17-21OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,9.91387020648967,9.91387020648967,0,0,0,0,0.407095,1.23042635500841,0,0,35,1967.89997262794,1967.89997262794,2,NA,NA,NA,NA,0,19509.504907988,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.91387020648967,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM657DTBUSYCW_ROM","DT BUSY CW 17-21OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,9.91387020648967,9.91387020648967,0,0,0,0,0.407095,1.11635445340997,0,0,31.9230769230769,1834.05848754145,1834.05848754145,2,NA,NA,NA,NA,0,18182.6177965967,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.91387020648967,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM657DTBUSYCW_ROM","DT BUSY CW 17-21OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,9.91387020648967,9.91387020648967,0,0,0,0,0.407095,1.07982619381318,0,0,28.9230769230769,1754.9138990357,1754.9138990357,2,NA,NA,NA,NA,0,17397.9886186047,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.91387020648967,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM657DTBUSYCW_ROM","DT BUSY CW 17-21OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,9.91387020648967,9.91387020648967,0,0,0,0,0.407095,1.04967320919148,0,0,26,1689.36280859614,1689.36280859614,2,NA,NA,NA,NA,0,16748.123616093,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,9.91387020648967,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM658DTBUSYCW_ROM","DT BUSY CW 35OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,15.9434221439208,15.9434221439208,0,0,0,0,0.13515,1.23042635500841,0,0,35,582.012945723718,582.012945723718,1,NA,NA,NA,NA,0,9279.2780869001,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,15.9434221439208,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
