"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","CB_Comp_RP_3","CB_Comp_TPR_2","CB_Comp_TPR_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_4"
"ITEM487BEGGINMT_Retailer","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,0,"Retailer","DeMoulas",NA,939,333,NA,11.0601809844053,11.0149607672969,0.0405236155122981,0,0,0,0.506906666666667,1.04967320919148,0.0405236155122981,0.0405236155122981,26,176.333333333333,118.424959359133,2,NA,NA,NA,0,57.9083739741999,1301.98885714027,585.378642859728,564.277975737081,NA,NA,21.1006671226471,0,238.115650824839,NA,1328.07293229386,120.854249034118,1676.5925,24.375,1123.20150123751,1652.2175,542.786273000557,542.786273000557,NA,NA,146.48735387657,1566.1885831187,86.4085104816485,10.9416892189568,"2022-03-26",0.5,9.42682907348243,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM487BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,11.8796823689113,11.7919406662854,0,0.00352285714285714,0.0187821428571429,0,0.394448214285714,1.23042635500841,0,0,35,1651.98942857143,1612.05017678036,2,NA,11.356704326223,NA,NA,39.9392517910643,18924.4624717711,471.250028228916,471.250028228916,NA,NA,0,0,0,NA,19273.0919632422,1641.83733844906,NA,0,NA,NA,NA,NA,NA,NA,1641.83733844906,19273.0919632422,230.505495883318,11.7432080959623,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM487BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,11.7520569152864,11.7368490504084,0.007935263307915,0,0.00452923076923077,0,0.358825769230769,1.11635445340997,0.007935263307915,0.007935263307915,31.9230769230769,1426.24084615385,1411.07372862478,2,NA,11.2930478477914,NA,NA,15.1671175290615,16407.5287130104,176.666210066526,176.666210066526,NA,NA,0,0,0,NA,16575.217718628,1425.69056770511,NA,0,NA,NA,NA,NA,NA,NA,1425.69056770511,16575.217718628,171.105119866356,11.7306918083632,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM487BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,10.9540413525535,10.8766807521723,0,0.00220538461538462,0.00492692307692308,0,0.38797,1.07982619381318,0,0,28.9230769230769,1587.51676923077,1578.0741591501,2,NA,11.0524921559965,NA,NA,9.44261008066617,17118.3343226134,102.242600463522,102.242600463522,NA,NA,0,0,0,NA,17404.4699799361,1604.50565832912,NA,0,NA,NA,NA,NA,NA,NA,1604.50565832912,17404.4699799361,167.844054578609,10.8497030829257,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM487BEGGINMT_ROM","DT BEGGIN MT 25OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,10.6436604166939,10.5814001467244,0,0.000639166666666667,0.00710916666666667,0.000350833333333333,0.374610833333333,1.04967320919148,0,0,26,1616.95725,1588.64889083544,2,NA,10.9416892189568,NA,NA,28.3083591645608,16805.5652172974,301.192532702586,301.192532702586,NA,NA,0,0,0,NA,17029.8473301636,1610.44907552592,NA,0,NA,NA,NA,NA,NA,NA,1610.44907552592,17029.8473301636,99.8407813415247,10.5814001467244,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_Retailer","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",0,0,1,"Retailer","DeMoulas",NA,1136.57142857143,0,NA,3.19501988257702,3.19095169398473,0,0,0,0,0.47665,1.23042635500841,0,0,35,294.928571428571,199.482274959174,2,NA,NA,NA,0.0539932005730043,95.4462964693978,636.684962831799,302.983608596772,302.983608596772,NA,NA,0,0,355.492852188092,NA,770.128152822439,240.87427341224,636.763169642857,0,428.658739545494,636.763169642857,207.290411075976,207.290411075976,NA,NA,353.27552714276,1125.62100501053,2.85824172798086,3.18691861759247,"2022-12-31",NA,2.15442307692308,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_Retailer","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",0,1,0,"Retailer","DeMoulas",NA,1360,0,NA,3.17144496255069,3.1705787876545,0,0,0,0,0.389821923076923,1.11635445340997,0,0,31.9230769230769,198.230769230769,104.797960455747,2,NA,NA,NA,0.0344175907025191,93.4328087750224,330.770189757292,292.649810242708,292.649810242708,NA,NA,0,0,212.524611233143,NA,331.076165272946,104.894731205884,417.868668639053,0,219.593314622546,417.868668639053,197.953461379563,197.953461379563,NA,NA,173.413399105761,543.600776506089,1.24276036545963,3.16630872820066,"2022-09-24",NA,2.11040384615384,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_Retailer","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",1,0,0,"Retailer","DeMoulas",NA,1276.30769230769,0,NA,3.32839905797588,3.106953541508,0.0347032954119151,0,0,0,0.346181538461538,1.07982619381318,0.0479441529150677,0.0611850104182203,28.9230769230769,174.538461538462,63.3477272195078,2,NA,NA,NA,0.0359507682482253,111.190734318954,201.623595378318,319.096404621682,304.574391225836,NA,NA,10.4435247715533,11.2596291717108,224.83754647172,NA,207.779723420807,65.1773161667248,368.07426035503,0,133.473646548679,368.07426035503,224.483728003324,224.483728003324,NA,NA,145.113830550142,432.617269892527,46.1226471366164,3.10373225299259,"2022-06-25",NA,2.10588114754098,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_Retailer","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",0,0,0,"Retailer","DeMoulas",NA,1099.33333333333,0,NA,3.20770717514298,3.21171455091938,0.0784563434259065,0,0,0,0.1683325,1.04967320919148,0.0641120811308245,0.0918108825499712,26,87.3333333333333,26.580740777126,2,NA,NA,NA,0.013054356095088,60.7525925562073,80.143550459071,178.861449540929,169.106631317717,NA,NA,24.3217698854292,8.90356047582807,42.0349886850265,NA,92.7015475814885,30.8008352962165,175.909310897436,0,53.6447183780686,175.909310897436,113.500639121564,113.500639121564,NA,NA,46.1697075438644,134.736536266515,15.4756981427954,3.19543698166281,"2022-03-26",NA,2.03770618556701,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,3.86268736216872,3.83715741314674,0.0539932005730043,0,0.000190714285714286,0,0.171173571428571,1.23042635500841,0.0539932005730043,0.0539932005730043,35,1106.12835714286,906.626831586589,2,NA,NA,NA,0,199.501525556268,3244.53736112379,707.624210304779,707.624210304779,NA,NA,0,0,0,NA,3566.94168731689,995.327444491167,NA,0,NA,NA,NA,NA,NA,NA,995.327444491167,3566.94168731689,257.380215600924,3.8192312722891,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,4.06215893097356,4.06215893097356,0.0344175907025191,0,0.00021,0,0.146402307692308,1.11635445340997,0.0344175907025191,0.0344175907025191,31.9230769230769,814.877307692308,703.332555316131,2,NA,NA,NA,0,111.544752376176,2720.51712950228,415.084408959256,415.084408959256,NA,NA,0,0,0,NA,2923.31754684605,754.706189790498,NA,0,NA,NA,NA,NA,NA,NA,754.706189790498,2923.31754684605,171.733888951277,4.0518912572185,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,3.54465660570327,3.56546673169183,0.0359507682482253,0,0.00034,0,0.159373461538462,1.07982619381318,0.0430376778337487,0.0480009431052296,28.9230769230769,1059.88738461538,944.439185504656,2,NA,NA,NA,0.0347032954119151,115.448199110728,3189.74965583157,379.376651860733,379.376651860733,NA,NA,0,0,0,NA,3281.5685049154,973.130010133961,NA,0,NA,NA,NA,NA,NA,NA,973.130010133961,3281.5685049154,165.884576634439,3.55267483300405,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM53ALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,3.1951236064938,3.20003368476934,0.013054356095088,0,0,0,0.2107675,1.04967320919148,0.00537687071077103,0,26,1175.0225,1068.51313521457,2,NA,NA,NA,0.0784563434259065,106.509364785433,3335.01803087795,335.411385788713,335.411385788713,NA,NA,0,0,0,NA,3872.18538604498,1240.62659084204,NA,0,NA,NA,NA,NA,NA,NA,1240.62659084204,3872.18538604498,68.6627174161766,3.1784470971493,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM598PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,5.99106040036076,5.99030667488387,0,0,0,0,0.000345714285714286,1.23042635500841,0,0,35,0.857142857142857,0.857142857142857,1,NA,NA,NA,NA,0,5.13428571428571,0,0,NA,NA,0,0,0,NA,75.6639034316775,12.6317095643121,NA,0,NA,NA,NA,NA,NA,NA,12.6317095643121,75.6639034316775,0.00131426090772914,5.98999733425399,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM598PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,5.99118835348373,5.99,0.0173365866187235,0,0,0,0.00163615384615385,1.11635445340997,0.0173365866187235,0.0173365866187235,31.9230769230769,3.53846153846154,3.53846153846154,1,NA,NA,NA,NA,0,20.7338461538462,0,0,NA,NA,0,0,0,NA,89.9607310113135,15.5754104690094,NA,0,NA,NA,NA,NA,NA,NA,15.5754104690094,89.9607310113135,0.464030016177763,5.99,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM598PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,5.99038093470391,5.99,0.0115577244124823,0,0,0,0.00381230769230769,1.07982619381318,0.0115577244124823,0.0115577244124823,28.9230769230769,7.69230769230769,7.51013035229645,1,NA,NA,NA,NA,0.182177340011246,44.5241423487173,1.09124226666736,1.09124226666736,NA,NA,0,0,0,NA,84.167103149792,14.3443270550562,NA,0,NA,NA,NA,NA,NA,NA,14.3443270550562,84.167103149792,0.464637716491229,5.99,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM598PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,5.99033698128444,5.91753147260427,0.0887784275704928,0,0,0,0.01671,1.04967320919148,0.0887784275704928,0.0887784275704928,26,70.0833333333333,39.4572748936243,1,NA,NA,NA,NA,30.626058439709,190.515578217058,162.982755116275,162.982755116275,NA,NA,0,0,0,NA,190.964479935196,39.5352196289762,NA,0,NA,NA,NA,NA,NA,NA,39.5352196289762,190.964479935196,66.3227014268733,5.88127244129574,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM603DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,7.35665473646982,7.35146574226186,0,0,0,0,0.133018214285714,1.23042635500841,0,0,35,170.062642857143,154.597373825142,1,NA,NA,NA,NA,15.4652690320008,1134.95036199128,113.452209437287,113.452209437287,NA,NA,0,0,0,NA,1156.83176168569,157.580146748275,NA,0,NA,NA,NA,NA,NA,NA,157.580146748275,1156.83176168569,2.70137543240587,7.34130600493962,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM603DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,7.33994009932031,7.33819507523888,0,0,0,0,0.121853461538462,1.11635445340997,0,0,31.9230769230769,142.769230769231,135.836667185728,1,NA,NA,NA,NA,6.93256358350293,996.872356783005,50.8622586016107,50.8622586016107,NA,NA,0,0,0,NA,1157.25186705073,157.82314520309,NA,0,NA,NA,NA,NA,NA,NA,157.82314520309,1157.25186705073,0.75615261268598,7.33279422818585,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM603DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,6.51717751346415,6.51494728847096,0,0,0,0,0.137539230769231,1.07982619381318,0,0,28.9230769230769,197.615384615385,181.165044655341,1,NA,NA,NA,NA,16.4503399600434,1176.93890599423,105.918786313463,105.918786313463,NA,NA,0,0,0,NA,1201.374622959,184.913918598391,NA,0,NA,NA,NA,NA,NA,NA,184.913918598391,1201.374622959,2.60476489879945,6.50428008009148,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM603DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,6.19557295947683,6.1712656460712,0.00625528969128493,0,0,0,0.136313333333333,1.04967320919148,0.00625528969128493,0.00625528969128493,26,201.333333333333,186.471094958952,1,NA,NA,NA,NA,14.8622383743813,1144.24573300967,92.6892669903271,92.6892669903271,NA,NA,0,0,0,NA,1210.69290599379,197.920292232125,NA,0,NA,NA,NA,NA,NA,NA,197.920292232125,1210.69290599379,12.3655994259153,6.1651733638024,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM605DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,6.23009941838365,6.22955431018849,0,0,0,0,0.0616789285714286,1.23042635500841,0,0,35,111.357142857143,40.9285416525145,1,NA,NA,NA,NA,70.4286012046284,254.73055225862,438.435162027094,438.435162027094,NA,NA,0,0,0,NA,321.028976353003,51.5703370152376,NA,0,NA,NA,NA,NA,NA,NA,51.5703370152376,321.028976353003,0.597487718260172,6.22622370508288,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM605DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,6.23002929286581,6.23,0,0,0,0,0.0739784615384615,1.11635445340997,0,0,31.9230769230769,127.230769230769,49.3234438329667,1,NA,NA,NA,NA,77.9073253978026,306.82907285909,484.48169637168,484.48169637168,NA,NA,0,0,0,NA,347.214426670903,55.8058441237874,NA,0,NA,NA,NA,NA,NA,NA,55.8058441237874,347.214426670903,1.34699861343479,6.22394608174726,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM605DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,5.5299762488776,5.52779491499373,0,0,0,0,0.0964730769230769,1.07982619381318,0,0,28.9230769230769,155.538461538462,81.3791749307479,1,NA,NA,NA,NA,74.1592866077137,451.198241649573,413.699450658119,413.699450658119,NA,NA,0,0,0,NA,500.700887739178,90.4180933539592,NA,0,NA,NA,NA,NA,NA,NA,90.4180933539592,500.700887739178,0.659601265283441,5.52646764988936,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM605DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,5.23440492380945,5.23303303508419,0,0,0,0,0.11401,1.04967320919148,0,0,26,123.166666666667,110.596225992477,1,NA,NA,NA,NA,12.57044067419,566.49320427267,63.7184623939971,63.7184623939971,NA,NA,0,0,0,NA,615.580149999102,119.854490148877,NA,0,NA,NA,NA,NA,NA,NA,119.854490148877,615.580149999102,0.963478995950883,5.21971508673207,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM606DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,2.71315596931697,2.68487750414229,0,0,0,0,0.0390828571428571,1.23042635500841,0,0,35,244.301714285714,198.983297543619,1,NA,NA,NA,0.00498980415689164,45.3184167420951,531.330115456842,121.878955971729,121.878955971729,NA,NA,0,0,0,NA,595.247172158041,223.47023989548,NA,0,NA,NA,NA,NA,NA,NA,223.47023989548,595.247172158041,8.96474895939377,2.65250608829004,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,0,0.0455075236872381,0.0251652935273124,0.0837164452725767,0.0981939343331029,NA,NA,0.0200085570937894,NA,NA,NA,NA
"ITEM606DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,2.6924841808574,2.68490580071125,0,0,0,0,0.0425307692307692,1.11635445340997,0,0,31.9230769230769,279.997615384615,254.963517063401,1,NA,NA,NA,0.215973786738145,25.0340983212145,680.34739819704,66.7999094952673,66.7999094952673,NA,NA,0,0,0,NA,744.316884961708,278.95921122092,NA,0,NA,NA,NA,NA,NA,NA,278.95921122092,744.316884961708,6.81763258635036,2.66812484102434,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,0.007935263307915,0.0417683281399764,0.0064490951587733,0.00599445848908418,0.0349807098951519,NA,NA,0,NA,NA,NA,NA
"ITEM606DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,2.49288146714939,2.48866458752533,0,0,0,0,0.0460011538461538,1.07982619381318,0,0,28.9230769230769,312.695076923077,294.778732131958,1,NA,NA,NA,0.0227028924776795,17.9163447911191,733.779503449637,46.7894965503627,46.7894965503627,NA,NA,0,0,0,NA,768.580047312695,308.985997792525,NA,0,NA,NA,NA,NA,NA,NA,308.985997792525,768.580047312695,1.96257905050184,2.48554330507438,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,0,0.0123324443867859,0.00400575238724192,0,0.0432130384953299,NA,NA,0.0299294282110319,NA,NA,NA,NA
"ITEM606DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,2.37317152530378,2.36879853670493,0,0,0,0,0.04535625,1.04967320919148,0,0,26,335.498,311.017651810986,1,NA,NA,NA,0.159795075325881,24.480348189014,737.493249291789,58.920084041544,58.920084041544,NA,NA,0,0,0,NA,765.535433383151,322.851535655279,NA,0,NA,NA,NA,NA,NA,NA,322.851535655279,765.535433383151,2.04586743249042,2.36687278990303,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,0,0.132210625181332,0,0,0.132544592074681,NA,NA,0.00605757030687683,NA,NA,NA,NA
"ITEM607DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,10.9438580588835,10.94,0,0,0,0,0.119307857142857,1.23042635500841,0,0,35,130.714285714286,80.1645738199522,1,NA,NA,NA,NA,50.5497118943335,876.973646418463,552.995639295823,552.995639295823,NA,NA,0,0,0,NA,970.263719350175,88.6920027899442,NA,0,NA,NA,NA,NA,NA,NA,88.6920027899442,970.263719350175,0.591741744536576,10.9396979302421,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,10.9445864560479,10.9397370304114,0,0,0,0,0.118283461538462,1.11635445340997,0,0,31.9230769230769,111.076923076923,80.5560019314998,1,NA,NA,NA,NA,30.5209211454232,881.201891899839,333.89887733093,333.89887733093,NA,NA,0,0,0,NA,970.267187222508,88.6920027899442,NA,0,NA,NA,NA,NA,NA,NA,88.6920027899442,970.267187222508,0.556638370983629,10.9397370304114,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,9.85216793042198,9.80873449387484,0,0,0,0,0.131818076923077,1.07982619381318,0,0,28.9230769230769,126.846153846154,87.5618487291793,1,NA,NA,NA,NA,39.2843051169746,856.347801531239,385.238352314914,385.238352314914,NA,NA,0,0,0,NA,867.318237543789,88.6920027899442,NA,0,NA,NA,NA,NA,NA,NA,88.6920027899442,867.318237543789,9.32908572526818,9.77899032901447,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,9.32397863368192,9.24310643552475,0,0,0,0,0.08515,1.04967320919148,0,0,26,66.75,58.3716678291434,1,NA,NA,NA,NA,8.37833217085658,538.064304671178,79.6656953288217,79.6656953288217,NA,NA,0,0,0,NA,818.719652968984,88.6920027899442,NA,0,NA,NA,NA,NA,NA,NA,88.6920027899442,818.719652968984,7.23064955925339,9.23104256544998,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM608DTTBONZMT_ROM","DT T BONZ MT 10OZ","Dog Treats","NPP",0,0,1,"ROM","DeMoulas",NA,NA,NA,NA,2.69499260056373,2.69313010928683,0,0,0,0,0.00301142857142857,1.23042635500841,0,0,35,31.3445,22.6178361478362,1,NA,NA,NA,NA,8.72666385216377,59.9588502832394,23.2160782881891,23.2160782881891,NA,NA,0,0,0,NA,92.5429469655325,34.8682500635731,NA,0,NA,NA,NA,NA,NA,NA,34.8682500635731,92.5429469655325,1.08751157311333,2.65772658168875,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM608DTTBONZMT_ROM","DT T BONZ MT 10OZ","Dog Treats","NPP",0,1,0,"ROM","DeMoulas",NA,NA,NA,NA,2.70374420147284,2.70507482181299,0.0250302415916146,0,0,0,0.00408923076923077,1.11635445340997,0.0250302415916146,0.0250302415916146,31.9230769230769,44.0043076923077,33.1859323788302,1,NA,NA,NA,NA,10.8183753134775,86.3832160169804,28.0510916753272,28.0510916753272,NA,NA,0,0,0,NA,92.7599165987737,35.6524164771577,NA,0,NA,NA,NA,NA,NA,NA,35.6524164771577,92.7599165987737,4.64105509973408,2.67661477843568,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM608DTTBONZMT_ROM","DT T BONZ MT 10OZ","Dog Treats","NPP",1,0,0,"ROM","DeMoulas",NA,NA,NA,NA,2.48236474975326,2.48362096668367,0,0,0,0,0.00415538461538462,1.07982619381318,0,0.00608332887481112,28.9230769230769,50.436,34.3901003796873,1,NA,NA,NA,NA,16.0458996203127,83.3891222267155,38.3692623886691,38.3692623886691,NA,NA,0,0,0,NA,104.989656816202,43.0787999842129,NA,0,NA,NA,NA,NA,NA,NA,43.0787999842129,104.989656816202,2.68473521534264,2.44646692209599,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM608DTTBONZMT_ROM","DT T BONZ MT 10OZ","Dog Treats","NPP",0,0,0,"ROM","DeMoulas",NA,NA,NA,NA,2.39168039394578,2.38820370966208,0.00659027294771205,0,0,0,0.00613166666666667,1.04967320919148,0.00659027294771205,0,26,78.2418333333333,44.5422558072055,1,NA,NA,NA,NA,33.6995775261278,104.732094468319,80.4799888650144,80.4799888650144,NA,NA,0,0,0,NA,110.37888228277,47.0217563876561,NA,0,NA,NA,NA,NA,NA,NA,47.0217563876561,110.37888228277,1.93502495639537,2.37089502753787,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
