"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within_non_normalised","Cross_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_3","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_2","CB_Comp_TPR_3","WB_Comp_RP_4","WB_Comp_RP_5","CB_Comp_TPR_4","CB_Comp_TPR_5","CB_Comp_TPR_6"
"ITEM2813DCFRISKIESML_ROM","DC FRISKIES ML 22LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,20.3616055045872,20.3616055045872,0,0,0,0,0.18172,1.02439973051162,0,0,26,135.396291863231,135.396291863231,2,NA,NA,NA,NA,NA,NA,0,2756.88588170306,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,20.3616055045872,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2814DCFRISKIESML_ROM","DC FRISKIES ML 18.5LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,14.8719597069597,14.8719597069597,0,0,0,0,0.029585,1.21993207879473,0,0,35,142.406917679921,142.406917679921,1,NA,NA,0,29.99,16.46746003996,0,0,2117.86994172811,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,14.8719597069597,"2022-12-31",NA,NA,4,4,0,NA,0,NA,NA,NA,5.96566241112753,9.99942084942085,NA,0,0,NA,NA,0,0,0
"ITEM2814DCFRISKIESML_ROM","DC FRISKIES ML 18.5LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,14.8719597069597,14.8719597069597,0,0,0,0,0.029585,1.0692528023185,0,0,31.9230769230769,112.919147695332,112.919147695332,1,NA,NA,0,29.99,16.46746003996,0,0,1679.32901466921,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,14.8719597069597,"2022-09-24",NA,NA,3,3,0,NA,0,NA,NA,NA,5.96566241112753,9.99942084942085,NA,0,0,NA,NA,0,0,0
"ITEM2814DCFRISKIESML_ROM","DC FRISKIES ML 18.5LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,14.8719597069597,14.8719597069597,0,0,0,0,0.029585,1.01335406548968,0,0,28.9230769230769,103.680300771463,103.680300771463,1,NA,NA,0,29.99,16.46746003996,0,0,1541.92925547866,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,14.8719597069597,"2022-06-25",NA,NA,2,2,0,NA,0,NA,NA,NA,5.96566241112753,9.99942084942085,NA,0,0,NA,NA,0,0,0
"ITEM2814DCFRISKIESML_ROM","DC FRISKIES ML 18.5LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,14.8719597069597,14.8719597069597,0,0,0,0,0.029585,1.02439973051162,0,0,26,105.76953850804,105.76953850804,1,NA,NA,0,29.99,16.46746003996,0,0,1573.00031491529,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,14.8719597069597,"2022-03-26",NA,NA,1,1,0,NA,0,NA,NA,NA,5.96566241112753,9.99942084942085,NA,0,0,NA,NA,0,0,0
"ITEM2815DCFRISKIESML_ROM","DC FRISKIES ML 30LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,25.8002640264026,25.8002640264026,0,0,0,0,0.06637,1.21993207879473,0,0,35,79.4854946858545,79.4854946858545,1,NA,NA,NA,9.99942084942085,NA,NA,0,2050.74674916427,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,25.8002640264026,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2815DCFRISKIESML_ROM","DC FRISKIES ML 30LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,25.8002640264026,25.8002640264026,0,0,0,0,0.06637,1.0692528023185,0,0,31.9230769230769,75.5465330825067,75.5465330825067,1,NA,NA,NA,9.99942084942085,NA,NA,0,1949.12049980803,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,25.8002640264026,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2815DCFRISKIESML_ROM","DC FRISKIES ML 30LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,25.8002640264026,25.8002640264026,0,0,0,0,0.06637,1.01335406548968,0,0,28.9230769230769,71.894325713575,71.894325713575,1,NA,NA,NA,9.99942084942085,NA,NA,0,1854.89258541042,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,25.8002640264026,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2815DCFRISKIESML_ROM","DC FRISKIES ML 30LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,25.8002640264026,25.8002640264026,0,0,0,0,0.06637,1.02439973051162,0,0,26,68.5054760644427,68.5054760644427,1,NA,NA,NA,9.99942084942085,NA,NA,0,1767.45936971703,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,25.8002640264026,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2826DCKITKABOODLE_ROM","DC KIT KABOODLE 11LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,11.0830201342282,11.0830201342282,0,0,0,0,0.006955,1.21993207879473,0,0,35,129.388046627435,129.388046627435,1,NA,NA,NA,NA,NA,NA,0,1434.01032590032,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,11.0830201342282,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2826DCKITKABOODLE_ROM","DC KIT KABOODLE 11LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,11.0830201342282,11.0830201342282,0,0,0,0,0.006955,1.0692528023185,0,0,31.9230769230769,123.51593398829,123.51593398829,1,NA,NA,NA,NA,NA,NA,0,1368.92958329022,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,11.0830201342282,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2826DCKITKABOODLE_ROM","DC KIT KABOODLE 11LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,11.0830201342282,11.0830201342282,0,0,0,0,0.006955,1.01335406548968,0,0,28.9230769230769,121.409526262801,121.409526262801,1,NA,NA,NA,NA,NA,NA,0,1345.58422405773,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,11.0830201342282,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2826DCKITKABOODLE_ROM","DC KIT KABOODLE 11LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,11.0830201342282,11.0830201342282,0,0,0,0,0.006955,1.02439973051162,0,0,26,121.838010536416,121.838010536416,1,NA,NA,NA,NA,NA,NA,0,1350.3331238894,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,11.0830201342282,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2827DCKITKABOODLE_ROM","DC KIT KABOODLE 03.2LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,4.96094900371496,4.96094900371496,0,0,0,0,0.007145,1.21993207879473,0,0,35,51.4943255034899,51.4943255034899,1,NA,NA,NA,NA,NA,NA,0,255.460722803512,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.96094900371496,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2827DCKITKABOODLE_ROM","DC KIT KABOODLE 03.2LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,4.96094900371496,4.96094900371496,0,0,0,0,0.007145,1.0692528023185,0,0,31.9230769230769,51.4943255034899,51.4943255034899,1,NA,NA,NA,NA,NA,NA,0,255.460722803512,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.96094900371496,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2827DCKITKABOODLE_ROM","DC KIT KABOODLE 03.2LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,4.96094900371496,4.96094900371496,0,0,0,0,0.007145,1.01335406548968,0,0,28.9230769230769,51.4943255034899,51.4943255034899,1,NA,NA,NA,NA,NA,NA,0,255.460722803512,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.96094900371496,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2827DCKITKABOODLE_ROM","DC KIT KABOODLE 03.2LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,4.96094900371496,4.96094900371496,0,0,0,0,0.007145,1.02439973051162,0,0,26,51.4943255034899,51.4943255034899,1,NA,NA,NA,NA,NA,NA,0,255.460722803512,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,4.96094900371496,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2829DCKITKABOODLE_ROM","DC KIT KABOODLE 16LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,12.9454006968641,12.9454006968641,0,0,0,0,0.16691,1.21993207879473,0,0,35,240.150603072887,240.150603072887,2,NA,NA,0,NA,NA,NA,0,3108.84578437209,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.9454006968641,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2829DCKITKABOODLE_ROM","DC KIT KABOODLE 16LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,12.9454006968641,12.9454006968641,0,0,0,0,0.16691,1.0692528023185,0,0,31.9230769230769,228.601657887487,228.601657887487,2,NA,NA,0,NA,NA,NA,0,2959.34006132096,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.9454006968641,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2829DCKITKABOODLE_ROM","DC KIT KABOODLE 16LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,12.9454006968641,12.9454006968641,0,0,0,0,0.16691,1.01335406548968,0,0,28.9230769230769,227.191352622518,227.191352622518,2,NA,NA,0,NA,NA,NA,0,2941.08309456104,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.9454006968641,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2829DCKITKABOODLE_ROM","DC KIT KABOODLE 16LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,12.9454006968641,12.9454006968641,0,0,0,0,0.16691,1.02439973051162,0,0,26,231.013602435658,231.013602435658,2,NA,NA,0,NA,NA,NA,0,2990.56364995566,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.9454006968641,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2830DCKITKABOODLE_ROM","DC KIT KABOODLE 22LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,17.4122457838892,17.4122457838892,0,0,0,0,0.106025,1.21993207879473,0,0,35,122.094106733834,122.094106733834,1,15.0703434563029,4.78776633605376,NA,5.29,29.99,0,0,2125.93259521391,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.4122457838892,"2022-12-31",NA,NA,4,4,0,25.1370180878553,NA,NA,NA,NA,12.49,9.99942084942085,NA,0,0,12.9454006968641,24.9266666666667,0,NA,NA
"ITEM2830DCKITKABOODLE_ROM","DC KIT KABOODLE 22LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,17.4122457838892,17.4122457838892,0,0,0,0,0.106025,1.0692528023185,0,0,31.9230769230769,115.514792823372,115.514792823372,1,15.0703434563029,4.78776633605376,NA,5.29,29.99,0,0,2011.37196431559,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.4122457838892,"2022-09-24",NA,NA,3,3,0,25.1370180878553,NA,NA,NA,NA,12.49,9.99942084942085,NA,0,0,12.9454006968641,24.9266666666667,0,NA,NA
"ITEM2830DCKITKABOODLE_ROM","DC KIT KABOODLE 22LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,17.4122457838892,17.4122457838892,0,0,0,0,0.106025,1.01335406548968,0,0,28.9230769230769,119.800511597222,119.800511597222,1,15.0703434563029,4.78776633605376,NA,5.29,29.99,0,0,2085.99595296649,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.4122457838892,"2022-06-25",NA,NA,2,2,0,25.1370180878553,NA,NA,NA,NA,12.49,9.99942084942085,NA,0,0,12.9454006968641,24.9266666666667,0,NA,NA
"ITEM2830DCKITKABOODLE_ROM","DC KIT KABOODLE 22LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,17.4122457838892,17.4122457838892,0,0,0,0,0.106025,1.02439973051162,0,0,26,132.732697369042,132.732697369042,1,15.0703434563029,4.78776633605376,NA,5.29,29.99,0,0,2311.17435014834,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,17.4122457838892,"2022-03-26",NA,NA,1,1,0,25.1370180878553,NA,NA,NA,NA,12.49,9.99942084942085,NA,0,0,12.9454006968641,24.9266666666667,0,NA,NA
"ITEM2831DCKITKABOODLE_ROM","DC KIT KABOODLE 30LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,22.9512175771627,22.9512175771627,0,0,0,0,0.16426,1.21993207879473,0,0,35,133.58832983421,133.58832983421,2,NA,NA,0,NA,NA,NA,0,3066.01482379473,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.9512175771627,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2831DCKITKABOODLE_ROM","DC KIT KABOODLE 30LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,22.9512175771627,22.9512175771627,0,0,0,0,0.16426,1.0692528023185,0,0,31.9230769230769,117.37394664915,117.37394664915,2,NA,NA,0,NA,NA,NA,0,2693.87498743494,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.9512175771627,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2831DCKITKABOODLE_ROM","DC KIT KABOODLE 30LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,22.9512175771627,22.9512175771627,0,0,0,0,0.16426,1.01335406548968,0,0,28.9230769230769,113.419084925353,113.419084925353,2,NA,NA,0,NA,NA,NA,0,2603.10609552447,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.9512175771627,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2831DCKITKABOODLE_ROM","DC KIT KABOODLE 30LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,22.9512175771627,22.9512175771627,0,0,0,0,0.16426,1.02439973051162,0,0,26,114.246290549679,114.246290549679,2,NA,NA,0,NA,NA,NA,0,2622.09147178943,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,22.9512175771627,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2832DCKITKABOODLE_ROM","DC KIT KABOODLE 38LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,23.9921213489913,23.9921213489913,0,0,0,0,0.047295,1.21993207879473,0,0,35,104.054766024453,104.054766024453,1,NA,NA,NA,18.6588333333333,NA,0,0,2496.49457339957,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.9921213489913,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"ITEM2832DCKITKABOODLE_ROM","DC KIT KABOODLE 38LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,23.9921213489913,23.9921213489913,0,0,0,0,0.047295,1.0692528023185,0,0,31.9230769230769,104.054766024453,104.054766024453,1,NA,NA,NA,18.6588333333333,NA,0,0,2496.49457339957,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.9921213489913,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"ITEM2832DCKITKABOODLE_ROM","DC KIT KABOODLE 38LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,23.9921213489913,23.9921213489913,0,0,0,0,0.047295,1.01335406548968,0,0,28.9230769230769,104.054766024453,104.054766024453,1,NA,NA,NA,18.6588333333333,NA,0,0,2496.49457339957,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.9921213489913,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"ITEM2832DCKITKABOODLE_ROM","DC KIT KABOODLE 38LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,23.9921213489913,23.9921213489913,0,0,0,0,0.047295,1.02439973051162,0,0,26,104.054766024453,104.054766024453,1,NA,NA,NA,18.6588333333333,NA,0,0,2496.49457339957,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,23.9921213489913,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"ITEM2833DCKITKABOODLE_ROM","DC KIT KABOODLE 24LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,15.26,15.26,0,0,0,0,0.00008,1.21993207879473,0,0,35,3.36584359064971,3.36584359064971,1,NA,NA,NA,NA,NA,NA,0,51.3627731933145,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,15.26,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2833DCKITKABOODLE_ROM","DC KIT KABOODLE 24LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,15.26,15.26,0,0,0,0,0.00008,1.0692528023185,0,0,31.9230769230769,5.13724407877775,5.13724407877775,1,NA,NA,NA,NA,NA,NA,0,78.3943446421485,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,15.26,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2833DCKITKABOODLE_ROM","DC KIT KABOODLE 24LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,15.26,15.26,0,0,0,0,0.00008,1.01335406548968,0,0,28.9230769230769,6.39892035932245,6.39892035932245,1,NA,NA,NA,NA,NA,NA,0,97.6475246832606,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,15.26,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2833DCKITKABOODLE_ROM","DC KIT KABOODLE 24LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,15.26,15.26,0,0,0,0,0.00008,1.02439973051162,0,0,26,6.90123411025565,6.90123411025565,1,NA,NA,NA,NA,NA,NA,0,105.312832522501,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,15.26,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_Retailer","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",0,0,1,"Retailer","Big Y",NA,NA,NA,1,18.99,18.99,0,0,0,0,0.63,1.21993207879473,0,0,35,104.741613743745,95.3911459393907,2,NA,NA,NA,NA,NA,NA,9.35046780435447,1811.47786138903,177.039535014556,1114.79373106875,0,1043.49278532917,1114.79373106875,71.2786775181113,71.2786775181113,0,0,177.039535014556,NA,NA,0.525848590135724,18.9849735449735,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_Retailer","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",0,1,0,"Retailer","Big Y",NA,NA,NA,1,18.99,18.99,0,0,0,0,0.63,1.0692528023185,0,0,31.9230769230769,102.026348832137,84.7918205416614,2,NA,NA,NA,NA,NA,NA,17.234528290476,1610.19667208615,323.337368579791,1011.69699016611,0,967.60432663356,1011.69699016611,43.8155435180552,43.8155435180552,0,0,323.337368579791,0,0,3.94632365634913,18.9514839534708,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_Retailer","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",1,0,0,"Retailer","Big Y",NA,NA,NA,1,18.99,18.99,0,0,0,0,0.63,1.01335406548968,0,0,28.9230769230769,97.6879302691221,74.8944942613755,2,NA,NA,NA,NA,NA,NA,22.7934360077466,1422.24644602352,431.620531295155,987.416262402125,0,868.978800207871,987.416262402125,118.274934192719,118.274934192719,0,0,431.620531295155,0,0,1.2268184919542,18.9774652811755,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_Retailer","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",0,0,0,"Retailer","Big Y",NA,NA,NA,1,18.99,18.99,0,0,0,0,0.63,1.02439973051162,0,0,26,101.124886777888,85.6892092969115,2,NA,NA,NA,NA,NA,NA,15.4356774809768,1626.75700870154,291.334707455864,1381.45350494238,0,1001.76861934239,1381.45350494238,379.091379946186,379.091379946186,0,0,291.334707455864,NA,NA,2.2698837546984,18.9676460835482,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_ROM","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,16.4440460215801,16.4440460215801,0,0,0,0,0.41377,1.21993207879473,0,0,35,1713.56000236666,1713.56000236666,2,NA,NA,NA,NA,NA,NA,0,28177.8595396562,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.4440460215801,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_ROM","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,16.4440460215801,16.4440460215801,0,0,0,0,0.41377,1.0692528023185,0,0,31.9230769230769,1552.89375221198,1552.89375221198,2,NA,NA,NA,NA,NA,NA,0,25535.8563279979,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.4440460215801,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_ROM","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,16.4440460215801,16.4440460215801,0,0,0,0,0.41377,1.01335406548968,0,0,28.9230769230769,1497.39632071253,1497.39632071253,2,NA,NA,NA,NA,NA,NA,0,24623.2540103416,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.4440460215801,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2858DCPURINAONETRGTD_ROM","DC PURINA ONE TRGTD 07LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,16.4440460215801,16.4440460215801,0,0,0,0,0.41377,1.02439973051162,0,0,26,1509.04364066496,1509.04364066496,2,NA,NA,NA,NA,NA,NA,0,24814.7830756674,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,16.4440460215801,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2859DCPURINAONETRGTD_ROM","DC PURINA ONE TRGTD 16LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,31.0163245856951,31.0163245856951,0,0,0,0,0.126135,1.21993207879473,0,0,35,196.424629209701,196.424629209701,1,NA,NA,NA,NA,NA,NA,0,6092.37005619288,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,31.0163245856951,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2859DCPURINAONETRGTD_ROM","DC PURINA ONE TRGTD 16LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,31.0163245856951,31.0163245856951,0,0,0,0,0.126135,1.0692528023185,0,0,31.9230769230769,190.228218674803,190.228218674803,1,NA,NA,NA,NA,NA,NA,0,5900.18017577627,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,31.0163245856951,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
