"Acting_PPG_Item_No","PPG_Cat","PPG_MFG","PPG_Item_No","Modelled_PPG_Description","model_RSq","model_CVErrorMean","model_CVErrorSD","model_coefficient_name","model_coefficient_value","TrainMAPE","approach_edlp","mean_edlp","std_edlp","rhat","approach_tpr","mean_tpr","std_tpr","Run","Reason","Model_flag","Retailer","Market","Brand","size_cuts","price_cuts","grp_based_on","Model_type","model_box","Modelled_PPG_Item_No","acting_box","Variable","CompKey_WB_Interaction","CompKey_WB_Interaction_TPR","CompKey_CB","CompKey_WB","CompKey_CB_TPR","CompKey_WB_TPR","CompKey","Acting_PPG_Item"
"ITEM18CTFRISKIESPARTYMIXCR","Cat Treats","NPP","ITEM18CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.838747274854313,NA,NA,"tpr_discount_byppg_lag1",0,0.687176820545529,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,,,,,,,,TPR_lag1 counterintuitive case,,,,,,,",0,"Big Y","Retailer","FRISKIES","(0,20]","(4,6]","Within Brand","lme","Retailer","ITEM18CTFRISKIESPARTYMIXCR","Retailer","Pantry Loading 1",NA,NA,NA,NA,NA,NA,"Pantry Loading 1","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM18CTFRISKIESPARTYMIXCR","Cat Treats","NPP","ITEM18CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.838747274854313,NA,NA,"tpr_discount_byppg_lag2",-1.2798167308824,0.687176820545529,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,,,,,,,,TPR_lag1 counterintuitive case,,,,,,,",0,"Big Y","Retailer","FRISKIES","(0,20]","(4,6]","Within Brand","lme","Retailer","ITEM18CTFRISKIESPARTYMIXCR","Retailer","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_ROM","CT BEYOND CR 02.1OZ",0.476284314170156,0.23729901184466,0.0721170848361259,"tpr_discount_byppg",8.71014384573229,0.293478734381071,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"Big Y","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTBEYONDCR","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_ROM","CT BEYOND CR 02.1OZ",0.476284314170156,0.23729901184466,0.0721170848361259,"ACV_Feat_Only",10,0.293478734381071,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"Big Y","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTBEYONDCR","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_Retailer","CT BEYOND CR 02.1OZ",0.943018861996924,NA,NA,"ACV_Selling",3.14826425681122,0.744318146234208,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,TPR counterintuitive case,,,,,,,,TPR_lag2 counterintuitive case,,,,,,",0,"Big Y","Retailer","BEYOND","(0,20]","(0,2]","Within Price and Size Range (Category)","lme","Retailer","ITEM1CTBEYONDCR","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_Retailer","CT BEYOND CR 02.1OZ",0.943018861996924,NA,NA,"monthno",-0.281724465287167,0.744318146234208,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,TPR counterintuitive case,,,,,,,,TPR_lag2 counterintuitive case,,,,,,",0,"Big Y","Retailer","BEYOND","(0,20]","(0,2]","Within Price and Size Range (Category)","lme","Retailer","ITEM1CTBEYONDCR","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_Retailer","CT BEYOND CR 02.1OZ",0.943018861996924,NA,NA,"wk_sold_median_base_price_byppg_log",-0.1,0.744318146234208,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,TPR counterintuitive case,,,,,,,,TPR_lag2 counterintuitive case,,,,,,",0,"Big Y","Retailer","BEYOND","(0,20]","(0,2]","Within Price and Size Range (Category)","lme","Retailer","ITEM1CTBEYONDCR","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_Retailer","CT BEYOND CR 02.1OZ",0.943018861996924,NA,NA,"tpr_discount_byppg",0.1,0.744318146234208,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,TPR counterintuitive case,,,,,,,,TPR_lag2 counterintuitive case,,,,,,",0,"Big Y","Retailer","BEYOND","(0,20]","(0,2]","Within Price and Size Range (Category)","lme","Retailer","ITEM1CTBEYONDCR","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_Retailer","CT BEYOND CR 02.1OZ",0.943018861996924,NA,NA,"tpr_discount_byppg_lag1",-1.886828650443,0.744318146234208,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,TPR counterintuitive case,,,,,,,,TPR_lag2 counterintuitive case,,,,,,",0,"Big Y","Retailer","BEYOND","(0,20]","(0,2]","Within Price and Size Range (Category)","lme","Retailer","ITEM1CTBEYONDCR","Retailer","Pantry Loading 1",NA,NA,NA,NA,NA,NA,"Pantry Loading 1","CT BEYOND CR 02.1OZ"
"ITEM1CTBEYONDCR","Cat Treats","NPP","ITEM1CTBEYONDCR_Retailer","CT BEYOND CR 02.1OZ",0.943018861996924,NA,NA,"tpr_discount_byppg_lag2",0,0.744318146234208,NA,NA,NA,NA,NA,NA,NA,"3rd Pass",",Min EDLP cutoff violated,,TPR counterintuitive case,,,,,,,,TPR_lag2 counterintuitive case,,,,,,",0,"Big Y","Retailer","BEYOND","(0,20]","(0,2]","Within Price and Size Range (Category)","lme","Retailer","ITEM1CTBEYONDCR","Retailer","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","CT BEYOND CR 02.1OZ"
"ITEM2CTTEMPTATIONSCR","Cat Treats","NPP","ITEM909CTFANCYFEASTPUREFLAKED_ROM","CT FANCY FEAST PURE FLAKED 01.06OZ",0.451286705032146,0.137107790205777,0.0201606282194872,"ITEM2CTTEMPTATIONSCR_Retailer_RegularPrice",0.845289811257982,0.264035024253083,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"Big Y","ROM",NA,NA,NA,NA,NA,"ROM","ITEM909CTFANCYFEASTPUREFLAKED","Retailer","Regular Price",NA,NA,1,NA,1,NA,"CB_Comp_RP_1","CT TEMPTATIONS CR 02.1-3OZ"
"ITEM2CTTEMPTATIONSCR","Cat Treats","NPP","ITEM909CTFANCYFEASTPUREFLAKED_ROM","CT FANCY FEAST PURE FLAKED 01.06OZ",0.451286705032146,0.137107790205777,0.0201606282194872,"ITEM2CTTEMPTATIONSCR_Retailer_PromotedDiscount",-6.58091160499448,0.264035024253083,NA,NA,NA,NA,NA,NA,NA,"1st Pass",NA,1,"Big Y","ROM",NA,NA,NA,NA,NA,"ROM","ITEM909CTFANCYFEASTPUREFLAKED","Retailer","Promoted Discount",NA,NA,1,NA,1,NA,"CB_Comp_TPR_1","CT TEMPTATIONS CR 02.1-3OZ"
