"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_3","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_2","CB_Comp_TPR_3","WB_Comp_RP_4","WB_Comp_RP_5","CB_Comp_TPR_4","CB_Comp_TPR_5","CB_Comp_TPR_6"
"ITEM1CATCHOWNATURALS_Retailer","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,0,"Retailer","Big Y",NA,NA,NA,1,6.18320440895614,6.15212970338166,0,0,0,0,0.909475833333333,1.02439973051162,0,0,26,458.916666666667,399.452066102506,2,NA,NA,NA,NA,NA,0,59.4646005641607,2468.53933828376,352.059828382911,352.059828382911,0,0,0,0,40.228474485183,40.228474485183,2500.36444311584,404.339691456042,2421.71411312089,0,2107.91800834371,2421.71411312089,313.467834919051,313.467834919051,NA,NA,413.344776811432,2540.59291760102,17.0971711962939,6.14605035939083,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1CATCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,7.06429018169529,7.05522879089543,0,0,0,0,0.486500714285714,1.21993207879473,0,0,35,2326.71592857143,2273.29154611874,2,NA,NA,NA,NA,NA,0,53.42438245269,16020.5059325979,380.636567402131,380.636567402131,NA,NA,0,0,0,NA,16146.1571245438,2291.2608817737,NA,0,NA,NA,NA,NA,NA,NA,2291.2608817737,16146.1571245438,23.3276935926791,7.05486057614177,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1CATCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,6.69982233222057,6.65420105218846,0,0.000673846153846154,0,0,0.52892,1.0692528023185,0,0,31.9230769230769,2126.72153846154,2115.62659393883,2,NA,NA,NA,NA,NA,0,11.0949445227046,14043.0290061169,73.8445323446895,73.8445323446895,NA,NA,0,0,0,NA,14733.7052135807,2219.68944720722,NA,0,NA,NA,NA,NA,NA,NA,2219.68944720722,14733.7052135807,132.353780799095,6.63830886696852,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1CATCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,6.40851543926562,6.35568820497868,0,0.00953153846153846,0,0,0.326573846153846,1.01335406548968,0,0,28.9230769230769,1827.05853846154,1697.13731086606,2,NA,NA,NA,NA,NA,0,129.921227595482,10734.595710685,812.70890469966,812.70890469966,NA,NA,0,0,0,NA,11038.3814640606,1745.00666642105,NA,0,NA,NA,NA,NA,NA,NA,1745.00666642105,11038.3814640606,163.572957321368,6.32518525401509,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1CATCHOWNATURALS_ROM","DC CAT/KITTEN CHOW NATURALS 03.2LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,6.29747103259422,6.22426131047473,0,0.0134783333333333,0.00105416666666667,0,0.29087,1.02439973051162,0,0,26,1721.78808333333,1627.5302460136,2,NA,NA,NA,NA,NA,0,94.2578373197325,10091.4398376003,585.765162399652,585.765162399652,NA,NA,0,0,0,NA,10650.7231243232,1716.32030830941,NA,0,NA,NA,NA,NA,NA,NA,1716.32030830941,10650.7231243232,145.877388912255,6.21548816080861,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25BEYOND_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,11.2259386471014,11.2205517419322,0,0,0,0,0.0129164285714286,1.21993207879473,0,0,35,21.2838571428571,14.7365055799971,1,NA,NA,0,NA,NA,NA,6.54735156286008,163.034400403641,72.2283853106447,72.2283853106447,NA,NA,0,0,0,NA,175.471795134185,15.8322947072913,NA,0,NA,NA,NA,NA,NA,NA,15.8322947072913,175.471795134185,3.41700641698966,11.0833011092103,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25BEYOND_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,11.0262587753816,11.0709612243342,0.00821632285779601,0,0,0,0.0136107692307692,1.0692528023185,0.00821632285779601,0.00821632285779601,31.9230769230769,19.4348461538462,16.5249349609719,1,NA,NA,0,NA,NA,NA,2.90991119287421,180.292045003899,31.7860319191779,31.7860319191779,NA,NA,0,0,0,NA,206.054673420499,18.9405566636503,NA,0,NA,NA,NA,NA,NA,NA,18.9405566636503,206.054673420499,3.12547315536324,10.9996631091512,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25BEYOND_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,10.0207534329377,9.94064169486755,0.0151323431964202,0.0006,0,0,0.00747769230769231,1.01335406548968,0.0151323431964202,0.0191605536645116,28.9230769230769,12.8419230769231,12.8095486450176,1,NA,NA,0.0268599322349942,NA,NA,NA,0.0323744319054384,123.894924575222,0.312767732470386,0.312767732470386,NA,NA,0,0,0,NA,187.361850124389,19.4080504811975,NA,0,NA,NA,NA,NA,NA,NA,19.4080504811975,187.361850124389,4.44342358659865,9.80857409883539,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM25BEYOND_ROM","DC BEYOND SIMPLY 03LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,10.5140521502471,10.5311654061939,0.0268152921461217,0,0,0,0.0204929166666667,1.02439973051162,0.031250370195074,0.0268864755213083,26,30.3876666666667,27.9259851974151,1,NA,NA,0,NA,NA,NA,2.46168146925162,283.435678193248,25.3486551400859,25.3486551400859,NA,NA,0,0,0,NA,327.020651898035,32.2271414150136,NA,0,NA,NA,NA,NA,NA,NA,32.2271414150136,327.020651898035,10.6952921990588,10.4419658468564,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2698KITKABOODLE_ROM","DC KIT KABOODLE 13LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,12.8779232623139,12.8458521383158,0,0.000249285714285714,0,0,0.215262142857143,1.21993207879473,0,0,35,227.663428571429,223.43907334215,2,NA,NA,0,NA,NA,NA,4.22435522927828,2861.27175943977,54.4495262745125,54.4495262745125,NA,NA,0,0,0,NA,2981.21706028583,232.784735709336,NA,0,NA,NA,NA,NA,NA,NA,232.784735709336,2981.21706028583,12.1467098607847,12.8245047352582,"2022-12-31",NA,NA,4,4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2698KITKABOODLE_ROM","DC KIT KABOODLE 13LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,12.24704400011,12.2252208520313,0,0,0,0,0.190898846153846,1.0692528023185,0,0,31.9230769230769,185.864692307692,178.473263989749,2,NA,NA,0,NA,NA,NA,7.39142831794346,2169.26705019124,90.9969498087562,90.9969498087562,NA,NA,0,0,0,NA,2185.18201897887,179.851102834333,NA,0,NA,NA,NA,NA,NA,NA,179.851102834333,2185.18201897887,14.8071091841465,12.1632938829714,"2022-09-24",NA,NA,3,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2698KITKABOODLE_ROM","DC KIT KABOODLE 13LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,11.0473354216445,10.9037007962603,0,0,0,0,0.173117307692308,1.01335406548968,0,0,28.9230769230769,193.538538461538,185.670300845738,2,NA,NA,0,NA,NA,NA,7.86823761580022,2011.15557342749,85.1846573417439,85.1846573417439,NA,NA,0,0,0,NA,2040.60617284249,188.390240594849,NA,0,NA,NA,NA,NA,NA,NA,188.390240594849,2040.60617284249,41.9512662205242,10.8469588363228,"2022-06-25",NA,NA,2,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2698KITKABOODLE_ROM","DC KIT KABOODLE 13LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,10.7830083563209,10.6827370926757,0,0.0123841666666667,0,0,0.147833333333333,1.02439973051162,0,0,26,199.25775,183.282635098338,2,NA,NA,0,NA,NA,NA,15.9751149016624,1939.65081023182,169.227189768181,169.227189768181,NA,NA,0,0,0,NA,2000.10638087418,189.082217182656,NA,0,NA,NA,NA,NA,NA,NA,189.082217182656,2000.10638087418,39.0538863575515,10.6082644698025,"2022-03-26",NA,NA,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2699FRISKIESML_ROM","DC FRISKIES ML 16LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,14.9200246668373,14.90481303647,0,0,0,0,0.361071428571429,1.21993207879473,0,0,35,1736.46385714286,1646.20646404781,2,NA,NA,NA,NA,NA,NA,90.2573930950436,24553.3047305099,1357.75284091862,1357.75284091862,NA,NA,0,0,0,NA,25212.6143695336,1690.78179117279,NA,0,NA,NA,NA,NA,NA,NA,1690.78179117279,25212.6143695336,33.8072025866118,14.9019959733173,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2699FRISKIESML_ROM","DC FRISKIES ML 16LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,13.4469822396422,13.4137798465037,0,0,0,0,0.362667307692308,1.0692528023185,0,0,31.9230769230769,1622.84415384615,1523.38043707577,2,NA,NA,NA,NA,NA,NA,99.46371677038,20407.3214975391,1332.36296399938,1332.36296399938,NA,NA,0,0,0,NA,20511.9658487766,1531.1989517168,NA,0,NA,NA,NA,NA,NA,NA,1531.1989517168,20511.9658487766,83.2345144264705,13.3956380866,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2699FRISKIESML_ROM","DC FRISKIES ML 16LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,12.780171866363,12.6836744275866,0,0.0201653846153846,0,0,0.339543461538462,1.01335406548968,0,0,28.9230769230769,1488.34861538462,1395.15356242778,2,NA,NA,NA,NA,NA,NA,93.1950529568392,17672.9148242382,1176.91348345412,1176.91348345412,NA,NA,0,0,0,NA,17863.1274442503,1410.14041387888,NA,0,NA,NA,NA,NA,NA,NA,1410.14041387888,17863.1274442503,176.840286339606,12.6624117538174,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2699FRISKIESML_ROM","DC FRISKIES ML 16LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,12.6797487803276,12.5679200905231,0,0.0350133333333333,0,0,0.34089625,1.02439973051162,0,0,26,1316.82983333333,1304.08081707856,2,NA,NA,NA,NA,NA,NA,12.7490162547733,16332.4266062461,160.822227087274,160.822227087274,NA,NA,0,0,0,NA,18061.8799235658,1442.66751550724,NA,0,NA,NA,NA,NA,NA,NA,1442.66751550724,18061.8799235658,215.462034089193,12.5189853815685,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_Retailer","DC FRISKIES ML 03.2LB","Dry Cat","NPP",0,0,1,"Retailer","Big Y",NA,NA,NA,1,4.92571016099883,4.92491933208169,0,0,0,0,0.954337142857143,1.21993207879473,0,0,35,846.071428571429,732.27998318643,2,NA,NA,NA,NA,NA,NA,113.791445384999,3605.63270059884,565.197299401159,565.197299401159,NA,NA,0,0,19.0067190723805,NA,3776.27414608211,768.417414851882,3482.90270257408,0,3014.4735377571,3482.90270257408,468.02831745187,468.02831745187,NA,NA,772.822676682888,3795.28086515449,3.06249806161398,4.92220441993821,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_Retailer","DC FRISKIES ML 03.2LB","Dry Cat","NPP",0,1,0,"Retailer","Big Y",NA,NA,NA,1,4.69009809348562,4.68849775597902,0,0,0,0,0.957141153846154,1.0692528023185,0,0,31.9230769230769,706,678.72415681149,2,NA,NA,NA,NA,NA,NA,27.2758431885103,3182.37003844199,126.368423096471,126.368423096471,0,0,0,0,10.4850615133769,10.4850615133769,3474.96103849217,740.914414425982,2906.29044425852,0,2794.00783460149,2906.29044425852,112.239964654586,112.239964654586,NA,NA,743.691640049846,3485.44610000555,2.46698106422577,4.68676419734513,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_Retailer","DC FRISKIES ML 03.2LB","Dry Cat","NPP",1,0,0,"Retailer","Big Y",NA,NA,NA,1,4.53587236434015,4.53584784399388,0,0,0,0,0.906656153846154,1.01335406548968,0,0,28.9230769230769,600.461538461538,515.522544951455,2,NA,NA,NA,NA,NA,NA,84.9389935100835,2345.5295865782,390.069644191031,390.069644191031,NA,NA,0,0,228.026710217374,NA,2685.06754491357,591.089321477013,2471.83517192003,0,2122.17881896919,2471.83517192003,349.619377984648,349.619377984648,NA,NA,641.651477011084,2913.09425513095,0.428304151287463,4.53497755334451,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_Retailer","DC FRISKIES ML 03.2LB","Dry Cat","NPP",0,0,0,"Retailer","Big Y",NA,NA,NA,1,4.44020841939683,4.43947819170371,0,0,0,0,0.8073775,1.02439973051162,0,0,26,501.916666666667,431.535882011433,2,NA,NA,NA,NA,NA,NA,70.3807846552337,1908.66371765116,308.703782348837,308.703782348837,NA,NA,0,0,214.65607124154,NA,2201.33140750914,496.498890228397,2066.16942230513,0,1776.44279071459,2066.16942230513,289.725639249641,289.725639249641,NA,NA,545.203879471864,2415.98747875068,1.982261926769,4.43638110242099,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_ROM","DC FRISKIES ML 03.2LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,5.11160838769373,5.10908773411322,0,0.00165571428571429,0,0,0.607186785714286,1.21993207879473,0,0,35,8009.40242857143,7290.65767890575,2,NA,NA,NA,NA,NA,0,718.744749665675,37246.6326643909,3674.20647846622,3674.20647846622,NA,NA,0,0,0,NA,37453.8358485858,7330.53560572828,NA,0,NA,NA,NA,NA,NA,NA,7330.53560572828,37453.8358485858,23.2526248834906,5.10908773411322,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_ROM","DC FRISKIES ML 03.2LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,4.83430594752917,4.82367138940874,0,0.000576923076923077,0.00097,0,0.560510769230769,1.0692528023185,0,0,31.9230769230769,5515.33023076923,5467.27788435121,2,NA,NA,NA,NA,NA,0,48.05234641802,26359.2528573986,230.223988755299,230.223988755299,NA,NA,0,0,0,NA,29104.8179822471,6035.821384904,NA,0,NA,NA,NA,NA,NA,NA,6035.821384904,29104.8179822471,81.0321050308545,4.82088852353323,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_ROM","DC FRISKIES ML 03.2LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,4.71746672403372,4.75014535772701,0,0.00396153846153846,0.00114384615384615,0,0.351566923076923,1.01335406548968,0,0,28.9230769230769,3395.74792307692,3232.21997151291,2,NA,NA,NA,NA,NA,0,163.527951564018,15029.9963080728,760.596999619475,760.596999619475,NA,NA,0,0,0,NA,16159.3202849308,3474.10554111197,NA,0,NA,NA,NA,NA,NA,NA,3474.10554111197,16159.3202849308,209.980935357402,4.66484263075112,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2717FRISKIESML_ROM","DC FRISKIES ML 03.2LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,4.66189773811405,4.6032745553338,0,0.0197733333333333,0.000686666666666667,0.0002425,0.391159166666667,1.02439973051162,0,0,26,4535.7435,3962.19494579154,2,NA,NA,NA,NA,NA,0,573.548554208463,18074.6005061774,2612.41182715595,2612.41182715595,NA,NA,0,0,0,NA,18520.4815349225,4059.3974029125,NA,0,NA,NA,NA,NA,NA,NA,4059.3974029125,18520.4815349225,462.591823598745,4.56377589585664,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_Retailer","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,0,1,"Retailer","Big Y",NA,NA,NA,1,2.49180327868852,2.49180327868852,0,0,0,0,0,1.21993207879473,0,0,35,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,2.850304114976,1.14387204614169,0,0,0,0,0,0,NA,NA,1.14387204614169,2.850304114976,0,2.49180327868852,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_Retailer","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,1,0,"Retailer","Big Y",NA,NA,NA,1,2.49180327868852,2.49180327868852,0,0,0,0,0,1.0692528023185,0,0,31.9230769230769,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,3.55028933584274,1.42478716767373,0,0,0,0,0,0,NA,NA,1.42478716767373,3.55028933584274,0,2.49180327868852,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_Retailer","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",1,0,0,"Retailer","Big Y",NA,NA,NA,1,2.49661448550609,2.51427392667149,0,0,0,0,0,1.01335406548968,0,0,28.9230769230769,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,4.40239510711349,1.7631346517191,0,0,0,0,0,0,NA,NA,1.7631346517191,4.40239510711349,0,2.49661448550609,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_Retailer","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,0,0,"Retailer","Big Y",NA,NA,NA,1,2.57696172465999,2.58663485613101,0,0,0,0,0.0116891666666667,1.02439973051162,0,0,26,3.83333333333333,1.11399711250015,1,NA,NA,NA,NA,NA,NA,2.71933622083318,2.84938138855172,6.98728527811494,6.98728527811494,NA,NA,0,0,0,NA,5.83553215602037,2.2780413482081,6.41906122124597,0,1.86543017359036,6.41906122124597,4.49783551381261,4.49783551381261,NA,NA,2.2780413482081,5.83553215602037,0.0917983404730858,2.56023897061712,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,2.72204869856334,2.73285868350615,0.0148214788791974,0,0,0,0.0188625,1.21993207879473,0.0197628163030281,0.0247590267048728,35,9.74685714285714,9.74685714285714,1,NA,NA,NA,NA,NA,NA,0,26.219,0,0,NA,NA,0,0,0,NA,61.2627200518952,22.7743772920852,NA,0,NA,NA,NA,NA,NA,NA,22.7743772920852,61.2627200518952,0.33880756182857,2.7328269404988,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,2.76382143881016,2.77393641929872,0.020716436176942,0,0,0,0.0240484615384615,1.0692528023185,0.0153949958743551,0.0180212928505561,31.9230769230769,31.2329230769231,28.7182559738677,1,NA,NA,NA,NA,NA,NA,2.51466710305538,77.4567279456637,6.75681051587475,6.75681051587475,NA,NA,0,0,0,NA,113.482003318328,41.8193933410663,NA,0,NA,NA,NA,NA,NA,NA,41.8193933410663,113.482003318328,1.19826456619574,2.77278992233493,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,2.72284241312434,2.70513127860014,0.0161358548093156,0,0,0,0.0333584615384615,1.01335406548968,0.0161358548093156,0.008129023554205,28.9230769230769,97.8717692307692,59.223283121782,1,NA,NA,NA,NA,NA,NA,38.6484861089873,156.394577225358,103.392038159257,103.392038159257,NA,NA,0,0,0,NA,156.952773134001,59.4526694986162,NA,0,NA,NA,NA,NA,NA,NA,59.4526694986162,156.952773134001,6.85815628811166,2.68199331303584,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756CATCHOWLX_ROM","DC CAT/KITTEN CHOW 01.1LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,2.71955038089249,2.71592180408151,0,0,0,0,0.030745,1.02439973051162,0,0,26,107.532416666667,65.0224797634199,1,NA,NA,NA,NA,NA,NA,42.5099369032467,176.47573863165,115.387094701683,115.387094701683,NA,NA,0,0,0,NA,180.288918554846,66.4321816489425,NA,0,NA,NA,NA,NA,NA,NA,66.4321816489425,180.288918554846,0.562432673325612,2.71389071697153,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2765DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,19.2089480645114,18.9082602965479,0.00573566651527082,0,0,0,0.126934642857143,1.21993207879473,0.00573566651527082,0.00573566651527082,35,173.428571428571,166.252063328645,1,NA,NA,0,NA,NA,NA,7.17650809992636,3113.56507205788,135.016356513547,135.016356513547,NA,NA,0,0,0,NA,3180.67231966217,169.844648931106,NA,0,NA,NA,NA,NA,NA,NA,169.844648931106,3180.67231966217,83.0388778843083,18.8487259392215,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2765DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",0,1,0,"ROM","Big Y",NA,NA,NA,NA,19.2453768813946,19.0031676266082,0,0,0,0,0.128175,1.0692528023185,0,0,31.9230769230769,170.71,158.362223953051,1,NA,NA,0,NA,NA,NA,12.3477760469486,2988.85566381384,235.114797724622,235.114797724622,NA,NA,0,0,0,NA,3197.459094173,169.343087810794,NA,0,NA,NA,NA,NA,NA,NA,169.343087810794,3197.459094173,60.674500845027,18.8863676492391,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2765DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",1,0,0,"ROM","Big Y",NA,NA,NA,NA,18.5663841051741,18.4763883218276,0,0,0,0,0.124326153846154,1.01335406548968,0,0,28.9230769230769,160.538461538462,150.161870228275,1,NA,NA,0.0268599322349942,NA,NA,NA,10.3765913101868,2771.07821607763,192.017168537754,192.017168537754,NA,NA,0,0,0,NA,3081.16275294736,166.953593908949,NA,0,NA,NA,NA,NA,NA,NA,166.953593908949,3081.16275294736,18.5614614364338,18.4581118507809,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2765DCBEYONDGRFR_ROM","DC BEYOND GR FR 05LB","Dry Cat","NPP",0,0,0,"ROM","Big Y",NA,NA,NA,NA,17.7266504148663,17.6497505209448,0,0.002,0,0,0.156536666666667,1.02439973051162,0,0,26,198.316666666667,182.464863304174,1,NA,NA,0,NA,NA,NA,15.8518033624924,3215.94677845422,279.289054879114,279.289054879114,NA,NA,0,0,0,NA,3257.2992913847,184.799541729229,NA,0,NA,NA,NA,NA,NA,NA,184.799541729229,3257.2992913847,19.0889051620096,17.6318993471732,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2767DCBEYONDSIMPLY_ROM","DC BEYOND SIMPLY 06LB","Dry Cat","NPP",0,0,1,"ROM","Big Y",NA,NA,NA,NA,17.9790134679906,17.9754046345811,0,0,0,0,0.0567614285714286,1.21993207879473,0,0,35,54.2142857142857,48.6674037699583,1,NA,NA,NA,NA,NA,0.113847118462553,5.54688194432739,874.441084790832,99.6632009234538,99.6632009234538,NA,NA,0,0,0,NA,906.997090224227,50.4788877400963,NA,0,NA,NA,NA,NA,NA,NA,50.4788877400963,906.997090224227,0.616805276191602,17.9679946990268,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
