"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","Missing_data_flag","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_Interaction_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_3","CB_Comp_TPR_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7"
"ITEM2715FRISKIESFRMFAV_ROM","DC FRISKIES FRM FAV 03.2LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,5.70396333831756,5.6882984690847,0,0.000546923076923077,0.000105384615384615,0,0.257740769230769,1.12569490054964,0,0,40.9230769230769,0,21896.4422307692,21121.330201176,2,NA,NA,NA,NA,NA,NA,775.112029593223,120073.104701048,4410.70506818315,4410.70506818315,NA,NA,0,0,0,NA,123446.658049165,21715.5254341192,NA,0,NA,NA,NA,NA,NA,NA,21715.5254341192,123446.658049165,414.665344762636,5.68499187059479,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2727DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,11.5325130573569,11.4332676844627,0,0,0,0,0.00489846153846154,1.11419286554307,0,0,37.9230769230769,0,123.491230769231,123.491230769231,1,NA,NA,NA,NA,NA,NA,0,1400.21776923077,0,0,NA,NA,0,0,0,NA,1979.01012505774,171.798736918172,NA,0,NA,NA,NA,NA,NA,NA,171.798736918172,1979.01012505774,27.9579835378543,11.3171265889695,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2727DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,12.0180350603766,11.870339374619,0.00427025284181758,0.000398333333333333,0,0,0.00589166666666667,1.25243906289792,0.00427025284181758,0.00427025284181758,35,0,151.425416666667,151.425416666667,1,NA,NA,NA,NA,NA,NA,0,1766.70866666667,0,0,NA,NA,0,0,0,NA,2796.5996284216,239.307772767993,NA,0,NA,NA,NA,NA,NA,NA,239.307772767993,2796.5996284216,53.2126859230606,11.7338622793121,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2727DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,11.9617739317462,11.8438210781833,0.0178649853304696,0,0,0,0.00704535714285714,1.29096834070977,0.0178649853304696,0.0178649853304696,44,0,193.390857142857,193.390857142857,1,NA,NA,NA,NA,NA,NA,0,2236.2805,0,0,NA,NA,0,0,0,NA,1642.84952219497,144.260919472784,NA,0,NA,NA,NA,NA,NA,NA,144.260919472784,1642.84952219497,76.8148254507933,11.8111749686458,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2727DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 03LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,11.7381894007885,11.486393423641,0.0132932319095296,0,0,0,0.00594692307692308,1.12569490054964,0.0132932319095296,0.0132932319095296,40.9230769230769,0,154.219230769231,154.219230769231,1,NA,NA,NA,NA,NA,NA,0,1741.86992307692,0,0,NA,NA,0,0,0,NA,1564.56610819138,144.210664937418,NA,0,NA,NA,NA,NA,NA,NA,144.210664937418,1564.56610819138,69.1215465245947,11.4282002679597,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2728DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,17.7057660483682,17.5232654479448,0.0101645308881455,0,0.0000584615384615385,0,0.00427230769230769,1.11419286554307,0.00507476724691878,0.00507476724691878,37.9230769230769,0,94.5384615384615,94.5384615384615,1,NA,NA,NA,NA,NA,NA,0,1615.05538461538,0,0,NA,NA,0,0,0,NA,2391.27893133973,136.74405291677,NA,0,NA,NA,NA,NA,NA,NA,136.74405291677,2391.27893133973,59.4678441013663,17.2528556444619,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2728DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,18.1104581450854,18.0006014182097,0.00671254150472938,0.000423333333333333,0,0,0.00550166666666667,1.25243906289792,0.00671254150472938,0.00671254150472938,35,0,128.416666666667,128.416666666667,1,NA,NA,NA,NA,NA,NA,0,2270.44166666667,0,0,NA,NA,0,0,0,NA,3216.99950752294,180.992748490564,NA,0,NA,NA,NA,NA,NA,NA,180.992748490564,3216.99950752294,50.9794218147568,17.8784310124233,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2728DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,18.062413354999,18.0815283122012,0.0345075991290282,0,0.00001,0,0.00575428571428571,1.29096834070977,0.0345075991290282,0.0345075991290282,44,0,135.857142857143,135.857142857143,1,NA,NA,NA,NA,NA,NA,0,2331.66285714286,0,0,NA,NA,0,0,0,NA,1820.6276630008,106.176319079932,NA,0,NA,NA,NA,NA,NA,NA,106.176319079932,1820.6276630008,121.752640996124,17.9470744019529,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2728DCBEYONDKITTEN_ROM","DC BEYOND KITTEN 05LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,17.3369612530324,17.308153477928,0.00402209933965532,0,0.000113846153846154,0,0.00528192307692308,1.12569490054964,0.00402209933965532,0.00402209933965532,40.9230769230769,0,125.538461538462,125.538461538462,1,NA,NA,NA,NA,NA,NA,0,2156.13692307692,0,0,NA,NA,0,0,0,NA,1580.1602132251,92.0683747657254,NA,0,NA,NA,NA,NA,0,0,92.0683747657254,1580.1602132251,21.0595947681317,17.2472268901986,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2729DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,13.0104611838718,12.6245209131785,0.091606953605054,0,0.0000330769230769231,0,0.0218238461538462,1.11419286554307,0.0970554043391613,0.108460525370655,37.9230769230769,0,1061.18815384615,1061.18815384615,1,NA,NA,NA,NA,NA,NA,0,11635.0270769231,0,0,NA,NA,0,0,0,NA,13788.3912526016,1232.38123179951,NA,0,NA,NA,NA,NA,NA,NA,1232.38123179951,13788.3912526016,1987.1551085943,12.6041936528542,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2729DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,13.7449992959323,13.2902250637871,0.0989988598022835,0.0000183333333333333,0,0,0.00216583333333333,1.25243906289792,0.0924111897450196,0.0837115568000729,35,0,127.825333333333,127.825333333333,1,NA,NA,NA,NA,NA,NA,0,1554.87675,0,0,NA,NA,0,0,0,NA,11237.7225133743,959.543714702613,NA,0,NA,NA,NA,NA,NA,NA,959.543714702613,11237.7225133743,211.437432843265,13.2035428874525,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2729DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,13.667752029829,13.1267461696649,0.0300858359362904,0,0.00000357142857142857,0,0.00802,1.29096834070977,0.0300858359362904,0.0300858359362904,44,0,477.4625,477.4625,1,NA,NA,NA,NA,NA,NA,0,5951.607,0,0,NA,NA,0,0,0,NA,9815.43082004053,789.031780948126,NA,0,NA,NA,NA,NA,NA,NA,789.031780948126,9815.43082004053,550.283145642944,12.9954214552565,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2729DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 03LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,13.1087898624272,12.4460204900877,0.0338517801088844,0,0.0000492307692307692,0,0.0178346153846154,1.12569490054964,0.0517128648270698,0.0625024342706683,40.9230769230769,0,934.024846153846,934.024846153846,1,NA,NA,NA,NA,NA,NA,0,10803.1146153846,0,0,NA,NA,0,0,0,NA,12555.3420785684,1085.35273107008,NA,0,NA,NA,NA,NA,NA,NA,1085.35273107008,12555.3420785684,1396.22794767018,12.4389043422794,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2730DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,20.7119746254033,20.2917764263421,0.147599545054074,0,0,0,0.00934307692307692,1.11419286554307,0.148524100791722,0.156296642121905,37.9230769230769,0,495.901538461538,495.901538461538,1,NA,NA,NA,NA,NA,NA,0,7839.94761538461,0,0,NA,NA,0,0,0,NA,6884.85809713634,423.938181200617,NA,0,NA,NA,NA,NA,NA,NA,423.938181200617,6884.85809713634,2444.09836831108,20.2585782571781,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2730DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,18.9232127425851,19.0466576086703,0.0899898547660585,0.0000158333333333333,0,0,0.0006625,1.25243906289792,0.0948119438054965,0.0880489383990962,35,0,21.1465833333333,21.1465833333333,1,NA,NA,NA,NA,NA,NA,0,368.894666666667,0,0,NA,NA,0,0,0,NA,4551.41080048552,271.109391827974,NA,0,NA,NA,NA,NA,NA,NA,271.109391827974,4551.41080048552,31.1189565957472,18.9760725871434,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2730DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,18.4048056047365,17.5151209132698,0.0419715528392971,0,0,0,0.00288214285714286,1.29096834070977,0.0378383336626359,0.0378383336626359,44,0,109.489214285714,109.489214285714,1,NA,NA,NA,NA,NA,NA,0,1811.04135714286,0,0,NA,NA,0,0,0,NA,3577.41107287735,216.257299292994,NA,0,NA,NA,NA,NA,NA,NA,216.257299292994,3577.41107287735,197.280355838115,17.3808749523309,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2730DCBEYONDORGANIC_ROM","DC BEYOND ORGANIC 05LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,19.4449848219409,16.6762885299243,0.0939971234106439,0,0,0,0.00797346153846154,1.12569490054964,0.122202724937727,0.140284531807987,40.9230769230769,0,348.754,348.754,1,NA,NA,NA,NA,NA,NA,0,4596.72846153846,0,0,NA,NA,0,0,0,NA,5075.47381280818,381.20597690604,NA,0,NA,NA,NA,NA,NA,NA,381.20597690604,5075.47381280818,2350.38178511498,16.571063316642,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2754DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,21.0276197186785,20.2502723911829,0.0829475884478413,0,0.0000192307692307692,0,0.00250769230769231,1.11419286554307,0.0879769729811205,0.0942985342874822,37.9230769230769,0,197.548230769231,197.548230769231,1,NA,NA,NA,NA,NA,NA,0,3494.43123076923,0,0,NA,NA,0,0,0,NA,3344.71092869305,184.951432332736,NA,0,NA,NA,NA,NA,NA,NA,184.951432332736,3344.71092869305,578.045765802608,20.1445628009507,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2754DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,21.6487674209186,21.8426497509541,0.146552019187217,0,0,0,0.0000708333333333333,1.25243906289792,0.127794885189112,0.14405808557479,35,0,5.24016666666667,5.24016666666667,1,NA,NA,NA,NA,NA,NA,0,93.5291666666667,0,0,NA,NA,0,0,0,NA,782.951543693298,42.0722413896727,NA,0,NA,NA,NA,NA,NA,NA,42.0722413896727,782.951543693298,20.419348498985,21.82978646743,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2754DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,22.7736428165438,22.8274704199227,0.0833748825403139,0,0,0,0.000237857142857143,1.29096834070977,0.0930481534596319,0.0882825075486574,44,0,20.987,20.987,1,NA,NA,NA,NA,NA,NA,0,446.194357142857,0,0,NA,NA,0,0,0,NA,837.144286546333,40.3511154406942,NA,0,NA,NA,NA,NA,NA,NA,40.3511154406942,837.144286546333,32.5750980604524,22.5793779466602,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2754DCCNPORGANIX_ROM","DC C&P ORGANIX 03-4LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,23.9555806713266,23.2828015021633,0.121543803209152,0,0,0,0.000676923076923077,1.12569490054964,0.10625433666991,0.0900528244501255,40.9230769230769,0,62.5669230769231,62.5669230769231,1,NA,NA,NA,NA,NA,NA,0,1277.20307692308,0,0,NA,NA,0,0,0,NA,2322.8880258947,117.858583907849,NA,0,NA,NA,NA,NA,NA,NA,117.858583907849,2322.8880258947,184.231775066418,23.1566963881469,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,23.674318479739,23.7506340277004,0.127825306041441,0,0,0,0.000233076923076923,1.11419286554307,0.122707555030117,0.119852386637479,37.9230769230769,0,27.1162307692308,27.1162307692308,1,NA,0,NA,NA,0,0,0,577.319153846154,0,0,NA,NA,0,0,0,NA,939.111911912554,44.5271624472784,NA,0,NA,NA,NA,NA,NA,NA,44.5271624472784,939.111911912554,47.551703265624,23.6128402423338,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,26.5507538829395,26.566976708875,0.138287077520823,0,0,0,0.000335,1.25243906289792,0.130104422488848,0.108963761194595,35,0,31.6336666666667,31.6336666666667,1,NA,0,NA,NA,0.00766989938408324,0,0,713.118083333333,0,0,NA,NA,0,0,0,NA,542.827133735245,23.5546280443475,NA,0,NA,NA,NA,NA,NA,NA,23.5546280443475,542.827133735245,122.703305983012,26.4806061527521,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,27.1055670374606,27.1603017998537,0.0646792097360267,0,0,0,0.000407857142857143,1.29096834070977,0.049943189231003,0.0504049600699632,44,0,40.93,40.93,1,NA,0,NA,NA,0,0,0,1042.52342857143,0,0,NA,NA,0,0,0,NA,1051.19349389168,41.8303019304041,NA,0,NA,NA,NA,NA,NA,NA,41.8303019304041,1051.19349389168,66.0408490511978,26.8654514097567,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2756DCCNPPRISTINE_ROM","DC C&P PRISTINE 03LB","Dry Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,24.3317719364498,24.3452875422411,0.0453491384588183,0,0,0,0.000377692307692308,1.12569490054964,0.0453491384588183,0.0375315628111525,40.9230769230769,0,44.5308461538462,44.5308461538462,1,NA,0,NA,NA,0.0108718573225862,0,0,1021.57776923077,0,0,NA,NA,0,0,0,NA,1044.33193432291,45.21336383389,NA,0,NA,NA,NA,NA,NA,NA,45.21336383389,1044.33193432291,65.1414016617705,24.2624405216359,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2760DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 22LB","Dry Cat","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,22.5677777777778,22.5677777777778,0.0189789999253773,0,0,0,0.000945555555555556,1.0962876586075,0.0189789999253773,0.00555839146957064,38,NA,1.44444444444444,1.44444444444444,0,NA,NA,NA,NA,NA,NA,0,30.8755555555556,0,0,NA,NA,0,0,0,NA,49.8225335049711,2.31401965299942,NA,0,NA,NA,NA,NA,NA,NA,2.31401965299942,49.8225335049711,0.809999999999999,22.3983333333333,"2023-04-15",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2760DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 22LB","Dry Cat","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,24.2233333333333,24.2233333333333,0,0,0,0,0.00093,1.25205268629583,0,0,34.3333333333333,NA,1.33333333333333,1.33333333333333,0,NA,NA,NA,NA,NA,NA,0,31.82,0,0,NA,NA,0,0,0,NA,54.7152597222801,2.27909492548975,NA,0,NA,NA,NA,NA,NA,NA,2.27909492548975,54.7152597222801,0.399999999999999,24.0233333333333,"2023-02-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2760DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 22LB","Dry Cat","NPP",0,0,1,"Retailer","Target",NA,NA,NA,NA,23.59,23.59,0.0516746411483254,0,0,0,0.001134,1.23511994751222,0.0690735102218356,0.0956067855589386,43.6,NA,2.2,2.2,0,NA,NA,NA,NA,NA,NA,0,49.658,0,0,NA,NA,0,0,0,NA,51.986465834743,2.38037263304468,NA,0,NA,NA,NA,NA,NA,NA,2.38037263304468,51.986465834743,2.52,23.2036,"2022-12-17",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2760DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 22LB","Dry Cat","NPP",0,1,0,"Retailer","Target",NA,NA,NA,NA,21.974,21.974,0.0356676816006959,0,0,0,0.000844,1.09449730379482,0.0269682470639408,0.0137016093953893,41,NA,1.2,1.2,0,NA,NA,NA,NA,NA,NA,0,25.147,0,0,NA,NA,0,0,0,NA,48.9870921107647,2.32287187345914,NA,0,NA,NA,NA,NA,NA,NA,2.32287187345914,48.9870921107647,0.924999999999999,21.939,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2761DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,11.3655001680825,11.2388224350665,0,0,0.00301846153846154,0,0.611458076923077,1.11419286554307,0,0,37.9230769230769,0,10893.5384615385,10337.6505135237,2,NA,NA,10.3518850070484,NA,NA,NA,555.887948014802,117313.242094617,5682.72944384506,5682.72944384506,NA,NA,0,0,4320.79136391751,NA,122911.432528136,10761.0424701687,NA,3471.73076923077,NA,NA,NA,NA,NA,NA,11255.6086318446,127232.223892053,1474.02906258518,11.2316015452749,"2023-04-22",0.5,8.50691901026605,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2761DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,11.8100533645809,11.7200024710735,0,0,0.00149333333333333,0,0.678535833333333,1.25243906289792,0,0,35,0,13251.5833333333,12978.1153968284,2,NA,NA,11.1785796829622,NA,NA,NA,273.467936504925,151854.725539025,2966.94529430829,2966.94529430829,NA,NA,0,0,1726.84017887562,NA,162659.343019383,13831.2870434197,NA,4659.75,NA,NA,NA,NA,NA,NA,14043.6090796672,164386.183198259,1231.99677182541,11.7131798519857,"2023-03-25",0.5,9.49970057551719,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2761DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,0,1,"Retailer","Target",NA,15598.5714285714,15598.5714285714,NA,11.223332429271,10.7991167052786,0.023103364023893,0,0.00166142857142857,0,0.749264642857143,1.29096834070977,0.0323276790552763,0.0413373827464817,44,0,16721.8571428571,15520.9416046372,2,NA,NA,10.984879113921,NA,NA,NA,1200.91553821997,170178.717519785,6230.21462307166,4928.63717932446,NA,NA,0,1337.86516920101,1088.31683203532,NA,172165.492706151,15557.7104229274,156663.627148659,8360.92857142857,145722.944261497,148302.69857723,10152.2789518254,10152.2789518254,NA,NA,16420.4778092129,173253.809538186,11152.7614186466,10.7991167052786,"2022-12-31",0.5,9.37976609579632,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2761DCCATKITTENCHOW_Retailer","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,1,0,"Retailer","Target",NA,15532.6153846154,15532.6153846154,NA,11.4733627136626,11.2810564651953,0.0388116282537421,0,0.00403923076923077,0,0.693940769230769,1.12569490054964,0.028877750527637,0.0191749927063389,40.9230769230769,0,13204.6923076923,12363.8200176393,2,NA,NA,10.4027561669714,NA,NA,NA,840.872290052992,139096.385943168,2815.18405683231,1532.45437424845,NA,NA,0,2133.14255610494,3003.47882834076,NA,140481.582163559,12264.4291505019,117487.174267902,6602.34615384615,110003.10880535,110884.828114056,6485.11309026968,6485.11309026968,NA,NA,13342.772048997,143485.0609919,9621.95124492886,11.2523793735695,"2022-09-24",0.5,8.89794135417286,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2761DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,10.3864259732793,10.3596535526214,0,0.00004,0.00123846153846154,0,0.400670769230769,1.11419286554307,0,0,37.9230769230769,0,76835.999,75361.2608544325,2,NA,NA,NA,NA,0,NA,1474.73814556753,784435.360742434,15454.7131806424,15454.7131806424,NA,NA,0,0,0,NA,804856.487302683,77399.2783255409,NA,0,NA,NA,NA,NA,NA,NA,77399.2783255409,804856.487302683,2611.60029286014,10.3518850070484,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM2761DCCATKITTENCHOW_ROM","DC CAT/KITTEN CHOW 06.3LB","Dry Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,11.2342209090751,11.1850285067628,0,0.00008,0.000448333333333333,0,0.416329166666667,1.25243906289792,0,0,35,0,97916.7645833333,88782.2672146421,2,NA,NA,NA,NA,0,NA,9134.49736869126,992422.426345312,102016.503904688,102016.503904688,NA,NA,0,0,0,NA,992422.426345312,88782.2672146421,NA,0,NA,NA,NA,NA,0,0,88782.2672146421,992422.426345312,5444.5126720336,11.1785796829622,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
