"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","Missing_data_flag","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_Interaction_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_3","CB_Comp_TPR_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7"
"ITEM1637DDPURINAONETRUINSTBNB_Retailer","DD PURINA ONE TRU INST B&B 36LB","Dry Dog","NPP",0,1,0,"Retailer","Target",NA,98.0769230769231,0,NA,61.0778378507856,61.083230079637,0.169575838377027,0,0,0,0.00569230769230769,1.11449893158544,0.169575838377027,0.169575838377027,40.9230769230769,0,13,13,1,34.1348723990597,0,NA,NA,0.0319774672528346,0.00797597539093052,0,618.392307692307,0,0,NA,NA,0,263.323040163632,0,NA,686.779107737984,13.8414349105988,610.176923076923,0,495.523865971517,610.176923076923,87.6154974041383,87.6154974041383,NA,NA,13.8414349105988,686.779107737984,168.390862901008,61.0312404268396,"2022-09-24",NA,47.2783058823529,3,3,0,NA,36.3854834969698,6.12128961141405,18.3402124221088,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4681507894748,5.72941236287759,NA,NA,NA,NA,NA
"ITEM1638DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,11.1259984683145,11.1043940640598,0,0,0.00178692307692308,0,0.0314630769230769,1.12445387364858,0,0,37.9230769230769,0,2827.46469230769,2827.46469230769,1,NA,0,NA,NA,0,0,0,31105.7507692308,0,0,NA,NA,0,0,0,NA,31986.2473714212,2892.49549344648,NA,0,NA,NA,NA,NA,NA,NA,2892.49549344648,31986.2473714212,172.99801886209,11.0596664299309,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00693177468980567,NA,NA,NA,NA,0,0,0
"ITEM1638DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,11.3409361184299,11.3105592336049,0,0.000370833333333333,0.0000425,0,0.0365745833333333,1.2463057973431,0,0,35,0,2807.42983333333,2807.42983333333,1,NA,0.0212657516256222,NA,NA,0,0,0,31548.4088333333,0,0,NA,NA,0,0,0,NA,33863.0365307216,3001.25698152833,NA,0,NA,NA,NA,NA,NA,NA,3001.25698152833,33863.0365307216,138.884901544767,11.2957595735684,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,0.00420910818566144,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0
"ITEM1638DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,11.0272029363118,10.9622278947727,0,0,0.000197857142857143,0,0.0367285714285714,1.23008269369047,0,0,44,0,3027.88221428571,3027.88221428571,1,NA,0,NA,NA,0,0,0,33174.6892142857,0,0,NA,NA,0,0,0,NA,32921.0521516321,3004.88177928508,NA,0,NA,NA,NA,NA,NA,NA,3004.88177928508,32921.0521516321,218.271876927832,10.95553421772,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,0.00414539234216822,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0.102963762138349
"ITEM1638DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,11.2178084957826,11.1683964504779,0,0.00032,0.00160461538461538,0,0.0296684615384615,1.11449893158544,0,0,40.9230769230769,0,2504.72330769231,2504.72330769231,1,NA,0.0186177801852274,NA,NA,0,0,0,27479.0147692308,0,0,NA,NA,0,0,0,NA,28805.1291970312,2624.12487337622,NA,0,NA,NA,NA,NA,NA,NA,2624.12487337622,28805.1291970312,590.096092213143,10.980782167975,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,0.0245109959891708,NA,NA,NA,NA,NA,NA,0.00670009339678965,0.0194388002070615,NA,NA,NA,NA,0.0294727804293123,0.00666176634357799,0
"ITEM1639DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 03.8LB","Dry Dog","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,10.1963691794227,10.1593494025052,0,0.00150538461538462,0.00126153846153846,0,0.245461923076923,1.12445387364858,0,0,37.9230769230769,0,21414.6457692308,20038.5223234169,2,NA,NA,NA,NA,NA,NA,1376.12344581387,195340.630131587,13100.6427145671,13100.6427145671,NA,NA,0,0,0,NA,273616.174546305,26737.3273654514,NA,0,NA,NA,NA,NA,NA,NA,26737.3273654514,273616.174546305,1195.87949887181,10.1512973954616,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1639DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 03.8LB","Dry Dog","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,10.2819846564665,10.2191745845897,0,0.000380833333333333,0.0011,0,0.257106666666667,1.2463057973431,0,0,35,0,22512.7309166667,22511.2599721524,2,NA,NA,NA,NA,NA,NA,1.47094451425831,226625.470288506,14.5709614942558,14.5709614942558,NA,NA,0,0,0,NA,303173.957615298,29650.598411386,NA,0,NA,NA,NA,NA,NA,NA,29650.598411386,303173.957615298,1818.03532058022,10.2174657588181,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1639DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 03.8LB","Dry Dog","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,10.0517237458379,9.91382313888366,0,0,0.0000714285714285714,0,0.305514642857143,1.23008269369047,0,0,44,0,27930.7087857143,27391.0711001368,2,NA,NA,NA,NA,NA,NA,539.637685577521,271020.647503276,5349.43328243816,5349.43328243816,NA,NA,0,0,0,NA,282148.254455301,28517.3368136824,NA,0,NA,NA,NA,NA,NA,NA,28517.3368136824,282148.254455301,4375.25526131363,9.89406013334976,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1639DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 03.8LB","Dry Dog","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,10.0262323972857,9.90874024083496,0,0.000348461538461538,0.000117692307692308,0,0.308684230769231,1.11449893158544,0,0,40.9230769230769,0,28137.5187692308,26442.9556710963,2,NA,NA,NA,NA,NA,NA,1694.56309813447,261446.313114363,16743.2718856374,16743.2718856374,NA,NA,0,0,0,NA,262830.523273794,26582.8762183607,NA,0,NA,NA,NA,NA,NA,NA,26582.8762183607,262830.523273794,3863.04553831326,9.88693933701264,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1640DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 02.8LB","Dry Dog","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,8.06012467096421,8.05755563277814,0,0,0.0000323076923076923,0,0.0161169230769231,1.12445387364858,0,0,37.9230769230769,0,19718.9884615385,19718.9884615385,1,NA,NA,NA,NA,NA,NA,0,158624.445384615,0,0,NA,NA,0,0,0,NA,155824.436601281,19312.2788808726,NA,0,NA,NA,NA,NA,NA,NA,19312.2788808726,155824.436601281,49.7926044611379,8.05755563277814,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1640DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 02.8LB","Dry Dog","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,8.12358413888022,8.11329028389767,0,0,0.00015,0,0.0163883333333333,1.2463057973431,0,0,35,0,20733.5,20733.5,1,NA,NA,NA,NA,NA,NA,0,168045.465833333,0,0,NA,NA,0,0,0,NA,160373.130014211,19780.136415485,NA,0,NA,NA,NA,NA,NA,NA,19780.136415485,160373.130014211,339.883389827953,8.10767339071924,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1640DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 02.8LB","Dry Dog","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,7.90678232494831,7.88168052253608,0,0,0.000177142857142857,0,0.0174089285714286,1.23008269369047,0,0,44,0,21083.8128571429,21083.8128571429,1,NA,NA,NA,NA,NA,NA,0,166033.905,0,0,NA,NA,0,0,0,NA,154962.276504629,19674.6378602178,NA,0,NA,NA,NA,NA,NA,NA,19674.6378602178,154962.276504629,654.233770157794,7.87603952097201,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM1640DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 02.8LB","Dry Dog","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,7.85318253680826,7.83502918485977,0,0,0.0000884615384615385,0,0.0163776923076923,1.11449893158544,0,0,40.9230769230769,0,19164.9505384615,19164.9505384615,1,NA,NA,NA,NA,NA,NA,0,150029.085384615,0,0,NA,NA,0,0,0,NA,150831.458949471,19266.9141656195,NA,0,NA,NA,NA,NA,NA,NA,19266.9141656195,150831.458949471,483.380015342943,7.82855250125188,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM40001DDBENEFUL_Retailer","DD BENEFUL 17.6LB","Dry Dog","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,16.2837894333009,16.326876984127,0.0112423316295951,0,0,0,0.00106333333333333,1.11156938192701,0.0179131675687237,0.0179131675687237,37.9166666666667,NA,2.58333333333333,2.58333333333333,0,NA,NA,NA,NA,NA,NA,0,40.4858333333334,0,0,NA,NA,0,0,0,NA,63.2293723590533,4.00465308984994,NA,0,NA,NA,NA,NA,NA,NA,4.00465308984994,63.2293723590533,1.46314488283283,15.9649305555556,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM40001DDBENEFUL_Retailer","DD BENEFUL 17.6LB","Dry Dog","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,16.2633250622287,16.30375,0.00507806522629783,0,0,0,0.00203416666666667,1.2463057973431,0.0194012227964489,0.0194012227964489,35,NA,5.16666666666667,5.16666666666667,0,NA,NA,NA,NA,NA,NA,0,82.2491666666666,0,0,NA,NA,0,0,0,NA,81.6528203164086,5.11519917919435,NA,0,NA,NA,NA,NA,NA,NA,5.11519917919435,81.6528203164086,1.63047040729571,16.0487142857143,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM40001DDBENEFUL_Retailer","DD BENEFUL 17.6LB","Dry Dog","NPP",0,0,1,"Retailer","Target",NA,NA,NA,NA,16.3258870321139,16.2948214285714,0.0217921785382568,0,0,0,0.00171785714285714,1.20144994671427,0.00951518633527015,0.00951518633527015,44,NA,4.21428571428571,4.21428571428571,0,NA,NA,NA,NA,NA,NA,0,66.4292857142857,0,0,NA,NA,0,0,0,NA,61.5037601765019,3.90079972945679,NA,0,NA,NA,NA,NA,NA,NA,3.90079972945679,61.5037601765019,2.38983345863347,16.1486428571429,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM40001DDBENEFUL_Retailer","DD BENEFUL 17.6LB","Dry Dog","NPP",0,1,0,"Retailer","Target",NA,NA,NA,NA,16.5478755648261,16.5422222222222,0,0,0,0,0.00139833333333333,1.08399385616774,0,0,40.9166666666667,NA,3.66666666666667,3.66666666666667,0,NA,NA,NA,NA,NA,NA,0,60.2275,0,0,NA,NA,0,0,0,NA,55.7676787591732,3.39691917330463,NA,0,NA,NA,NA,NA,NA,NA,3.39691917330463,55.7676787591732,0.548418613312367,16.4199861111111,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_Retailer","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,57.9245973423386,57.4406272852976,0,0,0,0,0.124658076923077,1.12445387364858,0,0,37.9230769230769,0,323.846153846154,302.54277095349,1,17.1260787647194,NA,25.3605669394867,NA,0,NA,21.3033828926636,17620.8009203716,1086.39523347454,1086.39523347454,NA,NA,0,0,60.8516226021501,NA,18301.2098389548,313.460079121651,NA,0,NA,NA,NA,NA,NA,NA,317.392379263363,18362.061461557,161.268666102777,57.3949111580469,"2023-04-22",NA,46.6585012531328,2,2,0,NA,50.7241585798344,43.8365686189212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_Retailer","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,57.687729039457,56.6361855950739,0,0,0,0,0.145476666666667,1.2463057973431,0,0,35,0,409.166666666667,377.293033343458,1,19.6694745156866,NA,25.9009209877216,NA,0.00420910818566144,NA,31.8736333232086,21559.0886111201,1516.9138888799,1516.9138888799,NA,NA,0,0,188.326563873735,NA,22294.6792353155,386.524158081483,NA,0,NA,NA,NA,NA,NA,NA,398.280375774574,22483.0057991892,494.565705117534,56.4731323252628,"2023-03-25",NA,49.2257645996388,1,1,0,NA,58.682389007896,44.3316039036338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_Retailer","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,0,1,"Retailer","Target",NA,444.142857142857,0,NA,59.1228345878957,56.4863735841636,0,0,0,0,0.139268571428571,1.23008269369047,0,0,44,0,388.214285714286,339.098558839324,1,18.1253460371925,NA,25.6391677502586,NA,0.00414539234216822,NA,49.1157268749617,19936.6574901349,1857.72893843656,1857.72893843656,0,0,0,0,422.889345654405,422.889345654405,20368.605685306,344.580493067555,19272.969488853,0,16834.4933557688,19272.969488853,2417.01530892588,2417.01530892588,NA,NA,370.314846649103,20791.4950309604,1166.81197439041,56.1545707170759,"2022-12-31",NA,49.6516050176906,4,4,0,NA,56.1130909668733,44.077817832499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_Retailer","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,1,0,"Retailer","Target",NA,380.538461538462,0,NA,59.4368201651244,58.2682393296701,0,0,0,0,0.114219230769231,1.11449893158544,0,0,40.9230769230769,0,286.923076923077,270.713722232188,1,17.4585622606853,NA,25.2291390997827,NA,0.0245109959891708,NA,16.2093546908892,15791.889545101,747.105839514398,747.105839514398,NA,NA,0,0,207.635642298005,NA,16537.3868109759,278.117179604801,14228.5563283575,0,13426.2795334239,14228.5563283575,795.071699324558,795.071699324558,NA,NA,290.586605272605,16745.0224532739,521.068598555417,57.673330930515,"2022-09-24",NA,49.6011380634728,3,3,0,NA,48.0232167684048,43.7976255163963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,55.2896227645778,55.1382662580691,0,0,0.000891538461538462,0,0.256254615384615,1.12445387364858,0,0,37.9230769230769,0,11482.2961538462,11444.7512919041,2,NA,NA,NA,NA,NA,NA,37.5448619420462,631795.651072239,1939.28969699145,1939.28969699145,NA,NA,0,0,0,NA,661209.636372163,11955.2387449089,NA,0,NA,NA,NA,NA,NA,NA,11955.2387449089,661209.636372163,2645.52408835857,55.0523758291797,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,56.2414605885833,55.7368943321685,0,0,0.000210833333333333,0,0.26778125,1.2463057973431,0,0,35,0,13900.5,13108.9940922754,2,NA,NA,NA,NA,NA,NA,791.505907724575,729000.714122239,44219.7567110942,44219.7567110942,NA,NA,0,0,0,NA,730740.046508409,13140.6186410122,NA,0,NA,NA,NA,NA,NA,NA,13140.6186410122,730740.046508409,8568.38630241969,55.6070265927773,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,56.2210273836077,56.0097850055301,0,0,0.000159285714285714,0,0.264786428571429,1.23008269369047,0,0,44,0,12841.0714285714,12398.5827079089,2,NA,NA,NA,NA,NA,NA,442.488720662507,691523.56004266,24593.0628144834,24593.0628144834,NA,NA,0,0,0,NA,695827.94465057,12476.3092812987,NA,0,NA,NA,NA,NA,NA,NA,12476.3092812987,695827.94465057,5819.11549158432,55.7802878473746,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM765DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,55.9284070207058,55.0834829189255,0,0,0.000405384615384615,0,0.259167307692308,1.11449893158544,0,0,40.9230769230769,0,11817.4615384615,11266.1262912839,2,NA,NA,NA,NA,NA,NA,551.335247177685,620408.257572733,30325.9055041903,30325.9055041903,NA,NA,0,0,0,NA,627958.312121044,11402.7913398646,NA,0,NA,NA,NA,NA,NA,NA,11402.7913398646,627958.312121044,9965.98235070424,55.0728775981458,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_Retailer","DD PURINA ONE ML 08LB","Dry Dog","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,15.0256655942212,14.8714336513953,0,0,0.00141538461538462,0,0.740376923076923,1.12445387364858,0,0,37.9230769230769,0,9999.30769230769,8292.12758553903,2,14.1401069481233,NA,NA,NA,NA,NA,1707.18010676866,125200.392254238,24815.6269765315,24815.6269765315,0,0,0,0,5367.0670856637,5367.0670856637,128352.623734808,8496.14142364824,NA,5529.25384615385,NA,NA,NA,NA,NA,NA,8964.28941934819,133719.690820472,2050.5431749651,14.8373089835344,"2023-04-22",0.9,12.8767702833974,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_Retailer","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,15.2948313863793,15.0046432873868,0,0,0.00164083333333333,0,0.9258225,1.2463057973431,0,0,35,0,12510.0833333333,10969.3064646849,2,14.2811567329427,NA,NA,NA,NA,NA,1540.77686864846,166822.961663175,20809.1275034919,20809.1275034919,0,0,0,0,17672.368257764,17672.368257764,166869.291778701,10937.1569845617,NA,7398.6,NA,NA,NA,NA,NA,NA,12356.0049690852,184541.660036465,3722.34046153393,14.992275193015,"2023-03-25",0.9,13.5889688092795,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_Retailer","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,0,1,"Retailer","Target",NA,18917.1428571429,14945.7142857143,NA,15.2473494133276,14.9314505316548,0,0,0.0023,0,0.805657142857143,1.23008269369047,0,0,44,0,10109.2857142857,9598.81540895226,2,14.3849582436364,NA,NA,NA,NA,NA,510.470305333449,144327.885557198,5709.72015708781,5709.72015708781,0,0,0,0,9748.56321834086,9748.56321834086,146921.642307935,9635.36652611189,136028.730631152,9098.35714285714,129202.769383533,126930.373488295,6783.90270313912,6783.90270313912,NA,NA,10552.6698012626,156670.205526276,4092.89861537283,14.8449809772202,"2022-12-31",0.9,13.5643539495544,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_Retailer","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,1,0,"Retailer","Target",NA,13539.0769230769,10560.6153846154,NA,15.0937398636495,14.9399504348967,0,0,0.000289230769230769,0,0.726673461538462,1.11449893158544,0,0,40.9230769230769,0,8518,7590.18435968242,2,14.3308211351285,NA,NA,NA,NA,NA,927.815640317583,114590.399650126,12721.4872729506,12721.4872729506,NA,NA,0,0,11255.0627792195,NA,116224.278479894,7696.15087265084,115644.486596923,7666.2,103017.323150942,107978.286596923,12622.6825529227,12622.6825529227,NA,NA,8530.59350411198,127479.341259114,1449.45885442491,14.9367217191688,"2022-09-24",0.9,13.6061611972183,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,15.4313335964562,15.3967188580193,0,0.000462307692307692,0.00331692307692308,0,0.514193076923077,1.12445387364858,0,0,37.9230769230769,0,127511.585461538,111393.335736818,2,NA,NA,NA,NA,NA,NA,16118.2497247203,1713061.20283274,247490.854167259,247490.854167259,NA,NA,0,0,0,NA,1722644.82628161,112039.980386811,NA,0,NA,NA,NA,NA,NA,NA,112039.980386811,1722644.82628161,4582.52845990545,15.3967188580193,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,15.9697023955943,15.8670269911638,0,0.000369166666666667,0.00128083333333333,0,0.52622125,1.2463057973431,0,0,35,0,124408.329166667,121119.210273488,2,NA,NA,NA,NA,NA,NA,3289.11889317867,1921185.09741308,52798.2444202526,52798.2444202526,NA,NA,0,0,0,NA,1933013.14046667,121868.877875925,NA,0,NA,NA,NA,NA,NA,NA,121868.877875925,1933013.14046667,13173.3622549752,15.8632216106978,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,15.8262599541493,15.7085421314869,0,0.000148571428571429,0.000876428571428571,0,0.511351785714286,1.23008269369047,0,0,44,0,117597.9935,114095.717749683,2,NA,NA,NA,NA,NA,NA,3502.27575031714,1787397.81922822,54827.8769146425,54827.8769146425,NA,NA,0,0,0,NA,1824623.21005188,116476.862257933,NA,0,NA,NA,NA,NA,NA,NA,116476.862257933,1824623.21005188,19176.1459690242,15.6667933102579,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM775DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,15.7125175215575,15.5071818491859,0,0,0.00207307692307692,0,0.496669230769231,1.11449893158544,0,0,40.9230769230769,0,111689.765461538,105632.009301744,2,NA,NA,NA,NA,NA,NA,6057.75615979408,1636736.29946857,93889.6023775885,93889.6023775885,NA,NA,0,0,0,NA,1636736.29946857,105632.009301744,NA,0,NA,NA,NA,NA,0,0,105632.009301744,1636736.29946857,24322.6873159238,15.4954351554784,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM785DDPURINAONEML_Retailer","DD PURINA ONE ML 31.1LB","Dry Dog","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,45.0133245821315,44.5645731232504,0,0,0.0011,0,0.646606923076923,1.12445387364858,0,0,37.9230769230769,0,4366.76923076923,4197.03517722473,2,NA,NA,NA,NA,0,NA,169.734053544495,189577.545114565,6559.52180851219,6559.52180851219,NA,NA,0,0,829.71486630608,NA,196015.709066734,4324.56635021951,NA,4622.01923076923,NA,NA,NA,NA,NA,NA,4383.69139563982,196845.42393304,1987.13414979896,44.5617658588185,"2023-04-22",1.75,36.2665457078991,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM785DDPURINAONEML_Retailer","DD PURINA ONE ML 31.1LB","Dry Dog","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,46.060877785457,43.4981537366506,0,0,0.000326666666666667,0,0.764003333333333,1.2463057973431,0,0,35,0,5944,5680.44375406526,2,NA,NA,NA,NA,0,NA,263.556245934738,253189.817657343,5096.3448426571,5096.3448426571,NA,NA,0,0,2874.70777073404,NA,261456.178219723,5727.1273875825,NA,6758.35416666667,NA,NA,NA,NA,NA,NA,6091.84072161395,264330.885990457,15456.2507975236,43.4330702941755,"2023-03-25",1.75,37.7509701477289,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
