"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","Missing_data_flag","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross_non_normalised","Within_non_normalised","true_lift_doll","Within","Cross","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_Interaction_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_3","CB_Comp_TPR_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7"
"ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,13.5497010671803,13.5497010671803,0,0,0,0,0.020935,1.1828750545942,0,0,32,0,1623.53896254967,1623.53896254967,1,NA,NA,NA,NA,NA,NA,0,21998.4676134681,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.5497010671803,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,13.5497010671803,13.5497010671803,0,0,0,0,0.020935,1.08284090761895,0,0,28.9230769230769,0,1623.53896254967,1623.53896254967,1,NA,NA,NA,NA,NA,NA,0,21998.4676134681,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,13.5497010671803,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ","Dog Treats","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,4.53770247801996,4.53770247801996,0.0649640974669781,0,0,0,0.001265,1.07528272446416,0.0981085399558584,0.151471741038007,29.6153846153846,0,550.05930850215,550.05930850215,2,NA,NA,NA,NA,NA,NA,0,2318.69308072304,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,177.312406525112,4.51770825877074,"2023-04-22",NA,3.73719571205241,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ","Dog Treats","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,4.53770247801996,4.53770247801996,0.273160335463522,0,0,0,0.001265,1.13010352280229,0.231924954516642,0.180479071804348,35,0,556.577410203255,556.577410203255,2,NA,NA,NA,NA,NA,NA,0,1762.36972823818,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,763.212965251062,4.53309669465857,"2023-03-25",NA,3.64770755810407,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ","Dog Treats","NPP",0,0,1,"Retailer","Target",NA,7203.57142857143,0,NA,4.53770247801996,4.53770247801996,0,0,0,0,0.001265,1.1828750545942,0,0,32,0,629.057346668402,629.057346668402,2,NA,NA,NA,NA,NA,NA,0,2854.24247036976,0,9810.36680601448,0,2374.74315136704,9810.36680601448,7434.94526505338,7434.94526505338,0,0,0,NA,NA,0.23261042411013,4.53731266200876,"2022-12-31",NA,3.76993158155677,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ","Dog Treats","NPP",0,1,0,"Retailer","Target",NA,7682.30769230769,0,NA,4.53770247801996,4.53770247801996,0,0,0,0,0.001265,1.08284090761895,0,0,28.9230769230769,0,595.159072018263,595.159072018263,2,NA,NA,NA,NA,NA,NA,0,2681.64887604287,0,8740.6773088183,0,2282.31669013072,8740.6773088183,6407.80174946287,6407.80174946287,0,0,0,NA,NA,19.0059198704656,4.50602013099484,"2022-09-24",NA,3.82465705417042,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_Retailer","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,11.49,11.49,0.194612929860972,0,0,0,0.00052,1.07528272446416,0.194612929860972,0.161741607047523,29.6153846153846,0,6.47222093732052,6.47222093732052,1,NA,NA,NA,NA,NA,NA,0,56.860500491932,0,NA,0,NA,NA,NA,NA,0,32.7849449269605,0,NA,NA,17.5053180778808,11.4646153846154,"2023-04-22",NA,8.09,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_Retailer","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,11.49,11.49,0,0,0,0,0.00052,1.13010352280229,0,0,35,0,7.28988108906636,7.28988108906636,1,NA,NA,NA,NA,NA,NA,0,83.7603673708614,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0.000366342511101115,11.4899489795163,"2023-03-25",NA,8.09,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_Retailer","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",0,0,1,"Retailer","Target",NA,1187.14285714286,0,NA,11.49,11.49,0.0914790308936563,0,0,0,0.00052,1.1828750545942,0.0914790308936563,0.1265681385509,32,0,6.75065003454821,6.75065003454821,1,NA,NA,NA,NA,NA,NA,0,66.1899895199756,0,6.35642857142857,0,6.35642857142857,6.35642857142857,0,0,0,16.5162072057161,0,NA,NA,11.3749793769833,11.4227057384342,"2022-12-31",NA,8.09,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_Retailer","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",0,1,0,"Retailer","Target",NA,530.769230769231,0,NA,11.49,11.49,0.10239602900627,0,0,0,0.00052,1.08284090761895,0.10239602900627,0.104876889569005,28.9230769230769,0,7.23319974481731,7.23319974481731,1,NA,NA,NA,NA,NA,NA,0,73.1862698772155,0,5.61943076843783,0,5.61943076843783,5.61943076843783,0,0,0,23.8166321023534,0,NA,NA,9.92319519073538,11.4765363937138,"2022-09-24",NA,8.09843913043478,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_ROM","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,10.5332138009452,10.5332138009452,0,0,0,0,0.00002,1.07528272446416,0,0,29.6153846153846,0,151.975374232367,151.975374232367,1,NA,NA,NA,NA,NA,NA,0,1600.78910926818,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.5332138009452,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_ROM","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,10.5332138009452,10.5332138009452,0,0,0,0,0.00002,1.13010352280229,0,0,35,0,151.975374232367,151.975374232367,1,NA,NA,NA,NA,NA,NA,0,1600.78910926818,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.5332138009452,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_ROM","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,10.5332138009452,10.5332138009452,0,0,0,0,0.00002,1.1828750545942,0,0,32,0,151.975374232367,151.975374232367,1,NA,NA,NA,NA,NA,NA,0,1600.78910926818,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.5332138009452,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM879PRIMEBONESCW_ROM","DT PRIME JERKY MT 15OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,10.5332138009452,10.5332138009452,0,0,0,0,0.00002,1.08284090761895,0,0,28.9230769230769,0,151.975374232367,151.975374232367,1,NA,NA,NA,NA,NA,NA,0,1600.78910926818,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.5332138009452,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM882PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,5.60979166666667,5.60979166666667,0,0,0,0,0.00002,1.07528272446416,0,0,29.6153846153846,0,74.0564578382202,74.0564578382202,1,NA,NA,NA,NA,NA,NA,0,415.441300043699,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,5.60979166666667,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM882PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,5.60979166666667,5.60979166666667,0,0,0,0,0.00002,1.13010352280229,0,0,35,0,74.0564578382202,74.0564578382202,1,NA,NA,NA,NA,NA,NA,0,415.441300043699,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,5.60979166666667,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM882PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,5.60979166666667,5.60979166666667,0,0,0,0,0.00002,1.1828750545942,0,0,32,0,74.0564578382202,74.0564578382202,1,NA,NA,NA,NA,NA,NA,0,415.441300043699,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,5.60979166666667,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM882PRIMEBONESCW_ROM","DT PRIME JERKY  MT 05OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,5.60979166666667,5.60979166666667,0,0,0,0,0.00002,1.08284090761895,0,0,28.9230769230769,0,74.0564578382202,74.0564578382202,1,NA,NA,NA,NA,NA,NA,0,415.441300043699,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,5.60979166666667,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM888DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,0.901705284552845,0.901705284552845,0,0,0,0,0.000125,1.07528272446416,0,0,29.6153846153846,0,2069.79138678846,2069.79138678846,1,NA,0,4.87052244748999,NA,NA,NA,0,1866.34183138911,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.901705284552845,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM888DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,0.901705284552845,0.901705284552845,0,0,0,0,0.000125,1.13010352280229,0,0,35,0,1724.16890223194,1724.16890223194,1,NA,0,4.87052244748999,NA,NA,NA,0,1554.69221060422,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.901705284552845,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM888DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,0.901705284552845,0.901705284552845,0,0,0,0,0.000125,1.1828750545942,0,0,32,0,1896.7494355007,1896.7494355007,1,NA,0,4.87052244748999,NA,NA,NA,0,1710.3089894636,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.901705284552845,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM888DTALPODT_ROM","DT ALPO DT 01.6OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,0.901705284552845,0.901705284552845,0,0,0,0,0.000125,1.08284090761895,0,0,28.9230769230769,0,2091.63261239315,2091.63261239315,1,NA,0,4.87052244748999,NA,NA,NA,0,1886.03617993798,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0.901705284552845,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM889DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,7.3207061022626,7.3207061022626,0,0,0,0,0.250975,1.07528272446416,0,0,29.6153846153846,0,11542.8744461082,11542.8744461082,2,11.808600690975,0,NA,NA,NA,NA,0,84501.9913952756,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.3207061022626,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM889DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,7.3207061022626,7.3207061022626,0,0,0,0,0.250975,1.13010352280229,0,0,35,0,11722.3249465275,11722.3249465275,2,11.808600690975,0,NA,NA,NA,NA,0,85815.695768749,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.3207061022626,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM889DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,7.3207061022626,7.3207061022626,0,0,0,0,0.250975,1.1828750545942,0,0,32,0,11906.1388310186,11906.1388310186,2,11.808600690975,0,NA,NA,NA,NA,0,87161.3431946233,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.3207061022626,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM889DTALPODT_ROM","DT ALPO DT 21OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,7.3207061022626,7.3207061022626,0,0,0,0,0.250975,1.08284090761895,0,0,28.9230769230769,0,12351.3725407974,12351.3725407974,2,11.808600690975,0,NA,NA,NA,NA,0,90420.7683307344,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,7.3207061022626,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM891DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,3.43750550939387,3.43750550939387,0,0,0,0,0.02418,1.07528272446416,0,0,29.6153846153846,0,13884.9084112311,13884.9084112311,1,NA,0,NA,NA,NA,NA,0,47729.4491610362,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.43750550939387,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM891DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,3.43750550939387,3.43750550939387,0,0,0,0,0.02418,1.13010352280229,0,0,35,0,13285.9555875346,13285.9555875346,1,NA,0,NA,NA,NA,NA,0,45670.5455297123,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.43750550939387,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM891DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,3.43750550939387,3.43750550939387,0,0,0,0,0.02418,1.1828750545942,0,0,32,0,13610.6187164442,13610.6187164442,1,NA,0,NA,NA,NA,NA,0,46786.5768240362,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.43750550939387,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM891DTALPODT_ROM","DT ALPO DT 08.8OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,3.43750550939387,3.43750550939387,0,0,0,0,0.02418,1.08284090761895,0,0,28.9230769230769,0,13951.8148903953,13951.8148903953,1,NA,0,NA,NA,NA,NA,0,47959.4405517772,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.43750550939387,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM893DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,2.82091957755102,2.82091957755102,0,0,0,0,0.00294,1.07528272446416,0,0,29.6153846153846,0,23616.1646621834,23616.1646621834,1,NA,NA,NA,NA,NA,NA,0,66619.3012422217,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.82091957755102,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM893DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,2.82091957755102,2.82091957755102,0,0,0,0,0.00294,1.13010352280229,0,0,35,0,23616.1646621834,23616.1646621834,1,NA,NA,NA,NA,NA,NA,0,66619.3012422217,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.82091957755102,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM893DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,2.82091957755102,2.82091957755102,0,0,0,0,0.00294,1.1828750545942,0,0,32,0,23616.1646621834,23616.1646621834,1,NA,NA,NA,NA,NA,NA,0,66619.3012422217,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.82091957755102,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM893DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,2.82091957755102,2.82091957755102,0,0,0,0,0.00294,1.08284090761895,0,0,28.9230769230769,0,23616.1646621834,23616.1646621834,1,NA,NA,NA,NA,NA,NA,0,66619.3012422217,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,2.82091957755102,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM894DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 128OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,12.7892093541203,12.7892093541203,0,0,0,0,0.00012,1.07528272446416,0,0,29.6153846153846,0,2235.00164764978,2235.00164764978,1,NA,0,4.87052244748999,NA,0,NA,0,28583.9039785969,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.7892093541203,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM894DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 128OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,12.7892093541203,12.7892093541203,0,0,0,0,0.00012,1.13010352280229,0,0,35,0,3887.03677777753,3887.03677777753,1,NA,0,4.87052244748999,NA,0,NA,0,49712.127118162,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.7892093541203,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM894DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 128OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,12.7892093541203,12.7892093541203,0,0,0,0,0.00012,1.1828750545942,0,0,32,0,1855.37299983771,1855.37299983771,1,NA,0,4.87052244748999,NA,0,NA,0,23728.7537249066,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.7892093541203,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM894DTALPOVARIETYSNAPSCR_ROM","DT ALPO VARIETY SNAPS CR 128OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,12.7892093541203,12.7892093541203,0,0,0,0,0.00012,1.08284090761895,0,0,28.9230769230769,0,867.15426273086,867.15426273086,1,NA,0,4.87052244748999,NA,0,NA,0,11090.2174083828,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,12.7892093541203,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM895DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,10.9037256722532,10.9037256722532,0,0,0,0,0.27033,1.07528272446416,0,0,29.6153846153846,0,10457.9698256725,10457.9698256725,2,NA,NA,NA,NA,NA,NA,0,114030.834067834,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9037256722532,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM895DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,10.9037256722532,10.9037256722532,0,0,0,0,0.27033,1.13010352280229,0,0,35,0,11802.0207950372,11802.0207950372,2,NA,NA,NA,NA,NA,NA,0,128685.997127314,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9037256722532,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM895DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,10.9037256722532,10.9037256722532,0,0,0,0,0.27033,1.1828750545942,0,0,32,0,12016.521440041,12016.521440041,2,NA,NA,NA,NA,NA,NA,0,131024.853316956,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9037256722532,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM895DTTBONZMT_ROM","DT T BONZ MT 40OZ","Dog Treats","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,10.9037256722532,10.9037256722532,0,0,0,0,0.27033,1.08284090761895,0,0,28.9230769230769,0,10367.8744391902,10367.8744391902,2,NA,NA,NA,NA,NA,NA,0,113048.458689296,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,10.9037256722532,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM896DTTBONZMT_ROM","DT T BONZ MT 10OZ","Dog Treats","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,3.02332595873765,3.02332595873765,0,0,0,0,0.00801,1.07528272446416,0,0,29.6153846153846,0,1927.81612779838,1927.81612779838,1,NA,0,4.48820541101044,0.97369683641232,0,0,0,5828.41654284593,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.02332595873765,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM896DTTBONZMT_ROM","DT T BONZ MT 10OZ","Dog Treats","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,3.02332595873765,3.02332595873765,0,0,0,0,0.00801,1.13010352280229,0,0,35,0,1466.7458771932,1466.7458771932,1,NA,0,4.48820541101044,0.97369683641232,0,0,0,4434.45088538964,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,3.02332595873765,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
