"Acting_PPG_Item_No","V1","PPG_Cat","PPG_MFG","PPG_Item_No","Modelled_PPG_Description","model_RSq","model_CVErrorMean","model_CVErrorSD","model_coefficient_name","model_coefficient_value","TrainMAPE","approach_edlp","mean_edlp","std_edlp","rhat","approach_tpr","mean_tpr","std_tpr","Run","Reason","Model_flag","Retailer","Market","Brand","size_cuts","price_cuts","grp_based_on","Model_type","model_box","Modelled_PPG_Item_No","acting_box","Variable","CompKey_WB_Interaction","CompKey_WB_Interaction_TPR","CompKey_CB","CompKey_WB","CompKey_CB_TPR","CompKey_WB_TPR","CompKey","Acting_PPG_Item"
"ITEM794DENTALIFEACTIVEFRESHDT",261,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.779484053746346,0,0,"flag_qtr4",-0.075582022969804,0.0483473355805038,"No Change",-0.603031412301689,0.43945291688051,1.00009048142793,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM794DENTALIFEACTIVEFRESHDT","ROM","flag_qtr4",NA,NA,NA,NA,NA,NA,"flag_qtr4","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",262,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.779484053746346,0,0,"category_trend",0.594340819752576,0.0483473355805038,"No Change",-0.603031412301689,0.43945291688051,1.00019095239417,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM794DENTALIFEACTIVEFRESHDT","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",263,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_ROM","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.779484053746346,0,0,"monthno",-0.0056278450272124,0.0483473355805038,"No Change",-0.603031412301689,0.43945291688051,0.999948464692601,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM794DENTALIFEACTIVEFRESHDT","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"tpr_discount_byppg",1.6075097960773,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"ACV_Disp_Only",10,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"ACV_Selling",10,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"category_trend",-1.9132393888338,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"tpr_discount_byppg_lag1",-0.0202611619113466,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","Pantry Loading 1",NA,NA,NA,NA,NA,NA,"Pantry Loading 1","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"tpr_discount_byppg_lag2",-2.67413150264385,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"monthno",-0.0630456461499981,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM794DENTALIFEACTIVEFRESHDT",NA,"Dog Treats","NPP","ITEM794DENTALIFEACTIVEFRESHDT_Retailer","DT DENTALIFE ACTIVEFRESH DT 24.1OZ",0.560335423098385,1.70778150304511,0.297762299932929,"wk_sold_median_base_price_byppg_log",-0.869073779134127,2.80148488221778,"Across Retailers",-0.869073779134127,NA,NA,"",NA,NA,"2nd Pass","Zero EDLP elasticity from 1st pass",1,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM794DENTALIFEACTIVEFRESHDT","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT DENTALIFE ACTIVEFRESH DT 24.1OZ"
"ITEM822PRIMEBONESCW",265,"Dog Treats","NPP","ITEM822PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.926840570220499,0,0,"wk_sold_median_base_price_byppg_log",-0.316687202462643,0.0844724957284459,"No Change",-0.309038526689493,0.0908880101901426,0.999941842661492,"No Change",0.621532690976927,0.337412432281691,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM822PRIMEBONESCW","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",266,"Dog Treats","NPP","ITEM822PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.926840570220499,0,0,"tpr_discount_byppg",0.309060005115248,0.0844724957284459,"No Change",-0.309038526689493,0.0908880101901426,0.999908474471995,"No Change",0.621532690976927,0.337412432281691,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM822PRIMEBONESCW","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",267,"Dog Treats","NPP","ITEM822PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.926840570220499,0,0,"ACV_Disp_Only",1.96773690384673,0.0844724957284459,"No Change",-0.309038526689493,0.0908880101901426,0.999943798966534,"No Change",0.621532690976927,0.337412432281691,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM822PRIMEBONESCW","Retailer","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",268,"Dog Treats","NPP","ITEM822PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.926840570220499,0,0,"ACV_Selling",4.81184010814035,0.0844724957284459,"No Change",-0.309038526689493,0.0908880101901426,1.00014483800286,"No Change",0.621532690976927,0.337412432281691,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM822PRIMEBONESCW","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",269,"Dog Treats","NPP","ITEM822PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.926840570220499,0,0,"category_trend",0.321616687677625,0.0844724957284459,"No Change",-0.309038526689493,0.0908880101901426,0.999923320289099,"No Change",0.621532690976927,0.337412432281691,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM822PRIMEBONESCW","Retailer","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",270,"Dog Treats","NPP","ITEM822PRIMEBONESCW_Retailer","DT PRIME BONES CW 09.7-11.5OZ",0.926840570220499,0,0,"tpr_discount_byppg_lag2",-0.164463274672342,0.0844724957284459,"No Change",-0.309038526689493,0.0908880101901426,0.999980876250969,"No Change",0.621532690976927,0.337412432281691,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM822PRIMEBONESCW","Retailer","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"wk_sold_median_base_price_byppg_log",-2.5,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"tpr_discount_byppg",1.77792188044371,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"ACV_Feat_Only",0.976441304702947,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"ACV_Disp_Only",10,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"ACV_Feat_Disp",5.53414861059654,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","ACV_Feat_Disp",NA,NA,NA,NA,NA,NA,"ACV_Feat_Disp","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"category_trend",1.11331530541143,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"tpr_discount_byppg_lag1",-0.419270073906039,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","Pantry Loading 1",NA,NA,NA,NA,NA,NA,"Pantry Loading 1","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"tpr_discount_byppg_lag2",-0.684808223048606,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","Pantry Loading 2",NA,NA,NA,NA,NA,NA,"Pantry Loading 2","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM822PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM822PRIMEBONESCW_ROM","DT PRIME BONES CW 09.7-11.5OZ",0.919030405484278,0.00958812840330039,0.00135912363641245,"monthno",-0.0387170319062549,0.0699348718209186,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM822PRIMEBONESCW","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT PRIME BONES CW 09.7-11.5OZ"
"ITEM825PRIMEBONESCW",355,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"wk_sold_median_base_price_byppg_log",-1.37990181575362,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,0.999957056384473,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",356,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"tpr_discount_byppg",0.692730168546603,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,0.999913273772152,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",357,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"ACV_Disp_Only",9.87364598854768,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,0.999950202996305,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",358,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"ACV_Selling",5.49633015414679,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,0.999914907997059,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",359,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"category_trend",0.481861001779075,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,0.999982380999802,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",360,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"tpr_discount_byppg_lag1",-0.404241144548981,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,0.999952118503113,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","Pantry Loading 1",NA,NA,NA,NA,NA,NA,"Pantry Loading 1","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",361,"Dog Treats","NPP","ITEM825PRIMEBONESCW_Retailer","DT PRIME BONES CW 21-22.8OZ",0.599164498358159,0,0,"monthno",0.0280694809417802,0.166539425909805,"Brand in Retailer",-1.40834360123132,1.18673653404255,1.00006622670163,"No Change",0.693044862957772,0.251643578313728,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM825PRIMEBONESCW","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ",0.194607895624629,0.0356259789364107,0.00583498122208096,"wk_sold_median_base_price_byppg_log",-1.0879159933021,0.133971582430979,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM825PRIMEBONESCW","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ",0.194607895624629,0.0356259789364107,0.00583498122208096,"tpr_discount_byppg",3.32391562968914,0.133971582430979,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM825PRIMEBONESCW","ROM","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ",0.194607895624629,0.0356259789364107,0.00583498122208096,"ACV_Feat_Only",4.43682040971239,0.133971582430979,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM825PRIMEBONESCW","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ",0.194607895624629,0.0356259789364107,0.00583498122208096,"ACV_Disp_Only",10,0.133971582430979,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM825PRIMEBONESCW","ROM","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT PRIME BONES CW 21-22.8OZ"
"ITEM825PRIMEBONESCW",NA,"Dog Treats","NPP","ITEM825PRIMEBONESCW_ROM","DT PRIME BONES CW 21-22.8OZ",0.194607895624629,0.0356259789364107,0.00583498122208096,"ACV_Feat_Disp",0.160052623807795,0.133971582430979,"",NA,NA,NA,"",NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM825PRIMEBONESCW","ROM","ACV_Feat_Disp",NA,NA,NA,NA,NA,NA,"ACV_Feat_Disp","DT PRIME BONES CW 21-22.8OZ"
"ITEM828TREKKERSMT",363,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"wk_sold_median_base_price_byppg_log",-0.1,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,0.999982786170078,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",364,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"tpr_discount_byppg",0.395956740704118,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,1.00017047491953,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",365,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"ACV_Feat_Only",0.560421387323353,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,0.999940508385176,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",366,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"ACV_Disp_Only",6.60430969601534,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,1.00005947428252,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",367,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"ACV_Selling",3.61665033793503,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,0.999946761161781,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",368,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"flag_qtr3",0.0782727471873395,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,0.999957188350445,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","flag_qtr3",NA,NA,NA,NA,NA,NA,"flag_qtr3","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",369,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"flag_qtr4",0.0672978094426224,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,1.00015292246434,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","flag_qtr4",NA,NA,NA,NA,NA,NA,"flag_qtr4","DT TREKKERS MT 05OZ"
"ITEM828TREKKERSMT",370,"Dog Treats","NPP","ITEM828TREKKERSMT_Retailer","DT TREKKERS MT 05OZ",0.459597258723892,0,0,"category_trend",1.36036241951718,4.47420978932216,"Relaxed edlp variance cutoff",-0.0668781633744991,0.0468413505664894,0.999936004306428,"No Change",0.373104880428786,0.13359156990424,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM828TREKKERSMT","Retailer","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","DT TREKKERS MT 05OZ"
