"Acting_PPG_Item_No","V1","PPG_Cat","PPG_MFG","PPG_Item_No","Modelled_PPG_Description","model_RSq","model_CVErrorMean","model_CVErrorSD","model_coefficient_name","model_coefficient_value","TrainMAPE","approach_edlp","mean_edlp","std_edlp","rhat","approach_tpr","mean_tpr","std_tpr","Run","Reason","Model_flag","Retailer","Market","Brand","size_cuts","price_cuts","grp_based_on","Model_type","model_box","Modelled_PPG_Item_No","acting_box","Variable","CompKey_WB_Interaction","CompKey_WB_Interaction_TPR","CompKey_CB","CompKey_WB","CompKey_CB_TPR","CompKey_WB_TPR","CompKey","Acting_PPG_Item"
"ITEM103CTFRISKIESPARTYMIXCR",2,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"wk_sold_median_base_price_byppg_log",-0.133118334378859,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,0.999941304807428,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",3,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"ACV_Feat_Only",2.05917581017641,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,1.00003788352491,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",4,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"ACV_Disp_Only",9.97194923753242,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,0.999893932026568,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",5,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"ACV_Feat_Disp",9.37178985980447,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,1.00002018061138,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","ACV_Feat_Disp",NA,NA,NA,NA,NA,NA,"ACV_Feat_Disp","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",6,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"ACV_Selling",2.45967190876175,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,0.999936682177491,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",7,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"flag_qtr2",-0.108934454602951,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,0.999964489081445,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","flag_qtr2",NA,NA,NA,NA,NA,NA,"flag_qtr2","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",8,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"flag_qtr3",-0.0793384175796134,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,0.999974356225654,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","flag_qtr3",NA,NA,NA,NA,NA,NA,"flag_qtr3","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",9,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"flag_qtr4",-0.0372745949448572,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,0.999912290136025,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","flag_qtr4",NA,NA,NA,NA,NA,NA,"flag_qtr4","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM103CTFRISKIESPARTYMIXCR",10,"Cat Treats","NPP","ITEM103CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ",0.309075978410461,0,0,"category_trend",0.405584254776987,0.0512579298112115,"No Change",-0.85898441894841,0.737854231996137,1.00027324795062,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM103CTFRISKIESPARTYMIXCR","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ"
"ITEM1CTFRISKIESPARTYMIXCR",12,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"wk_sold_median_base_price_byppg_log",-1.52253994371025,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,0.999978378021356,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","Regular Price",NA,NA,NA,NA,1,NA,"Regular Price","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",13,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"ACV_Disp_Only",3.95732778298831,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,1.00001470281407,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","ACV_Disp_Only",NA,NA,NA,NA,1,NA,"ACV_Disp_Only","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",14,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"ACV_Feat_Disp",4.52506072180039,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,0.999970588174504,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","ACV_Feat_Disp",NA,NA,NA,NA,1,NA,"ACV_Feat_Disp","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",15,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"ACV_Selling",1.78587663057283,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,1.00005296065034,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","ACV_Selling",NA,NA,NA,NA,1,NA,"ACV_Selling","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",16,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"flag_qtr2",-0.0174882198929112,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,0.99996159186704,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","flag_qtr2",NA,NA,NA,NA,1,NA,"flag_qtr2","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",17,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"flag_qtr3",-0.0149526258016009,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,1.0001010070445,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","flag_qtr3",NA,NA,NA,NA,1,NA,"flag_qtr3","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",18,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"category_trend",0.66603061052278,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,1.00014219534388,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","ROM","category_trend",NA,NA,NA,NA,1,NA,"category_trend","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",19,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.794985004568601,0,0,"ITEM1CTFRISKIESPARTYMIXCR_Retailer_PromotedDiscount",-0.00596230358462797,0.0372482624134992,"No Change",-1.68787905406724,0.340135656345362,1.00007152244223,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM1CTFRISKIESPARTYMIXCR","Retailer","Promoted Discount",NA,NA,NA,NA,1,NA,"CB_Comp_TPR_1","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",94,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"wk_sold_median_base_price_byppg_log",-0.113147928678575,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,0.999949963179151,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",95,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"tpr_discount_byppg",1.20846976367053,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,0.999977930991584,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",96,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"ACV_Feat_Only",0.105311516168287,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,1.00001255772214,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",97,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"ACV_Disp_Only",3.80931221175081,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,1.00014073881769,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",98,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"ACV_Feat_Disp",9.43002566111494,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,0.999904094057207,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","ACV_Feat_Disp",NA,NA,NA,NA,NA,NA,"ACV_Feat_Disp","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",99,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"ACV_Selling",2.64556101515414,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,0.999964948262549,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","ACV_Selling",NA,NA,NA,NA,NA,NA,"ACV_Selling","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",100,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"flag_qtr2",-0.0927208159040064,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,0.999992384629011,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","flag_qtr2",NA,NA,NA,NA,NA,NA,"flag_qtr2","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",101,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"flag_qtr3",-0.0567595964677162,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,0.999960578690016,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","flag_qtr3",NA,NA,NA,NA,NA,NA,"flag_qtr3","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",102,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"category_trend",0.328754297875495,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,1.0002211733243,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",103,"Cat Treats","NPP","ITEM1CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",0.60989536923286,0,0,"monthno",-0.00674805759378027,0.0817678249107215,"Brand in Retailer",-0.250638326696146,0.238362416776138,1.00029101114686,"No Change",1.23131687544796,0.102884462658123,"2nd Pass","Zero EDLP elasticity from 1st pass",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM1CTFRISKIESPARTYMIXCR","Retailer","monthno",NA,NA,NA,NA,NA,NA,"monthno","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",92,"Cat Treats","NPP","ITEM2CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ",0.848700208125338,0,0,"ITEM1CTFRISKIESPARTYMIXCR_Retailer_PromotedDiscount",-0.2723606445495,0.366249872201902,"Relaxed edlp variance cutoff",-0.14609615425575,0.082259947534929,0.999944871704231,"No Change",0.781528105135239,0.276888899342493,"3rd Pass","Min EDLP cutoff violated",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM2CTFRISKIESPARTYMIXCR","Retailer","Promoted Discount",NA,NA,NA,NA,NA,1,"WB_Comp_TPR_1","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",NA,"Cat Treats","NPP","ITEM71CTDENTALIFEDNT_ROM","CT DENTALIFE DNT 01.8OZ",0.295126333837729,0.0216795183772508,0.00339454910695548,"ITEM1CTFRISKIESPARTYMIXCR_Retailer_RegularPrice",1,0.0975739698807105,"",NA,NA,NA,NA,NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM71CTDENTALIFEDNT","Retailer","Regular Price",NA,NA,1,NA,NA,NA,"CB_Comp_RP_1","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM1CTFRISKIESPARTYMIXCR",NA,"Cat Treats","NPP","ITEM900CTFANCYFEASTPUREFLAKED_ROM","CT FANCY FEAST PURE FLAKED 01.06OZ",-254.364728193211,0.0139568475672144,0.00197068089039731,"ITEM1CTFRISKIESPARTYMIXCR_Retailer_RegularPrice",0.260728236900081,19.2189183375026,"",NA,NA,NA,NA,NA,NA,"2nd Pass","",1,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM900CTFANCYFEASTPUREFLAKED","Retailer","Regular Price",NA,NA,1,NA,NA,NA,"CB_Comp_RP_1","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ"
"ITEM20CTFRISKIESPARTYMIXCR",21,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"wk_sold_median_base_price_byppg_log",-0.966723395572353,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,1.00017571553692,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",22,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"ACV_Feat_Only",0.610858569069857,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,0.999924109370515,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",23,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"ACV_Disp_Only",7.83462925753888,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,1.00012716131063,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","ACV_Disp_Only",NA,NA,NA,NA,NA,NA,"ACV_Disp_Only","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",24,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"ACV_Feat_Disp",9.89830102211403,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,1.00001335214754,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","ACV_Feat_Disp",NA,NA,NA,NA,NA,NA,"ACV_Feat_Disp","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",25,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"flag_qtr2",0.0364702506009416,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,1.00013210053791,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","flag_qtr2",NA,NA,NA,NA,NA,NA,"flag_qtr2","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",26,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"flag_qtr3",0.030710755157478,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,1.00005394463936,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","flag_qtr3",NA,NA,NA,NA,NA,NA,"flag_qtr3","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",27,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"flag_qtr4",0.0228220015404964,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,0.999992281658601,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","flag_qtr4",NA,NA,NA,NA,NA,NA,"flag_qtr4","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",28,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"category_trend",0.512698611561239,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,1.00009084840312,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","category_trend",NA,NA,NA,NA,NA,NA,"category_trend","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",29,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_ROM","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.740198256913968,0,0,"monthno",-0.000432535610813041,0.0291713792004272,"No Change",-0.657477098520558,0.306932413341662,0.999958102485701,"",NA,NA,"1st Pass","No Change",2,"Target","ROM",NA,NA,NA,NA,NA,"ROM","ITEM20CTFRISKIESPARTYMIXCR","ROM","monthno",NA,NA,NA,NA,NA,NA,"monthno","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",31,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.783829592301323,0,0,"wk_sold_median_base_price_byppg_log",-0.419186007978567,0.0643194933730575,"No Change",-0.755540479769192,0.539290440409284,1.00018633874304,"No Change",1.16713622203091,0.584605342534288,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM20CTFRISKIESPARTYMIXCR","Retailer","Regular Price",NA,NA,NA,NA,NA,NA,"Regular Price","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",32,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.783829592301323,0,0,"tpr_discount_byppg",1.06532670014588,0.0643194933730575,"No Change",-0.755540479769192,0.539290440409284,0.999937253150422,"No Change",1.16713622203091,0.584605342534288,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM20CTFRISKIESPARTYMIXCR","Retailer","Promoted Discount",NA,NA,NA,NA,NA,NA,"Promoted Discount","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
"ITEM20CTFRISKIESPARTYMIXCR",33,"Cat Treats","NPP","ITEM20CTFRISKIESPARTYMIXCR_Retailer","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ",0.783829592301323,0,0,"ACV_Feat_Only",0.0368206134074702,0.0643194933730575,"No Change",-0.755540479769192,0.539290440409284,0.999930881167581,"No Change",1.16713622203091,0.584605342534288,"1st Pass","No Change",2,"Target","Retailer",NA,NA,NA,NA,NA,"Retailer","ITEM20CTFRISKIESPARTYMIXCR","Retailer","ACV_Feat_Only",NA,NA,NA,NA,NA,NA,"ACV_Feat_Only","CT FRISKIES PARTY MIX/NAT YUM CR 20OZ"
