"Modelled_PPG_Item_No","PPG_Cat","Retailer","PPG_Item","Regular_Price","Promoted_Discount","Pantry_Loading_1","Pantry_Loading_2","ACV_Selling","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","category_trend","flag_qtr2","flag_qtr3","flag_qtr4","monthno","WB_Comp_RP_1","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","Intercept","Market","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_3","WB_Comp_Interaction_RP_1","CB_Comp_TPR_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7","Model_flag"
"ITEM1474DDBENEFUL_ROM","Dry Dog","Target","DD BENEFUL 06.3LB",-2.5,0,-1.28294705663726,0,0,10,10,0,-8.00106900323805,0,0,0,0,0,0,0,0,-0.704637607248692,0,22.3430298537073,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1476DDBEYONDPUPPY_ROM","Dry Dog","Target","DD BEYOND PUPPY 03LB",-2.5,0,-1.43908455428533,-0.370452092748462,0,10,10,0,-6.48402837252352,0,0,0,0.221762038119329,0,-2.62106854995113,0,0,-0.382055961721166,-1.08930973244515,12.8824526200325,"ROM",0,0,0,0,0,0,NA,0,0,0,-2.95414698871523,NA,0,0,0,0,0,0,0,0,1
"ITEM1477DWBEYONDBEEFJERKYBOOST_ROM","Dry Dog","Target","DW BEYOND BEEF JERKY BOOST 05OZ",-2.5,1.27782611149916,-0.53207293245891,0,0,10,0,0,-7.52476245860596,0,0,0,0.105604662870752,0,0,0,0,0,0,14.2701403441708,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1478DDBEYONDORGANIC_ROM","Dry Dog","Target","DD BEYOND ORGANIC 13LB",0,1.22195411706724,-0.679188726247303,-0.478311685875066,0,10,0,10,0,0,0,0,0.0133130782454989,0,0,0,0,0,0,3.31285818004588,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1479DDBEYONDORGANIC_ROM","Dry Dog","Target","DD BEYOND ORGANIC 03LB",0,1.5847117025626,0,-1.26185576848841,0,10,10,10,-0.487752689310707,0,0,0,0,0,0,0,0,0,0,7.94653020403911,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1480DDBEYONDSMP_Retailer","Dry Dog","Target","DD BEYOND SMP9 24LB",-0.42897431565762,0.0162950965685957,-0.246502939194824,0,10,0.0433017708306402,0.815576748014302,0.405690191689078,0,0,0.0635523547198142,0,-0.148236904042542,0,0,0,0,0,0,2.69465061635187,"Retailer",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"ITEM1480DDBEYONDSMP_ROM","Dry Dog","Target","DD BEYOND SMP9 24LB",-0.448620747862422,0.762015187058991,-0.299681915322645,-0.00289456912260785,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35402195412729,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1495DDCNPORGANIX_ROM","Dry Dog","Target","DD C&P ORGANIX 10LB",0,0,0,0,0,0,0,0,0,0,0,0,0,0.124506285883151,0,0.0734949422444208,0.738642636713167,-1.1630752238773,0,2.3963150102436,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1496DDCNPORGANIX_ROM","Dry Dog","Target","DD C&P ORGANIX 04LB",0,1.902154104069,0,0,0,10,9.96287675755947,0,0,0,0,0,-0.0168345785125659,0,0,0,0,-0.220263650585742,-0.12038201281097,7.77310025430003,"ROM",0,0,0,0,0,0,NA,0,0,0,-0.39234264422681,NA,0,0,0,0,0,0,0,0,1
"ITEM1497DDCNPORGANIX_ROM","Dry Dog","Target","DD C&P ORGANIX 18LB",-1.4234384315028,0,-0.0217834687804708,-4.69916230836654,0,0,0,0,0,0,0,0,0,0.877374131568483,0,0,0,0,0,8.4514456021115,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1498DDCNPPRISTINE_ROM","Dry Dog","Target","DD C&P PRISTINE 10LB",-2.5,1.09600135245288,0,-0.296944321955793,0,0,10,0,-0.377168385191445,0,0,0,-0.0376405608465053,0.948384674299275,0,1,0,0,0,9.60157124298233,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1499DDCNPPRISTINE_ROM","Dry Dog","Target","DD C&P PRISTINE 04LB",-2.00777645324627,1.97164746537717,-0.224023918564943,0,0,0,10,0,0,0,0,0,-0.00896286343765758,1,0,0,0,0,0,11.0619364951666,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM14KITKABOODLE_Retailer","Dry Cat","Target","DC KIT KABOODLE 30LB",-0.29524897390012,0.374843886414853,-0.560968495667278,-0.676859721145604,4.64245871422055,0,0,0,0,0,-0.0137695468901576,0,-0.0067259133048478,0,0,0,0,0,0,6.54799730477542,"Retailer",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM14KITKABOODLE_ROM","Dry Cat","Target","DC KIT KABOODLE 30LB",-2.16695417428994,0,0,0,0,0,10.2075387800333,0,0.985412338846599,0.0232918281275666,0.0425910102102244,0.0795317249346093,0,0,-0.419374032155819,0,0,0,0,15.8977357898989,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM1500DDCNPPRISTINE_ROM","Dry Dog","Target","DD C&P PRISTINE 18LB",-2.5,2.74346481399243,-0.552872188895196,-1.63916520629481,0,0,0,0,0,0,0,0,0,0,-2.23260784897942,0.332052180396556,0.91917410769009,-2.31958689193426,-0.499870732534806,8.11301269614625,"ROM",0,0,0,-3.10121047199222,-1.48020734265954,0,NA,1,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1509DDDOGCHOWGREENBG_ROM","Dry Dog","Target","DD DOG CHOW GREEN BG 33.6-36LB",-2.5,0,-6.56807079446584,-5.95813170315657,0,10,10,10,-5.17762520322846,0,0,0,0,0,0,0,0,0,0,23.0015019006721,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1511DDDOGCHOWGREENBG_ROM","Dry Dog","Target","DD DOG CHOW GREEN BG 46-48LB",0,4.33600742241381,0,0,10,10,10,10,-6.46683614011795,0,0,0,0.454437779418593,0,0,0,0,0,0,6.67488564061639,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1512DDDOGCHOWLX_ROM","Dry Dog","Target","DD DOG CHOW LX 03.5LB",0,2.11992316655215,-0.102704215972993,-0.527346082922927,0,10,10,0,1.82280671558447,0,0,0,-0.421886082791325,0,0,0,0,0,0,7.48524261305926,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1569DDMERRICKGRFR_ROM","Dry Dog","Target","DD MERRICK GR FR 22LB",-0.275335577007381,0.741165909075326,-0.65958768144392,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,5.28973825589153,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1570DDMERRICKGRFR_ROM","Dry Dog","Target","DD MERRICK GR FR 10LB",-1.41671493418512,0,-0.25349576025991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08604758059408,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1571DDMERRICKGRFR_ROM","Dry Dog","Target","DD MERRICK GR FR 04LB",-0.912539299912874,1.71682650913292,0,-0.886822073610549,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40099172365934,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1574DDMERRICKHLTYGRNS_ROM","Dry Dog","Target","DD MERRICK HLTY GRNS 04LB",0,0,-2.03387452865796,-0.405774763021577,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664556782744,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1575DDMERRICKHLTYGRNS_ROM","Dry Dog","Target","DD MERRICK HLTY GRNS 25LB",0,1.19762601538545,0,0,0,0,0,0,0,0,0,0,0.0527064681310499,0,0,0,0,0,0,0.327667504962024,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1576DDMERRICKLILPLTS_ROM","Dry Dog","Target","DD MERRICK LIL PLTS 12LB",-1.24221286926474,0,-0.266212852659414,-0.0209314148898583,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49506958634071,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA
"ITEM1577DDMOISTANDMEATYHIPROTEIN_Retailer","Dry Dog","Target","DD MOIST AND MEATY HI PROTEIN 72OZ",-0.451097288191656,2.4653865958645,0,0,10,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1.99529142384101,"Retailer",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,2
"ITEM1577DDMOISTANDMEATYHIPROTEIN_ROM","Dry Dog","Target","DD MOIST AND MEATY HI PROTEIN 72OZ",-1.47368365498508,0,0,0,0,0,10.0533069063981,0,1.07710185607801,-0.0417228880662597,0,-0.0498032232256059,0.0090669985901205,0,0,0,0,0,0,11.0287834799151,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,2
"ITEM159BENEFUL_Retailer","Wet Dog","Target","DW BENEFUL 10OZ 12CT",-0.498222232717494,0.994312765096578,0,0,6.09703523017281,0,0,0,0,0,-0.0879026314981076,0,0.00293647056716327,0,0,0,0,0,0,7.05840025266055,"Retailer",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM159BENEFUL_ROM","Wet Dog","Target","DW BENEFUL 10OZ 12CT",-0.970422959146256,2.79761303900363,-0.356311108267436,0,5.02642047131805,0.436444752918086,10.3426915978822,0,0.322493782460406,-0.00694891487992896,0,0,0.0060548588335511,0,0,0,0,0,0,11.0328509740059,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM15TIDYCATSPURENATUREALT_ROM","Litter","Target","CL TIDY CATS PURE NATURE ALT 12LB",-2.5,0,0,0,0,0,10,0,-4.22571276084271,0,0,0,0,NA,0,NA,NA,0,0,17.9842131776122,"ROM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM1616DDPROPLANDEVPUPPY_ROM","Dry Dog","Target","DD PRO PLAN DEV PUPPY 24-34LB",-0.617810761823773,1.84601227706942,-0.410260291462767,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5.01950547210765,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1617DDPROPLANESSENTIAL_ROM","Dry Dog","Target","DD PRO PLAN ESSENTIAL 17-18LB",-1.52476807389792,1.10507191938423,0,-0.330391035844852,0,10,10,10,0.000877265473651223,0,0,0,0.010723667749737,0,0,0,0,0,0,11.3382488192806,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1618DDPROPLANSPECIALIZED_ROM","Dry Dog","Target","DD PRO PLAN SPECIALIZED 16-18LB",0,0.585157409380992,0,0,0,0,0,0,0.135586669621865,0,0,0,0.0280681794633435,0,0,0,0,0,0,5.69428777414801,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1619DDPROPLANSPECIALIZED_ROM","Dry Dog","Target","DD PRO PLAN SPECIALIZED 24-34LB",0,0.196414116604314,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,6.34122589691611,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1620DDPROPLANSPECIALIZED_ROM","Dry Dog","Target","DD PRO PLAN SPECIALIZED 35-47LB",-2.5,2.63588168247471,0,0,0,10,10,0,0,0,0,0,0.116987600245881,0,0,0,0,0,0,10.8524500614661,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1621DDPROPLANSPECIALIZED_ROM","Dry Dog","Target","DD PRO PLAN SPECIALIZED 04-6LB",0,0.201610483147282,0,0,0,10,0,0,0,0,0,0,0.0163327424151931,0,0,0,0,0,0,6.09880409367621,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1622DDPROPLANSPORT_ROM","Dry Dog","Target","DD PRO PLAN SPORT 18LB",0,1.71239223498069,0,-0.081643369626667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.81176958316363,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1623DDPROPLANSPORT_ROM","Dry Dog","Target","DD PRO PLAN SPORT 50LB",-0.764266039989149,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7.12176797463802,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1624DDPROPLANSPORTCHIKSAL_ROM","Dry Dog","Target","DD PRO PLAN SPORT CHIK/SAL 06LB",0,0,0,-1.71944703560425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44803745692515,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1626DDPROPLANSPORTBREEDER_ROM","Dry Dog","Target","DD PRO PLAN SPORT BREEDER 37.5LB",-1.66864545392844,0,-0.149715818874041,-0.046431886513205,0,0,10,0,0,0,0,0,0,0,0,0,0,-4.20729645724331,0,10.836694552149,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1627DDPUPPYCHOW_ROM","Dry Dog","Target","DD PUPPY CHOW 04LB",-0.547067643937899,2.75802587986005,0,0,0,0,10,10,0.67125264007438,0,0,0,0.00928346159557528,0,0,0,0,-0.857711988861582,-0.1192844633275,10.5010894544526,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1628DDPUPPYCHOW_ROM","Dry Dog","Target","DD PUPPY CHOW 40LB",-2.5,0.787004167477087,-1.96048749939651,-1.56263724938893,0,0,10,0,-16.7323727202274,0,0,0,0,0,-13.3888364560393,0,0,-10.2391441732477,0,33.2452981307359,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1630DDPURINAONEMLTRGTD_ROM","Dry Dog","Target","DD PURINA ONE ML TRGTD 12.5LB",0,0,0,0,0,10,0,0,-16.7833110968713,0,0,0,0.539265370088003,0,0,0,0,0,0,17.6475193003198,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1631DDPURINAONEMLTRGTD_ROM","Dry Dog","Target","DD PURINA ONE ML TRGTD 03.8-4LB",0,1.14079231688015,-0.745644230767494,-0.935248742368919,0,0,10,0,0.838536585526258,0,0,0,0.0020441584953981,0,0,0,0,0,0,7.52343982056953,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1632DDPURINAONEML_Retailer","Dry Dog","Target","DD PURINA ONE ML 18LB",-0.77392512659054,0.102672459559366,-0.0395309362431491,-0.0458650511120629,0.1,0,6.17209895037309,0,-0.282976039541561,-0.0813874981773456,-0.101046448690227,-0.0356705024096051,-0.00895106051146467,0,0,0,0,0,0,4.23557293987524,"Retailer",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"ITEM1633DDPURINAONEML_ROM","Dry Dog","Target","DD PURINA ONE ML 04LB",-0.815680757294398,0.93826670566954,-1.69367793232715,-0.754976088100535,0,0,0,0,0,0,0,0,0,1,-0.345457044521023,0,0,-0.148350711984605,-0.35681868143162,10.7939971610081,"ROM",0,0,0,-0.456011939160189,-0.328481249671755,0,NA,0,0,0,-1.2971689388432,NA,-0.214073129526847,0,0,0,0,0,0,0,NA
"ITEM1634DDPURINAONEML_ROM","Dry Dog","Target","DD PURINA ONE ML 13.5LB",-0.266641487453751,0,0,0,0,0.487043510057578,10,10,0.723604192487686,0,0,0,0.00701782797237134,0.38090193415502,-0.183648407909646,0.278316243760604,0.0910405595862332,-0.747304543955532,-0.054238228574047,5.85481180651585,"ROM",0.263319482674212,0,0,-0.241688077163768,-0.0305199961371268,-0.141080569528156,NA,0.429977420993285,0,0,-0.499131309781685,NA,-0.587287108234556,0,0,0,0,-0.597322351272553,-0.306701906177841,-0.0985139451723562,1
"ITEM1635DDPURINAONEML_Retailer","Dry Dog","Target","DD PURINA ONE ML 34LB",-2.5,0.971558176868834,-0.219776810109116,-0.461629077712423,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6876699359931,"Retailer",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1635DDPURINAONEML_ROM","Dry Dog","Target","DD PURINA ONE ML 34LB",-1.2740238513878,1.39582779753982,-1.92083486436889,-0.181890461655683,0,0,0,0,1.77156544792057,0,0,0,-0.0917750697839622,1,-7.11570019563176,1,1,-2.722789370513,-5.93975825591851,-14.2376456950832,"ROM",1,1,0,-13.1897399065426,-2.13691273628759,0,NA,1,1,0,-3.52534829491178,NA,-8.77801162273338,0,0,0,0,0,0,0,1
"ITEM1636DDPURINAONETRUINSTBNB_ROM","Dry Dog","Target","DD PURINA ONE TRU INST B&B 03.8LB",-2.5,0,-14.3350576574558,-15.5140017433944,0,10,10,0,-5.79482162021164,0,0,0,0.0548086970410162,0,0,0,0,0,0,18.0137348719414,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM1637DDPURINAONETRUINSTBNB_Retailer","Dry Dog","Target","DD PURINA ONE TRU INST B&B 36LB",-2.5,1.17482938789808,0,-3.93643981150794,0,0,0,0,-13.3755305247557,0,0,0,0.0779923950098041,1,-9.94647140128866,0,0,-23.2742152711801,-12.8012938409873,10.7690908594686,"Retailer",1,1,1,0,0,0,NA,0,0,0,0,NA,0,1,1,0,0,0,0,0,1
"ITEM1638DDPURINAONETRUINSTHIPRO_ROM","Dry Dog","Target","DD PURINA ONE TRU INST HI-PRO 03.8LB",-0.33026204235344,0,0,0,6.22932078453935,1.23166054713362,10,0.576417544684845,0.289997564641772,0,0,0,0,0,-0.224092592079806,0,0,-1.01616684335558,-0.487664890820028,8.22524498591937,"ROM",0,0,0,-0.988643494713271,0,0,NA,0,0,0,-0.148267309556065,NA,-0.406779270342559,0,0,0,0,-1.7591030788181,-0.146325310720323,-0.101644479326151,1
"ITEM1639DDPURINAONETRUINST_ROM","Dry Dog","Target","DD PURINA ONE TRU INST 03.8LB",0,0,0,0,0,2.00791194996056,6.67133860476993,9.99404972538119,0.391044041875508,-0.0168674684496491,0,0,0.00839604878476093,0,0,0,0,0,0,9.60849180707636,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,2
"ITEM1640DDPURINAONETRUINST_ROM","Dry Dog","Target","DD PURINA ONE TRU INST 02.8LB",0,0.48446418418534,0,-1.08221221991455,0,4.44295179480005,0,0,0.155443124217373,0,0,0,0.000955315288821542,0,0,0,0,0,0,9.67672628939457,"ROM",0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"ITEM164BEYONDGRFR_ROM","Dry Cat","Target","DC BEYOND GR FR 11LB",-2.5,1.6582792985032,-0.572388045663411,-0.397493547165868,0,10,0,0,0.47099562065203,0,0,0,-0.00645177730673871,0,0,0.143705331886565,1,-2.71881540558381,-0.7675147414886,6.76064006536623,"ROM",0,NA,NA,0,NA,NA,NA,0.457348335686021,1,NA,-2.46671022029985,NA,-2.92594910843649,NA,NA,NA,NA,NA,NA,NA,1
"ITEM165CWFRISKIES_Retailer","Wet Cat","Target","CW FRISKIES 05.5OZ 40CT",-1.54086387305903,2.70218704602952,-0.536414510341405,-7.50835176583493,1.71881417125942,0.0846470846682163,5.60546024642286,4.95525220273064,0,0,0,0,0.0387448093264678,0,0,0,0,-4.25923277815454,0,12.3765703221675,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM165CWFRISKIES_ROM","Wet Cat","Target","CW FRISKIES 05.5OZ 40CT",-0.312523692592761,0,0,0,0,0,3.32241605761921,0,1.36721536209569,0,0.0346528081368664,0.0291458830195339,-0.00622532375961436,0,0,0,0,0,0,11.2126046914087,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM169CWMERRICKPURRFECTBISTRO_ROM","Wet Cat","Target","CW MERRICK PURRFECT BISTRO 05.5OZ",-2.5,0,-0.69054619746984,-0.934351711827796,0,10,0,0,0,0,0,0,-0.0338615247353228,0,0,0,0,0,0,7.80483815842369,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM169PURINAONETRUINSTGF_Retailer","Wet Dog","Target","DW PURINA ONE TRU INST 13OZ 06CT",-0.479763220859398,1.74729315129603,-0.279713594675923,-0.108044014444559,2.39259129744503,0.105768529723421,9.81655685478806,0,0.41958612945239,-0.0346228517541401,0,0,0.0138150823732016,0,0,0,0,-0.96081270592952,0,7.12226547660854,"Retailer",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM169PURINAONETRUINSTGF_ROM","Wet Dog","Target","DW PURINA ONE TRU INST 13OZ 06CT",-0.449147020060811,0,0,0,6.00547419350673,0.513543762191932,3.26197913263113,9.10347232144256,0.498820341843343,0.00131745529424105,0.00933961942729192,0.00664898494158486,0.000869925539477515,0,-0.37756060365621,0,0,0,0,8.88016363290749,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM176CWFANCYFEASTML_ROM","Wet Cat","Target","CW FANCY FEAST ML 03OZ 48CT",-0.444638927797149,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,11.1632832336066,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM1780014609_Retailer","Wet Cat","Target","CW PURINA ONE TRU INST 03OZ",-0.270024228914902,0.75441386692291,0,0,5.80830961257973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0560187490188,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM1780014609_ROM","Wet Cat","Target","CW PURINA ONE TRU INST 03OZ",-1.03661063700535,0.445116484275005,-0.295070299407166,-0.861995497440292,6.23884009428623,2.56221958998194,10,0,0,0,0,0,0,0,-0.252485680915401,0,0,0,0,9.97369705116279,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM1780018530_ROM","Wet Cat","Target","CW PURINA ONE ML 03OZ 12CT",-0.0602759142363039,8.04428041659175,0,0,0,10,10,0,0,0,0,0,0.0263292844769055,0.0368212677372218,-10.1380461036546,0,0,-1.28643857898726,-12.6012148745089,6.04306740040859,"ROM",0,NA,NA,-3.36193833723827,-0.251049404649813,NA,NA,0,NA,NA,-4.8579140203153,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM185CWFANCYFEASTSAVRYCNTR_Retailer","Wet Cat","Target","CW FANCY FEAST SAVRY CNTR 03OZ",-1.11005982468104,1.356204544906,-1.78021250295272,-2.87359085671185,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,3.72892385418651,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM185CWFANCYFEASTSAVRYCNTR_ROM","Wet Cat","Target","CW FANCY FEAST SAVRY CNTR 03OZ",-1.97020658103598,1.05487005977884,0,0,10,10,0,0,0,0,0,0,-0.0873748035617765,0,0,0,0,0,0,8.95523679550007,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM1ALPO_Retailer","Wet Dog","Target","DW ALPO 13.0-13.2OZ",-0.54168179673049,0.493197738771752,0,-0.590755174666226,10,0,0,0.0722363629346212,0.244141589943621,-0.0426948953975425,-0.131974493375076,-0.177371917117455,-0.0357600051199613,0,0,0,0,0,0,1.32844383506022,"Retailer",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ITEM1ALPO_ROM","Wet Dog","Target","DW ALPO 13.0-13.2OZ",0,0,-6.24670556099862,-8.36077743467269,10,10,10,10,0,0,0,0,-0.0382419667766761,0,0,0,0,0,0,11.4207327103612,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM1CTFRISKIESPARTYMIXCR_Retailer","Cat Treats","Target","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",-0.113147928678575,1.20846976367053,0,0,2.64556101515414,0.105311516168287,3.80931221175081,9.43002566111494,0.328754297875495,-0.0927208159040064,-0.0567595964677162,0,-0.00674805759378027,0,0,0,0,0,0,7.43498666339979,"Retailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM1CTFRISKIESPARTYMIXCR_ROM","Cat Treats","Target","CT FRISKIES PARTY MIX/NAT YUM CR 06OZ",-1.52253994371025,0,0,0,1.78587663057283,0,3.95732778298831,4.52506072180039,0.66603061052278,-0.0174882198929112,-0.0149526258016009,0,0,0,0,0,0,-0.00596230358462797,0,12.4137447912831,"ROM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM1PURINAONEML_Retailer","Dry Cat","Target","DC PURINA ONE ML 16LB",-0.413009231237772,1.3895891305246,-0.550905605540521,-0.459572081056367,2.85567853960842,0.088052959192257,0,0,0.336961953009371,-0.00583652797970306,0,0,0,0.310775779997379,0,0,0,0,0,6.03806899720811,"Retailer",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
