"Modelled_PPG_Item_No","PPG_Cat","Retailer","PPG_Item","Regular_Price","Promoted_Discount","Pantry_Loading_1","Pantry_Loading_2","ACV_Selling","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","category_trend","flag_qtr2","flag_qtr3","flag_qtr4","monthno","WB_Comp_RP_1","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","Intercept","Market","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_3","WB_Comp_Interaction_RP_1","CB_Comp_TPR_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7","Model_flag"
"ITEM2858DCPROPLANSPECIALIZED_ROM","Dry Cat","Target","DC PRO PLAN SPECIALIZED 05.5-7LB",-1.29431718627994,1.12692570507913,-0.143734492373489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35414798871331,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2859DCPROPLANSPECIALIZED_ROM","Dry Cat","Target","DC PRO PLAN SPECIALIZED 22LB",-2.5,1.91244154442817,-0.327395131527881,0,0,0,10,0,0,0,0,0,0.0652206498959164,0,0,0,0,0,0,10.417587667546,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2860DCPROPLANSPECIALIZED_ROM","Dry Cat","Target","DC PRO PLAN SPECIALIZED 03.5LB",-0.439009213230453,0,-0.655759158351429,-0.226417867155947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79842898117103,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2861DCPURINAONETRGTD_Retailer","Dry Cat","Target","DC PURINA ONE TRGTD 07LB",-0.416734574519953,1.289495490882,0,0,0.860920405679594,0.144274764247644,0.894145915379913,0,0.419679531542841,0,0,0,0.00293361044041573,0,0,0,0,0,0,9.61710240165997,"Retailer",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2861DCPURINAONETRGTD_ROM","Dry Cat","Target","DC PURINA ONE TRGTD 07LB",-0.0695883337635754,0,0,0,0,0,4.70251332473902,7.41413736251021,0.445968709767174,0.0262640883712294,0,-0.0397038153876344,0,0,0,0,0,0,0,11.0060443185842,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2862DCPURINAONETRGTD_Retailer","Dry Cat","Target","DC PURINA ONE TRGTD 03.5LB",-0.372649020666943,1.28804259308557,0,0,1.3618348500235,0.00802814575638253,0,8.06998723755624,0.456889238523081,0,0,0.0200483266364486,0.00340918548928512,0,0,0,0,0,0,8.53860886758726,"Retailer",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2862DCPURINAONETRGTD_ROM","Dry Cat","Target","DC PURINA ONE TRGTD 03.5LB",-0.159401946434776,0,0,0,0,0.136470998690632,8.23234053028604,9.61817974567433,0.400993000539808,0.0306135311093281,-0.00386457337394574,-0.0210457803467273,0.00215729600667543,0,0,0,0,0,0,11.5983739557857,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2863DCPURINAONETRGTD_ROM","Dry Cat","Target","DC PURINA ONE TRGTD 02.8LB",0,0,-50.2822748069311,-21.0240368712265,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,8.94304110807474,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2864DCPURINAONETRGTD_ROM","Dry Cat","Target","DC PURINA ONE TRGTD 22LB",-1.51281060248604,2.84660478231762,0,0,0,10,10,2.49941774859874,0,0,0,0,0,0,0,0,0,0,0,10.7128200056187,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2865DCPURINAONEML_ROM","Dry Cat","Target","DC PURINA ONE ML 22LB",0,0,0,0,0,2.4185225853532,15.2980860323451,10.3122532948527,0.232497804295163,0,-0.0160175114738929,0,0.00269557077534184,0,0,0,0,0,0,8.43876830460906,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2866DCPURINAONEML_ROM","Dry Cat","Target","DC PURINA ONE ML 02.8LB",-2.46667919440607,0,0,0,0,10,10,10,0,0,0,0,0.0812509871351644,0,0,0,0,-6.68740859266343,0,13.2908709461831,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2867DCPURINAONETRUINST_ROM","Dry Cat","Target","DC PURINA ONE TRU INST 14.4LB",-1.80121840697371,1.28648705061371,-0.45372789773945,-0.0585752707445893,0,10,10,0,0.599850646218279,0,0,0,0,0.0201103285361031,0,0.79607568023316,0,0,0,8.95510509271335,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2868DCPURINAONETRUINST_ROM","Dry Cat","Target","DC PURINA ONE TRU INST 03.2LB",-2.01649061855848,0.978505450531174,0,-0.509847931639029,6.58281944908614,2.42190344882235,10,10,0.178045351214238,0,0,0,0.0209949587159298,0,0,0,0,-0.671522038904346,-0.472845840752744,12.2876808691203,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,-0.290641194012415,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM291CWFRISKIESFAV_Retailer","Wet Cat","Target","CW FRISKIES FAV 05.5OZ",-2.5,1.94230997062656,-1.71283987921614,-2.43654106467754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11808047293546,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM291CWFRISKIESFAV_ROM","Wet Cat","Target","CW FRISKIES FAV 05.5OZ",-2.24774021660525,0,0,0,2.83437208062864,2.02787034147189,0,10.0497205731493,0.579323572508783,-0.133007862240783,0.0208305784056387,0,0.0304339330540558,0,0,0,0,0,0,10.4228554058684,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM293CWFRISKIESFAV_Retailer","Wet Cat","Target","CW FRISKIES FAV 05.5OZ 24CT",-1.25726907148344,2.30657456357393,0,0,0,0,10,0,0,0,0,0,0.0505985252866461,0,0,0,0,0,0,8.5057818052915,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM293CWFRISKIESFAV_ROM","Wet Cat","Target","CW FRISKIES FAV 05.5OZ 24CT",-2.39427170096722,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14.4934558601913,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM2BENEFUL_Retailer","Wet Dog","Target","DW BENEFUL 10OZ",-1.53466101069952,1.91329712741087,0,0,1.15654193658623,0,2.24898579457616,0,0.189565746438543,0,0,0,0.00106666430143651,0.0894236319550603,0,0,0,-0.145163160020306,0,9.56022776197132,"Retailer",0.302035670092185,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2BENEFUL_ROM","Wet Dog","Target","DW BENEFUL 10OZ",-1.66666553431268,0.987019919623684,0,0,0.806031801728345,0.313330147261202,11.2023095184894,2.4046004660901,0.638758921382078,0.0150899885655769,0.00383254459915625,-0.102367215597679,0.0143190084018924,0,-0.0150491173731065,0,0,-0.0021511140005616,0,13.281501612415,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2BENEFULBAKEDCR_Retailer","Dog Treats","Target","DT BENEFUL BAKED CR 19.5-22OZ",-0.918944444882362,1.31159299394275,0,0,10,0.654244493090374,4.96769943431056,0,1.48872562912197,0,-0.0285133226587979,0.00817392919121575,0.0182773895761827,0,0,0,0,0,0,0.728623245385328,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ITEM2BENEFULBAKEDCR_ROM","Dog Treats","Target","DT BENEFUL BAKED CR 19.5-22OZ",0,0,0,0,0,0,0,0,0.352768268937509,0,0,0,0,0,0,0,0,0,0,9.66712025420566,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2BEYONDGRFR_Retailer","Dry Cat","Target","DC BEYOND GR FR 03LB",-1.62609901891963,1.41052849108158,-0.336822677696582,-0.330711409509628,4.11409968514524,0.149040127641665,9.99999786262656,0,0,0,0,0,0,0,0,0,0,-1.09660911815079,0,9.50204173342489,"Retailer",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2BEYONDGRFR_ROM","Dry Cat","Target","DC BEYOND GR FR 03LB",-1.08262037331176,1.34236548857343,-0.458033119915053,-0.349132989854614,0,1.05428975705489,9.67081492424725,10.1896438744458,-0.0464392325504224,0,0,-0.013657789517502,0,0,0,0,0,0,0,12.4992978870172,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2CTFRISKIESPARTYMIXCR_Retailer","Cat Treats","Target","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ",-0.1,0.778884959418367,-0.276408758119296,-0.155054461312668,2.84570156388001,0,1.07946101411609,5.13036696229013,1.03930665652622,-0.277549650943864,-0.109984022891142,0.0669560033567241,-0.035980358698915,0,-0.2723606445495,0,0,0,0,6.34218922005677,"Retailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2CTFRISKIESPARTYMIXCR_ROM","Cat Treats","Target","CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ",-1.13227285611011,0,0,0,0.592211291287875,0.518438282858601,0,3.64202535758197,0.395734718490466,0,-0.00475773828667592,0,0,0,0,0,0,0,0,12.7336093193916,"ROM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2CWFRISKIES_Retailer","Wet Cat","Target","CW FRISKIES 05.5OZ",-0.356741575771113,0.575495228878977,0,0,1.81712793609094,0.0230574928159447,0.740128089156237,0,0.116241657086476,-0.152071443552138,-0.167913565569604,0,0.0142972219403476,0,0,0,0,-0.257458277162673,0,10.7873890883885,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM2CWFRISKIES_ROM","Wet Cat","Target","CW FRISKIES 05.5OZ",-0.245265502815738,0,0,0,0.625177675252318,0,7.78368571599176,5.51025740441265,0.612165756103305,-0.0683024049341277,-0.0565056614438256,-0.0402926435886217,-0.00588192542557769,0,0,0,0,-0.00349635282033414,-0.0089645489244024,15.0905333899186,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM30010DCPROPLANSPECIALIZED_ROM","Dry Cat","Target","DC PRO PLAN SPECIALIZED 05LB",0,0.955188111380969,-0.128436129511609,-0.112724222060483,0,10,0,0,0.335984149852095,0,0,0,0,0,0,0,0,0,0,3.80879724183966,"ROM",0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1
"ITEM302PUPPYCHOWMT_Retailer","Dog Treats","Target","DT PUPPY CHOW MT 24OZ",-0.150358462514338,0.975445889538141,0,0,0.1,0,0.527860952793893,0,0.560995834146817,0,0,0,-0.0113015478835073,0,0,0,0,0,0,0.52697735301028,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ITEM302PUPPYCHOWMT_ROM","Dog Treats","Target","DT PUPPY CHOW MT 24OZ",-2.5,1.43278830818646,-0.253537221610518,-1.98468035763082,10,1.90094234329152,10,0,0,0,0,0,-0.00800117578541273,1,0,0,0,0,0,10.5704659334855,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM308CWPROPLANESSENTIAL_ROM","Wet Cat","Target","CW PRO PLAN ESSENTIAL 03OZ",-2.16671302089707,0,0,-0.821874477557278,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,8.45243251233193,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM317BUSYCW_Retailer","Dog Treats","Target","DT BUSY CW 35OZ",-0.408878157867534,0.533299384219412,-0.333738825257537,-0.467389886714714,3.42077586366408,0,0,0,0.618227038871397,0,0.0633654246705458,0,0,0,0,0,0,0,0,7.01665498951477,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM317BUSYCW_ROM","Dog Treats","Target","DT BUSY CW 35OZ",0,0,0,0,7.06456629992077,0,10,0,0.432552898573826,0,0,0,0.0204262216750351,0,0,0,0,0,0,7.50293259352041,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM32CWFRISKIES_Retailer","Wet Cat","Target","CW AO PREMIUM",-2.5,1.15592706244419,-1.20394135401409,-2.18966723241755,0,0,10,0,-3.16661967271926,0,0,0,-0.143080334995781,0,-12.1355228981093,0,0,-6.10111948464149,-2.18998962613967,9.95047755083556,"Retailer",0,NA,NA,-9.65971637063014,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM32CWFRISKIES_ROM","Wet Cat","Target","CW AO PREMIUM",-1.46889921117969,1.30392747217932,0,0,0,0,10,0,0.548431325250861,0,0,0,0,0,0,0.639627564583467,0,0,0,8.01711380302052,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM338CWPROPLANSPECIALIZED_ROM","Wet Cat","Target","CW PRO PLAN SPECIALIZED 03OZ",0,0.702562293473889,0,-0.375724049388193,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,8.07525363861273,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM33BEGGINMT_Retailer","Dog Treats","Target","DT BEGGIN MT 06OZ",-1.09386632910787,2.01575981957051,0,0,0.599446463856044,0.0535310812865924,0,0,1.80244752337003,-0.00920429770236142,0.0655523448181073,0.0934860297609999,-0.00677616238021352,0.226273033020431,-0.49433549085815,0,0,-0.228869698551838,-0.0975123552519773,8.37305057202053,"Retailer",0,0,0,-0.445137872740281,0,0,0,0,0,0,-0.258821629661696,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM33BEGGINMT_ROM","Dog Treats","Target","DT BEGGIN MT 06OZ",-1.62580533752131,2.7821031883215,-0.0883217555650729,0,0,0.391980913162294,0.729461345161803,0.638149610519038,0.756603184946033,0,0.0356584103613384,0.0368180903077602,0.00610872063282415,0,0,0,0,-0.0211384051081004,0,13.5393826990929,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM344BEGGINMT_Retailer","Dog Treats","Target","DT BEGGIN MT 48OZ",-0.621826652283494,1.56149753254782,0,0,0,0,0,0,0.610025732293544,0,0,0,0,0.204397201841383,-0.0968264663669637,0.826610471003798,0,0,0,3.05397176721541,"Retailer",0.160953721488754,0.173742412788841,0.140753182764066,-0.131211635959454,-0.369434847413606,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM344BEGGINMT_ROM","Dog Treats","Target","DT BEGGIN MT 48OZ",0,3.21240265305035,0,0,0,0,10,10,0,0,0,0,0.0482311996685802,1,0,0,0,0,0,4.23096747389816,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM34CWFANCYFEASTML_Retailer","Wet Cat","Target","CW FANCY FEAST ML 03OZ 24CT",-0.280614298955594,2.25534070620737,0,0,1.17464825561302,0.0900695654096401,0,0,0.494132868376614,-0.0726635345982129,-0.012635408451914,-0.0271849421603497,0.00420259927561845,0.146134476060754,0,0,0,0,0,9.21238938875124,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM34CWFANCYFEASTML_ROM","Wet Cat","Target","CW FANCY FEAST ML 03OZ 24CT",-0.207994656179295,0,0,0,0,0,1.35238060633547,9.48316349787579,0.525752789092521,0,0.0895361910022056,0.0431564197093885,0.00085970766063154,0,0,0,0,0,0,11.7798073305242,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM353CWFRISKIESLILSOUPS_Retailer","Wet Cat","Target","CW FRISKIES LIL SOUPS 01.2OZ",-1.16734190148308,2.2917050869765,0,0,1.62063736422248,0.124292632450946,5.91944126608325,0,0.74795309076953,-0.0815368947562848,0,0,0,0,0,0,0,0,0,8.36681421758061,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM353CWFRISKIESLILSOUPS_ROM","Wet Cat","Target","CW FRISKIES LIL SOUPS 01.2OZ",0,0,0,0,1.64705418405224,0.907549814813465,11.792632397421,0,1.08044423122983,0,0,0,0,0,0,0,0,0,0,11.1106851089189,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM363CWPROPLANESSENTIAL_ROM","Wet Cat","Target","CW PRO PLAN ESSENTIAL 03OZ 12CT",0,0.728172642823477,0,0,0,0,0,0,0.871823333125591,0,0,0,-0.00656582370789018,0,0,0,0,0,0,4.80886545988944,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM36CTWHISKERLICKINSCR_Retailer","Cat Treats","Target","CT WHISKER LICKINS AO",-1.01853285557489,1.27958898622082,0,-0.0165057042676353,1.76239684133131,0,2.24120429040969,0,0.688860440504487,-0.063432905228744,-0.103484882454027,-0.0830340582272268,0,0.135207795253713,-0.122621235649335,0,0,0,0,7.44510575596801,"Retailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM36CTWHISKERLICKINSCR_ROM","Cat Treats","Target","CT WHISKER LICKINS AO",-2.5,2.7090725422406,-0.618455300609004,0,5.73278572797131,10,10,0,0,0,0,0,0,0,0,0.113572943637072,0.528268818214838,-1.34961312585007,-0.070028897619914,10.1104390068624,"ROM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM36CWFANCYFEASTPURELY_Retailer","Wet Cat","Target","CW FANCY FEAST PURELY 02OZ",-0.538653569425388,0.270885741786831,-0.083852008024473,0,2.08848988964871,0,0,0,0.711598588628124,0,0,0,0,0,0,0,0,0,0,8.56431244292403,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM36CWFANCYFEASTPURELY_ROM","Wet Cat","Target","CW FANCY FEAST PURELY 02OZ",-1.00148642680914,2.47115705546256,-0.174737725656082,0,1.86875784151643,0.793121324626961,5.67964274478916,10,0,0,0,0,0,0,0,0.349961772959496,0,-0.0523308160716857,0,12.0097162249307,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM371CWFRISKIESLIL_Retailer","Wet Cat","Target","CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ 18CT",-1.60744039228581,2.30657456357393,0,0,0,0.43448874181939,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2822009476139,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM371CWFRISKIESLIL_ROM","Wet Cat","Target","CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ 18CT",0,0,0,0,0,0,10,10,0,0,0,0,0.0263514408406529,0,0,0,0,0,0,7.6954927535346,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM373BUSYROLLHIDECW_Retailer","Dog Treats","Target","DT BUSY ROLLHIDE CW 04-6OZ",-1.27258876438853,0.879468221492771,0,0,2.28446862521425,0.0825165365643888,1.34762294777855,0,0.877919783960208,0,-0.0174913133102292,0,0,0,0,0,0,0,0,7.34136223528664,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM373BUSYROLLHIDECW_ROM","Dog Treats","Target","DT BUSY ROLLHIDE CW 04-6OZ",-0.521220254538447,0,0,0,3.3655697433396,0.358612176261351,7.71161582382219,10.5267630221653,0.553610036559474,-0.0450083714522355,-0.0346587671264062,0,-0.00190107147956546,0,0,0,0,0,0,9.25067704040158,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM377CWFRISKIES_ROM","Wet Cat","Target","CW FRISKIES 05.5OZ 60CT",-0.667604464812695,0,0,0,0,0,10,0,0.887984829037273,0,0,0,0,0,-1.42075612420715,0.428683728188945,0.0721903272952304,0,0,10.5273811719762,"ROM",0,NA,NA,-0.645573036886855,0,NA,NA,0.0890810158218019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM378CWFRISKIESLILGRILLERS_Retailer","Wet Cat","Target","CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ",-0.68619745754996,2.31360867280275,0,0,1.95066910169279,0.119857737200273,0,0,0,0,-0.115892628855226,0,0,0,0,0,0,0,0,8.96468686490202,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM378CWFRISKIESLILGRILLERS_ROM","Wet Cat","Target","CW FRISKIES LIL GRIL/SLUR/PUR 01.6OZ",-1.24911069622751,2.87931739442791,0,0,0,0.54702272159255,1.38195105237109,4.64575880622258,0,0,-0.110552499568968,-0.127896112835164,0.0374801644197069,0,0,0,0,0,0,12.2445040833644,"ROM",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM37PURINAONETRUINST_Retailer","Wet Dog","Target","DW PURINA ONE TRU INST 13OZ",-0.969398843528073,1.74029395004757,0,0,2.704699209296,0.0441880939718292,2.28594811259585,0.653014767071082,1.40153287953017,-0.0283871714347326,-0.148724102930983,-0.199743094450391,0,0,0,0,0,-0.396341854364891,-0.324949434545055,6.78470882215265,"Retailer",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM37PURINAONETRUINST_ROM","Wet Dog","Target","DW PURINA ONE TRU INST 13OZ",-0.508985353967911,0,0,0,0,0.731463891999499,10.2275296433057,0,1.14910696157334,-0.0625797048475607,-0.0726075081327122,-0.151581565338104,0.00780719309437119,0,-0.226487124332096,0,0,0,0,11.8865493173791,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ITEM3810002689_ROM","Wet Dog","Target","DW PRO PLAN SPECIALIZED SEN-S/S 13OZ",0,0.70832165017484,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92058084710311,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM3810018178_ROM","Wet Dog","Target","DW PRO PLAN SPECIALIZED GF PUPPY 13OZ",0,0.615133930345158,-0.747878267375971,-2.46450085998554,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92679548488866,"ROM",0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM3810018507_ROM","Dog Treats","Target","DT BUSY TWISTED CW 66OZ",0,2.13707238636459,0,0,0,10,10,10,0.575009707281681,0,0,0,0.0167539882021879,0,0,0,0,0,0,8.24691806712449,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM3810019056_Retailer","Dog Treats","Target","DT PRIME KNOTTED CW 05OZ",-0.533990331290492,0.713885700075266,0,0,10,0,10,0,-0.970130118729654,0,0,0,0.0464630623285839,0,0,0,0,0,0,2.96496932551867,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ITEM3810019061_Retailer","Dog Treats","Target","DT PRIME KNOTTED CW 16.5OZ",-0.533990331290492,0.713885700075266,0,0,10,0,10,0,-0.970130118729654,0,0,0,0.0554485994745487,0,0,0,0,0,0,4.21852861081797,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ITEM3810019160_ROM","Dog Treats","Target","DT PRIME BARS CR 16OZ",-2.5,10,0,0,10,10,10,10,0,0,0,0,0.261886993316043,0,0,0,0,0,0,6.1865128950404,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM3810019304_ROM","Dog Treats","Target","DT BEGGIN MT LIMITED ED 5OZ",-1.28947639917898,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,2.87790164549398,"ROM",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"ITEM3810019316_Retailer","Dog Treats","Target","DT BEGGIN MT LIMITED ED 11.7OZ",-0.1,1.28133140064117,0,-1.50846846952375,8.59103071465947,0.100331609964696,0.670469560438829,0,0.727403124950833,-0.0842894099167532,-0.00583476329935494,0.0927030187876718,-0.261525400055495,0,0,0,0,0,0,5.00293901512691,"Retailer",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ITEM382CWFRISKIESPREMIUM_Retailer","Wet Cat","Target","CW FRISKIES PREMIUM 03.5OZ",-2.5,2.66363715610142,-0.557747652768452,-2.16871234020534,10,0,0,0,-3.69548806081986,0,0,0,-0.227685466304716,0,0,0,0,0,0,10.4425183270955,"Retailer",0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
