"Item.Number","Market","PPG_Description","PPG_Item_no","PPG_Cat","Product_Name","Retailer","BRAND GROUP(C)","ListCost","OffInvoice","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2"
1780016410,"ROM","CW BEYOND 03OZ","ITEM102CWBEYOND","Wet Cat","PURINA BEYOND WET CAT FOOD WILD ALASKAN SALMON AND SWEET WET CAN 3 OUNCE","Target","BEYOND",NA,0,0.0632300392756487,0.0614734716156848,0.0488091246310167,0.061768422130073,0.0869482286705775,0.0871154779759684,0.0778593604099655,0.0740714999682083,0.0636857716691321
1780016437,"ROM","DD BEYOND GR FR 13LB","ITEM1097DDBEYONDGRFR","Dry Dog","PURINA BEYOND DRY DOG FOOD WILD CAUGHT TUNA AND EGG RECIP DRY BAG 13 POUND","Target","BEYOND",NA,0,0.000399945607397394,0,0,0.000353325802782723,0,0,0,0.00423689317097559,0
1780016540,"ROM","DT BENEFUL BAKED CR 08.5-9.5OZ","ITEM904DTBENEFULBAKEDCR","Dog Treats","PURINA BENEFUL BAKED DELIGHTS DOG TREAT REAL BEEF AND CHEESE BAG 8.5 OUNCE","Target","BENEFUL",NA,0,0.438583231225175,0.432962118887682,0.43049001668664,0.455782055289084,0.434885051206699,0.394639495767854,0.476478128692948,0.429498316058698,0.42011053704762
1780016542,"ROM","DT BENEFUL BAKED CR 08.5-9.5OZ","ITEM904DTBENEFULBAKEDCR","Dog Treats","PURINA BENEFUL BAKED DELIGHTS DOG TREAT PEANUT BUTTER BAG 9.5 OUNCE","Target","BENEFUL",NA,0,0.561416768774825,0.567037881112318,0.56950998331336,0.544217944710916,0.565114948793301,0.605360504232146,0.523521871307052,0.570501683941302,0.57988946295238
1780016563,"ROM","CT WHISKER LICKINS CR 10OZ","ITEM69CTWHISKERLICKINSCR","Cat Treats","PURINA WHISKER LICKIN'S CAT TREAT TUNA BAG 10 OUNCE","Target","WHISKER LICKINS",NA,0,1,1,1,1,1,1,1,1,1
1780016627,"ROM","DW BENEFUL 10OZ 06CT","ITEM74BENEFUL","Wet Dog","PURINA BENEFUL CHOPPED BLENDS DOG FOOD-WET TYPE BOX 60 OUNCE","Target","BENEFUL",NA,0,0.49087944793644,0.450633844740625,0.440401349946574,0.374295603183571,0.392368862592614,0.431856093435504,0.438113740033794,0.442433096106058,0.42049371237173
1780016627,"Retailer","DW BENEFUL 10OZ 06CT","ITEM74BENEFUL","Wet Dog","PURINA BENEFUL CHOPPED BLENDS DOG FOOD-WET TYPE BOX 60 OUNCE","Target","BENEFUL",3.37493436849198,0.156764580029701,0.219161981003209,0.232404866992723,0.205428837425812,0.255891494772535,0.330761489433076,0.400964956830879,0.348240336698598,0.410076365519027,0.324221996490904
1780016629,"ROM","DC CAT/KITTEN CHOW 03.2LB","ITEM2767DCCATKITTENCHOW","Dry Cat","PURINA CAT CHOW GENTLE DRY CAT FOOD ADULT TURKEY DRY BAG 3.15 POUND","Target","CAT CHOW LINE",NA,0,0.0900503443642387,0.0843473648443441,0.113411509351073,0.130625899031111,0.104443486155406,0.124535877918582,0.136837064697111,0.11884608183867,0.108206062587354
1780016631,"ROM","DC CAT/KITTEN CHOW 06.3LB","ITEM2761DCCATKITTENCHOW","Dry Cat","PURINA CAT CHOW GENTLE DRY CAT FOOD ADULT TURKEY DRY BAG 6.3 POUND","Target","CAT CHOW LINE",NA,0,0.0132966816408018,0.0135559093114815,0.0172544409942955,0.0221205643195719,0.0188678842110982,0.015259954689703,0.0161216333739977,0.0154873325977738,0.0146552917255949
1780016631,"Retailer","DC CAT/KITTEN CHOW 06.3LB","ITEM2761DCCATKITTENCHOW","Dry Cat","PURINA CAT CHOW GENTLE DRY CAT FOOD ADULT TURKEY DRY BAG 6.3 POUND","Target","CAT CHOW LINE",8.53581618708154,0.5,0.144688591469899,0.131713983233947,0.177731911478042,0.212865870607926,0.197459935775488,0.182534180739947,0.206261266264,0.211031386186556,0.219255710696968
1780016633,"ROM","DC CAT/KITTEN CHOW 13-15LB","ITEM2762DCCATKITTENCHOW","Dry Cat","PURINA CAT CHOW GENTLE DRY CAT FOOD ADULT TURKEY DRY BAG 13 POUND","Target","CAT CHOW LINE",NA,0,0.124264932117454,0.12619624082889,0.142505785601901,0.112802319397643,0.11866930688589,0.132228411617306,0.134271860422638,0.112631546299835,0.123020092641462
1780016715,"ROM","DW PURINA ONE 13OZ 06CT","ITEM129PURINAONE","Wet Dog","PURINA ONE SMART BLEND DOG FOOD-WET TYPE TRAY IN WRAP 78 OUNCE","Target","PURINA ONE",NA,0,0.281267181694222,0.306175702081374,0.298116177558168,0.286546206006077,0.266493918867607,0.288075060546572,0.280371627076966,0.331105442527604,0.304113280376505
1780016715,"Retailer","DW PURINA ONE 13OZ 06CT","ITEM129PURINAONE","Wet Dog","PURINA ONE SMART BLEND DOG FOOD-WET TYPE TRAY IN WRAP 78 OUNCE","Target","PURINA ONE",2.42191521082636,0,0.753028309208085,0.713813039224406,0.696127614925569,0.683416897403278,0.707707876539045,0.757298142291053,0.700833763742345,0.696615164776279,0.717372465191519
1780016739,"ROM","DD BENEFUL 40LB","ITEM1170DDBENEFULMLHWM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED BEEF DRY BAG 40 POUND","Target","BENEFUL",NA,0,0.498142095111417,0.490292555570494,0.506696030767295,0.51022788183841,0.504259169660457,0.499968183277176,0.513190398037884,0.528275458354263,0.541022780486461
1780016739,"Retailer","DD BENEFUL 40LB","ITEM1170DDBENEFULMLHWM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED BEEF DRY BAG 40 POUND","Target","BENEFUL",34.8911606810377,0,0.415537869604174,0.408360288629012,0.434056842515087,0.449948400412797,0.399764294712887,0.403032290420894,0.40415675472643,0.436765863184587,0.455328411887185
1780016741,"ROM","DD BENEFUL 40LB","ITEM1170DDBENEFULMLHWM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED CHICKEN DRY BAG 40 POUND","Target","BENEFUL",NA,0,0.501857904888584,0.509707444429507,0.493303969232705,0.485822582606127,0.486673852985175,0.490222473721306,0.478679687114872,0.4631807457519,0.451994325537834
1780016741,"Retailer","DD BENEFUL 40LB","ITEM1170DDBENEFULMLHWM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED CHICKEN DRY BAG 40 POUND","Target","BENEFUL",34.3803408105094,0,0.584462130395826,0.591639711370988,0.565943157484913,0.499814241486068,0.462876417279636,0.458508545195016,0.437492174784024,0.421580343350141,0.401287147454098
1780016746,"ROM","DD PURINA ONE ML 40LB","ITEM1195DDPURINAONEML","Dry Dog","PURINA ONE DRY DOG FOOD ADULT LAMB AND RICE DRY BAG 40 POUND","Target","PURINA ONE",NA,0,0.498177045119688,0.48937928565933,0.478933950992252,0.484395334515541,0.463700352262011,0.484863698603382,0.473454539134424,0.467269291501236,0.494239613971466
1780016746,"Retailer","DD PURINA ONE ML 40LB","ITEM1195DDPURINAONEML","Dry Dog","PURINA ONE DRY DOG FOOD ADULT LAMB AND RICE DRY BAG 40 POUND","Target","PURINA ONE",41.6918512369649,1.93824926613304,0.66540388610534,0.615406145042916,0.559382260489272,0.527664662917717,0.544870531667521,0.570304818092429,0.50695020746888,0.514709399665152,0.543378060022534
1780016804,"Retailer","DC CAT/KITTEN CHOW 16-8LB","ITEM2763DCCATKITTENCHOW","Dry Cat","PURINA CAT CHOW COMPLETE DRY CAT FOOD ALL AGES POULTRY DRY BAG 16 POUND","Target","CAT CHOW LINE",NA,0,0,NA,0,NA,NA,NA,NA,NA,NA
1780016814,"ROM","DW BENEFUL 10OZ 12CT","ITEM159BENEFUL","Wet Dog","PURINA BENEFUL PREPARED MEALS DOG FOOD-WET TYPE BOX 120 OUNCE","Target","BENEFUL",NA,0,0.0555505155355095,0.00539486132526391,0.000393559252829392,0.0000398463916696962,0,0,0,0,0
1780016824,"ROM","DW BENEFUL 03OZ 27CT","ITEM70022DWBENEFUL","Wet Dog","PURINA BENEFUL INCREDI BITES DOG FOOD-WET TYPE BOX 81 OUNCE","Target","BENEFUL",NA,0,1,1,1,1,1,1,1,1,NA
1780016824,"Retailer","DW BENEFUL 03OZ 27CT","ITEM70022DWBENEFUL","Wet Dog","PURINA BENEFUL INCREDI BITES DOG FOOD-WET TYPE BOX 81 OUNCE","Target","BENEFUL",1.09359857152214,0.0509593786949287,1,1,NA,NA,1,NA,NA,1,NA
1780016845,"ROM","DD BEYOND GR FR 23LB","ITEM1064DDBEYONDGRFR","Dry Dog","PURINA BEYOND DRY DOG FOOD WHITE MEAT CHICKEN AND EGG REC DRY BAG 23 POUND","Target","BEYOND",NA,0,1,1,1,1,1,1,1,1,1
1780016845,"Retailer","DD BEYOND GR FR 23LB","ITEM1064DDBEYONDGRFR","Dry Dog","PURINA BEYOND DRY DOG FOOD WHITE MEAT CHICKEN AND EGG REC DRY BAG 23 POUND","Target","BEYOND",34.4994697131112,0,1,1,NA,NA,NA,NA,NA,1,NA
1780016897,"ROM","DC BEYOND GR FR 03LB","ITEM2BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD ADULT WILD CAUGHT SALMON EGG AND SWE DRY BAG 3 POUND","Target","BEYOND",NA,0,0.463049744770834,0.426811686809446,0.271671984741726,0.235982313358971,0.281606441776966,0.319941607098192,0.379583325195889,0.354151421355699,0.270242019499696
1780016897,"Retailer","DC BEYOND GR FR 03LB","ITEM2BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD ADULT WILD CAUGHT SALMON EGG AND SWE DRY BAG 3 POUND","Target","BEYOND",7.42448704565679,0,0.647695424147404,0.662806919642857,0.99785046728972,0.999689247980112,0.999736819019212,0.999840153452685,0.999857040743388,0.998756991920447,1
1780016901,"ROM","DC BEYOND GR FR 05LB","ITEM99BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD ADULT WILD CAUGHT SALMON EGG AND SWE DRY BAG 5 POUND","Target","BEYOND",NA,0,0.106430656906928,0.102476921077586,0.0293525233410738,0.0496437468124206,0.0568553328538477,0.0561678816285436,0.0838094281486988,0.0976603827139179,0.0871755082792255
1780016901,"Retailer","DC BEYOND GR FR 05LB","ITEM99BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD ADULT WILD CAUGHT SALMON EGG AND SWE DRY BAG 5 POUND","Target","BEYOND",12.8068024929983,0,0.465541916107315,0.457645639356205,0.180555555555556,0.23412537917088,0.20684714190676,0.219391578000899,0.375028329681952,0.23996111568085,0.444444444444444
1780016912,"ROM","DW BEYOND PREMIUM 13OZ","ITEM542DWBEYONDPREMIUM","Wet Dog","PURINA BEYOND WET DOG FOOD GROUND ENTREE FARM RAISED CHCK WET CAN 13 OUNCE","Target","BEYOND",NA,0,0.00316617196715443,0.00517836909410845,0,0,0,0,0.00165484007625503,0,NA
1780016914,"ROM","DW BEYOND PREMIUM 13OZ","ITEM542DWBEYONDPREMIUM","Wet Dog","PURINA BEYOND WET DOG FOOD GROUND ENTREE FARM RSD CHCKN W WET CAN 13 OUNCE","Target","BEYOND",NA,0,0.0159216316098012,0.0867238668406605,0.0341754802137806,0.000401180433306962,0,0,0,0,NA
1780016916,"ROM","DW BEYOND PREMIUM 13OZ","ITEM542DWBEYONDPREMIUM","Wet Dog","PURINA BEYOND WET DOG FOOD GROUND ENTREE FARM RAISED CHIC WET CAN 13 OUNCE","Target","BEYOND",NA,0,0.741479306060913,0.412973716241708,0.342500447544969,0.329288498477921,0.205845223385844,0.0406650361353996,0.00661936030502012,0.078860921965758,NA
1780016918,"ROM","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD FARM RAISED CHICKEN SWEET POTA WET CAN 3 OUNCE","Target","BEYOND",NA,0,0.26406163312432,0.382268201685494,0.54066748517217,0.806123204893484,0.014569613613847,0.166666666666667,0.5,NA,NA
1780016918,"Retailer","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD FARM RAISED CHICKEN SWEET POTA WET CAN 3 OUNCE","Target","BEYOND",1.01028400926451,0,0.4375,1,1,NA,NA,NA,NA,NA,NA
1780016920,"ROM","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD WILD ALASKAN SALMON AND SPINAC WET CAN 3 OUNCE","Target","BEYOND",NA,0,0.237553021369078,0.0655676377229949,0.0840409623826431,0.0476225752172119,0.425490995978787,0.75,0.40625,NA,NA
1780016920,"Retailer","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD WILD ALASKAN SALMON AND SPINAC WET CAN 3 OUNCE","Target","BEYOND",1.01004106733375,0,0.03125,0,0,NA,NA,NA,NA,NA,NA
1780016922,"ROM","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD PACIFIC COD NEW ENGLAND HRNG S WET CAN 3 OUNCE","Target","BEYOND",NA,0,0.275873325565539,0.232402286928042,0.139815654292391,0.0952451504344237,0.559939390407367,0.0833333333333333,0.09375,NA,NA
1780016922,"Retailer","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD PACIFIC COD NEW ENGLAND HRNG S WET CAN 3 OUNCE","Target","BEYOND",1.01009492395571,0,0.375,0,0,NA,NA,NA,NA,NA,NA
1780016924,"ROM","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD FARM RAISED CHCKN WLD CGHT SHR WET CAN 3 OUNCE","Target","BEYOND",NA,0,0.222512019941062,0.319761873663468,0.235475898152796,0.0510090694548803,0,0,0,NA,NA
1780016924,"Retailer","CW BEYOND SIMP ORGS 03OZ","ITEM86CWBEYONDSIMPORGS","Wet Cat","PURINA BEYOND WET CAT FOOD FARM RAISED CHCKN WLD CGHT SHR WET CAN 3 OUNCE","Target","BEYOND",1.01001828340201,0,0.15625,0,0,NA,NA,NA,NA,NA,NA
1780016951,"ROM","DW BENEFUL 10OZ 12CT","ITEM159BENEFUL","Wet Dog","PURINA BENEFUL PREPARED MEALS DOG FOOD-WET TYPE BOX 120 OUNCE","Target","BENEFUL",NA,0,0.527216660109473,0.496430553712301,0.599950732322063,0.546210901023191,0.575695727143874,0.602811539857757,0.594649317246175,0.536069816495504,0.538044242721478
1780016951,"Retailer","DW BENEFUL 10OZ 12CT","ITEM159BENEFUL","Wet Dog","PURINA BENEFUL PREPARED MEALS DOG FOOD-WET TYPE BOX 120 OUNCE","Target","BENEFUL",1.66510593941609,0.0976589759501674,0.578399820372727,0.378085751407536,0.579798573844005,0.548065735892961,0.680593806676967,0.63672503860433,0.538987086255532,0.504068785505911,0.555705853418593
1780016960,"ROM","DW BENEFUL 10OZ","ITEM2BENEFUL","Wet Dog","PURINA BENEFUL CHOPPED BLENDS WET DOG FOOD CHICKEN LIVER PEAS BROWN RICE WET TUB 10 OUNCE","Target","BENEFUL",NA,0,0.00305672884748443,0.000341841898753652,0.0000772057745311304,0.000068837510171521,0.00000929044849258217,0.0000014837552597352,0.00000263636325561306,0.00000119892731945154,0
1780016960,"Retailer","DW BENEFUL 10OZ","ITEM2BENEFUL","Wet Dog","PURINA BENEFUL CHOPPED BLENDS WET DOG FOOD CHICKEN LIVER PEAS BROWN RICE WET TUB 10 OUNCE","Target","BENEFUL",1.52017916101456,0,0.000182591665860531,0.0000255353765282467,0.00000180676960435359,0.00000159420474690405,0.00000160417856432435,0,0,0,0
1780016962,"ROM","DW BENEFUL 10OZ","ITEM2BENEFUL","Wet Dog","PURINA BENEFUL CHOPPED BLENDS WET DOG FOOD ADULT SALMON SWEET POTATOES BROWN RI WET TUB 10 OUNCE","Target","BENEFUL",NA,0,0.0643475692600154,0.0556694835289755,0.0552168104754583,0.0540487625455233,0.0649616020841516,0.058268969055479,0.0428787247230399,0.066909839247297,0.0723766787522933
1780016966,"ROM","DW BENEFUL 10OZ","ITEM2BENEFUL","Wet Dog","PURINA BENEFUL CHOPPED BLENDS WET DOG FOOD ADULT TURKEY SWEET POTATOES BROWN RI WET TUB 10 OUNCE","Target","BENEFUL",NA,0,0.0557370596999956,0.046012787223896,0.0483592514732306,0.0669764920007742,0.0643441198199024,0.0477044302719891,0.0326528067646395,0.0614502642247135,0.0593428660291763
1780016982,"ROM","DD BENEFUL PREMIUM 03.3-4.5LB","ITEM1470DDBENEFULPREMIUM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED CHICKEN DRY BAG 4.5 POUND","Target","BENEFUL",NA,0,0.298560456472764,0.31381088948059,0.321591246975898,0.312873255476694,0.22267930732149,0.0660509746811348,0.00610938839622229,0.00219755001474799,0.00246147406940392
1780016982,"Retailer","DD BENEFUL PREMIUM 03.3-4.5LB","ITEM1470DDBENEFULPREMIUM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED CHICKEN DRY BAG 4.5 POUND","Target","BENEFUL",6.27968515621652,0,0.311434421388353,0.285332982462736,0.262067140326948,0.263412439545608,0.236792191462609,0.00379746835443038,0.000109573030424778,0.000126502213788741,0
1780016984,"ROM","DD BENEFUL PREMIUM 09.4-12.5LB","ITEM1077DDBENEFULPREMIUM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED CHICKEN DRY BAG 12.5 POUND","Target","BENEFUL",NA,0,0.87210444656605,0.872882725787009,0.861126895680278,0.884790083979636,0.810088579501653,0.677978221487083,0.610804215601342,0.605857883485724,0.34677067229965
1780016984,"Retailer","DD BENEFUL PREMIUM 09.4-12.5LB","ITEM1077DDBENEFULPREMIUM","Dry Dog","PURINA BENEFUL DRY DOG FOOD ADULT FARM RAISED CHICKEN DRY BAG 12.5 POUND","Target","BENEFUL",15.2186067439273,0,0.776963791229977,0.761131004661847,0.744680102704794,0.7407277816655,0.664977870952714,0.156673114119923,0.727272727272727,0.75,1
1780016985,"ROM","DW PURINA ONE TRU INST 13OZ","ITEM37PURINAONETRUINST","Wet Dog","PURINA ONE SMART BLND TR INSTN WET DOG FOOD ADULT REAL GAME BIRD WET CAN 13 OUNCE","Target","PURINA ONE",NA,0,0.0383157095271045,0.0377270746351989,0.0383076660837899,0.0438436176219582,0.0221169905636969,0.00475521558920573,0.00129398840169147,0.000511419750623993,0.000300808006219487
1780016988,"ROM","DW PURINA ONE TRU INST 13OZ","ITEM37PURINAONETRUINST","Wet Dog","PURINA ONE TRUE INSTINCT WET DOG FOOD ADULT REAL BEEF AND WILD CAUGHT SALM WET CAN 13 OUNCE","Target","PURINA ONE",NA,0,0.0980983275525817,0.100288075952028,0.0964509272014892,0.0838859164514435,0.0860886178652115,0.0892667839370938,0.0932294490882665,0.0808669362644208,0.0846606139636518
1780017010,"ROM","DC KIT KABOODLE 22LB","ITEM2588KITKABOODLE","Dry Cat","PURINA KIT & KABOODLE DRY CAT FOOD ADULT ORGNL CHCKN LVR TRKY OCN FSH DRY BAG 24.2 POUND","Target","KIT & KABOODLE",NA,0,0.0000320718149665913,0.0000535463912775499,0,0,0,0,0.0000651527178484755,0,0.000234002672954032
1780017025,"ROM","DW BEYOND GR FR 13OZ","ITEM4BEYONDML","Wet Dog","PURINA BEYOND WET DOG FOOD BEEF POTATO GREEN BEAN RECIPE WET CAN 13 OUNCE","Target","BEYOND",NA,0,0.217639827323045,0.221051765027936,0.204261799872335,0.217585673572542,0.224603009979067,0.214966323617218,0.230796846624731,0.227446876067913,0.230553518325075
1780017025,"Retailer","DW BEYOND GR FR 13OZ","ITEM4BEYONDML","Wet Dog","PURINA BEYOND WET DOG FOOD BEEF POTATO GREEN BEAN RECIPE WET CAN 13 OUNCE","Target","BEYOND",1.4621870997175,0,0.185165397800632,0.182710050844983,0.174861574006453,0.168276647758289,0.158257654670559,0.155659299009758,0.166488781506199,0.159454410134119,0.150457325323375
1780017027,"ROM","DW BEYOND GR FR 13OZ","ITEM4BEYONDML","Wet Dog","PURINA BEYOND WET DOG FOOD CHICKEN CARROT PEA RECIPE GRND WET CAN 13 OUNCE","Target","BEYOND",NA,0,0.233309648666803,0.206658437296859,0.208286966737707,0.228815723236258,0.252750253158779,0.232590774388052,0.234809091958351,0.240644363005511,0.222481299608878
1780017027,"Retailer","DW BEYOND GR FR 13OZ","ITEM4BEYONDML","Wet Dog","PURINA BEYOND WET DOG FOOD CHICKEN CARROT PEA RECIPE GRND WET CAN 13 OUNCE","Target","BEYOND",1.45713732400361,0,0.174509891218853,0.162903075922312,0.16575267889153,0.165452258324829,0.156687842021097,0.143663293667505,0.146901866034881,0.145814663487097,0.122368349840342
1780017029,"Retailer","DW BEYOND GR FR 13OZ","ITEM4BEYONDML","Wet Dog","PURINA BEYOND WET DOG FOOD SALMON AND SWEET POTATO RECIPE WET CAN 13 OUNCE","Target","BEYOND",NA,0,0,0,0,0,0,0,0,0,0
1780017033,"ROM","DT BENEFUL BAKED CR 19.5-22OZ","ITEM2BENEFULBAKEDCR","Dog Treats","PURINA BENEFUL BAKED DELIGHTS DOG TREAT PEANUT BUTTER BAG 22 OUNCE","Target","BENEFUL",NA,0,0.682905501339183,0.699192311872853,0.60829807134936,0.646606331124363,0.621155737880284,0.543365231507596,0.57321909978145,0.591509475989245,0.603857870343973
1780017033,"Retailer","DT BENEFUL BAKED CR 19.5-22OZ","ITEM2BENEFULBAKEDCR","Dog Treats","PURINA BENEFUL BAKED DELIGHTS DOG TREAT PEANUT BUTTER BAG 22 OUNCE","Target","BENEFUL",5,0,0.25,0.375,0,NA,NA,NA,NA,NA,NA
1780017035,"ROM","DT BENEFUL BAKED CR 19.5-22OZ","ITEM2BENEFULBAKEDCR","Dog Treats","PURINA BENEFUL BAKED DELIGHTS DOG TREAT BEEF BAG 19.5 OUNCE","Target","BENEFUL",NA,0,0.317094498660817,0.300807688127147,0.39170192865064,0.353393668875637,0.378844262119716,0.456634768492404,0.42678090021855,0.408490524010755,0.396142129656027
1780017035,"Retailer","DT BENEFUL BAKED CR 19.5-22OZ","ITEM2BENEFULBAKEDCR","Dog Treats","PURINA BENEFUL BAKED DELIGHTS DOG TREAT BEEF BAG 19.5 OUNCE","Target","BENEFUL",5.0002590066084,0,0.75,0.625,1,NA,NA,NA,NA,NA,NA
1780017048,"ROM","DC PURINA ONE ML 02.8LB","ITEM2866DCPURINAONEML","Dry Cat","PURINA ONE DRY CAT FOOD ADULT REAL SALMON DRY BAG 2.8 POUND","Target","PURINA ONE",NA,0,1,1,1,1,1,1,1,1,1
1780017051,"ROM","DC PURINA ONE TRU INST 14.4LB","ITEM2867DCPURINAONETRUINST","Dry Cat","PURINA ONE TRUE INSTINCT DRY CAT FOOD ADULT REAL CHICKEN DRY BAG 14.4 POUND","Target","PURINA ONE",NA,0,0.752433338821885,0.760726254020769,0.710958435551206,0.724523891057486,0.729442275147734,0.712793707912188,0.728639224991666,0.725876584533225,0.741825454724648
1780017052,"ROM","DC PURINA ONE TRU INST 06.3LB","ITEM56PURINAONETRUINST","Dry Cat","PURINA ONE TRUE INSTINCT DRY CAT FOOD ADULT CHICKEN DRY BAG 6.3 POUND","Target","PURINA ONE",NA,0,0.938972713623534,0.937559227548976,0.931775710413045,0.916395338197555,0.850712813989576,0.837729057127875,0.832674663565452,0.818473332748055,0.830808049103758
1780017052,"Retailer","DC PURINA ONE TRU INST 06.3LB","ITEM56PURINAONETRUINST","Dry Cat","PURINA ONE TRUE INSTINCT DRY CAT FOOD ADULT CHICKEN DRY BAG 6.3 POUND","Target","PURINA ONE",14.1707709481216,0,1,1,1,1,1,1,1,1,1
1780017057,"ROM","DC PURINA ONE TRU INST 03.2LB","ITEM2868DCPURINAONETRUINST","Dry Cat","PURINA ONE TRUE INSTINCT DRY CAT FOOD ADULT REAL CHICKEN DRY BAG 3.2 POUND","Target","PURINA ONE",NA,0,0.712046500595745,0.630719363307766,0.616533836013739,0.649995898348435,0.667209861477703,0.664272481991637,0.656255254385171,0.667758602389952,0.639822960330264
1780017069,"ROM","DC BEYOND GR FR 03LB","ITEM2BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD WHITE MEAT CHICKEN AND EGG REC DRY BAG 3 POUND","Target","BEYOND",NA,0,0.359470101310861,0.395606302878071,0.483915506083876,0.497740216503691,0.52905742982555,0.447970164162695,0.417617113717047,0.425904978791807,0.458396773750014
1780017069,"Retailer","DC BEYOND GR FR 03LB","ITEM2BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD WHITE MEAT CHICKEN AND EGG REC DRY BAG 3 POUND","Target","BEYOND",7.35996403352471,0,0.129672281266476,0.144252232142857,0.00102803738317757,0.0000776880049720323,0.000263180980787788,0.000159846547314578,0,0.000207168013258753,0
1780017071,"ROM","DC BEYOND GR FR 05LB","ITEM99BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD WHITE MEAT CHICKEN AND EGG REC DRY BAG 5 POUND","Target","BEYOND",NA,0,0.468624931124754,0.450125069652081,0.485010907112962,0.565800772517364,0.449935623193914,0.454680119334903,0.476549067625826,0.431721051993053,0.330423426728141
1780017071,"Retailer","DC BEYOND GR FR 05LB","ITEM99BEYONDGRFR","Dry Cat","PURINA BEYOND DRY CAT FOOD WHITE MEAT CHICKEN AND EGG REC DRY BAG 5 POUND","Target","BEYOND",12.8264438785729,0,0.348027655157122,0.305393038450156,0.478669558929863,0.508190091001011,0.439358272350443,0.421124931315251,0.379183349701594,0.299110147311748,0.222222222222222
1780017084,"ROM","DC KIT KABOODLE 11LB","ITEM2816DCKITKABOODLE","Dry Cat","PURINA KIT & KABOODLE DRY CAT FOOD ADULT ORGNL CHCKN LVR TRKY OCN FSH DRY BAG 12.1 POUND","Target","KIT & KABOODLE",NA,0,0.000133555343783941,0.0000892571727108619,0.0000406670242283963,0.0000230363718679993,0.0000135472302507123,0.0000105128067663822,0.00000457900784988474,0.0000105271653501862,0
1780017141,"ROM","DD PURINA ONE TRU INST 36LB","ITEM765DDPURINAONETRUINST","Dry Dog","PURINA ONE TRUE INSTINCT DRY DOG FOOD ADULT REAL TURKEY AND VENISON DRY BAG 36 POUND","Target","PURINA ONE",NA,0,0.999985051665555,0.999984782234537,0.999985897417817,0.999986391132462,1,0.999960944365248,0.997035182867473,0.999274606429025,0.999772303163848
1780017141,"Retailer","DD PURINA ONE TRU INST 36LB","ITEM765DDPURINAONETRUINST","Dry Dog","PURINA ONE TRUE INSTINCT DRY DOG FOOD ADULT REAL TURKEY AND VENISON DRY BAG 36 POUND","Target","PURINA ONE",44.2075747837335,0.84,1,1,1,1,1,1,1,1,1
1780017150,"ROM","DW PURINA ONE 13OZ 06CT","ITEM129PURINAONE","Wet Dog","PURINA ONE DOG FOOD-WET TYPE TRAY IN WRAP 78 OUNCE","Target","PURINA ONE",NA,0,0.718732818305778,0.693824297918626,0.701883822441832,0.713453793993923,0.733506081132393,0.711924939453428,0.719628372923034,0.668894557472396,0.695886719623495
1780017150,"Retailer","DW PURINA ONE 13OZ 06CT","ITEM129PURINAONE","Wet Dog","PURINA ONE DOG FOOD-WET TYPE TRAY IN WRAP 78 OUNCE","Target","PURINA ONE",2.44401979548111,0,0.246971690791916,0.286186960775594,0.303872385074431,0.316583102596722,0.292292123460955,0.242701857708947,0.299166236257655,0.303384835223721,0.282627534808481
